sample_name	contig	virus	splice_type	virus_brkend_grp	tumor_or_normal	total_rpm	Gene_ID	project	cohort
LIHC-DD-A116^LIHC^normal	NC_003977_3182nt_Hepatitis_B_virus~2450~+~chr5~119489191~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:2450	normal	0.13688267624049	HSD17B4^ENSG00000133835.13	LIHC	TCGA
LIHC-DD-A116^LIHC^normal	chr2~215382326~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	normal	0.124438796582264	FN1^ENSG00000115414.17	LIHC	TCGA
LIHC-DD-A116^LIHC^normal	chr2~182842544~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	normal	0.111994916924037	FRZB^ENSG00000162998.4	LIHC	TCGA
CESC-FU-A3YQ^CESC^tumor	chr1~206023058~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	29.2395995272312	CTSE^ENSG00000196188.9	CESC	TCGA
CESC-FU-A3YQ^CESC^tumor	chr1~206022268~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	4.60751869195557	CTSE^ENSG00000196188.9	CESC	TCGA
CESC-FU-A3YQ^CESC^tumor	chr1~206023058~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	1.56149798152194	CTSE^ENSG00000196188.9	CESC	TCGA
CESC-FU-A3YQ^CESC^tumor	chr1~206022268~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	0.472847980320023	CTSE^ENSG00000196188.9	CESC	TCGA
CESC-FU-A3YQ^CESC^tumor	HPV16~5638~-~chr1~206023723~+	HPV16	GT-AG	HPV16:5638	tumor	0.153950505220473	CTSE^ENSG00000196188.9	CESC	TCGA
CESC-VS-A9UP^CESC^tumor	HPV18~930~+~chr1~26772499~+	HPV18	GT-AG	HPV18:930	tumor	6.49381665992993	ARID1A^ENSG00000117713.16	CESC	TCGA
CESC-VS-A9UP^CESC^tumor	chr1~26768000~+~HPV18~3433~+	HPV18	GT-AG	HPV18:3433	tumor	0.700919893452755	ARID1A^ENSG00000117713.16	CESC	TCGA
CESC-VS-A9UP^CESC^tumor	chr1~26827140~+~HPV18~23~+	HPV18	GT-AG	HPV18:23	tumor	0.515382274597614	ZDHHC18^ENSG00000204160.10	CESC	TCGA
CESC-JX-A5QV^CESC^tumor	chr11~120819921~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	10.6381132242385	GRIK4^ENSG00000149403.10	CESC	TCGA
CESC-JX-A5QV^CESC^tumor	HPV16~881~+~chr11~120815377~+	HPV16	GT-AG	HPV16:881	tumor	2.76750915457634	GRIK4^ENSG00000149403.10	CESC	TCGA
CESC-JX-A5QV^CESC^tumor	chr11~120815476~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	1.02381841556582	GRIK4^ENSG00000149403.10	CESC	TCGA
CESC-JX-A5QV^CESC^tumor	chr11~120819921~+~HPV16~2708~+	HPV16	GT-AG	HPV16:2708	tumor	0.511909207782908	GRIK4^ENSG00000149403.10	CESC	TCGA
CESC-Q1-A73P^CESC^tumor	HPV18~930~+~chr1~1180033~+	HPV18	GT-AG	HPV18:930	tumor	36.1712927740608	TTLL10^ENSG00000162571.12	CESC	TCGA
CESC-Q1-A73P^CESC^tumor	chr1~1183048~+~HPV18~3433~+	HPV18	GT-AG	HPV18:3433	tumor	24.3748891846824	TTLL10^ENSG00000162571.12	CESC	TCGA
CESC-Q1-A73P^CESC^tumor	chr1~1182447~+~HPV18~3433~+	HPV18	GT-AG	HPV18:3433	tumor	2.62323339487558	TTLL10^ENSG00000162571.12	CESC	TCGA
CESC-Q1-A73P^CESC^tumor	chr1~1179334~+~HPV18~23~+	HPV18	GT-AG	HPV18:23	tumor	1.62933751234508	TTLL10^ENSG00000162571.12	CESC	TCGA
CESC-Q1-A73P^CESC^tumor	chr1~1185110~+~HPV18~2778~+	HPV18	GT-AG	HPV18:2778	tumor	1.23829650938226	TTLL10^ENSG00000162571.12	CESC	TCGA
CESC-Q1-A73P^CESC^tumor	chr1~1185110~+~HPV18~23~+	HPV18	GT-AG	HPV18:23	tumor	0.945015757160148	TTLL10^ENSG00000162571.12	CESC	TCGA
CESC-Q1-A73P^CESC^tumor	chr1~1183048~+~HPV18~2778~+	HPV18	GT-AG	HPV18:2778	tumor	0.896135631789796	TTLL10^ENSG00000162571.12	CESC	TCGA
CESC-LP-A4AW^CESC^tumor	HPV16~881~+~chr19~38873550~+	HPV16	GT-AG	HPV16:881	tumor	1.03850403527768	CTC-360G5.6^ENSG00000269050.1	CESC	TCGA
CESC-LP-A4AW^CESC^tumor	HPV16~227~+~chr19~38873550~+	HPV16	GT-AG	HPV16:227	tumor	0.527764345796851	CTC-360G5.6^ENSG00000269050.1	CESC	TCGA
HNSC-CQ-5323^HNSC^tumor	HPV16~881~+~chr18~63655356~+	HPV16	GT-AG	HPV16:881	tumor	8.75376286368122	SERPINB11^ENSG00000206072.11	HNSC	TCGA
HNSC-CR-6487^HNSC^tumor	chr9~129095613~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	0.404267755358962	CRAT^ENSG00000095321.15	HNSC	TCGA
HNSC-CN-4741^HNSC^tumor	HPV16~3357~-~chr11~76380747~+	HPV16	GT-AG	HPV16:3357	tumor	0.443998993283513	PRKRIR^ENSG00000137492.6	HNSC	TCGA
LIHC-CC-A7IK^LIHC^tumor	chr21~7675579~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	tumor	0.591906686851798	CH507-338C24.1^ENSG00000277991.3	LIHC	TCGA
LIHC-CC-A7IK^LIHC^tumor	NC_003977_3182nt_Hepatitis_B_virus~461~+~chr21~7462826~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	tumor	0.424958646970521	CH507-254M2.2^ENSG00000276077.3	LIHC	TCGA
CESC-FU-A40J^CESC^tumor	chr8~127290061~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	18.9484761781215	CASC8^ENSG00000246228.5	CESC	TCGA
CESC-FU-A40J^CESC^tumor	chr8~127290061~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	6.93182657602449	CASC8^ENSG00000246228.5	CESC	TCGA
CESC-FU-A40J^CESC^tumor	chr8~127323155~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	3.91653764809088	CASC8^ENSG00000246228.5	CESC	TCGA
CESC-FU-A40J^CESC^tumor	HPV16~408~-~chr8~127323014~+	HPV16	GT-AG	HPV16:408	tumor	0.712097754198342	CASC8^ENSG00000246228.5	CESC	TCGA
CESC-FU-A40J^CESC^tumor	HPV16~2708~-~chr8~127323014~+	HPV16	GT-AG	HPV16:2708	tumor	0.0667591644560946	CASC8^ENSG00000246228.5	CESC	TCGA
CESC-C5-A2LX^CESC^tumor	HPV16~227~+~chr19~1264252~+	HPV16	GT-AG	HPV16:227	tumor	0.146102544363448	CIRBP^ENSG00000099622.12	CESC	TCGA
LIHC-DD-A116^LIHC^tumor	NC_003977_3182nt_Hepatitis_B_virus~340~-~chr19~35722994~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:340	tumor	0.175317741890909	KMT2B^ENSG00000272333.4	LIHC	TCGA
CESC-HM-A3JJ^CESC^tumor	chr7~6331236~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	15.6523617033119	FAM220A^ENSG00000178397.11	CESC	TCGA
CESC-HM-A3JJ^CESC^tumor	chr7~6331236~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	3.27276653796521	FAM220A^ENSG00000178397.11	CESC	TCGA
CESC-MU-A8JM^CESC^tumor	chr1~171203989~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	52.3810386860568	RP1-127D3.4^ENSG00000225243.4	CESC	TCGA
CESC-MU-A8JM^CESC^tumor	chr1~171203989~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	0.305216929080797	RP1-127D3.4^ENSG00000225243.4	CESC	TCGA
CESC-R2-A69V^CESC^tumor	HPV39~944~+~chr2~218889983~+	HPV39	GT-AG	HPV39:944	tumor	1.63201620631261	WNT10A^ENSG00000135925.7	CESC	TCGA
CESC-R2-A69V^CESC^tumor	HPV39~944~+~chr2~218892773~+	HPV39	GT-AG	HPV39:944	tumor	0.174081728673345	WNT10A^ENSG00000135925.7	CESC	TCGA
CESC-C5-A7CK^CESC^tumor	HPV16~227~+~chr12~53101040~+	HPV16	GT-AG	HPV16:227	tumor	0.227215180438076	IGFBP6^ENSG00000167779.6	CESC	TCGA
STAD-FP-7998^STAD^tumor	NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~+~chr9~5431896~+	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	tumor	0.0410696505049132	PLGRKT^ENSG00000107020.8	STAD	TCGA
HNSC-BB-7864^HNSC^tumor	chr12~90905865~+~HPV56~911~-	HPV56	GT-AG	HPV56:911	tumor	23.9825144794098	CCER1^ENSG00000197651.4	HNSC	TCGA
CESC-VS-A8EC^CESC^tumor	HPV16~881~+~chr3~181739568~+	HPV16	GT-AG	HPV16:881	tumor	5.57538951807306	SOX2-OT^ENSG00000242808.6	CESC	TCGA
CESC-VS-A8EC^CESC^tumor	chr3~181563929~+~HPV16~408~+	HPV16	GT-AG	HPV16:408	tumor	1.33611405610627	SOX2-OT^ENSG00000242808.6	CESC	TCGA
CESC-VS-A8EC^CESC^tumor	chr3~181699884~+~HPV16~3360~+	HPV16	GT-AG	HPV16:3360	tumor	1.18765693876113	SOX2OT_exon3^ENSG00000276690.1	CESC	TCGA
CESC-VS-A8EC^CESC^tumor	HPV16~227~+~chr3~181739568~+	HPV16	GT-AG	HPV16:227	tumor	1.10518076245827	SOX2-OT^ENSG00000242808.6	CESC	TCGA
CESC-VS-A8EC^CESC^tumor	chr3~181563929~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	0.643314175162276	SOX2-OT^ENSG00000242808.6	CESC	TCGA
LIHC-CC-A3MB^LIHC^tumor	chr5~1272281~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	tumor	0.108166256728572	TERT^ENSG00000164362.17	LIHC	TCGA
CESC-ZJ-AB0I^CESC^tumor	HPV16~3360~-~chr18~812113~+	HPV16	GT-AG	HPV16:3360	tumor	0.472571022442131	YES1^ENSG00000176105.12	CESC	TCGA
CESC-ZJ-AAXT^CESC^tumor	HPV18~930~+~chr3~49510418~+	HPV18	GT-AG	HPV18:930	tumor	5.00175374970817	DAG1^ENSG00000173402.10	CESC	TCGA
LIHC-DD-AADM^LIHC^tumor	NC_003977_3182nt_Hepatitis_B_virus~2450~+~chr21~8405959~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:2450	tumor	0.0689740117476882	CH507-528H12.1^ENSG00000280441.1	LIHC	TCGA
LIHC-DD-AADP^LIHC^tumor	chr1~236552108~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	tumor	0.269832630914023	HEATR1^ENSG00000119285.9	LIHC	TCGA
CESC-ZJ-AAX4^CESC^tumor	HPV16~881~+~chr14~64521486~+	HPV16	GT-AG	HPV16:881	tumor	3.88275086001123	ZBTB1^ENSG00000126804.12	CESC	TCGA
CESC-ZJ-AAX4^CESC^tumor	HPV16~881~+~chr14~64511248~+	HPV16	GT-AG	HPV16:881	tumor	1.78461840770702	ZBTB1^ENSG00000126804.12	CESC	TCGA
CESC-ZJ-AAX4^CESC^tumor	HPV16~227~+~chr14~64521486~+	HPV16	GT-AG	HPV16:227	tumor	0.795843343977457	ZBTB1^ENSG00000126804.12	CESC	TCGA
CESC-ZJ-AAX4^CESC^tumor	HPV16~881~+~chr14~64516599~+	HPV16	GT-AG	HPV16:881	tumor	0.651144554163374	ZBTB1^ENSG00000126804.12	CESC	TCGA
CESC-VS-A9UH^CESC^tumor	chr1~216519422~+~HPV45~930~-	HPV45	GT-AG	HPV45:930	tumor	3.19014968394994	ESRRG^ENSG00000196482.15	CESC	TCGA
CESC-VS-A9UH^CESC^tumor	chr1~216519422~+~HPV45~231~-	HPV45	GT-AG	HPV45:231	tumor	1.14072019001846	ESRRG^ENSG00000196482.15	CESC	TCGA
CESC-VS-A8QC^CESC^tumor	HPV16~881~+~chr4~86734302~+	HPV16	GT-AG	HPV16:881	tumor	5.90183469669813	PTPN13^ENSG00000163629.11	CESC	TCGA
CESC-VS-A8QC^CESC^tumor	chr4~86734876~+~HPV16~408~+	HPV16	GT-AG	HPV16:408	tumor	0.332701465745238	PTPN13^ENSG00000163629.11	CESC	TCGA
CESC-VS-A8QC^CESC^tumor	HPV16~227~+~chr4~86734302~+	HPV16	GT-AG	HPV16:227	tumor	0.173583373432298	PTPN13^ENSG00000163629.11	CESC	TCGA
HNSC-CV-5971^HNSC^tumor	HPV16~3633~+~chr21~8405959~+	HPV16	GT-AG	HPV16:3633	tumor	0.252475305189567	CH507-528H12.1^ENSG00000280441.1	HNSC	TCGA
CESC-WL-A834^CESC^tumor	chr4~86635372~+~HPV16~408~+	HPV16	GT-AG	HPV16:408	tumor	0.815419406515379	PTPN13^ENSG00000163629.11	CESC	TCGA
CESC-WL-A834^CESC^tumor	chr4~86635372~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	0.549934018347581	PTPN13^ENSG00000163629.11	CESC	TCGA
CESC-WL-A834^CESC^tumor	HPV16~881~+~chr4~86732399~+	HPV16	GT-AG	HPV16:881	tumor	0.0758529680479423	PTPN13^ENSG00000163629.11	CESC	TCGA
CESC-VS-A9UB^CESC^tumor	HPV45~930~+~chr11~101593679~+	HPV45	GT-AG	HPV45:930	tumor	5.06434783029355	RP11-748H22.1^ENSG00000254506.1	CESC	TCGA
CESC-VS-A9UB^CESC^tumor	HPV45~231~+~chr11~101593679~+	HPV45	GT-AG	HPV45:231	tumor	2.09124810902669	RP11-748H22.1^ENSG00000254506.1	CESC	TCGA
LIHC-ED-A7XO^LIHC^tumor	NC_003977_3182nt_Hepatitis_B_virus~2450~+~chr19~29812531~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:2450	tumor	0.171270874993784	CCNE1^ENSG00000105173.12	LIHC	TCGA
CESC-UC-A7PD^CESC^tumor	chrX~108310829~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	0.742469107288271	COL4A6^ENSG00000197565.14	CESC	TCGA
CESC-UC-A7PD^CESC^tumor	chrX~108310829~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	0.0428347561897079	COL4A6^ENSG00000197565.14	CESC	TCGA
CESC-EA-A439^CESC^tumor	chr1~3647561~+~HPV18~930~-	HPV18	GT-AG	HPV18:930	tumor	2.68757417224791	WRAP73^ENSG00000116213.14	CESC	TCGA
CESC-EA-A439^CESC^tumor	chr1~3659431~+~HPV18~234~-	HPV18	GT-AG	HPV18:234	tumor	0.428583256703986	RP5-1092A11.5^ENSG00000227589.1	CESC	TCGA
CESC-EA-A439^CESC^tumor	chr1~3652642~+~HPV18~978~-	HPV18	GT-AG	HPV18:978	tumor	0.133932267719996	TP73^ENSG00000078900.13	CESC	TCGA
CESC-EA-A439^CESC^tumor	HPV18~3433~-~chr1~3668624~+	HPV18	GT-AG	HPV18:3433	tumor	0.0803593606319974	RP5-1092A11.5^ENSG00000227589.1	CESC	TCGA
CESC-EA-A439^CESC^tumor	chr1~3652642~+~HPV18~3433~+	HPV18	GT-AG	HPV18:3433	tumor	0.062501724935998	TP73^ENSG00000078900.13	CESC	TCGA
CESC-EA-A439^CESC^tumor	HPV18~23~-~chr1~3668624~+	HPV18	GT-AG	HPV18:23	tumor	0.0535729070879983	RP5-1092A11.5^ENSG00000227589.1	CESC	TCGA
CESC-EK-A2RL^CESC^tumor	HPV16~881~+~chr19~41714970~+	HPV16	GT-AG	HPV16:881	tumor	20.8661756804861	CEACAM5^ENSG00000105388.13	CESC	TCGA
CESC-EK-A2RL^CESC^tumor	HPV16~227~+~chr19~41714970~+	HPV16	GT-AG	HPV16:227	tumor	2.01357608269591	CEACAM5^ENSG00000105388.13	CESC	TCGA
CESC-EK-A2RL^CESC^tumor	chr19~42522203~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	0.187538948878541	CEACAM1^ENSG00000079385.20	CESC	TCGA
CESC-C5-A8YR^CESC^tumor	chr13~73413637~+~HPV45~930~-	HPV45	GT-AG	HPV45:930	tumor	63.8843051783939	LINC00393^ENSG00000224853.1	CESC	TCGA
CESC-C5-A8YR^CESC^tumor	chr13~73413637~+~HPV45~231~-	HPV45	GT-AG	HPV45:231	tumor	17.8454879199662	LINC00393^ENSG00000224853.1	CESC	TCGA
CESC-JW-A5VJ^CESC^tumor	chr8~86064632~+~HPV18~930~-	HPV18	GT-AG	HPV18:930	tumor	3.68870558703135	PSKH2^ENSG00000147613.6	CESC	TCGA
CESC-JW-A5VJ^CESC^tumor	chr8~86074172~+~HPV18~930~-	HPV18	GT-AG	HPV18:930	tumor	1.89982205046352	PSKH2^ENSG00000147613.6	CESC	TCGA
HNSC-BB-A6UM^HNSC^tumor	HPV16~881~+~chr11~17052031~+	HPV16	GT-AG	HPV16:881	tumor	8.67844754939078	OR7E14P^ENSG00000184669.7	HNSC	TCGA
HNSC-BB-A6UM^HNSC^tumor	HPV16~227~+~chr11~17052031~+	HPV16	GT-AG	HPV16:227	tumor	1.82261418646333	OR7E14P^ENSG00000184669.7	HNSC	TCGA
CESC-UC-A7PI^CESC^tumor	chr5~147901774~+~HPV18~930~-	HPV18	GT-AG	HPV18:930	tumor	46.584897730808	C5orf46^ENSG00000178776.4	CESC	TCGA
CESC-C5-A7X5^CESC^tumor	chr19~17073336~+~HPV35~233~-	HPV35	GT-AG	HPV35:233	tumor	0.463917156204702	HAUS8^ENSG00000131351.13	CESC	TCGA
CESC-C5-A7X5^CESC^tumor	chr19~17073336~+~HPV35~3482~-	HPV35	GT-AG	HPV35:3482	tumor	0.449859060562135	HAUS8^ENSG00000131351.13	CESC	TCGA
CESC-LP-A7HU^CESC^tumor	chr8~127796072~+~HPV16~741~+	HPV16	GT-AG	HPV16:741	tumor	0.0637269509177573	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-DS-A3LQ^CESC^tumor	chr2~111429621~+~HPV69~899~-	HPV69	GT-AG	HPV69:899	tumor	27.6916705239465	MIR4435-1HG^ENSG00000172965.13	CESC	TCGA
CESC-DS-A3LQ^CESC^tumor	chr2~111429621~+~HPV69~183~-	HPV69	GT-AG	HPV69:183	tumor	6.92570575729793	MIR4435-1HG^ENSG00000172965.13	CESC	TCGA
CESC-DS-A3LQ^CESC^tumor	HPV69~899~+~chr2~87521206~+	HPV69	GT-AG	HPV69:899	tumor	5.75469270654707	LINC00152^ENSG00000222041.9	CESC	TCGA
CESC-DS-A3LQ^CESC^tumor	HPV69~183~+~chr2~87521206~+	HPV69	GT-AG	HPV69:183	tumor	1.61711326056071	LINC00152^ENSG00000222041.9	CESC	TCGA
CESC-DS-A3LQ^CESC^tumor	HPV69~3333~-~chr2~111494884~+	HPV69	GT-AG	HPV69:3333	tumor	0.624540293733791	MIR4435-1HG^ENSG00000172965.13	CESC	TCGA
CESC-DS-A3LQ^CESC^tumor	chr2~111429621~+~HPV69~3627~-	HPV69	GT-AG	HPV69:3627	tumor	0.0446100209809851	MIR4435-1HG^ENSG00000172965.13	CESC	TCGA
CESC-C5-A1BM^CESC^tumor	chr2~72179462~+~HPV18~930~-	HPV18	GT-AG	HPV18:930	tumor	5.8511456278621	EXOC6B^ENSG00000144036.13	CESC	TCGA
CESC-DS-A0VK^CESC^tumor	chr8~128048610~+~HPV16~3390~+	HPV16	GT-AG	HPV16:3390	tumor	0.0502653	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-DS-A0VK^CESC^tumor	chr18~36959436~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	0.02010612	KIAA1328^ENSG00000150477.13	CESC	TCGA
CESC-EX-A1H6^CESC^tumor	HPV16~881~+~chr9~113256113~+	HPV16	GT-AG	HPV16:881	tumor	0.7255772	SLC31A1^ENSG00000136868.10	CESC	TCGA
CESC-C5-A1MQ^CESC^tumor	chr11~747579~+~HPV18~3433~+	HPV18	GT-AG	HPV18:3433	tumor	0.3445159	TALDO1^ENSG00000177156.9	CESC	TCGA
CESC-C5-A1MQ^CESC^tumor	chr11~747579~+~HPV18~415~+	HPV18	GT-AG	HPV18:415	tumor	0.01640552	TALDO1^ENSG00000177156.9	CESC	TCGA
CESC-HM-A3JK^CESC^tumor	HPV35~884~+~chr4~142660782~+	HPV35	GT-AG	HPV35:884	tumor	51.22657	RP11-223C24.1^ENSG00000249806.1	CESC	TCGA
CESC-DR-A0ZL^CESC^tumor	HPV16~881~+~chr21~8405959~+	HPV16	GT-AG	HPV16:881	tumor	0.3011162	CH507-528H12.1^ENSG00000280441.1	CESC	TCGA
CESC-DS-A0VN^CESC^tumor	chr12~113100069~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	3.63345	RASAL1^ENSG00000111344.10	CESC	TCGA
CESC-DS-A0VN^CESC^tumor	HPV16~3357~-~chr12~113105713~+	HPV16	GT-AG	HPV16:3357	tumor	2.677777	RASAL1^ENSG00000111344.10	CESC	TCGA
CESC-DS-A0VN^CESC^tumor	chr12~113104299~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	2.28983	RASAL1^ENSG00000111344.10	CESC	TCGA
CESC-DS-A0VN^CESC^tumor	chr12~113102010~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	1.958657	RASAL1^ENSG00000111344.10	CESC	TCGA
CESC-DS-A0VN^CESC^tumor	chr12~113100681~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	1.892422	RASAL1^ENSG00000111344.10	CESC	TCGA
HNSC-HD-A634^HNSC^tumor	chr2~156476208~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	13.83763	GPD2^ENSG00000115159.14	HNSC	TCGA
HNSC-HD-A634^HNSC^tumor	chr2~156476208~+~HPV16~578~-	HPV16	GT-AG	HPV16:578	tumor	0.7091556	GPD2^ENSG00000115159.14	HNSC	TCGA
CESC-VS-A8EG^CESC^tumor	chr1~27428934~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	5.55187	WASF2^ENSG00000158195.9	CESC	TCGA
CESC-VS-A8EG^CESC^tumor	chr1~27428934~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	0.3623326	WASF2^ENSG00000158195.9	CESC	TCGA
CESC-EK-A2PI^CESC^tumor	chr10~35016395~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	12.6327	CUL2^ENSG00000108094.13	CESC	TCGA
CESC-EK-A2PI^CESC^tumor	chr10~35016395~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	2.93487	CUL2^ENSG00000108094.13	CESC	TCGA
CESC-VS-A959^CESC^tumor	HPV31~878~+~chr14~68497123~+	HPV31	GT-AG	HPV31:878	tumor	9.071324	RAD51B^ENSG00000182185.17	CESC	TCGA
CESC-VS-A959^CESC^tumor	HPV31~211~+~chr14~68497123~+	HPV31	GT-AG	HPV31:211	tumor	4.365878	RAD51B^ENSG00000182185.17	CESC	TCGA
CESC-VS-A8EI^CESC^tumor	chr2~200499085~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	0.0653005	KCTD18^ENSG00000155729.11	CESC	TCGA
CESC-VS-A9V2^CESC^tumor	HPV16~3633~+~chr17~59839767~+	HPV16	GT-AG	HPV16:3633	tumor	7.021992	VMP1^ENSG00000062716.9	CESC	TCGA
HNSC-CV-6939^HNSC^tumor	chr7~96645937~+~HPV33~895~-	HPV33	GT-AG	HPV33:895	tumor	2.177213	SHFM1^ENSG00000127922.8	HNSC	TCGA
HNSC-CV-6939^HNSC^tumor	chr7~96622644~+~HPV33~895~-	HPV33	GT-AG	HPV33:895	tumor	1.23829	SHFM1^ENSG00000127922.8	HNSC	TCGA
HNSC-CV-6939^HNSC^tumor	chr7~96650520~+~HPV33~895~-	HPV33	GT-AG	HPV33:895	tumor	0.5306956	SHFM1^ENSG00000127922.8	HNSC	TCGA
HNSC-CV-6939^HNSC^tumor	chr7~96656586~+~HPV33~895~-	HPV33	GT-AG	HPV33:895	tumor	0.3401895	SHFM1^ENSG00000127922.8	HNSC	TCGA
LIHC-DD-A1EA^LIHC^tumor	NC_003977_3182nt_Hepatitis_B_virus~340~-~chr2~120927360~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:340	tumor	2.42012	GLI2^ENSG00000074047.19	LIHC	TCGA
CESC-Q1-A6DT^CESC^tumor	chr6~107030108~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	12.00046	C6orf203^ENSG00000130349.8	CESC	TCGA
CESC-Q1-A6DT^CESC^tumor	chr6~107028272~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	7.422777	C6orf203^ENSG00000130349.8	CESC	TCGA
CESC-Q1-A6DT^CESC^tumor	chr19~37932693~+~HPV16~408~+	HPV16	GT-AG	HPV16:408	tumor	2.498576	SIPA1L3^ENSG00000105738.9	CESC	TCGA
CESC-Q1-A6DT^CESC^tumor	chr6~107030108~+~HPV16~2708~+	HPV16	GT-AG	HPV16:2708	tumor	2.006156	C6orf203^ENSG00000130349.8	CESC	TCGA
CESC-Q1-A6DT^CESC^tumor	chr6~107028272~+~HPV16~2708~+	HPV16	GT-AG	HPV16:2708	tumor	0.3100423	C6orf203^ENSG00000130349.8	CESC	TCGA
CESC-LP-A5U3^CESC^tumor	HPV16~881~+~chr17~39706989~+	HPV16	GT-AG	HPV16:881	tumor	17.39113	ERBB2^ENSG00000141736.12	CESC	TCGA
CESC-LP-A5U3^CESC^tumor	HPV16~881~+~chr17~39742251~+	HPV16	GT-AG	HPV16:881	tumor	14.84687	GRB7^ENSG00000141738.12	CESC	TCGA
CESC-LP-A5U3^CESC^tumor	HPV16~227~+~chr17~39706989~+	HPV16	GT-AG	HPV16:227	tumor	0.1932348	ERBB2^ENSG00000141736.12	CESC	TCGA
CESC-MA-AA41^CESC^tumor	chr20~41491820~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	16.33868	CHD6^ENSG00000124177.13	CESC	TCGA
CESC-MA-AA41^CESC^tumor	chr20~41491820~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	8.178001	CHD6^ENSG00000124177.13	CESC	TCGA
CESC-MA-AA41^CESC^tumor	HPV16~3357~-~chr20~41484351~+	HPV16	GT-AG	HPV16:3357	tumor	4.97264	CHD6^ENSG00000124177.13	CESC	TCGA
CESC-MA-AA41^CESC^tumor	HPV16~3357~-~chr20~41493537~+	HPV16	GT-AG	HPV16:3357	tumor	3.933064	CHD6^ENSG00000124177.13	CESC	TCGA
CESC-MA-AA41^CESC^tumor	HPV16~2708~-~chr20~41484351~+	HPV16	GT-AG	HPV16:2708	tumor	0.8836399	CHD6^ENSG00000124177.13	CESC	TCGA
CESC-EX-A69L^CESC^tumor	HPV16~3357~-~chr17~29666866~+	HPV16	GT-AG	HPV16:3357	tumor	9.367105	SSH2^ENSG00000141298.16	CESC	TCGA
CESC-EX-A69L^CESC^tumor	chr17~29684685~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	4.312098	SSH2^ENSG00000141298.16	CESC	TCGA
