fusion_name	Annots
SH3GL2::FREM1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:2.67Mb]]
AGTPBP1::GNAQ	[ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr9:7.52Mb]]
BMP6::LY86-AS1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr6:1.10Mb]]
ATP2A1::TNNT3	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr16--chr11]]
RP4-639F20.1::RP11-313A24.1	[INTRACHROMOSOMAL[chr1:0.10Mb],NEIGHBORS[98326]]
PFKFB3::ATP2A1	[INTERCHROMOSOMAL[chr10--chr16]]
TTN::TXNIP	[INTERCHROMOSOMAL[chr2--chr1]]
NOC4L::FBRSL1	[GTEx_recurrent_StarF2019,Klijn_CellLines,INTRACHROMOSOMAL[chr12:0.34Mb]]
FASN::RPL14	[INTERCHROMOSOMAL[chr17--chr3]]
PNLIPRP1::CEL	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr10--chr9]]
C20orf196::CST4	[TCGA_StarF2019,INTRACHROMOSOMAL[chr20:17.82Mb]]
SPSB1::H6PD	[TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr1:0.02Mb],LOCAL_REARRANGEMENT:+:[21543]]
DBNDD1::RP11-212I21.2	[INTRACHROMOSOMAL[chr16:34.54Mb]]
CENPL::RP3-436N22.3	[INTRACHROMOSOMAL[chr1:0.19Mb]]
RP11-813I20.2::RP11-1012E15.2	[INTRACHROMOSOMAL[chr14:0.12Mb]]
LINC00472::RP11-250B2.3	[INTRACHROMOSOMAL[chr6:9.02Mb]]
UNQ6494::RP5-1050E16.2	[INTRACHROMOSOMAL[chr9:0.08Mb],NEIGHBORS[79936]]
SNX29::CLEC16A	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr16:0.79Mb]]
PPAP2A::LINC00535	[INTERCHROMOSOMAL[chr5--chr8]]
BRD4::CSE1L	[TCGA_StarF2019,INTERCHROMOSOMAL[chr19--chr20]]
CPSF6::KCNMB4	[TCGA_StarF2019,INTRACHROMOSOMAL[chr12:1.09Mb]]
MDM2::RP11-96H19.1	[INTRACHROMOSOMAL[chr12:21.93Mb]]
ETFA::IMP3	[TCGA_StarF2019,INTRACHROMOSOMAL[chr15:0.57Mb]]
CHCHD10::DRICH1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr22:0.13Mb]]
FAM214A::RP11-204C23.1	[INTERCHROMOSOMAL[chr15--chr3]]
NTN1::STX8	[TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_INVERSION:+:-:[6471]]
PGA3::GNB2L1	[INTERCHROMOSOMAL[chr11--chr5]]
CELA3B::CTRC	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr1:6.53Mb]]
MYH7::TTN-AS1	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr14--chr2]]
PTGDS::DES	[INTERCHROMOSOMAL[chr9--chr2]]
MARK3::MKNK2	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr14--chr19]]
RP11-371M22.1::KCNN2	[INTRACHROMOSOMAL[chr5:0.30Mb]]
HIVEP3::TPTE	[TCGA_StarF2019,INTERCHROMOSOMAL[chr1--chr21]]
CBLB::LINC00882	[TCGA_StarF2019,INTRACHROMOSOMAL[chr3:0.97Mb]]
JMJD1C::CTNNA3	[TCGA_StarF2019,INTRACHROMOSOMAL[chr10:2.45Mb]]
PPP6C::SCAI	[CCLE_StarF2019,TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.00Mb],NEIGHBORS[3067]]
MTAP::LINC01410	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:40.86Mb]]
FHOD3::GALNT1	[CCLE_StarF2019,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr18:0.59Mb]]
RLN1::CD274	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr9:0.11Mb]]
CYB561::RP11-115D19.1	[INTERCHROMOSOMAL[chr17--chr4]]
AP3B1::BRAF	[HaasMedCancer,TCGA_StarF2019,INTERCHROMOSOMAL[chr5--chr7]]
HMGB1::CRYL1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr13:9.93Mb]]
TAF8::COL5A3	[TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr6--chr19]]
PEX6::GNMT	[TCGA_StarF2019,INTRACHROMOSOMAL[chr6:0.00Mb],NEIGHBORS_OVERLAP:-:+:[10]]
CASZ1::CROCCP2	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:5.82Mb]]
PIGO::CA9	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.58Mb]]
GNA14::RP11-535M15.1	[INTRACHROMOSOMAL[chr9:19.04Mb]]
SMAD3::OR4G4P	[INTERCHROMOSOMAL[chr15--chr1]]
PLXDC2::AMD1P1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr10:0.06Mb],NEIGHBORS[60193]]
EFTUD1::RP11-182J1.14	[INTRACHROMOSOMAL[chr15:2.13Mb]]
SOD2::MYBPC1	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr6--chr12]]
MAP4::MYBPC1	[INTERCHROMOSOMAL[chr3--chr12]]
ACTB::KDM6B	[INTERCHROMOSOMAL[chr7--chr17]]
PKN2::COL24A1	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr1:2.53Mb]]
ATG4C::NFIA	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr1:1.32Mb]]
COL17A1::NEURL1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr10:0.44Mb]]
PIP5K1A::SCNM1	[TCGA_StarF2019,Klijn_CellLines,CCLE_StarF2019,INTRACHROMOSOMAL[chr1:0.03Mb],LOCAL_REARRANGEMENT:+:[27652]]
CHD2::ST8SIA2	[TCGA_StarF2019,INTRACHROMOSOMAL[chr15:0.43Mb]]
HNRNPA1::RP11-834C11.5	[INTRACHROMOSOMAL[chr12:0.15Mb]]
KIF2A::IPO11	[CCLE_StarF2019,ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr5:0.02Mb],NEIGHBORS[17589]]
KIF2C::C1orf228	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.01Mb],LOCAL_REARRANGEMENT:+:[14227]]
SEPT9::CH507-513H4.1	[INTERCHROMOSOMAL[chr17--chr21]]
RNLS::ATAD1	[CCLE_StarF2019,TCGA_StarF2019,INTRACHROMOSOMAL[chr10:0.43Mb]]
EPHB3::P2RY12	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr3:33.18Mb]]
MYO1D::PLA2G6	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr17--chr22]]
NCEH1::RP11-44M6.7	[INTERCHROMOSOMAL[chr3--chr7]]
GNG12::PLXNA2	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr1:140.19Mb]]
LRRFIP2::EPHA3	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr3:51.92Mb]]
FAM110B::SNTG1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr8:7.20Mb]]
RHOA::QRICH1	[TCGA_StarF2019,ChimerSeq,CCLE_StarF2019,INTRACHROMOSOMAL[chr3:0.26Mb]]
SYBU::CTD-2058B24.2	[INTERCHROMOSOMAL[chr8--chr14]]
FAM19A2::OOEP	[TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr6]]
CLEC16A::LITAF	[ChimerSeq,GUO2018CR_TCGA,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr16:0.37Mb]]
AZIN2::ZNF362	[INTRACHROMOSOMAL[chr1:0.14Mb]]
CHD1::ASB11	[INTERCHROMOSOMAL[chr5--chrX]]
TPM3::TPM2	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,INTERCHROMOSOMAL[chr1--chr9]]
TNNT1::MYH7	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr19--chr14]]
OAZ1::CSNK1G2	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr19:0.29Mb]]
RP5-966M1.6::ALB	[INTERCHROMOSOMAL[chr3--chr4]]
SSR3::VEPH1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr3:0.70Mb]]
GAB2::RP11-736K20.5	[INTRACHROMOSOMAL[chr11:8.47Mb]]
TTC7B::RPS6KA5	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr14:0.03Mb],LOCAL_REARRANGEMENT:-:[31383]]
PHLDB2::RAB7A	[TCGA_StarF2019,INTRACHROMOSOMAL[chr3:16.75Mb]]
SMG1::RP11-1035H13.3	[INTRACHROMOSOMAL[chr16:0.00Mb],NEIGHBORS[3334]]
EEF2::KRT16	[INTERCHROMOSOMAL[chr19--chr17]]
PODXL::AC009365.4	[INTRACHROMOSOMAL[chr7:1.20Mb]]
TBC1D12::CYP2C18	[ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr10:0.15Mb]]
ERBB2::AC087491.2	[INTRACHROMOSOMAL[chr17:0.07Mb],LOCAL_REARRANGEMENT:+:[65401]]
ATAD5::NF1	[TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.20Mb]]
SIPA1L3::CTD-2162K18.4	[INTRACHROMOSOMAL[chr19:1.13Mb]]
PCDHA8::PCDHAC2	[DGD_PARALOGS,HGNC_GENEFAM,INTRACHROMOSOMAL[chr5:0.12Mb]]
TNS3::HUS1	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr7:0.11Mb]]
DNAJA1::GALNTL6	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTERCHROMOSOMAL[chr9--chr4]]
MPLKIP::POLR2J4	[TCGA_StarF2019,INTRACHROMOSOMAL[chr7:3.81Mb]]
LRMP::RP11-625L16.1	[INTRACHROMOSOMAL[chr12:0.25Mb]]
RBMS3::CMC1	[INTRACHROMOSOMAL[chr3:0.96Mb]]
PNLIP::CHMP1A	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr10--chr16]]
AKAP13::RP11-408A13.4	[INTERCHROMOSOMAL[chr15--chr9]]
EGFR::RCL1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr7--chr9]]
AP000487.5::NARS2	[INTRACHROMOSOMAL[chr11:8.04Mb]]
ZSCAN5A::ZNF235	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr19:11.91Mb]]
LMAN2L::FER1L5	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr2:0.00Mb],LOCAL_INVERSION:-:+:[1042]]
KRT19::AKR1C1	[INTERCHROMOSOMAL[chr17--chr10]]
JPH2::TMEM246-AS1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr20--chr9]]
ZNF329::KLK10	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:7.11Mb]]
DUSP6::RP11-13A1.3	[INTRACHROMOSOMAL[chr12:0.04Mb],NEIGHBORS[37679]]
LINC01206::SOX2-OT	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr3:0.12Mb]]
CDH13::HSBP1	[TCGA_StarF2019,ChimerSeq,CCLE_StarF2019,INTRACHROMOSOMAL[chr16:0.01Mb],NEIGHBORS[7203]]
MB21D2::AY269186.1	[INTRACHROMOSOMAL[chr3:192.77Mb]]
PSMA6::SRP54	[TCGA_StarF2019,INTRACHROMOSOMAL[chr14:0.25Mb]]
AMOTL1::PIWIL4	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr11:0.09Mb],LOCAL_REARRANGEMENT:+:[85010]]
SPATA13::SUCLA2	[TCGA_StarF2019,INTRACHROMOSOMAL[chr13:23.63Mb]]
KIAA1033::PRDM4	[TumorFusionsNAR2018,INTRACHROMOSOMAL[chr12:2.56Mb]]
PHKB::PTPRR	[TCGA_StarF2019,ChimerSeq,INTERCHROMOSOMAL[chr16--chr12]]
ZNF346::CTD-2353F22.1	[INTRACHROMOSOMAL[chr5:140.30Mb]]
ZNF148::OSBPL11	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr3:0.15Mb]]
CDH1::RBPMS-AS1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr16--chr8]]
AXIN1::SYVN1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr16--chr11]]
NIPBL::ROPN1L	[TCGA_StarF2019,INTRACHROMOSOMAL[chr5:26.40Mb]]
ARMCX6::ARMCX4	[ChimerSeq,HGNC_GENEFAM,GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chrX:0.08Mb],LOCAL_INVERSION:-:+:[81659]]
AMY2A::CPB1	[INTERCHROMOSOMAL[chr1--chr3]]
IL17RD::ARHGEF3	[ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr3:0.01Mb],NEIGHBORS[10653]]
RP11-495P10.5::RP11-495P10.6	[INTRACHROMOSOMAL[chr1:0.01Mb],LOCAL_INVERSION:+:-:[14431]]
DLG1::RP11-304M2.3	[INTERCHROMOSOMAL[chr3--chr11]]
PYGM::TPM2	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr11--chr9]]
MMP11::GAS2L1	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr22:5.52Mb]]
DLEU2::ATE1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr13--chr10]]
PJA2::CTD-2587M2.1	[INTRACHROMOSOMAL[chr5:0.01Mb],NEIGHBORS[8340]]
REV3L::LAMA4	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr6:0.63Mb]]
ALDH1L2::RP11-511B23.2	[INTRACHROMOSOMAL[chr12:11.80Mb]]
ZNF335::NCOA5	[TCGA_StarF2019,INTRACHROMOSOMAL[chr20:0.09Mb],LOCAL_REARRANGEMENT:-:[88813]]
ATP13A3::RP11-352G9.1	[INTRACHROMOSOMAL[chr3:1.41Mb]]
UNC5C::LINC01082	[TCGA_StarF2019,INTERCHROMOSOMAL[chr4--chr16]]
TBC1D1::C4orf19	[TCGA_StarF2019,INTRACHROMOSOMAL[chr4:0.27Mb]]
MIR6723::SDHA	[TCGA_StarF2019,INTERCHROMOSOMAL[chr1--chr5]]
GDI2::IL2RA	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr10:0.17Mb]]
PPARA::NFIC	[TCGA_StarF2019,TumorFusionsNAR2018,INTERCHROMOSOMAL[chr22--chr19]]
ZNF329::CTD-2525I3.6	[INTRACHROMOSOMAL[chr19:5.78Mb]]
TRAV23DV6::TRAC	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr14:0.19Mb]]
FUT10::TTI2	[TCGA_StarF2019,INTRACHROMOSOMAL[chr8:0.00Mb],NEIGHBORS_OVERLAP:-:-:[36]]
CNOT10::LINC01267	[TCGA_StarF2019,INTRACHROMOSOMAL[chr3:18.33Mb]]
USP38::TMEM154	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr4:9.39Mb]]
XRCC2::ACTR3C	[TCGA_StarF2019,INTRACHROMOSOMAL[chr7:2.32Mb]]
SMAP2::RP11-656D10.3	[INTRACHROMOSOMAL[chr1:0.07Mb],LOCAL_INVERSION:+:-:[69831]]
BPGM::AKR1B10	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr7:0.11Mb]]
TSPAN5::UBB	[INTERCHROMOSOMAL[chr4--chr17]]
HRH1::ATG7	[CCLE_StarF2019,INTRACHROMOSOMAL[chr3:0.01Mb],NEIGHBORS[8752]]
ADAM5::RP11-122L4.2	[INTRACHROMOSOMAL[chr8:0.12Mb]]
CTRB2::CTRC	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr16--chr1]]
MYL3::PRSS46	[INTRACHROMOSOMAL[chr3:0.12Mb]]
KIF13B::INTS9	[TCGA_StarF2019,INTRACHROMOSOMAL[chr8:0.18Mb]]
FNDC3A::RP11-883G14.1	[INTERCHROMOSOMAL[chr13--chr16]]
WWP2::NFAT5	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr16:0.06Mb],LOCAL_REARRANGEMENT:+:[57640]]
HCFC2::ANKS1B	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr12:4.08Mb]]
POLB::UNC5D	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr8:6.54Mb]]
MTIF2::PPP3R1	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr2:12.91Mb]]
COL5A2::COL1A1	[HGNC_GENEFAM,INTERCHROMOSOMAL[chr2--chr17]]
SEPT11::SHROOM3	[Klijn_CellLines,TCGA_StarF2019,INTRACHROMOSOMAL[chr4:0.17Mb]]
FLOT2::HBB	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr17--chr11]]
ZEB2::ARHGAP15	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr2:0.62Mb]]
GCA::CFLAR	[INTRACHROMOSOMAL[chr2:38.74Mb]]
TDRD15::AC067959.1	[INTRACHROMOSOMAL[chr2:0.08Mb],NEIGHBORS[77903]]
KRT6B::KRT1	[HGNC_GENEFAM,GTEx_recurrent_StarF2019,DGD_PARALOGS,INTRACHROMOSOMAL[chr12:0.22Mb]]
CELA3A::CPA1	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr1--chr7]]
FANCC::SLC28A3	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:10.76Mb]]
FBLN1::RP3-449O17.1	[INTRACHROMOSOMAL[chr22:7.10Mb]]
TMEM132D::STX2	[ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr12:0.89Mb]]
GOLGA2P10::LINC00933	[INTRACHROMOSOMAL[chr15:2.06Mb]]
CLIC4::UBAP2L	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:129.38Mb]]
NPIPB3::DNAH3	[INTRACHROMOSOMAL[chr16:0.24Mb]]
HMG20A::SCAMP5	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr15:2.40Mb]]
TSSK3::HDAC1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.02Mb],LOCAL_REARRANGEMENT:+:[17886]]
LAMB2::CHGA	[TCGA_StarF2019,INTERCHROMOSOMAL[chr3--chr14]]
YARS::ST3GAL3	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:10.89Mb]]
RAB27A::ASTN2	[TCGA_StarF2019,INTERCHROMOSOMAL[chr15--chr9]]
SBF2::EIF4G2	[TCGA_StarF2019,INTRACHROMOSOMAL[chr11:0.50Mb]]
LINC00630::FAM179A	[INTERCHROMOSOMAL[chrX--chr2]]
RP11-218M22.2::NINJ2	[INTRACHROMOSOMAL[chr12:0.01Mb],NEIGHBORS[11022]]
DEFA4::DEFA1	[DGD_PARALOGS,HGNC_GENEFAM,INTRACHROMOSOMAL[chr8:0.04Mb],LOCAL_REARRANGEMENT:-:[39311]]
P2RY8::PLXNA3	[GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chrX:152.92Mb]]
SPRR2A::SPRR1B	[DGD_PARALOGS,GTEx_recurrent_StarF2019,INTRACHROMOSOMAL[chr1:0.02Mb],LOCAL_INVERSION:-:+:[23213]]
TGM1::KRT4	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr14--chr12]]
ADNP2::RP11-795F19.5	[INTRACHROMOSOMAL[chr18:0.01Mb],LOCAL_REARRANGEMENT:+:[11943]]
GBF1::AGBL1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr10--chr15]]
KIAA1033::AUTS2	[ChimerSeq,TumorFusionsNAR2018,INTERCHROMOSOMAL[chr12--chr7]]
LINC-PINT::RP11-689P11.2	[INTERCHROMOSOMAL[chr7--chr4]]
RAB6A::TUT1	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr11:11.08Mb]]
MACROD1::PDE2A	[TCGA_StarF2019,INTRACHROMOSOMAL[chr11:8.41Mb]]
MRPL48::LRP5	[TCGA_StarF2019,INTRACHROMOSOMAL[chr11:5.34Mb]]
KRT35::KRT16	[HGNC_GENEFAM,DGD_PARALOGS,INTRACHROMOSOMAL[chr17:0.13Mb]]
TP53::GAS7	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:2.22Mb]]
USP37::RNF25	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr2:0.10Mb],LOCAL_REARRANGEMENT:-:[95503]]
CYP4A22::RP11-90C4.1	[INTRACHROMOSOMAL[chr1:8.67Mb]]
PVT1_1::SEPT14	[TCGA_StarF2019,INTERCHROMOSOMAL[chr8--chr7]]
FOXK1::SDK1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr7:0.41Mb]]
C9orf3::PTPDC1	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr9:0.62Mb]]
CLASP1::AC093818.1	[INTRACHROMOSOMAL[chr2:50.83Mb]]
PAX8::TG	[TCGA_StarF2019,INTERCHROMOSOMAL[chr2--chr8]]
DES::TNNT3	[INTERCHROMOSOMAL[chr2--chr11]]
FLNA::HSPB1	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chrX--chr7]]
SERPING1::MYL9	[INTERCHROMOSOMAL[chr11--chr20]]
CYP2E1::ALB	[INTERCHROMOSOMAL[chr10--chr4]]
RP11-150O12.1::DLGAP2-AS1	[INTRACHROMOSOMAL[chr8:35.80Mb]]
RARS2::SMAP1	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr6:16.65Mb]]
DOCK7::PPP1R12B	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr1:139.66Mb]]
RNH1::TOLLIP	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr11:0.77Mb]]
ERBB2IP::NLN	[TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr5:0.05Mb],LOCAL_REARRANGEMENT:+:[54750]]
STIP1::PAK1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr11:13.12Mb]]
PPAP2A::SLC38A9	[ChimerSeq,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr5:0.09Mb],LOCAL_REARRANGEMENT:-:[90795]]
EIF4G3::HP1BP3	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.02Mb],NEIGHBORS[18969]]
BORA::PIBF1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr13:0.03Mb],NEIGHBORS[25861]]
MYO9B::CH507-513H4.1	[INTERCHROMOSOMAL[chr19--chr21]]
RP11-644C3.1::LINC01208	[INTRACHROMOSOMAL[chr3:0.01Mb],NEIGHBORS[8409]]
PIP4K2A::UBB	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr10--chr17]]
RYR2::DDX3X	[INTERCHROMOSOMAL[chr1--chrX]]
COL1A2::COL3A1	[GTEx_recurrent_StarF2019,HGNC_GENEFAM,ChimerSeq,INTERCHROMOSOMAL[chr7--chr2]]
AJUBA::SLC7A8	[TCGA_StarF2019,INTRACHROMOSOMAL[chr14:0.14Mb]]
PARD3::HTRA1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr10:87.65Mb]]
KDM3A::LINC01249	[TCGA_StarF2019,INTRACHROMOSOMAL[chr2:81.78Mb]]
PTK2::TRAPPC9	[ChimerSeq,Klijn_CellLines,Larsson_TCGA,TumorFusionsNAR2018,TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.20Mb]]
KMT2D::PTPRR	[TCGA_StarF2019,INTRACHROMOSOMAL[chr12:21.58Mb]]
RPS2::RP11-319G6.1	[INTERCHROMOSOMAL[chr16--chr3]]
FAM66C::CACNA1C	[TCGA_StarF2019,INTRACHROMOSOMAL[chr12:5.48Mb]]
RP11-346D14.1::NOP10	[INTRACHROMOSOMAL[chr15:3.80Mb]]
FKBP5::BYSL	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr6:6.19Mb]]
FO538757.2::HIST1H3D	[INTERCHROMOSOMAL[chr1--chr6]]
FAM60A::RP11-283G6.5	[INTRACHROMOSOMAL[chr12:4.96Mb]]
BAALC-AS1::CD99	[TCGA_StarF2019,INTERCHROMOSOMAL[chr8--chrY]]
SETDB1::LINC01138	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:2.47Mb]]
AFF4::SPATA21	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTERCHROMOSOMAL[chr5--chr1]]
YIF1A::CTSF	[TCGA_StarF2019,INTRACHROMOSOMAL[chr11:0.27Mb]]
RP11-59N23.3::CMAS	[INTRACHROMOSOMAL[chr12:0.29Mb]]
TTN::MYH2	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr2--chr17]]
CXCR4::GLUL	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr2--chr1]]
MYBPC1::TPM3	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr12--chr1]]
MIR1-1HG::MYH7	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr20--chr14]]
TRAV12-2::TRAJ53	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr14:0.59Mb]]
CELA2B::PNLIP	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr1--chr10]]
REG3A::REG1A	[GTEx_recurrent_StarF2019,DGD_PARALOGS,INTRACHROMOSOMAL[chr2:0.03Mb],LOCAL_INVERSION:-:+:[33584]]
RP11-8L2.1::PRKG2	[INTRACHROMOSOMAL[chr4:2.58Mb]]
PDXDC1::RP11-296I10.3	[INTRACHROMOSOMAL[chr16:55.02Mb]]
LSS::EIF4ENIF1	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTERCHROMOSOMAL[chr21--chr22]]
PRPF38A::CDNF	[TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr1--chr10]]
CNOT2::ZFC3H1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr12:1.25Mb]]
NEXN::GIPC2	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr1:0.10Mb]]
TMOD2::C15orf59	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr15:21.92Mb]]
RSF1::INTS4	[Klijn_CellLines,ChimerSeq,TumorFusionsNAR2018,YOSHIHARA_TCGA,INTRACHROMOSOMAL[chr11:0.06Mb],LOCAL_REARRANGEMENT:-:[57703]]
ZNF653::CNN1	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr19:0.03Mb],LOCAL_INVERSION:-:+:[32794]]
TRA2B::RP11-443P15.2	[INTRACHROMOSOMAL[chr3:0.02Mb],LOCAL_INVERSION:-:+:[21807]]
HECTD4::CTC-487M23.8	[INTERCHROMOSOMAL[chr12--chr5]]
ACTR3::POLR1B	[TCGA_StarF2019,INTRACHROMOSOMAL[chr2:1.31Mb]]
APOD::DCN	[INTERCHROMOSOMAL[chr3--chr12]]
THRAP3::AGO1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.29Mb]]
