sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tissue_id
SW780_URINARY_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	310	0	5409	0.649	URINARY_TRACT
SW780_URINARY_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	58	0	3302	0.406	URINARY_TRACT
LN443_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	127	0	3847	0.452	CENTRAL_NERVOUS_SYSTEM
LN443_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	96	0	5892	0.386	CENTRAL_NERVOUS_SYSTEM
TE125T_FIBROBLAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	156	0	4594	0.551	FIBROBLAST
KNS42_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	115	0	4818	0.592	CENTRAL_NERVOUS_SYSTEM
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	259	0	5334	0.64	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	68	0	3754	0.461	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CORL24_LUNG	NC_007815_8197nt_PreXMRV_1	8197	208	0	5162	0.63	LUNG
CORL24_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	68	0	4170	0.274	LUNG
CORL24_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	58	0	1264	0.155	LUNG
SNU719_STOMACH	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	31657	15	91860	0.535	STOMACH
SNU719_STOMACH	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	49740	13	86044	0.498	STOMACH
COLO684_ENDOMETRIUM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	273	0	4564	0.561	ENDOMETRIUM
COLO684_ENDOMETRIUM	NC_007815_8197nt_PreXMRV_1	8197	62	0	2043	0.249	ENDOMETRIUM
CAL12T_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	261	0	4723	0.581	LUNG
PANC0203_PANCREAS	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	80	0	2998	0.352	PANCREAS
AU565_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	70	0	3703	0.455	BREAST
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	50	0	2579	0.317	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KPMRTRY_SOFT_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	108	0	3602	0.423	SOFT_TISSUE
GI1_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	277	0	4784	0.588	CENTRAL_NERVOUS_SYSTEM
GI1_CENTRAL_NERVOUS_SYSTEM	NC_007815_8197nt_PreXMRV_1	8197	94	0	2360	0.288	CENTRAL_NERVOUS_SYSTEM
GI1_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	50	0	1334	0.16	CENTRAL_NERVOUS_SYSTEM
NCIH3122_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	126	0	3917	0.46	LUNG
NCIH3122_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	104	0	5179	0.34	LUNG
KYSE520_OESOPHAGUS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	138	0	5728	0.704	OESOPHAGUS
VMRCRCW_KIDNEY	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	117	0	4056	0.487	KIDNEY
LS180_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	277	0	6937	0.853	LARGE_INTESTINE
LN215_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	140	0	3872	0.455	CENTRAL_NERVOUS_SYSTEM
LN215_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	116	0	5876	0.385	CENTRAL_NERVOUS_SYSTEM
OC314_OVARY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	322	0	7142	0.878	OVARY
OC314_OVARY	NC_014474_8126nt_Simian_retrovirus_4	8126	125	7	1062	0.131	OVARY
HCC1438_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	274	0	4530	0.557	LUNG
HCC1438_LUNG	NC_007815_8197nt_PreXMRV_1	8197	109	0	2913	0.355	LUNG
HCC1438_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	54	0	1598	0.192	LUNG
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	50	0	2168	0.255	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	70	0	2576	0.303	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ECGI10_OESOPHAGUS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	431	0	5224	0.642	OESOPHAGUS
ECGI10_OESOPHAGUS	NC_007815_8197nt_PreXMRV_1	8197	98	0	2496	0.305	OESOPHAGUS
ECGI10_OESOPHAGUS	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	88	0	1589	0.191	OESOPHAGUS
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	139	0	5992	0.737	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KNS62_LUNG	NC_007815_8197nt_PreXMRV_1	8197	680	0	6002	0.732	LUNG
KNS62_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	386	0	10046	0.659	LUNG
KNS62_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	116	0	1747	0.21	LUNG
KNS62_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	152	0	1664	0.205	LUNG
KNS62_LUNG	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	58	0	1204	0.145	LUNG
NCIH1838_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	99	0	3159	0.371	LUNG
NCIH2009_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	394	0	7618	0.936	LUNG
SNU761_LIVER	NC_003977_3182nt_Hepatitis_B_virus	3182	20910	874	2499	0.785	LIVER
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	52	0	2595	0.319	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CJM_SKIN	NC_001702_8135nt_Murine_type_C_retrovirus	8135	298	0	4832	0.594	SKIN
CJM_SKIN	NC_007815_8197nt_PreXMRV_1	8197	78	0	2514	0.307	SKIN
CJM_SKIN	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	54	0	1434	0.172	SKIN
RKO_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	274	0	7038	0.865	LARGE_INTESTINE
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	71086	276	115035	0.669	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	358	0	4780	0.588	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	25507	510	94789	0.549	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	72	0	2720	0.332	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	60	0	1335	0.16	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	301	0	7065	0.868	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KYSE510_OESOPHAGUS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	296	0	7667	0.942	OESOPHAGUS
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	298	0	4458	0.548	CENTRAL_NERVOUS_SYSTEM
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	NC_007815_8197nt_PreXMRV_1	8197	103	0	2417	0.295	CENTRAL_NERVOUS_SYSTEM
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	67	0	1335	0.16	CENTRAL_NERVOUS_SYSTEM
A204_SOFT_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	90	0	3617	0.445	SOFT_TISSUE
TUHR4TKB_KIDNEY	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	149	0	4801	0.576	KIDNEY
NCIH2882_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	124	0	4210	0.495	LUNG
NCIH2882_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	116	0	5086	0.334	LUNG
TTC549_SOFT_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	86	0	3099	0.364	SOFT_TISSUE
SNUC1_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	668	0	8050	0.99	LARGE_INTESTINE
WM2664_SKIN	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	163	0	4604	0.553	SKIN
NHAHTDD_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	94	0	3122	0.367	CENTRAL_NERVOUS_SYSTEM
NHAHTDD_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	66	0	4542	0.298	CENTRAL_NERVOUS_SYSTEM
NHAHTDD_CENTRAL_NERVOUS_SYSTEM	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	11118	2733	1490	0.284	CENTRAL_NERVOUS_SYSTEM
NHAHTDD_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	75670	10678	2273	0.273	CENTRAL_NERVOUS_SYSTEM
NHAHTDD_CENTRAL_NERVOUS_SYSTEM	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	422	0	628	0.075	CENTRAL_NERVOUS_SYSTEM
A375_SKIN	NC_001702_8135nt_Murine_type_C_retrovirus	8135	312	0	7360	0.905	SKIN
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	139	0	5224	0.642	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	74	0	516	0.098	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
YD15_SALIVARY_GLAND	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	83958	1905	6706	0.805	SALIVARY_GLAND
YD15_SALIVARY_GLAND	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	6212	43	3991	0.48	SALIVARY_GLAND
YD15_SALIVARY_GLAND	NC_001702_8135nt_Murine_type_C_retrovirus	8135	618	0	1981	0.244	SALIVARY_GLAND
STM9101_SOFT_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	115	0	3508	0.412	SOFT_TISSUE
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	94	0	4563	0.561	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CORL47_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	356	0	5515	0.662	LUNG
OVTOKO_OVARY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	57	0	2295	0.27	OVARY
EPLC272H_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	120	0	3649	0.438	LUNG
WM983B_SKIN	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	215	0	5172	0.621	SKIN
OVISE_OVARY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	424	0	7813	0.96	OVARY
OVISE_OVARY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	154	0	7153	0.469	OVARY
OVISE_OVARY	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	59	0	3731	0.022	OVARY
CALU1_LUNG	NC_007815_8197nt_PreXMRV_1	8197	356	0	5636	0.688	LUNG
CALU1_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	154	0	6252	0.41	LUNG
CALU1_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	66	0	1402	0.168	LUNG
CALU1_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	54	0	1331	0.164	LUNG
TTC709_SOFT_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	132	0	4358	0.512	SOFT_TISSUE
TTC709_SOFT_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	149	0	6542	0.429	SOFT_TISSUE
WM793_SKIN	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	134	0	4242	0.509	SKIN
COV644_OVARY	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	160	0	4783	0.574	OVARY
DMS153_LUNG	NC_007815_8197nt_PreXMRV_1	8197	368	0	5837	0.712	LUNG
DMS153_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	96	0	5409	0.355	LUNG
DMS153_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	64	0	1479	0.182	LUNG
NB1_AUTONOMIC_GANGLIA	NC_001702_8135nt_Murine_type_C_retrovirus	8135	351411	5231	8136	1	AUTONOMIC_GANGLIA
NB1_AUTONOMIC_GANGLIA	NC_007815_8197nt_PreXMRV_1	8197	9234	283	4653	0.568	AUTONOMIC_GANGLIA
INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	100	0	3439	0.404	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	128	0	6088	0.399	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	351	0	7189	0.884	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HT115_LARGE_INTESTINE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	296	0	8686	0.57	LARGE_INTESTINE
HT115_LARGE_INTESTINE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	264	0	4777	0.562	LARGE_INTESTINE
HT115_LARGE_INTESTINE	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	94	0	2536	0.484	LARGE_INTESTINE
HT115_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	59	0	2021	0.243	LARGE_INTESTINE
UOK101_KIDNEY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	156	0	6442	0.423	KIDNEY
UOK101_KIDNEY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	106	0	3552	0.418	KIDNEY
PRECLH_PROSTATE	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	92440	1680	2515	0.48	PROSTATE
PRECLH_PROSTATE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	90	0	3637	0.428	PROSTATE
PRECLH_PROSTATE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	110	0	5962	0.391	PROSTATE
PRECLH_PROSTATE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	33683	2624	1569	0.188	PROSTATE
PRECLH_PROSTATE	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	328	0	556	0.067	PROSTATE
SUIT2_PANCREAS	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	200	0	5090	0.611	PANCREAS
SW403_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	238	0	5404	0.649	LARGE_INTESTINE
LN464_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	153	0	4178	0.491	CENTRAL_NERVOUS_SYSTEM
LN464_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	126	0	6169	0.405	CENTRAL_NERVOUS_SYSTEM
LN464_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	50	16	2109	0.253	CENTRAL_NERVOUS_SYSTEM
HS888T_FIBROBLAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	356	0	7174	0.882	FIBROBLAST
HS888T_FIBROBLAST	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	75	0	3054	0.2	FIBROBLAST
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	454	0	4840	0.595	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	119	0	2877	0.351	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	102	0	1319	0.158	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CORL23_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	390	0	7326	0.901	LUNG
SW1116_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	161	0	4461	0.535	LARGE_INTESTINE
SF172_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	340	0	5430	0.638	CENTRAL_NERVOUS_SYSTEM
SF172_CENTRAL_NERVOUS_SYSTEM	HPV18	7857	431	19	3400	0.433	CENTRAL_NERVOUS_SYSTEM
SF172_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	124	0	6027	0.395	CENTRAL_NERVOUS_SYSTEM
TE441T_SOFT_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	155	0	4268	0.512	SOFT_TISSUE
JHUEM3_ENDOMETRIUM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	215	0	6589	0.81	ENDOMETRIUM
NCIH1385_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	55	0	2566	0.302	LUNG
KYSE70_OESOPHAGUS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	357244	620	8136	1	OESOPHAGUS
KYSE70_OESOPHAGUS	NC_007815_8197nt_PreXMRV_1	8197	10725	547	5255	0.641	OESOPHAGUS
NCIH1623_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	117	0	3434	0.404	LUNG
PANC0813_PANCREAS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	50	0	3039	0.374	PANCREAS
EN_ENDOMETRIUM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	243	0	4285	0.527	ENDOMETRIUM
EN_ENDOMETRIUM	NC_007815_8197nt_PreXMRV_1	8197	74	0	2094	0.255	ENDOMETRIUM
EN_ENDOMETRIUM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	59	0	1599	0.192	ENDOMETRIUM
CHP126_AUTONOMIC_GANGLIA	NC_001702_8135nt_Murine_type_C_retrovirus	8135	345	0	4003	0.492	AUTONOMIC_GANGLIA
CHP126_AUTONOMIC_GANGLIA	NC_007815_8197nt_PreXMRV_1	8197	82	0	2444	0.298	AUTONOMIC_GANGLIA
CHP126_AUTONOMIC_GANGLIA	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	66	0	1488	0.179	AUTONOMIC_GANGLIA
BICR22_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	268	0	4013	0.493	UPPER_AERODIGESTIVE_TRACT
BICR22_UPPER_AERODIGESTIVE_TRACT	NC_007815_8197nt_PreXMRV_1	8197	52	0	2241	0.273	UPPER_AERODIGESTIVE_TRACT
BICR22_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	52	0	1541	0.185	UPPER_AERODIGESTIVE_TRACT
TM87_SOFT_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	110	0	5784	0.379	SOFT_TISSUE
TM87_SOFT_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	91	0	2968	0.349	SOFT_TISSUE
NCIH226_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	233	0	6521	0.802	LUNG
HOP62_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	144	0	6759	0.443	LUNG
HOP62_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	131	0	3622	0.426	LUNG
CAL78_BONE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	158	0	4561	0.547	BONE
MFE280_ENDOMETRIUM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	169	0	5594	0.688	ENDOMETRIUM
NCIH2405_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	55	0	2656	0.312	LUNG
IGR37_SKIN	NC_007815_8197nt_PreXMRV_1	8197	340	0	5059	0.617	SKIN
IGR37_SKIN	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	82	0	4684	0.307	SKIN
IGR37_SKIN	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	56	0	1874	0.225	SKIN
IGR37_SKIN	NC_001702_8135nt_Murine_type_C_retrovirus	8135	84	0	1484	0.182	SKIN
MG63_BONE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	116	0	4773	0.587	BONE
ZR751_BREAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	150	0	4864	0.584	BREAST
ECC10_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	329	0	4682	0.576	STOMACH
ECC10_STOMACH	NC_007815_8197nt_PreXMRV_1	8197	72	0	2036	0.248	STOMACH
ECC10_STOMACH	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	62	0	1240	0.149	STOMACH
SLR21_KIDNEY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	170	0	4248	0.499	KIDNEY
SLR21_KIDNEY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	134	0	5863	0.385	KIDNEY
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	120	0	4601	0.552	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OSRC2_KIDNEY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	57	0	2754	0.324	KIDNEY
DAOY_CENTRAL_NERVOUS_SYSTEM	NC_007815_8197nt_PreXMRV_1	8197	262	0	5407	0.66	CENTRAL_NERVOUS_SYSTEM
DAOY_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	86	0	4812	0.316	CENTRAL_NERVOUS_SYSTEM
DAOY_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	66	0	1744	0.209	CENTRAL_NERVOUS_SYSTEM
DAOY_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	52	0	1384	0.17	CENTRAL_NERVOUS_SYSTEM
FTC238_THYROID	NC_001702_8135nt_Murine_type_C_retrovirus	8135	238	0	4385	0.539	THYROID
FTC238_THYROID	NC_007815_8197nt_PreXMRV_1	8197	89	0	3211	0.392	THYROID
FTC238_THYROID	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	56	0	1221	0.147	THYROID
NCIH1568_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	416	0	7697	0.946	LUNG
NCIH1568_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	61	0	4191	0.275	LUNG
NCIH2122_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	422	0	7340	0.902	LUNG
KYM1_SOFT_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	144	0	5440	0.669	SOFT_TISSUE
EFO21_OVARY	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	251	0	5177	0.621	OVARY
EFO21_OVARY	NC_007815_8197nt_PreXMRV_1	8197	110	0	3820	0.466	OVARY
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	330	0	7138	0.877	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GB1_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	338461	2195	8071	0.992	CENTRAL_NERVOUS_SYSTEM
GB1_CENTRAL_NERVOUS_SYSTEM	NC_007815_8197nt_PreXMRV_1	8197	28080	545	6326	0.772	CENTRAL_NERVOUS_SYSTEM
GB1_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	1667	7	2028	0.243	CENTRAL_NERVOUS_SYSTEM
GB1_CENTRAL_NERVOUS_SYSTEM	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	4077	133	1920	0.231	CENTRAL_NERVOUS_SYSTEM
LNCAPCLONEFGC_PROSTATE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	112	0	4792	0.589	PROSTATE
NCIH716_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1146	0	7318	0.9	LARGE_INTESTINE
NCIH716_LARGE_INTESTINE	NC_007815_8197nt_PreXMRV_1	8197	95	0	2798	0.341	LARGE_INTESTINE
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	289	0	5450	0.654	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH1693_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	64	0	3369	0.396	LUNG
NUGC3_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	58	0	2993	0.368	STOMACH
HCC15_LUNG	NC_007815_8197nt_PreXMRV_1	8197	312	0	5388	0.657	LUNG
HCC15_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	88	0	4803	0.315	LUNG
HCC15_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	74	0	1621	0.199	LUNG
