#Supplementary Table 5. Detailed information on HPV integration sites detected from virus capture sequencing data
#Sample ID	Chromosome	Chromosome band	Integrated Position	Integration NO.	# of support reads			NNSS value of HIVID			WGS data
#					left	right	total	left	right	total	Have WGS data	found by WGS
sample_id	chromosome	chromosome_band	integration_position	integration_no	left_reads	right_reads	total	left_NNSS	right_NNSS	total_NNSS	have_WGS_data	found_by_WGS	hg38_Chrom	hg38_Coord
T6848	chr13	13q22.1	73972336	7	4	0	4	1.439	0	1.438312	N	N	chr13	73398199
T6848	chr13	13q22.1	73972364	8	10	0	10	3.597	0	3.595781	N	N	chr13	73398227
T6848	chr13	13q22.1	73972368	9	8	0	8	2.878	0	2.876624	N	N	chr13	73398231
T6848	chr13	13q22.1	73972416	10	83	0	83	29.845	0	29.844991	N	N	chr13	73398279
T4681	chr19	19p13.3	1221785	1	0	18	18	0	2.21	2.209786	N	N	chr19	1221786
T4681	chr19	19p13.3	1228413	2	26	0	26	3.192	0	3.191913	N	N	chr19	1228414
T4681	chr2	2p24.1	19758386	3	0	41	41	0	5.035	5.033402	N	N	chr2	19558625
T4681	chr2	2p24.1	19799758	4	24	0	24	2.947	0	2.946382	N	N	chr2	19599997
T4681	chr2	2p24.1	19804972	5	0	10	10	0	1.228	1.227659	N	N	chr2	19605211
T4681	chr2	2q32.1	183812763	6	0	24	24	0	2.947	2.946382	N	N	chr2	182948035
T4681	chr2	2q32.1	183813155	7	11	0	11	1.351	0	1.350425	N	N	chr2	182948427
T4681	chr2	2q32.1	183834443	8	9	0	9	1.105	0	1.104893	N	N	chr2	182969715
T0542	chr3	3q23	140013931	1	0	8	8	0	1.639	1.638781	N	N	chr3	140295089
T0542	chr3	3q23	140013975	2	0	5	5	0	1.025	1.024239	N	N	chr3	140295133
T0542	chr3	3q23	140014154	3	5	0	5	1.024	0	1.024238	N	N	chr3	140295312
T0063	chr10	10q11.21	42400259	1	5	0	5	1.29	0	1.289928	N	N	chr10	41839950
T0063	chr2	2q31.2	178141307	2	3	2	5	0.774	0.516	1.289928	N	N	chr2	177276579
T8458	chr4	4q13.3	74706623	1	0	21	21	0	2.654	2.65457	N	N	chr4	73840906
T2299	chr1	1p36.13	18490679	1	3	0	3	1.436	0	1.4359	N	N	chr1	18164185
T2299	chr1	1p35.3	29499645	2	0	3	3	0	1.437	1.435899	N	N	chr1	29173133
T2299	chr1	1p34.2	42651929	3	4	0	4	1.915	0	1.914533	N	N	chr1	42186258
T2299	chr1	1p31.3	66957363	4	7	0	7	3.35	0	3.350433	N	N	chr1	66491680
T2299	chr1	1q23.1	156640162	5	0	4	4	0	1.915	1.914533	N	N	chr1	156670370
T2299	chr1	1q32.1	201200567	6	4	0	4	1.915	0	1.914533	N	N	chr1	201231439
T2299	chr1	1q42.12	226575836	7	6	0	6	2.872	0	2.8718	N	N	chr1	226388135
T2299	chr1	1q42.13	228757321	8	3	0	3	1.436	0	1.4359	N	N	chr1	228621574
T2299	chr1	1q42.2	234552481	9	0	5	5	0	2.394	2.393166	N	N	chr1	234416735
T2299	chr10	10p12.1	28803082	10	0	3	3	0	1.436	1.4359	N	N	chr10	28514153
T2299	chr10	10q21.1	58400042	11	0	3	3	0	1.436	1.4359	N	N	chr10	56640282
T2299	chr10	10q21.3	66298392	12	4	0	4	1.915	0	1.914533	N	N	chr10	64538635
T2299	chr10	10q24.2	100709022	13	0	7	7	0	3.35	3.350433	N	N	chr10	98949265
T2299	chr10	10q24.31	102538753	14	5	0	5	2.393	0	2.393167	N	N	chr10	100778996
T2299	chr10	10q25.1	110877666	15	0	4	4	0	1.915	1.914533	N	N	chr10	109117908
T2299	chr10	10q26.11	121418695	16	3	0	3	1.436	0	1.4359	N	N	chr10	119659183
T2299	chr11	11p14.3	25010409	17	4	0	4	1.915	0	1.914533	N	N	chr11	24988863
T2299	chr11	11p13	32312827	18	8	0	8	3.83	0	3.829066	N	N	chr11	32291281
T2299	chr11	11q12.3	62595529	19	0	4	4	0	1.915	1.914533	N	N	chr11	62828057
T2299	chr11	11q22.3	104691546	20	0	5	5	0	2.393	2.393167	N	N	chr11	104820819
T2299	chr11	11q23.2	112907261	21	0	5	5	0	2.394	2.393166	N	N	chr11	113036539
T2299	chr12	12p13.33	458933	22	4	0	4	1.915	0	1.914533	N	N	chr12	349767
T2299	chr12	12p12.3	15748448	23	0	3	3	0	1.436	1.4359	N	N	chr12	15595514
T2299	chr12	12p12.3	19626991	24	4	0	4	1.914	0	1.914534	N	N	chr12	19474057
T2299	chr12	12p12.1	22449567	25	0	5	5	0	2.393	2.393167	N	N	chr12	22296633
T2299	chr12	12q15	69298300	26	0	4	4	0	1.915	1.914533	N	N	chr12	68904520
T2299	chr12	12q23.2	102606764	27	7	0	7	3.351	0	3.350433	N	N	chr12	102212986
T2299	chr13	13q12.3	31646640	28	5	0	5	2.393	0	2.393167	N	N	chr13	31072503
T2299	chr13	13q14.11	41943317	29	8	0	8	3.829	0	3.829067	N	N	chr13	41369181
T2299	chr13	13q14.13	46633722	30	0	9	9	0	4.308	4.3077	N	N	chr13	46059587
T2299	chr13	13q22.3	78822176	31	0	3	3	0	1.436	1.4359	N	N	chr13	78248041
T2299	chr13	13q31.3	90986833	32	4	0	4	1.915	0	1.914533	N	N	chr13	90334579
T2299	chr13	13q31.3	91805163	33	8	0	8	3.829	0	3.829067	N	N	chr13	91152909
T2299	chr13	13q33.3	107429290	34	6	0	6	2.872	0	2.8718	N	N	chr13	106776942
T2299	chr14	14q23.1	60529275	35	0	5	5	0	2.393	2.393167	N	N	chr14	60062557
T2299	chr14	14q23.2	63148587	36	5	0	5	2.394	0	2.393166	N	N	chr14	62681869
T2299	chr15	15q11.2	22331560	37	0	7	7	0	3.35	3.350433	N	N	chr15	22043609
T2299	chr15	15q11.2	23443363	38	0	5	5	0	2.393	2.393167	N	N	chr15	23165653
T2299	chr15	15q11.2	24173887	39	6	0	6	2.872	0	2.8718	N	N	chr15	23928740
T2299	chr15	15q14	35365375	40	0	3	3	0	1.436	1.4359	N	N	chr15	35073174
T2299	chr15	15q14	39676062	41	0	3	3	0	1.436	1.4359	N	N	chr15	39383861
T2299	chr15	15q21.1	48732987	42	7	0	7	3.35	0	3.350433	N	N	chr15	48440790
T2299	chr15	15q25.3	88193325	43	0	4	4	0	1.915	1.914533	N	N	chr15	87650094
T2299	chr16	16p13.3	6461662	44	0	4	4	0	1.915	1.914533	N	N	chr16	6411661
T2299	chr16	16p11.2	29010766	45	4	0	4	1.915	0	1.914533	N	N	chr16	28999445
T2299	chr16	16q12.1	47304384	46	3	0	3	1.436	0	1.4359	N	N	chr16	47270473
T2299	chr17	17p12	11968621	47	0	12	12	0	5.745	5.743599	N	N	chr17	12065304
T2299	chr17	17p11.2	16375924	48	0	6	6	0	2.872	2.8718	N	N	chr17	16472610
T2299	chr17	17p11.2	19227537	49	0	9	9	0	4.308	4.3077	N	N	chr17	19324224
T2299	chr17	17q22	51143910	50	0	6	6	0	2.872	2.8718	N	N	chr17	53066549
T2299	chr17	17q23.3	61391614	51	8	0	8	3.829	0	3.829067	N	N	chr17	63314253
T2299	chr17	17q24.2	65253724	52	0	4	4	0	1.915	1.914533	N	N	chr17	67257608
T2299	chr18	18q23	74536212	53	0	3	3	0	1.436	1.4359	N	N	chr18	76824256
T2299	chr19	19q11	27732012	54	0	4	4	0	1.914	1.914534	N	N	chr19	27241104
T2299	chr2	2p22.3	33096430	55	0	4	4	0	1.915	1.914533	N	N	chr2	32871363
T2299	chr2	2p16.1	59913051	56	5	0	5	2.393	0	2.393167	N	N	chr2	59685916
T2299	chr2	2q13	114224273	57	5	0	5	2.393	0	2.393167	N	N	chr2	113466696
T2299	chr2	2q14.1	115151339	58	0	3	3	0	1.436	1.4359	N	N	chr2	114393762
T2299	chr2	2q14.3	127456188	59	0	3	3	0	1.436	1.4359	N	N	chr2	126698612
T2299	chr2	2q21.1	132068676	60	0	6	6	0	2.872	2.8718	N	N	chr2	131311103
T2299	chr2	2q21.2	133925398	61	0	5	5	0	2.394	2.393166	N	N	chr2	133167826
T2299	chr2	2q24.3	169697204	62	4	0	4	1.915	0	1.914533	N	N	chr2	168840694
T2299	chr2	2q32.1	186375304	63	0	4	4	0	1.915	1.914533	N	N	chr2	185510577
T2299	chr2	2q34	215125185	64	6	0	6	2.872	0	2.8718	N	N	chr2	214260461
T2299	chr20	20p12.1	15027485	65	4	0	4	1.915	0	1.914533	N	N	chr20	15046839
T2299	chr20	20q13.2	51981089	66	6	0	6	2.872	0	2.8718	N	N	chr20	53364550
T2299	chr21	21q21.1	17127261	67	8	0	8	3.829	0	3.829067	N	N	chr21	15754942
T2299	chr3	3p22.2	36643004	68	0	4	4	0	1.915	1.914533	N	N	chr3	36601512
T2299	chr3	3p14.3	56231554	69	3	0	3	1.436	0	1.4359	N	N	chr3	56197526
T2299	chr3	3p14.2	60580069	70	18	0	18	8.616	0	8.6154	N	N	chr3	60594336
T2299	chr3	3p14.2	60580080	71	5	0	5	2.393	0	2.393167	N	N	chr3	60594347
T2299	chr3	3p14.2	60580108	72	17	2	19	8.137	0.958	9.094033	N	N	chr3	60594375
T2299	chr3	3p14.2	60580141	73	8	0	8	3.83	0	3.829066	N	N	chr3	60594408
T2299	chr3	3p14.2	60580151	74	24	0	24	11.489	0	11.487198	N	N	chr3	60594418
T2299	chr3	3p14.2	60580179	75	94	0	94	44.992	0	44.991531	N	N	chr3	60594446
T2299	chr3	3p14.2	60580190	76	233	0	233	111.521	0	111.521566	N	N	chr3	60594457
T2299	chr3	3p14.2	60585819	77	0	70	70	0	33.505	33.504333	N	N	chr3	60600086
T2299	chr3	3p14.2	60585847	78	0	32	32	0	15.317	15.316267	N	N	chr3	60600114
T2299	chr3	3p14.2	60585890	79	0	26	26	0	12.446	12.444465	N	N	chr3	60600157
T2299	chr3	3p14.2	60585914	80	0	20	20	0	9.572	9.572667	N	N	chr3	60600181
T2299	chr3	3p14.2	60585918	81	0	3	3	0	1.436	1.4359	N	N	chr3	60600185
T2299	chr3	3p14.2	60585961	82	0	19	19	0	9.095	9.094033	N	N	chr3	60600228
T2299	chr3	3p14.2	60585977	83	0	3	3	0	1.436	1.4359	N	N	chr3	60600244
T2299	chr3	3p12.3	74228327	84	0	3	3	0	1.436	1.4359	N	N	chr3	74179176
T2299	chr3	3q11.2	94520574	85	0	3	3	0	1.436	1.4359	N	N	chr3	94801730
T2299	chr3	3q12.1	99991335	86	4	0	4	1.915	0	1.914533	N	N	chr3	100272491
T2299	chr3	3q13.12	107741132	87	0	4	4	0	1.915	1.914533	N	N	chr3	108022285
T2299	chr3	3q13.33	120894068	88	7	0	7	3.351	0	3.350433	N	N	chr3	121175221
T2299	chr3	3q13.33	121480742	89	3	0	3	1.436	0	1.4359	N	N	chr3	121761895
T2299	chr3	3q29	193734627	90	0	3	3	0	1.436	1.4359	N	N	chr3	194016838
T2299	chr4	4p15.33	14314315	91	5	0	5	2.393	0	2.393167	N	N	chr4	14312691
T2299	chr4	4q22.3	96831579	92	5	0	5	2.393	0	2.393167	N	N	chr4	95910428
T2299	chr4	4q24	102384687	93	3	0	3	1.436	0	1.4359	N	N	chr4	101463530
T2299	chr4	4q26	118077866	94	0	6	6	0	2.872	2.8718	N	N	chr4	117156710
T2299	chr4	4q28.3	137021546	95	0	4	4	0	1.915	1.914533	N	N	chr4	136100391
T2299	chr4	4q32.3	167628031	96	0	5	5	0	2.394	2.393166	N	N	chr4	166706880
T2299	chr4	4q32.3	167628115	97	5	0	5	2.393	0	2.393167	N	N	chr4	166706964
T2299	chr4	4q34.3	179843213	98	5	0	5	2.394	0	2.393166	N	N	chr4	178922059
T2299	chr5	5q14.1	77267628	99	0	3	3	0	1.436	1.4359	N	N	chr5	77971804
T2299	chr5	5q33.1	151625693	100	3	0	3	1.436	0	1.4359	N	N	chr5	152246132
T2299	chr6	6q14.3	87896891	101	0	3	3	0	1.436	1.4359	N	N	chr6	87187173
T2299	chr6	6q15	90222236	102	0	7	7	0	3.35	3.350433	N	N	chr6	89512517
T2299	chr6	6q16.3	103582421	103	0	3	3	0	1.436	1.4359	N	N	chr6	103134546
T2299	chr6	6q25.3	157836879	104	0	3	3	0	1.437	1.435899	N	N	chr6	157415847
T2299	chr6	6q26	163020528	105	5	0	5	2.393	0	2.393167	N	N	chr6	162599496
T2299	chr6	6q27	166241837	106	5	0	5	2.394	0	2.393166	N	N	chr6	165828349
T2299	chr6	6q27	170832848	107	0	6	6	0	2.872	2.8718	N	N	chr6	170523760
T2299	chr7	7p13	44399590	108	5	0	5	2.394	0	2.393166	N	N	chr7	44359991
T2299	chr7	7p13	44588738	109	11	0	11	5.265	0	5.264967	N	N	chr7	44549139
T2299	chr7	7p12.2	50187723	110	4	0	4	1.915	0	1.914533	N	N	chr7	50148127
T2299	chr7	7q11.21	66996546	111	6	0	6	2.872	0	2.8718	N	N	chr7	67531559
T2299	chr7	7q31.33	125117549	112	0	5	5	0	2.393	2.393167	N	N	chr7	125477495
T2299	chr7	7q31.33	126055728	113	4	0	4	1.915	0	1.914533	N	N	chr7	126415674
T2299	chr7	7q32.3	132009205	114	0	3	3	0	1.436	1.4359	N	N	chr7	132324446
T2299	chr7	7q36.1	149464397	115	0	3	3	0	1.436	1.4359	N	N	chr7	149767308
T2299	chr8	8p21.2	27318384	116	0	6	6	0	2.872	2.8718	N	N	chr8	27460867
T2299	chr8	8p12	29028167	117	4	0	4	1.915	0	1.914533	N	N	chr8	29170650
T2299	chr8	8q11.1	47525784	118	7	0	7	3.351	0	3.350433	N	N	chr8	46614162
T2299	chr8	8q12.3	63328882	119	0	3	3	0	1.436	1.4359	N	N	chr8	62416323
T2299	chr8	8q24.12	120078663	120	0	6	6	0	2.872	2.8718	N	N	chr8	119066424
T2299	chr8	8q24.23	139247656	121	3	0	3	1.436	0	1.4359	N	N	chr8	138235413
T2299	chr9	9p24.3	709056	122	0	5	5	0	2.394	2.393166	N	N	chr9	709056
T2299	chr9	9p23	12947443	123	5	0	5	2.394	0	2.393166	N	N	chr9	12947444
T2299	chr9	9p21.3	21098987	124	5	0	5	2.394	0	2.393166	N	N	chr9	21098988
T2299	chr9	9q21.11	69234037	125	0	3	3	0	1.436	1.4359	N	N	chr9	63990621
T2299	chr9	9q21.13	76900393	126	4	0	4	1.915	0	1.914533	N	N	chr9	74285477
T2299	chr9	9q22.33	99550070	127	3	0	3	1.436	0	1.4359	N	N	chr9	96787788
T2299	chr9	9q31.1	103979956	128	0	5	5	0	2.394	2.393166	N	N	chr9	101217674
T2299	chr9	9q33.1	120772555	129	3	0	3	1.436	0	1.4359	N	N	chr9	118010277
T2299	chrX	Xp22.32	5470144	130	3	0	3	1.436	0	1.4359	N	N	chrX	5552103
T2299	chrX	Xp21.2	30476792	131	0	7	7	0	3.35	3.350433	N	N	chrX	30458675
T2299	chrX	Xq12	65040981	132	0	3	3	0	1.436	1.4359	N	N	chrX	65821139
T2299	chrX	Xq21.33	93702256	133	4	0	4	1.915	0	1.914533	N	N	chrX	94447257
T2299	chrX	Xq28	153636009	134	0	4	4	0	1.915	1.914533	N	N	chrX	154407673
T3157	chr1	1p36.12	22382329	1	7	0	7	3.183	0	3.183252	N	N	chr1	22055836
T3157	chr1	1p34.3	35660386	2	0	5	5	0	2.274	2.273751	N	N	chr1	35194785
T3157	chr1	1p32.2	58712294	3	0	3	3	0	1.364	1.364251	N	N	chr1	58246622
T3157	chr1	1p31.3	67062046	4	0	3	3	0	1.364	1.364251	N	N	chr1	66596363
T3157	chr1	1p31.1	81119978	5	3	0	3	1.364	0	1.364251	N	N	chr1	80654293
T3157	chr1	1p31.1	84846681	6	5	0	5	2.274	0	2.273751	N	N	chr1	84380998
T3157	chr1	1p21.3	96913526	7	3	0	3	1.365	0	1.364251	N	N	chr1	96447970
T3157	chr1	1p21.2	100079901	8	6	0	6	2.729	0	2.728502	N	N	chr1	99614345
T3157	chr1	1p13.2	114763977	9	0	3	3	0	1.365	1.364251	N	N	chr1	114221355
T3157	chr1	1p13.2	115205615	10	0	3	3	0	1.364	1.364251	N	N	chr1	114662994
T3157	chr1	1p13.2	115249836	11	0	5	5	0	2.274	2.273751	N	N	chr1	114707215
T3157	chr1	1p13.2	115257370	12	4	0	4	1.82	0	1.819	N	N	chr1	114714749
T3157	chr1	1p13.2	115257404	13	68	0	68	30.925	0	30.92302	N	N	chr1	114714783
T3157	chr1	1p13.2	115257436	14	0	68	68	0	30.925	30.92302	N	N	chr1	114714815
T3157	chr1	1p13.2	115257481	15	0	5	5	0	2.274	2.273752	N	N	chr1	114714860
T3157	chr1	1p13.2	115257512	16	0	3	3	0	1.364	1.364251	N	N	chr1	114714891
T3157	chr1	1q21.1	142824506	17	4	0	4	1.819	0	1.819001	N	N	chrUn_KI270742v1	43484
T3157	chr1	1q23.3	163244883	18	4	0	4	1.819	0	1.819001	N	N	chr1	163275093
T3157	chr1	1q24.1	166166515	19	4	0	4	1.819	0	1.819001	N	N	chr1	166197278
T3157	chr1	1q24.3	171943526	20	6	0	6	2.729	0	2.728502	N	N	chr1	171974386
T3157	chr1	1q25.2	178776188	21	5	0	5	2.274	0	2.273751	N	N	chr1	178807053
T3157	chr1	1q25.3	183251566	22	5	0	5	2.274	0	2.273751	N	N	chr1	183282431
T3157	chr1	1q31.1	186511581	23	0	5	5	0	2.274	2.273751	N	N	chr1	186542449
T3157	chr1	1q31.3	196256684	24	4	0	4	1.819	0	1.819001	N	N	chr1	196287554
T3157	chr1	1q31.3	196614865	25	0	3	3	0	1.364	1.364251	N	N	chr1	196645735
T3157	chr1	1q31.3	196807904	26	3	0	3	1.364	0	1.364251	N	N	chr1	196838774
T3157	chr1	1q32.2	207496609	27	3	0	3	1.364	0	1.364251	N	N	chr1	207323264
T3157	chr1	1q42.12	226180828	28	12	0	12	5.458	0	5.457003	N	N	chr1	225993127
T3157	chr1	1q42.2	233022470	29	0	5	5	0	2.274	2.273751	N	N	chr1	232886724
T3157	chr1	1q43	239894874	30	3	0	3	1.364	0	1.364251	N	N	chr1	239731574
T3157	chr1	1q43	241529518	31	0	6	6	0	2.729	2.728502	N	N	chr1	241366218
T3157	chr1	1q44	248503261	32	4	0	4	1.819	0	1.819001	N	N	chr1	248339959
T3157	chr10	10p12.31	21208716	33	0	71	71	0	32.289	32.287271	N	N	chr10	20919787
T3157	chr10	10p12.31	21208769	34	6	2	8	2.729	0.91	3.638002	N	N	chr10	20919840
T3157	chr10	10p12.31	21208792	35	1	5	6	0.455	2.274	2.728501	N	N	chr10	20919863
T3157	chr10	10p12.31	21214643	36	1	2	3	0.455	0.91	1.364251	N	N	chr10	20925714
T3157	chr10	10p12.31	21214676	37	5	0	5	2.275	0	2.273752	N	N	chr10	20925747
T3157	chr10	10p12.31	21214744	38	94	0	94	42.747	0	42.746528	N	N	chr10	20925815
T3157	chr10	10p12.31	21224835	39	0	28	28	0	12.734	12.733007	N	N	chr10	20935906
T3157	chr10	10p12.31	21237142	40	0	14	14	0	6.367	6.366504	N	N	chr10	20948213
T3157	chr10	10p12.31	21244716	41	0	71	71	0	32.288	32.287271	N	N	chr10	20955787
T3157	chr10	10p12.31	21244751	42	0	6	6	0	2.729	2.728501	N	N	chr10	20955822
T3157	chr10	10p12.31	21244781	43	0	4	4	0	1.819	1.819001	N	N	chr10	20955852
T3157	chr10	10p12.31	21244871	44	0	5	5	0	2.275	2.273752	N	N	chr10	20955942
T3157	chr10	10p12.31	21245965	45	0	6	6	0	2.729	2.728502	N	N	chr10	20957036
T3157	chr10	10p12.31	21252434	46	0	4	4	0	1.819	1.819001	N	N	chr10	20963505
T3157	chr10	10p12.31	21252778	47	8	0	8	3.639	0	3.638002	N	N	chr10	20963849
T3157	chr10	10p12.31	21252869	48	3	0	3	1.365	0	1.36425	N	N	chr10	20963940
T3157	chr10	10p12.31	21252894	49	5	0	5	2.274	0	2.273751	N	N	chr10	20963965
T3157	chr10	10p12.31	21262979	50	0	15	15	0	6.821	6.821254	N	N	chr10	20974050
T3157	chr10	10p12.31	21263018	51	33	0	33	15.007	0	15.00676	N	N	chr10	20974089
T3157	chr10	10p11.22	33677790	52	6	0	6	2.729	0	2.728502	N	N	chr10	33388862
T3157	chr10	10p11.21	34935527	53	0	4	4	0	1.819	1.819001	N	N	chr10	34646599
T3157	chr10	10q21.1	55434760	54	0	6	6	0	2.729	2.728502	N	N	chr10	53675000
T3157	chr10	10q22.2	75041960	55	6	0	6	2.729	0	2.728501	N	N	chr10	73282202
T3157	chr10	10q23.1	82171799	56	6	0	6	2.729	0	2.728502	N	N	chr10	80412043
T3157	chr10	10q23.1	85631190	57	8	0	8	3.638	0	3.638002	N	N	chr10	83871434
T3157	chr10	10q23.33	96064794	58	3	0	3	1.365	0	1.364251	N	N	chr10	94305037
T3157	chr10	10q24.2	100072862	59	8	0	8	3.638	0	3.638002	N	N	chr10	98313105
T3157	chr10	10q25.3	116704367	60	6	0	6	2.729	0	2.728502	N	N	chr10	114944608
T3157	chr10	10q26.11	120818948	61	7	0	7	3.183	0	3.183252	N	N	chr10	119059436
T3157	chr10	10q26.11	121262371	62	0	6	6	0	2.729	2.728502	N	N	chr10	119502859
T3157	chr10	10q26.3	130909087	63	0	6	6	0	2.729	2.728502	N	N	chr10	129110823
T3157	chr11	11p15.4	8998582	64	0	5	5	0	2.274	2.273751	N	N	chr11	8977035
T3157	chr11	11p15.4	9742338	65	0	3	3	0	1.364	1.364251	N	N	chr11	9720791
T3157	chr11	11p15.4	10555762	66	0	5	5	0	2.274	2.273751	N	N	chr11	10534215
T3157	chr11	11p15.2	15059947	67	5	0	5	2.274	0	2.273751	N	N	chr11	15038401
T3157	chr11	11p15.1	20609872	68	0	3	3	0	1.364	1.364251	N	N	chr11	20588326
T3157	chr11	11p15.1	21061885	69	0	3	3	0	1.364	1.364251	N	N	chr11	21040339
T3157	chr11	11p14.3	21816513	70	0	5	5	0	2.274	2.273751	N	N	chr11	21794967
T3157	chr11	11p12	43195291	71	3	0	3	1.364	0	1.364251	N	N	chr11	43173741
T3157	chr11	11p11.12	50229053	72	3	0	3	1.364	0	1.364251	N	N	chr11	50269882
T3157	chr11	11p11.12	51572156	73	5	0	5	2.274	0	2.273751	N	N	chr11	54547124
T3157	chr11	11q12.1	59324774	74	4	0	4	1.819	0	1.819001	N	N	chr11	59557301
T3157	chr11	11q13.4	73907175	75	3	0	3	1.364	0	1.364251	N	N	chr11	74196130
T3157	chr11	11q14.1	84402641	76	6	0	6	2.729	0	2.728502	N	N	chr11	84691598
T3157	chr11	11q23.1	110515054	77	0	3	3	0	1.364	1.364251	N	N	chr11	110644331
T3157	chr11	11q23.2	113835602	78	4	0	4	1.819	0	1.819001	N	N	chr11	113964880
T3157	chr11	11q23.3	119687400	79	0	6	6	0	2.729	2.728502	N	N	chr11	119816691
T3157	chr11	11q24.1	123784700	80	3	0	3	1.364	0	1.364251	N	N	chr11	123913993
T3157	chr11	11q24.3	129119309	81	3	0	3	1.365	0	1.364251	N	N	chr11	129249414
T3157	chr11	11q24.3	129617944	82	0	8	8	0	3.638	3.638002	N	N	chr11	129748049
T3157	chr12	12p13.33	2286739	83	7	0	7	3.183	0	3.183252	N	N	chr12	2177573
T3157	chr12	12p13.2	10100473	84	6	0	6	2.729	0	2.728501	N	N	chr12	9947874
T3157	chr12	12p13.1	12967176	85	4	0	4	1.819	0	1.819001	N	N	chr12	12814242
T3157	chr12	12p12.3	15950909	86	4	0	4	1.819	0	1.819001	N	N	chr12	15797975
T3157	chr12	12p11.22	27804742	87	0	3	3	0	1.364	1.364251	N	N	chr12	27651809
T3157	chr12	12p11.21	33140365	88	0	5	5	0	2.274	2.273751	N	N	chr12	32987431
T3157	chr12	12q12	38844551	89	3	0	3	1.364	0	1.364251	N	N	chr12	38450749
T3157	chr12	12q12	45766647	90	5	0	5	2.274	0	2.273751	N	N	chr12	45372864
T3157	chr12	12q14.1	59181560	91	3	0	3	1.364	0	1.364251	N	N	chr12	58787778
T3157	chr12	12q14.3	66244204	92	3	0	3	1.365	0	1.364251	N	N	chr12	65850424
T3157	chr12	12q14.3	67036175	93	4	0	4	1.819	0	1.819001	N	N	chr12	66642395
T3157	chr12	12q21.1	73716059	94	3	0	3	1.364	0	1.364251	N	N	chr12	73322279
T3157	chr12	12q21.33	89864374	95	0	4	4	0	1.819	1.819001	N	N	chr12	89470597
T3157	chr12	12q23.1	96411603	96	6	0	6	2.729	0	2.728502	N	N	chr12	96017825
T3157	chr12	12q23.3	107571957	97	4	0	4	1.819	0	1.819001	N	N	chr12	107178179
T3157	chr12	12q24.11	110232881	98	0	4	4	0	1.82	1.819002	N	N	chr12	109795076
T3157	chr12	12q24.11	110444228	99	0	3	3	0	1.364	1.364251	N	N	chr12	110006423
T3157	chr13	13q13.3	38635819	100	4	0	4	1.819	0	1.819001	N	N	chr13	38061682
T3157	chr13	13q14.13	46966107	101	0	4	4	0	1.82	1.819002	N	N	chr13	46391972
T3157	chr13	13q14.3	54400365	102	3	0	3	1.365	0	1.364251	N	N	chr13	53826230
T3157	chr13	13q32.1	97748449	103	4	0	4	1.819	0	1.819001	N	N	chr13	97096195
T3157	chr13	13q33.2	105447569	104	0	27	27	0	12.279	12.278258	N	N	chr13	104795218
T3157	chr13	13q33.2	105447774	105	0	3	3	0	1.365	1.364251	N	N	chr13	104795423
T3157	chr13	13q33.2	106616604	106	0	6	6	0	2.729	2.728502	N	N	chr13	105964255
T3157	chr13	13q33.3	109032910	107	3	0	3	1.365	0	1.364251	N	N	chr13	108380562
T3157	chr13	13q34	114847125	108	3	0	3	1.364	0	1.364251	N	N	chr13	114081650
T3157	chr14	14q21.1	38058557	109	0	3	3	0	1.364	1.364251	N	N	chr14	37589352
T3157	chr14	14q21.1	38069507	110	0	3	3	0	1.364	1.364251	N	N	chr14	37600302
T3157	chr14	14q21.1	38101899	111	0	4	4	0	1.819	1.819001	N	N	chr14	37632694
T3157	chr14	14q21.1	38104545	112	0	6	6	0	2.729	2.728501	N	N	chr14	37635340
T3157	chr14	14q21.1	38123524	113	6	0	6	2.729	0	2.728502	N	N	chr14	37654319
T3157	chr14	14q21.1	43485598	114	0	5	5	0	2.274	2.273751	N	N	chr14	43016395
T3157	chr14	14q21.2	43647064	115	0	4	4	0	1.819	1.819001	N	N	chr14	43177861
T3157	chr14	14q22.1	52601965	116	0	4	4	0	1.819	1.819001	N	N	chr14	52135247
T3157	chr14	14q23.1	62065915	117	5	0	5	2.274	0	2.273751	N	N	chr14	61599197
T3157	chr14	14q24.2	72885947	118	0	7	7	0	3.183	3.183252	N	N	chr14	72419239
T3157	chr14	14q24.3	75651763	119	3	0	3	1.364	0	1.364251	N	N	chr14	75185060
T3157	chr14	14q32.11	90266606	120	0	7	7	0	3.184	3.183252	N	N	chr14	89800262
T3157	chr14	14q32.11	90284606	121	0	6	6	0	2.729	2.728501	N	N	chr14	89818262
T3157	chr14	14q32.11	90288385	122	7	0	7	3.184	0	3.183252	N	N	chr14	89822041
T3157	chr14	14q32.11	90288408	123	5	0	5	2.274	0	2.273751	N	N	chr14	89822064
T3157	chr14	14q32.2	97758230	124	4	0	4	1.82	0	1.819001	N	N	chr14	97291893
T3157	chr15	15q12	26912677	125	6	0	6	2.729	0	2.728502	N	N	chr15	26667530
T3157	chr15	15q14	35388496	126	3	0	3	1.364	0	1.364251	N	N	chr15	35096295
T3157	chr15	15q15.1	42111912	127	11	0	11	5.002	0	5.002253	N	N	chr15	41819714
T3157	chr15	15q21.1	45397493	128	0	4	4	0	1.819	1.819001	N	N	chr15	45105295
T3157	chr15	15q21.2	51833043	129	4	0	4	1.819	0	1.819001	N	N	chr15	51540846
T3157	chr15	15q22.2	59895809	130	3	0	3	1.365	0	1.364251	N	N	chr15	59603610
