group	truth_insertion_name	ref_chr	truth_ref_pos	vir_chr	truth_vir_pos	pred_insertion_name	pred_chr_pos	pred_vir_pos	total_reads
HPV_sim_7sample_50insert	chr18~62615764~62616763~-~HPV39~4175~5174~-	chr18	62615764	HPV39	5174	HPV39~5175~+~chr18~62615763~+	62615763	5175	144
HPV_sim_7sample_50insert	chr11~106090463~106091462~-~HPV45~2701~3700~+	chr11	106090463	HPV45	2701	HPV45~2699~-~chr11~106090463~+	106090463	2699	144
HPV_sim_7sample_50insert	chr12~31659404~31660403~+~HPV33~6499~7498~+	chr12	31660403	HPV33	6499	chr12~31660404~+~HPV33~6498~+	31660404	6498	144
HPV_sim_7sample_50insert	chr1~192164551~192165550~-~HPV31~6179~7178~+	chr1	192164551	HPV31	6179	HPV31~6178~-~chr1~192164550~+	192164550	6178	144
HPV_sim_7sample_50insert	chr17~50935379~50936378~-~HPV39~1097~2096~-	chr17	50935379	HPV39	2096	HPV39~2097~+~chr17~50935378~+	50935378	2097	143
HPV_sim_7sample_50insert	chr10~110405713~110406712~+~HPV33~2075~3074~+	chr10	110406712	HPV33	2075	chr10~110406713~+~HPV33~2074~+	110406713	2074	143
HPV_sim_7sample_50insert	chr11~100020532~100021531~+~HPV33~1566~2565~+	chr11	100021531	HPV33	1566	chr11~100021532~+~HPV33~1565~+	100021532	1565	143
HPV_sim_7sample_50insert	chr3~173063649~173064648~-~HPV39~6441~7440~-	chr3	173063649	HPV39	7440	HPV39~7441~+~chr3~173063648~+	173063648	7441	143
HPV_sim_7sample_50insert	chr12~77586348~77587347~+~HPV33~4537~5536~+	chr12	77587347	HPV33	4537	chr12~77587348~+~HPV33~4536~+	77587348	4536	143
HPV_sim_7sample_50insert	chr13~22286716~22287715~-~HPV45~5203~6202~+	chr13	22286716	HPV45	5203	HPV45~5202~-~chr13~22286715~+	22286715	5202	143
HPV_sim_7sample_50insert	chrX~143988748~143989747~-~HPV45~4223~5222~+	chrX	143988748	HPV45	4223	HPV45~4221~-~chrX~143988748~+	143988748	4221	143
HPV_sim_7sample_50insert	chr3~80246727~80247726~-~HPV39~6563~7562~-	chr3	80246727	HPV39	7562	HPV39~7563~+~chr3~80246726~+	80246726	7563	143
HPV_sim_7sample_50insert	chr19~37677421~37678420~-~HPV45~2987~3986~+	chr19	37677421	HPV45	2987	HPV45~2986~-~chr19~37677420~+	37677420	2986	143
HPV_sim_7sample_50insert	chr11~47219257~47220256~+~HPV33~898~1897~+	chr11	47220256	HPV33	898	chr11~47220254~+~HPV33~894~+	47220254	894	143
HPV_sim_7sample_50insert	chr10~41901741~41902740~-~HPV45~3954~4953~+	chr10	41901741	HPV45	3954	HPV45~3953~-~chr10~41901740~+	41901740	3953	143
HPV_sim_7sample_50insert	chr7~97413437~97414436~+~HPV39~1869~2868~+	chr7	97414436	HPV39	1869	chr7~97414438~+~HPV39~1869~+	97414438	1869	142
HPV_sim_7sample_50insert	chr15~31749859~31750858~+~HPV39~4204~5203~-	chr15	31750858	HPV39	5203	chr15~31750860~+~HPV39~5203~-	31750860	5203	142
HPV_sim_7sample_50insert	chr9~84934101~84935100~-~HPV18~348~1347~+	chr9	84934101	HPV18	348	HPV18~344~-~chr9~84934103~+	84934103	344	142
HPV_sim_7sample_50insert	chr4~76161278~76162277~-~HPV18~4616~5615~+	chr4	76161278	HPV18	4616	HPV18~4613~-~chr4~76161279~+	76161279	4613	142
HPV_sim_7sample_50insert	chr20~50687126~50688125~-~HPV39~871~1870~+	chr20	50687126	HPV39	871	HPV39~868~-~chr20~50687127~+	50687127	868	142
HPV_sim_7sample_50insert	chr10~79624942~79625941~+~HPV35~1234~2233~-	chr10	79625941	HPV35	2233	chr10~79625942~+~HPV35~2234~-	79625942	2234	142
HPV_sim_7sample_50insert	chr20~44048954~44049953~+~HPV35~3417~4416~+	chr20	44049953	HPV35	3417	chr20~44049954~+~HPV35~3416~+	44049954	3416	142
HPV_sim_7sample_50insert	chr21~31583957~31584956~-~HPV31~3723~4722~+	chr21	31583957	HPV31	3723	HPV31~3720~-~chr21~31583958~+	31583958	3720	142
HPV_sim_7sample_50insert	chr21~43031952~43032951~+~HPV35~752~1751~-	chr21	43032951	HPV35	1751	chr21~43032953~+~HPV35~1751~-	43032953	1751	141
HPV_sim_7sample_50insert	chr10~49149296~49150295~-~HPV35~5813~6812~-	chr10	49149296	HPV35	6812	HPV35~6813~+~chr10~49149295~+	49149295	6813	141
HPV_sim_7sample_50insert	chr12~103578384~103579383~-~HPV16~6568~7567~-	chr12	103578384	HPV16	7567	HPV16~7568~+~chr12~103578383~+	103578383	7568	141
HPV_sim_7sample_50insert	chr4~28637957~28638956~-~HPV35~3400~4399~+	chr4	28637957	HPV35	3400	HPV35~3399~-~chr4~28637956~+	28637956	3399	141
HPV_sim_7sample_50insert	chr3~88783088~88784087~-~HPV35~2151~3150~+	chr3	88783088	HPV35	2151	HPV35~2149~-~chr3~88783088~+	88783088	2149	141
HPV_sim_7sample_50insert	chr6~96980448~96981447~-~HPV35~2896~3895~+	chr6	96980448	HPV35	2896	HPV35~2895~-~chr6~96980447~+	96980447	2895	141
HPV_sim_7sample_50insert	chr20~56601585~56602584~-~HPV16~1441~2440~-	chr20	56601585	HPV16	2440	HPV16~2441~+~chr20~56601584~+	56601584	2441	141
HPV_sim_7sample_50insert	chr2~69647480~69648479~-~HPV39~1820~2819~-	chr2	69647480	HPV39	2819	HPV39~2821~+~chr2~69647480~+	69647480	2821	141
HPV_sim_7sample_50insert	chr2~212879018~212880017~+~HPV33~3424~4423~+	chr2	212880017	HPV33	3424	chr2~212880021~+~HPV33~3426~+	212880021	3426	141
HPV_sim_7sample_50insert	chr2~66167763~66168762~-~HPV33~5496~6495~-	chr2	66167763	HPV33	6495	HPV33~6496~+~chr2~66167762~+	66167762	6496	140
HPV_sim_7sample_50insert	chr5~112883773~112884772~-~HPV33~3060~4059~-	chr5	112883773	HPV33	4059	HPV33~4060~+~chr5~112883772~+	112883772	4060	140
HPV_sim_7sample_50insert	chr15~69557799~69558798~-~HPV33~6506~7505~+	chr15	69557799	HPV33	6506	HPV33~6505~-~chr15~69557798~+	69557798	6505	140
HPV_sim_7sample_50insert	chr13~103129197~103130196~-~HPV39~6341~7340~+	chr13	103129197	HPV39	6341	HPV39~6340~-~chr13~103129196~+	103129196	6340	140
HPV_sim_7sample_50insert	chr19~49501671~49502670~-~HPV33~5596~6595~+	chr19	49501671	HPV33	5596	HPV33~5596~-~chr19~49501669~+	49501669	5596	140
HPV_sim_7sample_50insert	chr19~21247122~21248121~-~HPV45~3895~4894~+	chr19	21247122	HPV45	3895	HPV45~3892~-~chr19~21247123~+	21247123	3892	140
HPV_sim_7sample_50insert	chr13~28823600~28824599~-~HPV33~1716~2715~+	chr13	28823600	HPV33	1716	HPV33~1715~-~chr13~28823599~+	28823599	1715	140
HPV_sim_7sample_50insert	chr12~38926999~38927998~-~HPV35~4894~5893~+	chr12	38926999	HPV35	4894	HPV35~4896~-~chr12~38926995~+	38926995	4896	140
HPV_sim_7sample_50insert	chr14~69352882~69353881~-~HPV16~1453~2452~+	chr14	69352882	HPV16	1453	HPV16~1452~-~chr14~69352881~+	69352881	1452	140
HPV_sim_7sample_50insert	chr3~174884863~174885862~+~HPV16~2131~3130~+	chr3	174885862	HPV16	2131	chr3~174885863~+~HPV16~2130~+	174885863	2130	140
HPV_sim_7sample_50insert	chr19~6565204~6566203~+~HPV45~4352~5351~+	chr19	6566203	HPV45	4352	chr19~6566205~+~HPV45~4352~+	6566205	4352	140
HPV_sim_7sample_50insert	chrX~128694182~128695181~+~HPV31~3938~4937~-	chrX	128695181	HPV31	4937	chrX~128695183~+~HPV31~4937~-	128695183	4937	139
HPV_sim_7sample_50insert	chr8~137898367~137899366~+~HPV16~1~1000~-	chr8	137899366	HPV16	1000	chr8~137899367~+~HPV16~1001~-	137899367	1001	139
HPV_sim_7sample_50insert	chr1~201420250~201421249~+~HPV16~6411~7410~-	chr1	201421249	HPV16	7410	chr1~201421250~+~HPV16~7411~-	201421250	7411	139
HPV_sim_7sample_50insert	chr11~103797319~103798318~+~HPV16~2869~3868~+	chr11	103798318	HPV16	2869	chr11~103798319~+~HPV16~2868~+	103798319	2868	139
HPV_sim_7sample_50insert	chr4~19900824~19901823~+~HPV16~6270~7269~-	chr4	19901823	HPV16	7269	chr4~19901824~+~HPV16~7270~-	19901824	7270	139
HPV_sim_7sample_50insert	chr6~6927884~6928883~+~HPV45~5697~6696~+	chr6	6928883	HPV45	5697	chr6~6928878~+~HPV45~5690~+	6928878	5690	139
HPV_sim_7sample_50insert	chr13~22949043~22950042~-~HPV33~734~1733~+	chr13	22949043	HPV33	734	HPV33~733~-~chr13~22949042~+	22949042	733	139
HPV_sim_7sample_50insert	chrX~10844069~10845068~+~HPV31~5196~6195~-	chrX	10845068	HPV31	6195	chrX~10845069~+~HPV31~6196~-	10845069	6196	138
HPV_sim_7sample_50insert	chr3~73559294~73560293~+~HPV16~3942~4941~-	chr3	73560293	HPV16	4941	chr3~73560294~+~HPV16~4942~-	73560294	4942	138
HPV_sim_7sample_50insert	chr7~116782383~116783382~-~HPV31~1356~2355~-	chr7	116782383	HPV31	2355	HPV31~2356~+~chr7~116782382~+	116782382	2356	138
HPV_sim_7sample_50insert	chr6~67643126~67644125~+~HPV31~4105~5104~+	chr6	67644125	HPV31	4105	chr6~67644126~+~HPV31~4104~+	67644126	4104	138
HPV_sim_7sample_50insert	chr1~29268143~29269142~+~HPV31~2891~3890~+	chr1	29269142	HPV31	2891	chr1~29269143~+~HPV31~2890~+	29269143	2890	138
HPV_sim_7sample_50insert	chr2~108771606~108772605~-~HPV31~3728~4727~-	chr2	108771606	HPV31	4727	HPV31~4728~+~chr2~108771605~+	108771605	4728	138
HPV_sim_7sample_50insert	chr18~40053309~40054308~+~HPV45~3789~4788~+	chr18	40054308	HPV45	3789	chr18~40054309~+~HPV45~3788~+	40054309	3788	138
HPV_sim_7sample_50insert	chr9~13661633~13662632~+~HPV16~1446~2445~+	chr9	13662632	HPV16	1446	chr9~13662633~+~HPV16~1445~+	13662633	1445	138
HPV_sim_7sample_50insert	chr17~65499821~65500820~+~HPV16~744~1743~-	chr17	65500820	HPV16	1743	chr17~65500821~+~HPV16~1744~-	65500821	1744	137
HPV_sim_7sample_50insert	chr21~17495617~17496616~-~HPV33~3030~4029~+	chr21	17495617	HPV33	3030	HPV33~3031~-~chr21~17495614~+	17495614	3031	137
HPV_sim_7sample_50insert	chr6~50410600~50411599~-~HPV18~4641~5640~-	chr6	50410600	HPV18	5640	HPV18~5641~+~chr6~50410599~+	50410599	5641	137
HPV_sim_7sample_50insert	chr7~104992514~104993513~-~HPV31~4941~5940~+	chr7	104992514	HPV31	4941	HPV31~4941~-~chr7~104992512~+	104992512	4941	137
HPV_sim_7sample_50insert	chr16~65846520~65847519~-~HPV31~3385~4384~+	chr16	65846520	HPV31	3385	HPV31~3385~-~chr16~65846518~+	65846518	3385	137
HPV_sim_7sample_50insert	chr6~146265561~146266560~-~HPV39~4602~5601~+	chr6	146265561	HPV39	4602	HPV39~4601~-~chr6~146265560~+	146265560	4601	137
HPV_sim_7sample_50insert	chr15~77771255~77772254~-~HPV16~4192~5191~+	chr15	77771255	HPV16	4192	HPV16~4191~-~chr15~77771254~+	77771254	4191	137
HPV_sim_7sample_50insert	chr17~9404796~9405795~-~HPV18~3873~4872~+	chr17	9404796	HPV18	3873	HPV18~3872~-~chr17~9404795~+	9404795	3872	137
HPV_sim_7sample_50insert	chr10~69362370~69363369~-~HPV31~6065~7064~+	chr10	69362370	HPV31	6065	HPV31~6066~-~chr10~69362367~+	69362367	6066	137
HPV_sim_7sample_50insert	chr5~122143276~122144275~-~HPV31~2318~3317~+	chr5	122143276	HPV31	2318	HPV31~2318~-~chr5~122143274~+	122143274	2318	137
HPV_sim_7sample_50insert	chr19~23932128~23933127~-~HPV31~6731~7730~+	chr19	23932128	HPV31	6731	HPV31~6731~-~chr19~23932126~+	23932126	6731	137
HPV_sim_7sample_50insert	chr1~32773244~32774243~-~HPV18~3492~4491~-	chr1	32773244	HPV18	4491	HPV18~4491~+~chr1~32773242~+	32773242	4491	136
HPV_sim_7sample_50insert	chr13~113182972~113183971~-~HPV18~2958~3957~-	chr13	113182972	HPV18	3957	HPV18~3958~+~chr13~113182971~+	113182971	3958	136
HPV_sim_7sample_50insert	chr16~66297725~66298724~-~HPV18~3853~4852~+	chr16	66297725	HPV18	3853	HPV18~3852~-~chr16~66297724~+	66297724	3852	136
HPV_sim_7sample_50insert	chr15~40234960~40235959~-~HPV35~3552~4551~-	chr15	40234960	HPV35	4551	HPV35~4551~+~chr15~40234958~+	40234958	4551	136
HPV_sim_7sample_50insert	chr21~34910394~34911393~-~HPV31~4398~5397~+	chr21	34910394	HPV31	4398	HPV31~4399~-~chr21~34910391~+	34910391	4399	136
HPV_sim_7sample_50insert	chrX~84382560~84383559~-~HPV16~92~1091~+	chrX	84382560	HPV16	92	HPV16~94~-~chrX~84382556~+	84382556	94	136
HPV_sim_7sample_50insert	chr2~213539960~213540959~-~HPV31~1773~2772~-	chr2	213539960	HPV31	2772	HPV31~2773~+~chr2~213539959~+	213539959	2773	136
HPV_sim_7sample_50insert	chr17~73059665~73060664~+~HPV35~3041~4040~-	chr17	73060664	HPV35	4040	chr17~73060665~+~HPV35~4041~-	73060665	4041	135
HPV_sim_7sample_50insert	chr15~43407943~43408942~+~HPV35~5656~6655~+	chr15	43408942	HPV35	5656	chr15~43408943~+~HPV35~5655~+	43408943	5655	135
HPV_sim_7sample_50insert	chr6~153099739~153100738~+~HPV35~2088~3087~-	chr6	153100738	HPV35	3087	chr6~153100739~+~HPV35~3088~-	153100739	3088	135
HPV_sim_7sample_50insert	chrX~115097919~115098918~+~HPV35~558~1557~+	chrX	115098918	HPV35	558	chrX~115098919~+~HPV35~557~+	115098919	557	135
HPV_sim_7sample_50insert	chr9~7295585~7296584~-~HPV16~4601~5600~-	chr9	7295585	HPV16	5600	HPV16~5601~+~chr9~7295584~+	7295584	5601	135
HPV_sim_7sample_50insert	chr3~130128757~130129756~+~HPV18~3442~4441~+	chr3	130129756	HPV18	3442	chr3~130129758~+~HPV18~3442~+	130129758	3442	135
HPV_sim_7sample_50insert	chr22~22970380~22971379~+~HPV16~911~1910~+	chr22	22971379	HPV16	911	chr22~22971380~+~HPV16~910~+	22971380	910	135
HPV_sim_7sample_50insert	chrX~25005368~25006367~-~HPV35~3022~4021~-	chrX	25005368	HPV35	4021	HPV35~4021~+~chrX~25005366~+	25005366	4021	134
HPV_sim_7sample_50insert	chr14~62374724~62375723~-~HPV18~4230~5229~-	chr14	62374724	HPV18	5229	HPV18~5230~+~chr14~62374723~+	62374723	5230	134
HPV_sim_7sample_50insert	chr14~37563205~37564204~+~HPV35~2355~3354~-	chr14	37564204	HPV35	3354	chr14~37564202~+~HPV35~3358~-	37564202	3358	134
HPV_sim_7sample_50insert	chr4~125920263~125921262~-~HPV35~1998~2997~+	chr4	125920263	HPV35	1998	HPV35~1998~-~chr4~125920261~+	125920261	1998	134
HPV_sim_7sample_50insert	chr2~4013589~4014588~-~HPV35~6012~7011~+	chr2	4013589	HPV35	6012	HPV35~6016~-~chr2~4013583~+	4013583	6016	134
HPV_sim_7sample_50insert	chr5~83185421~83186420~-~HPV35~856~1855~+	chr5	83185421	HPV35	856	HPV35~855~-~chr5~83185420~+	83185420	855	134
HPV_sim_7sample_50insert	chr13~112277644~112278643~-~HPV35~1991~2990~-	chr13	112277644	HPV35	2990	HPV35~2991~+~chr13~112277643~+	112277643	2991	134
HPV_sim_7sample_50insert	chr6~22528370~22529369~-~HPV35~182~1181~-	chr6	22528370	HPV35	1181	HPV35~1181~+~chr6~22528368~+	22528368	1181	133
HPV_sim_7sample_50insert	chr4~73870797~73871796~-~HPV35~618~1617~+	chr4	73870797	HPV35	618	HPV35~617~-~chr4~73870796~+	73870796	617	133
HPV_sim_7sample_50insert	chr18~56561239~56562238~-~HPV35~5320~6319~+	chr18	56561239	HPV35	5320	HPV35~5319~-~chr18~56561238~+	56561238	5319	133
HPV_sim_7sample_50insert	chrX~6420967~6421966~-~HPV35~3284~4283~+	chrX	6420967	HPV35	3284	HPV35~3284~-~chrX~6420965~+	6420965	3284	133
HPV_sim_7sample_50insert	chr1~209671320~209672319~-~HPV35~1915~2914~+	chr1	209671320	HPV35	1915	HPV35~1914~-~chr1~209671319~+	209671319	1914	133
HPV_sim_7sample_50insert	chr12~2929082~2930081~+~HPV33~3615~4614~+	chr12	2930081	HPV33	3615	chr12~2930082~+~HPV33~3614~+	2930082	3614	133
HPV_sim_7sample_50insert	chr22~20840140~20841139~+~HPV35~6377~7376~-	chr22	20841139	HPV35	7376	chr22~20841140~+~HPV35~7377~-	20841140	7377	133
HPV_sim_7sample_50insert	chr14~22894291~22895290~+~HPV16~2554~3553~+	chr14	22895290	HPV16	2554	chr14~22895291~+~HPV16~2553~+	22895291	2553	133
HPV_sim_7sample_50insert	chrX~46685580~46686579~+~HPV18~3345~4344~-	chrX	46686579	HPV18	4344	chrX~46686580~+~HPV18~4345~-	46686580	4345	132
HPV_sim_7sample_50insert	chr10~94214182~94215181~+~HPV18~4400~5399~-	chr10	94215181	HPV18	5399	chr10~94215182~+~HPV18~5400~-	94215182	5400	132
HPV_sim_7sample_50insert	chr20~18490429~18491428~+~HPV33~2648~3647~-	chr20	18491428	HPV33	3647	chr20~18491429~+~HPV33~3648~-	18491429	3648	132
HPV_sim_7sample_50insert	chr5~103342309~103343308~+~HPV33~3201~4200~+	chr5	103343308	HPV33	3201	chr5~103343309~+~HPV33~3200~+	103343309	3200	132
HPV_sim_7sample_50insert	chr2~33089665~33090664~+~HPV33~331~1330~+	chr2	33090664	HPV33	331	chr2~33090665~+~HPV33~330~+	33090665	330	132
HPV_sim_7sample_50insert	chr18~61534767~61535766~+~HPV33~5865~6864~+	chr18	61535766	HPV33	5865	chr18~61535767~+~HPV33~5864~+	61535767	5864	132
HPV_sim_7sample_50insert	chr9~121708470~121709469~-~HPV16~397~1396~-	chr9	121708470	HPV16	1396	HPV16~1397~+~chr9~121708469~+	121708469	1397	132
HPV_sim_7sample_50insert	chr11~16347289~16348288~-~HPV16~3664~4663~-	chr11	16347289	HPV16	4663	HPV16~4664~+~chr11~16347288~+	16347288	4664	132
HPV_sim_7sample_50insert	chr22~27505457~27506456~-~HPV35~5160~6159~-	chr22	27505457	HPV35	6159	HPV35~6160~+~chr22~27505456~+	27505456	6160	132
HPV_sim_7sample_50insert	chr10~109016170~109017169~+~HPV33~3523~4522~+	chr10	109017169	HPV33	3523	chr10~109017170~+~HPV33~3522~+	109017170	3522	132
HPV_sim_7sample_50insert	chr18~57040334~57041333~-~HPV16~6272~7271~+	chr18	57040334	HPV16	6272	HPV16~6271~-~chr18~57040333~+	57040333	6271	132
HPV_sim_7sample_50insert	chr18~71026199~71027198~-~HPV35~2201~3200~+	chr18	71026199	HPV35	2201	HPV35~2200~-~chr18~71026198~+	71026198	2200	132
HPV_sim_7sample_50insert	chr3~167056412~167057411~-~HPV35~4870~5869~+	chr3	167056412	HPV35	4870	HPV35~4870~-~chr3~167056410~+	167056410	4870	132
HPV_sim_7sample_50insert	chr19~53535676~53536675~+~HPV18~2075~3074~-	chr19	53536675	HPV18	3074	chr19~53536676~+~HPV18~3075~-	53536676	3075	132
HPV_sim_7sample_50insert	chr4~4249603~4250602~+~HPV16~723~1722~-	chr4	4250602	HPV16	1722	chr4~4250604~+~HPV16~1722~-	4250604	1722	132
HPV_sim_7sample_50insert	chr4~56218100~56219099~+~HPV33~4717~5716~+	chr4	56219099	HPV33	4717	chr4~56219098~+~HPV33~4714~+	56219098	4714	131
HPV_sim_7sample_50insert	chr9~111395394~111396393~-~HPV16~5838~6837~-	chr9	111395394	HPV16	6837	HPV16~6838~+~chr9~111395393~+	111395393	6838	131
HPV_sim_7sample_50insert	chr4~83544510~83545509~+~HPV35~3909~4908~-	chr4	83545509	HPV35	4908	chr4~83545510~+~HPV35~4909~-	83545510	4909	131
HPV_sim_7sample_50insert	chr8~72525162~72526161~-~HPV33~5590~6589~-	chr8	72525162	HPV33	6589	HPV33~6590~+~chr8~72525161~+	72525161	6590	130
HPV_sim_7sample_50insert	chr4~78243900~78244899~-~HPV33~1428~2427~-	chr4	78243900	HPV33	2427	HPV33~2428~+~chr4~78243899~+	78243899	2428	130
HPV_sim_7sample_50insert	chr4~122590494~122591493~-~HPV33~741~1740~-	chr4	122590494	HPV33	1740	HPV33~1741~+~chr4~122590493~+	122590493	1741	130
HPV_sim_7sample_50insert	chr10~12758166~12759165~-~HPV33~6073~7072~-	chr10	12758166	HPV33	7072	HPV33~7073~+~chr10~12758165~+	12758165	7073	130
HPV_sim_7sample_50insert	chr3~151141574~151142573~-~HPV33~4358~5357~+	chr3	151141574	HPV33	4358	HPV33~4357~-~chr3~151141573~+	151141573	4357	130
HPV_sim_7sample_50insert	chr17~33470268~33471267~-~HPV33~5635~6634~+	chr17	33470268	HPV33	5635	HPV33~5634~-~chr17~33470267~+	33470267	5634	130
HPV_sim_7sample_50insert	chr14~47814862~47815861~-~HPV33~5661~6660~-	chr14	47814862	HPV33	6660	HPV33~6661~+~chr14~47814861~+	47814861	6661	130
HPV_sim_7sample_50insert	chr11~98111715~98112714~-~HPV16~5132~6131~+	chr11	98111715	HPV16	5132	HPV16~5131~-~chr11~98111714~+	98111714	5131	130
HPV_sim_7sample_50insert	chr22~41689484~41690483~-~HPV33~1431~2430~+	chr22	41689484	HPV33	1431	HPV33~1430~-~chr22~41689483~+	41689483	1430	130
HPV_sim_7sample_50insert	chr14~32691412~32692411~+~HPV18~98~1097~-	chr14	32692411	HPV18	1097	chr14~32692413~+~HPV18~1097~-	32692413	1097	128
HPV_sim_7sample_50insert	chrY~3599611~3600610~+~HPV16~4520~5519~+	chrY	3600610	HPV16	4520	chrY~3600611~+~HPV16~4519~+	3600611	4519	128
HPV_sim_7sample_50insert	chr8~56863279~56864278~-~HPV35~2797~3796~+	chr8	56863279	HPV35	2797	HPV35~2796~-~chr8~56863278~+	56863278	2796	128
HPV_sim_7sample_50insert	chr22~47977273~47978272~-~HPV16~2566~3565~+	chr22	47977273	HPV16	2566	HPV16~2565~-~chr22~47977272~+	47977272	2565	128
HPV_sim_7sample_50insert	chr15~67904595~67905594~-~HPV16~5671~6670~-	chr15	67904595	HPV16	6670	HPV16~6671~+~chr15~67904594~+	67904594	6671	128
HPV_sim_7sample_50insert	chr4~5775495~5776494~-~HPV35~599~1598~+	chr4	5775495	HPV35	599	HPV35~599~-~chr4~5775493~+	5775493	599	128
HPV_sim_7sample_50insert	chrX~53923149~53924148~-~HPV16~6053~7052~-	chrX	53923149	HPV16	7052	HPV16~7053~+~chrX~53923148~+	53923148	7053	128
HPV_sim_7sample_50insert	chr10~36919178~36920177~+~HPV33~5283~6282~-	chr10	36920177	HPV33	6282	chr10~36920178~+~HPV33~6283~-	36920178	6283	128
HPV_sim_7sample_50insert	chr20~5942774~5943773~-~HPV16~5380~6379~-	chr20	5942774	HPV16	6379	HPV16~6380~+~chr20~5942773~+	5942773	6380	127
HPV_sim_7sample_50insert	chr5~54847859~54848858~+~HPV35~3461~4460~-	chr5	54848858	HPV35	4460	chr5~54848858~+~HPV35~4462~-	54848858	4462	127
HPV_sim_7sample_50insert	chr8~59404774~59405773~-~HPV35~4108~5107~+	chr8	59404774	HPV35	4108	HPV35~4107~-~chr8~59404773~+	59404773	4107	127
HPV_sim_7sample_50insert	chr5~147183583~147184582~-~HPV33~6831~7830~-	chr5	147183583	HPV33	7830	HPV33~7831~+~chr5~147183582~+	147183582	7831	127
HPV_sim_7sample_50insert	chr20~8398781~8399780~-~HPV16~5647~6646~-	chr20	8398781	HPV16	6646	HPV16~6647~+~chr20~8398780~+	8398780	6647	126
HPV_sim_7sample_50insert	chr22~25036207~25037206~-~HPV35~2508~3507~-	chr22	25036207	HPV35	3507	HPV35~3365~+~chr22~25036371~+	25036371	3365	126
HPV_sim_7sample_50insert	chr3~78144258~78145257~-~HPV35~2016~3015~+	chr3	78144258	HPV35	2016	HPV35~2016~-~chr3~78144256~+	78144256	2016	126
HPV_sim_7sample_50insert	chr6~7705214~7706213~+~HPV33~6605~7604~-	chr6	7706213	HPV33	7604	chr6~7706214~+~HPV33~7605~-	7706214	7605	125
HPV_sim_7sample_50insert	chr17~32425060~32426059~-~HPV45~20~1019~+	chr17	32425060	HPV45	20	HPV45~21~-~chr17~32425057~+	32425057	21	125
HPV_sim_7sample_50insert	chr7~148919685~148920684~-~HPV35~3516~4515~-	chr7	148919685	HPV35	4515	HPV35~4514~+~chr7~148919682~+	148919682	4514	124
HPV_sim_7sample_50insert	chr18~62715179~62716178~+~HPV35~5509~6508~-	chr18	62716178	HPV35	6508	chr18~62716180~+~HPV35~6508~-	62716180	6508	123
HPV_sim_7sample_50insert	chr11~38631859~38632858~-~HPV35~3816~4815~+	chr11	38631859	HPV35	3816	HPV35~3815~-~chr11~38631858~+	38631858	3815	123
HPV_sim_7sample_50insert	chr5~95895790~95896789~+~HPV16~284~1283~-	chr5	95896789	HPV16	1283	chr5~95896790~+~HPV16~1284~-	95896790	1284	122
HPV_sim_7sample_50insert	chr10~49806474~49807473~+~HPV16~5992~6991~-	chr10	49807473	HPV16	6991	chr10~49807474~+~HPV16~6992~-	49807474	6992	122
HPV_sim_7sample_50insert	chr5~8025344~8026343~+~HPV16~3087~4086~-	chr5	8026343	HPV16	4086	chr5~8026344~+~HPV16~4087~-	8026344	4087	122
HPV_sim_7sample_50insert	chr19~35201960~35202959~+~HPV16~3167~4166~+	chr19	35202959	HPV16	3167	chr19~35202960~+~HPV16~3166~+	35202960	3166	122
HPV_sim_7sample_50insert	chr8~70415316~70416315~+~HPV16~4086~5085~-	chr8	70416315	HPV16	5085	chr8~70416318~+~HPV16~5084~-	70416318	5084	122
HPV_sim_7sample_50insert	chr7~53021722~53022721~+~HPV16~2804~3803~+	chr7	53022721	HPV16	2804	chr7~53022722~+~HPV16~2803~+	53022722	2803	122
HPV_sim_7sample_50insert	chr10~90822889~90823888~+~HPV16~6880~7879~-	chr10	90823888	HPV16	7879	chr10~90823889~+~HPV16~7880~-	90823889	7880	122
HPV_sim_7sample_50insert	chrX~139075761~139076760~-~HPV16~3316~4315~+	chrX	139075761	HPV16	3316	HPV16~3315~-~chrX~139075760~+	139075760	3315	122
HPV_sim_7sample_50insert	chrX~140419499~140420498~+~HPV18~4877~5876~-	chrX	140420498	HPV18	5876	chrX~140420499~+~HPV18~5877~-	140420499	5877	122
HPV_sim_7sample_50insert	chr11~97654275~97655274~-~HPV16~3353~4352~+	chr11	97654275	HPV16	3353	HPV16~3355~-~chr11~97654271~+	97654271	3355	121
HPV_sim_7sample_50insert	chr2~192283746~192284745~-~HPV16~152~1151~+	chr2	192283746	HPV16	152	HPV16~150~-~chr2~192283746~+	192283746	150	121
HPV_sim_7sample_50insert	chr22~31796539~31797538~-~HPV33~2154~3153~+	chr22	31796539	HPV33	2154	HPV33~2154~-~chr22~31796537~+	31796537	2154	121
HPV_sim_7sample_50insert	chr11~88892521~88893520~+~HPV39~4531~5530~-	chr11	88893520	HPV39	5530	chr11~88893521~+~HPV39~5531~-	88893521	5531	120
HPV_sim_7sample_50insert	chr7~102623272~102624271~+~HPV39~2221~3220~+	chr7	102624271	HPV39	2221	chr7~102624272~+~HPV39~2220~+	102624272	2220	120
HPV_sim_7sample_50insert	chr8~4650260~4651259~-~HPV16~6231~7230~-	chr8	4650260	HPV16	7230	HPV16~7043~+~chr8~4650421~+	4650421	7043	120
