sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~20684579~+	chr15	20684579	NC_003977_3182nt_Hepatitis_B_virus	1828	15	chr15:20941904	2	SPATA31E2P;RP11-467L19.11;IGHV1OR15-6;RP11-467L19.16;RP11-467L19.14;<-(NBEAP1)->	RNU6-498P;RP11-403B2.7;AC012414.1;RP11-116P24.2;RP11-403B2.6
LIHC-DD-A116-NT	chr15~22393320~+~NC_003977_3182nt_Hepatitis_B_virus~1825~-	chr15	22393320	NC_003977_3182nt_Hepatitis_B_virus	1825	19	chr15:21952894	2	MIR1268A;RP11-603B24.2;RP11-603B24.1;RP11-566K19.11;RP11-566K19.8	RP11-566K19.7;AC100757.1;Metazoa_SRP;GOLGA8DP;RP11-566K19.12
CESC-C5-A2LX-TP	HPV16~7893~+~chr15~21952894~+	chr15	21952894	HPV16	7893	18	chr15:21952894	2	POTEB;RNU6-631P;ZNF519P3;NF1P2;MIR5701-3	RP11-928F19.3;OR11H3P;OR11K1P;OR4Q1P;OR4H6P
LIHC-DD-AACA-TP	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43613136~+	chr15	43613136	NC_003977_3182nt_Hepatitis_B_virus	1828	1024	chr15:43613100	2	AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;<-(STRC)->	RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5
LIHC-DD-AACA-TR	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43613136~+	chr15	43613136	NC_003977_3182nt_Hepatitis_B_virus	1828	1860	chr15:43613100	2	AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;<-(STRC)->	RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5
CESC-UC-A7PG-TM	chr15~71472705~+~HPV16~881~-	chr15	71472705	HPV16	881	612	chr15:71525050	3	CT62;RP11-673C5.1;THSD4-AS1;RP11-592N21.1;RP11-592N21.2;<-(THSD4)->	RP11-1123I8.1;AC104938.1;NR2E3;CTD-2524L6.3;RNA5SP399
CESC-C5-A1ME-TP	chr15~71525050~+~HPV18~930~-	chr15	71525050	HPV18	930	240	chr15:71525050	3	CT62;RP11-673C5.1;THSD4-AS1;RP11-592N21.1;RP11-592N21.2;<-(THSD4)->	RP11-1123I8.1;AC104938.1;NR2E3;CTD-2524L6.3;RNA5SP399
CESC-UC-A7PG-TP	chr15~71472705~+~HPV16~881~-	chr15	71472705	HPV16	881	301	chr15:71525050	3	CT62;RP11-673C5.1;THSD4-AS1;RP11-592N21.1;RP11-592N21.2;<-(THSD4)->	RP11-1123I8.1;AC104938.1;NR2E3;CTD-2524L6.3;RNA5SP399
HNSC-CR-6472-TP	HPV16~881~+~chr16~1562023~+	chr16	1562023	HPV16	881	422	chr16:2296545	3	TELO2;LA16c-385E7.1;LA16c-380F5.1;TMEM204;LA16c-380F5.3;<-(IFT140)->	LA16c-313F4.1;LA16c-425C2.1;LA16c-395F10.2;LA16c-395F10.1;CRAMP1L
LIHC-DD-AADM-TP	NC_003977_3182nt_Hepatitis_B_virus~1824~+~chr16~2296545~+	chr16	2296545	NC_003977_3182nt_Hepatitis_B_virus	1824	367	chr16:2296545	3	AC009065.1;MIR3677;RP11-304L19.13;MIR940;MIR4717;<-(ABCA3)->	RP11-715J22.1;ABCA17P;CCNF;RP11-715J22.3;RP11-715J22.4
HNSC-CN-A499-TP	HPV16~809~+~chr16~1790108~+	chr16	1790108	HPV16	809	15	chr16:2296545	3	LA16c-361A3.3;NME3;MRPS34;EME2;NUBP2;<-(SPSB3)->	IGFALS;HAGH;FAHD1;LA16c-429E7.1;MEIOB
LIHC-DD-AADU-TP	NC_003977_3182nt_Hepatitis_B_virus~1774~+~chr16~32388082~+	chr16	32388082	NC_003977_3182nt_Hepatitis_B_virus	1774	32	chr16:32388082	2	RP11-56L13.1;RP11-1292F20.1;RP11-17M15.2;RP11-17M15.4;ACTR3BP3	RP11-626K17.5;PABPC1P13;RP11-626K17.3;RP11-626K17.2;ABCD1P3
LIHC-CC-5264-TP	NC_003977_3182nt_Hepatitis_B_virus~2081~+~chr16~31402112~+	chr16	31402112	NC_003977_3182nt_Hepatitis_B_virus	2081	28	chr16:32388082	2	PYDC1;TRIM72;ITGAM;RP11-120K18.3;ITGAX;<-(ITGAD)->	RP11-120K18.2;COX6A2;RP11-452L6.8;ZNF843;RP11-452L6.1
LIHC-DD-AAEE-TP	chr16~56942333~+~NC_003977_3182nt_Hepatitis_B_virus~1693~-	chr16	56942333	NC_003977_3182nt_Hepatitis_B_virus	1693	555	chr16:56942333	2	AC012181.2;SLC12A3;RPS24P17;RP11-325K4.3;RP11-325K4.2;<-(HERPUD1)->	AC012181.1;CETP;RP11-322D14.1;NLRC5;RP11-322D14.2
HNSC-MZ-A5BI-TP	chr16~56101168~+~HPV33~3350~+	chr16	56101168	HPV33	3350	11	chr16:56942333	2	RP11-481F24.3;CES1P2;CES1P1;CES1;CES5A;<-(RP11-461O7.1)->	RP11-461O7.2;RP11-355E10.1;CTD-2050B12.1;DKFZP434H168;MIR3935
CESC-VS-A8EK-TP	chr16~69657899~+~HPV35~1444~-	chr16	69657899	HPV35	1444	13	chr16:70162358	3	RP11-343C2.10;CYB5B;RP11-140H17.1;MIR1538;RP11-140H17.2;<-(NFAT5)->	RP11-311C24.1;CTD-2033A16.1;NQO1;CTD-2033A16.3;NOB1
LIHC-BC-A10W-NT	NC_003977_3182nt_Hepatitis_B_virus~1827~+~chr16~70162358~+	chr16	70162358	NC_003977_3182nt_Hepatitis_B_virus	1827	70	chr16:70162358	3	PDXDC2P;MIR1972-2;PDXDC2P;AC009022.1;RP11-106J23.1;<-(PDPR)->;<-(RP11-296I10.3)->	CLEC18C;RP11-296I10.5;AC009060.2;AC009060.1;FKSG63
LIHC-DD-AADV-TP	chr16~70050566~+~NC_003977_3182nt_Hepatitis_B_virus~1760~-	chr16	70050566	NC_003977_3182nt_Hepatitis_B_virus	1760	18	chr16:70162358	3	CLEC18A;RP11-419C5.3;RP11-419C5.2;PDXDC2P;MIR1972-2;<-(PDXDC2P)->	AC009022.1;RP11-106J23.1;PDPR;RP11-296I10.3;CLEC18C
LIHC-DD-AACV-TP	NC_003977_3182nt_Hepatitis_B_virus~1827~+~chr16~78643579~+	chr16	78643579	NC_003977_3182nt_Hepatitis_B_virus	1827	553	chr16:79128847	2	LSM3P5;RP11-264L1.4;RP11-264L1.1;RP11-264L1.3;RP11-264L1.2;<-(WWOX)->	RPS3P7;RP11-133M8.3;RP11-319G9.1;RP11-319G9.3;RP11-319G9.4
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1815~+~chr16~79128847~+	chr16	79128847	NC_003977_3182nt_Hepatitis_B_virus	1815	51	chr16:79128847	2	RP11-319G9.5;RP11-556H2.1;RP11-556H2.4;RP11-556H2.3;RP11-556H2.2;<-(WWOX)->	RP11-679B19.1;RP11-679B19.2;RNA5SP431;RP11-467I17.1;MAF
LIHC-DD-AACQ-TP	NC_003977_3182nt_Hepatitis_B_virus~1719~+~chr16~88250048~+	chr16	88250048	NC_003977_3182nt_Hepatitis_B_virus	1719	568	chr16:88696794	5	RP11-863P13.4;RP11-863P13.1;RP11-863P13.3;RP11-863P13.2;LA16c-444G7.2;<-(LA16c-444G7.1)->	ZNF469;MIR5189;ZFPM1;RP11-21B21.4;ZC3H18
LUSC-98-A538-TP	chr16~88696794~+~HPV16~881~-	chr16	88696794	HPV16	881	37	chr16:88696794	5	CYBA;MVD;SNAI3-AS1;SNAI3;AC138028.1;<-(RP5-1142A6.5)->;<-(RNF166)->	RP5-1142A6.10;CTU2;MIR4722;RP5-1142A6.9;RP5-1142A6.2
CESC-JW-A5VL-TP	chr16~88696794~+~HPV16~881~-	chr16	88696794	HPV16	881	10618	chr16:88696794	5	CYBA;MVD;SNAI3-AS1;SNAI3;AC138028.1;<-(RP5-1142A6.5)->;<-(RNF166)->	RP5-1142A6.10;CTU2;MIR4722;RP5-1142A6.9;RP5-1142A6.2
CESC-JW-A5VK-TP	chr16~88696788~+~HPV16~863~-	chr16	88696788	HPV16	863	13	chr16:88696794	5	CYBA;MVD;SNAI3-AS1;SNAI3;AC138028.1;<-(RP5-1142A6.5)->;<-(RNF166)->	RP5-1142A6.10;CTU2;MIR4722;RP5-1142A6.9;RP5-1142A6.2
CESC-JX-A5QV-TP	chr16~88696788~+~HPV16~889~-	chr16	88696788	HPV16	889	12	chr16:88696794	5	CYBA;MVD;SNAI3-AS1;SNAI3;AC138028.1;<-(RP5-1142A6.5)->;<-(RNF166)->	RP5-1142A6.10;CTU2;MIR4722;RP5-1142A6.9;RP5-1142A6.2
HNSC-MZ-A5BI-TP	chr17~16774758~+~HPV33~3350~+	chr17	16774758	HPV33	3350	11	chr17:17135967	3	RNASEH1P2;RNU6-405P;Metazoa_SRP;RP11-219A15.1;UPF3AP1;<-(CCDC144A)->	SRP68P1;RP11-92B11.3;FAM106CP;USP32P1;RP11-219A15.2
CESC-EK-A2RB-TP	chr17~17100114~+~HPV16~881~-	chr17	17100114	HPV16	881	5411	chr17:17135967	3	TNFRSF13B;AC104024.1;AC104024.2;RP11-416I2.1;MPRIP-AS1;<-(MPRIP)->	RNU6-767P;RP11-45M22.3;RN7SL775P;RP11-45M22.2;PLD6
LIHC-CC-A5UC-TP	chr17~17135967~+~NC_003977_3182nt_Hepatitis_B_virus~1687~-	chr17	17135967	NC_003977_3182nt_Hepatitis_B_virus	1687	26	chr17:17135967	3	TNFRSF13B;AC104024.1;AC104024.2;RP11-416I2.1;MPRIP-AS1;<-(MPRIP)->	RNU6-767P;RP11-45M22.3;RN7SL775P;RP11-45M22.2;PLD6
LIHC-CC-A5UE-TP	chr17~19565962~+~NC_003977_3182nt_Hepatitis_B_virus~1772~-	chr17	19565962	NC_003977_3182nt_Hepatitis_B_virus	1772	266	chr17:20403318	2	AC004448.5;CTB-187M2.1;RPL17P43;SNORA59B;SNORA59A;<-(SLC47A1)->;<-(RP11-1113L8.1)->	RP11-1113L8.2;AC025627.7;RP11-1113L8.6;RP11-1113L8.7;MTND1P14
HNSC-MZ-A5BI-TP	chr17~20403318~+~HPV33~3350~+	chr17	20403318	HPV33	3350	11	chr17:20403318	2	RNU6-1057P;U6;RP11-121A13.3;Metazoa_SRP;UPF3AP2;<-(CCDC144CP)->	SRP68P3;USP32P3;RP11-434D2.2;NOS2P3;LGALS9B
HNSC-DQ-7591-TP	HPV35~884~+~chr17~33816956~+	chr17	33816956	HPV35	884	2882	chr17:33801901	2	RP11-31I22.4;RP11-31I22.3;RP11-31I22.2;RP11-118G23.2;RP11-118G23.1;<-(ASIC2)->	AC024610.1;RP11-17M24.1;RP11-17M24.2;RP11-1086I4.2;TLK2P1
LIHC-DD-A119-NT	chr17~32848468~+~NC_003977_3182nt_Hepatitis_B_virus~1821~-	chr17	32848468	NC_003977_3182nt_Hepatitis_B_virus	1821	18	chr17:33801901	2	RP11-466A19.7;RP11-466A19.3;RP11-466A19.5;RP11-220C2.1;Y_RNA;<-(MYO1D)->	AC084809.2;AC084809.3;TMEM98;SPACA3;RP1-29G21.1
HNSC-CN-A49C-TP	HPV16~881~+~chr17~39706989~+	chr17	39706989	HPV16	881	314	chr17:39852967	8	PPP1R1B;STARD3;TCAP;PNMT;PGAP3;<-(ERBB2)->	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34
CESC-Q1-A73R-TP	chr17~39672170~+~HPV16~6469~+	chr17	39672170	HPV16	6469	1111	chr17:39852967	8	AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;<-(PGAP3)->	ERBB2;MIR4728;MIEN1;GRB7;IKZF3
CESC-LP-A5U3-TP	HPV16~881~+~chr17~39706989~+	chr17	39706989	HPV16	881	1080	chr17:39852967	8	PPP1R1B;STARD3;TCAP;PNMT;PGAP3;<-(ERBB2)->	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34
HNSC-CN-A499-TP	chr17~39852967~+~HPV16~806~-	chr17	39852967	HPV16	806	24	chr17:39852967	8	MIR4728;MIEN1;GRB7;KRT8P34;AC079199.2;<-(IKZF3)->	ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C
CESC-DS-A0VM-TP	chr17~39767783~+~HPV16~7011~+	chr17	39767783	HPV16	7011	38	chr17:39852967	8	PGAP3;ERBB2;MIR4728;MIEN1;GRB7;<-(IKZF3)->	KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3
CESC-DS-A7WF-TP	chr17~39702246~+~HPV16~115~-	chr17	39702246	HPV16	115	18	chr17:39852967	8	PPP1R1B;STARD3;TCAP;PNMT;PGAP3;<-(ERBB2)->	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34
CESC-VS-A9V5-TP	HPV16~3347~-~chr17~39737484~+	chr17	39737484	HPV16	3347	291	chr17:39852967	8	PNMT;PGAP3;ERBB2;MIR4728;MIEN1	GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2
CESC-C5-A1M9-TP	chr17~39717481~+~HPV16~578~-	chr17	39717481	HPV16	578	681	chr17:39852967	8	PPP1R1B;STARD3;TCAP;PNMT;PGAP3;<-(ERBB2)->	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34
CESC-C5-A907-TP	HPV18~6384~-~chr17~43103878~+	chr17	43103878	HPV18	6384	12	chr17:42539982	2	RPL27;IFI35;VAT1;RND2;RPL21P4;<-(BRCA1)->	NBR2;CTD-3199J23.6;RP11-242D8.1;RP11-242D8.2;RP11-242D8.3
CESC-DS-A7WH-TP	chr17~42539982~+~HPV16~883~-	chr17	42539982	HPV16	883	14	chr17:42539982	2	MIR548AT;RP11-194N12.2;RP11-400F19.18;MIR5010;PTP4A2P1;<-(NAGLU)->	HSD17B1P1;HSD17B1;RP11-400F19.6;COASY;MLX
HNSC-P3-A6T6-TP	HPV16~881~+~chr17~50867495~+	chr17	50867495	HPV16	881	801	chr17:51636010	2	MIR8059;RP11-294J22.5;WFIKKN2;RP11-506D12.5;RPL5P33;<-(TOB1)->;<-(TOB1-AS1)->	RP11-700H6.4;RP11-700H6.1;RP11-700H6.2;SPAG9;RP11-481C4.1
CESC-VS-A9U6-TP	chr17~51649255~+~HPV33~895~-	chr17	51649255	HPV33	895	1384	chr17:51636010	2	RP11-1018N14.3;RP11-1018N14.4;RP11-1018N14.2;RP11-1018N14.5;RPL7P48;<-(CA10)->	CTB-43I4.1;AC004108.1;RP11-429O1.1;AC102948.2;C17orf112
CESC-VS-A8EB-TP	chr17~60122077~+~HPV16~881~-	chr17	60122077	HPV16	881	885	chr17:60023568	4	RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3	CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP
CESC-VS-A9V2-TP	HPV16~3633~+~chr17~59839767~+	chr17	59839767	HPV16	3633	332	chr17:60023568	4	DHX40;RP11-758H9.2;CLTC;PTRH2;RP11-619I22.1;<-(VMP1)->	MIR21;RNU6-450P;TUBD1;NDUFB8P2;RP5-1073F15.1
CESC-C5-A7UC-TP	HPV45~930~+~chr17~59735337~+	chr17	59735337	HPV45	930	879	chr17:60023568	4	RNU4-13P;DHX40;RP11-758H9.2;CLTC;PTRH2;<-(VMP1)->	RP11-619I22.1;MIR21;RNU6-450P;TUBD1;NDUFB8P2
CESC-C5-A907-TP	chr17~59860425~+~HPV18~930~-	chr17	59860425	HPV18	930	1333	chr17:60023568	4	PTRH2;VMP1;RP11-619I22.1;MIR21;RNU6-450P;<-(TUBD1)->	NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2
CESC-JX-A5QV-TP	HPV16~7128~-~chr17~81827043~+	chr17	81827043	HPV16	7128	117	chr17:82279733	3	RP13-1032I1.7;MRPL12;SLC25A10;Metazoa_SRP;GCGR;<-(FAM195B)->	PPP1R27;RP11-498C9.2;P4HB;RP11-498C9.4;RP11-498C9.3
LIHC-G3-AAV0-TP	chr17~82291564~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	chr17	82291564	NC_003977_3182nt_Hepatitis_B_virus	461	35	chr17:82279733	3	MIR6787;SLC16A3;RP13-516M14.10;RP13-516M14.8;CSNK1D;<-(RP13-516M14.4)->	RP13-516M14.1;CD7;SECTM1;TEX19;RP13-20L14.2
LIHC-CC-A9FS-TP	chr17~83247401~+~NC_003977_3182nt_Hepatitis_B_virus~1823~-	chr17	83247401	NC_003977_3182nt_Hepatitis_B_virus	1823	10	chr17:82279733	3	AC139099.7;AC139099.4;AC139099.6;AC139099.5;FLJ43681	
LIHC-DD-A11A-TP	chr17~83247314~+~NC_003977_3182nt_Hepatitis_B_virus~485~-	chr17	83247314	NC_003977_3182nt_Hepatitis_B_virus	485	16	chr17:82279733	3	AC139099.7;AC139099.4;AC139099.6;AC139099.5;FLJ43681	
HNSC-HD-7754-TP	HPV16~3357~-~chr17~81869541~+	chr17	81869541	HPV16	3357	259	chr17:82279733	3	PPP1R27;RP11-498C9.2;P4HB;RP11-498C9.4;RP11-498C9.3;<-(ARHGDIA)->	RP11-498C9.16;RP11-498C9.15;ALYREF;ANAPC11;NPB
LIHC-CC-A7IG-TP	NC_003977_3182nt_Hepatitis_B_virus~1764~+~chr17~8663823~+	chr17	8663823	NC_003977_3182nt_Hepatitis_B_virus	1764	260	chr17:8663775	2	NDEL1;RNU7-43P;MYH10;RP11-713H12.2;RP11-713H12.1	CCDC42;SPDYE4;MFSD6L;PIK3R6;PIK3R5
LIHC-CC-A9FU-TP	NC_003977_3182nt_Hepatitis_B_virus~2474~+~chr17~7688449~+	chr17	7688449	NC_003977_3182nt_Hepatitis_B_virus	2474	13	chr17:8663775	2	SHBG;SAT2;ATP1B2;TP53;RP11-199F11.2;<-(WRAP53)->	EFNB3;RPL29P2;DNAH2;KDM6B;TMEM88
LIHC-G3-AAV0-TP	chr18~15204517~+~NC_003977_3182nt_Hepatitis_B_virus~1785~-	chr18	15204517	NC_003977_3182nt_Hepatitis_B_virus	1785	30	chr18:15204517	2	RP11-805F19.4;AP005242.1;RP11-805F19.2;RP11-805F19.1;RP11-454P7.3	BNIP3P3;RP11-454P7.1;AP005901.1;RNU6-721P;ROCK1
LIHC-G3-A3CH-NT	chr18~15060138~+~NC_003977_3182nt_Hepatitis_B_virus~1794~-	chr18	15060138	NC_003977_3182nt_Hepatitis_B_virus	1794	10	chr18:15204517	2	LINC01443;LINC01444;RP11-527H14.1;RP11-805F19.3;RP11-805F19.4;<-(AP005242.1)->	RP11-805F19.2;RP11-805F19.1;RP11-454P7.3;BNIP3P3;RP11-454P7.1
CESC-C5-A1BN-TP	chr18~63686427~+~HPV45~930~-	chr18	63686427	HPV45	930	1646	chr18:63661245	3	ATP5G1P6;SERPINB12;SERPINB13;SERPINB4;SERPINB3;<-(SERPINB11)->	SERPINB7;SERPINB2;SERPINB10;HMSD;SERPINB8
HNSC-CQ-5323-TP	HPV16~881~+~chr18~63655356~+	chr18	63655356	HPV16	881	410	chr18:63661245	3	SERPINB5;ATP5G1P6;SERPINB12;SERPINB13;SERPINB4;<-(SERPINB3)->;<-(SERPINB11)->	SERPINB7;SERPINB2;SERPINB10;HMSD;SERPINB8
CESC-LP-A5U2-TP	HPV16~881~+~chr18~63236502~+	chr18	63236502	HPV16	881	208	chr18:63661245	3	ZCCHC2;RN7SL705P;RNU6-142P;PHLPP1;RP11-299P2.1;<-(BCL2)->	RP11-28F1.2;KDSR;RP11-635N19.1;VPS4B;RP11-635N19.2
CESC-DS-A7WF-TP	chr19~10930191~+~HPV16~881~-	chr19	10930191	HPV16	881	698	chr19:11654147	2	TMED1;AC007229.3;C19orf38;CARM1;YIPF2;<-(C19orf52)->	Metazoa_SRP;SMARCA4;CTC-215O4.4;uc_338;LDLR
LIHC-DD-AAE0-TP	chr19~11654147~+~NC_003977_3182nt_Hepatitis_B_virus~1786~-	chr19	11654147	NC_003977_3182nt_Hepatitis_B_virus	1786	22	chr19:11654147	2	ELOF1;ACP5;GAPDHP76;ZNF627;CTD-2006C1.6	HNRNPA1P10;CTC-499B15.4;CTC-499B15.6;ZNF823;CTC-499B15.1
CESC-C5-A2LX-TP	HPV16~1187~+~chr19~1259509~+	chr19	1259509	HPV16	1187	33	chr19:1259509	2	HMGB2P1;C19orf26;AC004221.2;ATP5D;MIDN;<-(CIRBP)->	CIRBP-AS1;C19orf24;EFNA2;RPS15P9;AC005330.2
CESC-C5-A8XK-TP	chr19~1219091~+~HPV16~954~+	chr19	1219091	HPV16	954	140	chr19:1259509	2	HMHA1;POLR2E;GPX4;SBNO2;HMGB2P1;<-(STK11)->	C19orf26;AC004221.2;ATP5D;MIDN;CIRBP
LIHC-CC-5258-TP	NC_003977_3182nt_Hepatitis_B_virus~1829~+~chr19~35723125~+	chr19	35723125	NC_003977_3182nt_Hepatitis_B_virus	1829	65	chr19:35723125	7	COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;<-(KMT2B)->	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37
LIHC-DD-A116-TP	NC_003977_3182nt_Hepatitis_B_virus~340~-~chr19~35722994~+	chr19	35722994	NC_003977_3182nt_Hepatitis_B_virus	340	11	chr19:35723125	7	COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;<-(KMT2B)->	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37
LIHC-DD-AAD1-TP	NC_003977_3182nt_Hepatitis_B_virus~1805~+~chr19~35722700~+	chr19	35722700	NC_003977_3182nt_Hepatitis_B_virus	1805	16	chr19:35723125	7	COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;<-(KMT2B)->	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37
LIHC-CC-A9FS-TP	NC_003977_3182nt_Hepatitis_B_virus~1811~+~chr19~35723016~+	chr19	35723016	NC_003977_3182nt_Hepatitis_B_virus	1811	27	chr19:35723125	7	COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;<-(KMT2B)->	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37
LIHC-DD-AADK-TP	NC_003977_3182nt_Hepatitis_B_virus~1818~+~chr19~35722273~+	chr19	35722273	NC_003977_3182nt_Hepatitis_B_virus	1818	27	chr19:35723125	7	COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;<-(KMT2B)->	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37
LIHC-DD-AAVW-TP	NC_003977_3182nt_Hepatitis_B_virus~1795~+~chr19~35722033~+	chr19	35722033	NC_003977_3182nt_Hepatitis_B_virus	1795	25	chr19:35723125	7	COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;<-(KMT2B)->	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37
LIHC-DD-AACD-TP	chr19~35709105~+~NC_003977_3182nt_Hepatitis_B_virus~344~+	chr19	35709105	NC_003977_3182nt_Hepatitis_B_virus	344	10	chr19:35723125	7	ETV2;COX6B1;UPK1A-AS1;UPK1A;AC002314.4;<-(ZBTB32)->	KMT2B;IGFLR1;U2AF1L4;PSENEN;AC002398.11
LIHC-G3-AAV0-TP	NC_003977_3182nt_Hepatitis_B_virus~1919~-~chr19~39306367~+	chr19	39306367	NC_003977_3182nt_Hepatitis_B_virus	1919	19	chr19:38869780	2	IFNL4;MSRB1P1;IFNL4P1;IFNL2;IFNL1	LRFN1;CTC-246B18.8;GMFG;CTC-246B18.10;SAMD4B
CESC-LP-A4AW-TP	HPV16~881~+~chr19~38873550~+	chr19	38873550	HPV16	881	61	chr19:38869780	2	LGALS4;AC104534.2;ECH1;HNRNPL;AC008982.2;<-(CTC-360G5.6)->;<-(RINL)->	SIRT2;NFKBIB;CCER2;SARS2;MRPS12
CESC-Q1-A6DT-TP	chr19~37932693~+~HPV16~408~+	chr19	37932693	HPV16	408	137	chr19:38869780	2	CTD-2554C21.1;CTD-2554C21.2;CTD-2554C21.3;AC016582.2;WDR87;<-(SIPA1L3)->	CTC-244M17.1;AC011465.1;CTC-450M9.1;CTB-102L5.7;Metazoa_SRP
LIHC-DD-A116-NT	chr19~53568008~+~NC_003977_3182nt_Hepatitis_B_virus~1749~-	chr19	53568008	NC_003977_3182nt_Hepatitis_B_virus	1749	42	chr19:53568008	2	TPM3P6;ZNF813;CTD-2224J9.4;CTD-2224J9.8;CTB-167G5.7;<-(ZNF331)->	CTB-167G5.6;CTB-167G5.3;RN7SL317P;DPRX;RNU6-698P
LIHC-DD-A1EL-NT	NC_003977_3182nt_Hepatitis_B_virus~1820~+~chr19~53327394~+	chr19	53327394	NC_003977_3182nt_Hepatitis_B_virus	1820	162	chr19:53568008	2	CTD-2245F17.9;FAM90A27P;BIRC8;FAM90A28P;VN1R6P	ZNF845;ZNF525;CTD-3141N22.1;ZNF765;RPL39P36
CESC-UC-A7PF-TP	chr1~9850777~+~HPV16~881~-	chr1	9850777	HPV16	881	831	chr1:10637409	2	PIK3CD;CLSTN1;MZT1P1;AL357140.1;RP11-84A14.5;<-(CTNNBIP1)->	LZIC;RP11-84A14.4;RN7SKP269;NMNAT1;MIR5697
CESC-DG-A2KJ-TP	chr1~10637409~+~HPV18~930~-	chr1	10637409	HPV18	930	19	chr1:10637409	2	CORT;RP5-1113E3.3;DFFA;PEX14;RN7SL614P;<-(CASZ1)->	RP4-734G22.3;HSPE1P24;C1orf127;CFL1P6;AL713997.1
CESC-EA-A3HQ-TP	chr1~12497212~+~HPV16~882~-	chr1	12497212	HPV16	882	1129	chr1:12611746	2	TNFRSF1B;MIR4632;RP5-1118D24.2;SNORA70;AC243836.1;<-(VPS13D)->	SNORA59A;RP5-888M10.2;RNU6ATAC18P;MIR6730;DHRS3
CESC-C5-A7X8-TP	HPV18~930~+~chr1~12611746~+	chr1	12611746	HPV18	930	68	chr1:12611746	2	AC243836.1;SNORA59A;RP5-888M10.2;RNU6ATAC18P;MIR6730;<-(DHRS3)->	RP11-474O21.5;AADACL4;RP11-474O21.2;AADACL3;C1orf158
CESC-VS-A950-TP	HPV35~884~+~chr1~151347631~+	chr1	151347631	HPV35	884	6591	chr1:151599829	2	RN7SL444P;PI4KB;RP11-126K1.9;RP11-126K1.8;RFX5;<-(RP11-126K1.6)->	SELENBP1;PSMB4;POGZ;RNY4P25;CGN
LIHC-DD-AADV-TP	chr1~151599829~+~NC_003977_3182nt_Hepatitis_B_virus~1760~-	chr1	151599829	NC_003977_3182nt_Hepatitis_B_virus	1760	18	chr1:151599829	2	SNORA44;MIR554;RP11-74C1.4;RP11-74C1.2;TUFT1	RP11-404E16.1;RNU6-1062P;SNX27;RP11-98D18.1;CELF3
HNSC-CN-A49C-TP	chr1~15812370~+~HPV16~881~-	chr1	15812370	HPV16	881	157	chr1:15807664	3	TMEM82;Metazoa_SRP;FBLIM1;RP11-169K16.6;UQCRHL	RP11-169K16.8;FLJ37453;SPEN;RP1-134O19.3;ZBTB17
CESC-Q1-A5R2-TP	chr1~15338964~+~HPV16~881~-	chr1	15338964	HPV16	881	2848	chr1:15807664	3	C1orf195;TMEM51;RP1-21O18.3;RP5-903E17.2;RP3-467K16.7;<-(FHAD1)->;<-(RP3-467K16.2)->	RP3-467K16.4;EFHD2;CTRC;CELA2A;CELA2B
