sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tissue_id	sample_read_count	mapped_rpm
GTEX-NPJ8-0011-R4a-SM-2HML3	NC_001405_35937nt_Human_mastadenovirus_C	35937	298	211	1981	0.055	Brain_Amygdala	55608656	5.3588779415924
GTEX-1QP28-1426-SM-EVR4E	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	96	0	4892	0.028	Vagina	75929074	1.26433782137261
GTEX-ZUA1-0011-R3a-SM-4YCEE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	102	0	5211	0.03	Brain_Anterior_cingulate_cortex_BA24	47370161	2.15325423952011
GTEX-Y5V5-0001-SM-4V6FZ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	257611	119	133556	0.777	Cells_EBV-transformed_lymphocytes	55708464	4624.2703801706
GTEX-Y5V5-0001-SM-4V6FZ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	110418	781	101815	0.589	Cells_EBV-transformed_lymphocytes	55708464	1982.06864938872
GTEX-RVPV-0526-SM-47JYL	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	58	0	3804	0.022	Esophagus_Mucosa	41780053	1.38822226960794
GTEX-VJYA-1726-SM-3NMDQ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	246	0	12600	0.073	Nerve_Tibial	54613654	4.5043680834833
GTEX-VJYA-1726-SM-3NMDQ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	102	5	5900	0.034	Nerve_Tibial	54613654	1.86766481510283
GTEX-X261-3226-SM-3NMC3	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	324	0	15623	0.091	Pituitary	50780280	6.38042956832849
GTEX-X261-3226-SM-3NMC3	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	170	0	8502	0.049	Pituitary	50780280	3.34775625498717
GTEX-1JN1M-0011-R9a-SM-EZ6MR	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	50	0	2848	0.017	Brain_Spinal_cord_cervical_c-1	59199034	0.844608376548847
GTEX-RWS6-0726-SM-47JXI	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	64	0	4141	0.024	Esophagus_Muscularis	39182746	1.63337199490817
GTEX-RWS6-0726-SM-47JXI	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	56	0	3451	0.02	Esophagus_Muscularis	39182746	1.42920049554465
GTEX-ZDTT-0004-SM-4WKG3	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	283648	198	133257	0.776	Cells_EBV-transformed_lymphocytes	59862185	4738.35026235678
GTEX-ZDTT-0004-SM-4WKG3	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	118113	584	100651	0.583	Cells_EBV-transformed_lymphocytes	59862185	1973.08200494185
GTEX-ZLV1-0001-SM-4WWAO	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	250774	231	132203	0.769	Cells_EBV-transformed_lymphocytes	46329925	5412.78666002589
GTEX-ZLV1-0001-SM-4WWAO	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	102836	379	97502	0.564	Cells_EBV-transformed_lymphocytes	46329925	2219.64529405131
GTEX-WH7G-2226-SM-3NMBN	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	217	0	11148	0.065	Adipose_Subcutaneous	56565400	3.83626740021285
GTEX-WH7G-2226-SM-3NMBN	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	96	0	5795	0.034	Adipose_Subcutaneous	56565400	1.69715055493287
GTEX-13OW6-0826-SM-5L3GA	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	143	0	8769	0.051	Lung	38515131	3.71282652524277
GTEX-ZTPG-0006-SM-4YCFG	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	163	0	9309	0.054	Whole_Blood	64079612	2.54371078276816
GTEX-ZLV1-0526-SM-4WWD4	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	52	0	2877	0.017	Esophagus_Mucosa	42146100	1.23380336496141
GTEX-ZE9C-0011-R7a-SM-4WWCX	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	80	0	4351	0.025	Brain_Putamen_basal_ganglia	45150757	1.77184183202067
GTEX-1HCU6-0002-SM-EYYW4	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	147975	48	130898	0.762	Cells_EBV-transformed_lymphocytes	30226522	4895.53511978652
GTEX-1HCU6-0002-SM-EYYW4	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	62731	668	95360	0.552	Cells_EBV-transformed_lymphocytes	30226522	2075.36282209379
GTEX-1212Z-0002-SM-5SI6W	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	99461	45	128783	0.75	Cells_EBV-transformed_lymphocytes	51818852	1919.39798280363
GTEX-1212Z-0002-SM-5SI6W	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	36993	184	90567	0.524	Cells_EBV-transformed_lymphocytes	51818852	713.890767012747
GTEX-ZF2S-1326-SM-4WWAZ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	60	0	3539	0.021	Esophagus_Gastroesophageal_Junction	41942731	1.43052201345687
GTEX-P4QT-0626-SM-3NMCP	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	189	0	9968	0.058	Esophagus_Mucosa	52080062	3.62902793779316
GTEX-P4QT-0626-SM-3NMCP	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	86	0	5371	0.031	Esophagus_Mucosa	52080062	1.65130371772599
GTEX-X4XX-0126-SM-3NMC2	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	202	0	11189	0.065	Skin_Sun_Exposed_Lower_leg	60082313	3.36205432037878
GTEX-X4XX-0126-SM-3NMC2	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	104	0	6329	0.037	Skin_Sun_Exposed_Lower_leg	60082313	1.73095865999699
GTEX-X4EP-0126-SM-3P5YV	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2772	0	51809	0.34	Skin_Sun_Exposed_Lower_leg	70425774	39.3605897749878
GTEX-X4EP-0126-SM-3P5YV	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	96	0	5266	0.031	Skin_Sun_Exposed_Lower_leg	70425774	1.36313730822468
GTEX-XBEC-1826-SM-4QASN	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	271	0	15422	0.101	Adipose_Visceral_Omentum	34548687	7.84400287049983
GTEX-WYVS-0004-SM-4ONDT	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	219492	365	131749	0.767	Cells_EBV-transformed_lymphocytes	35453071	6191.05746861816
GTEX-WYVS-0004-SM-4ONDT	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	91780	2382	98730	0.571	Cells_EBV-transformed_lymphocytes	35453071	2588.77432648923
GTEX-ZP4G-1726-SM-4WWCM	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	56	0	3077	0.018	Colon_Transverse	43261412	1.29445613102041
GTEX-ZEX8-1526-SM-4WWBE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	66	0	3724	0.022	Esophagus_Gastroesophageal_Junction	49831996	1.32445025882568
GTEX-VJWN-0626-SM-3NMAN	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	159	0	8635	0.05	Artery_Tibial	67399044	2.35908390629398
GTEX-VJWN-0626-SM-3NMAN	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	52	0	3106	0.018	Artery_Tibial	67399044	0.771524296398032
GTEX-1R7EU-0426-SM-EVR4H	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	211	0	9583	0.056	Artery_Tibial	48657354	4.33644624407649
GTEX-1R7EU-0426-SM-EVR4H	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	74	16	4678	0.027	Artery_Tibial	48657354	1.52083896711687
GTEX-ZDYS-0926-SM-4WWCS	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	608	0	22474	0.131	Esophagus_Muscularis	47369046	12.8353862140268
GTEX-ZDYS-0926-SM-4WWCS	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	263	0	13048	0.076	Esophagus_Muscularis	47369046	5.55214897087013
GTEX-ZF2S-0126-SM-4WKFO	NC_038235_15222nt_Human_orthopneumovirus	15222	592	0	12020	0.79	Adrenal_Gland	55017247	10.7602621410701
GTEX-ZF2S-0126-SM-4WKFO	NC_001803_15191nt_Respiratory_syncytial_virus	15191	187	0	5350	0.352	Adrenal_Gland	55017247	3.39893415604747
GTEX-ZEX8-0726-SM-4WKH8	NC_004296_3402nt_Lassa_mammarenavirus_segment_S	3402	128	0	2588	0.761	Spleen	64411467	1.9872237966572
GTEX-ZEX8-0726-SM-4WKH8	NC_004297_7279nt_Lassa_mammarenavirus_segment_L	7279	106	0	3965	0.545	Spleen	64411467	1.64566970660674
GTEX-NPJ8-0011-R5a-SM-2HMJY	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	824	0	597	0.114	Brain_Caudate_basal_ganglia	57264005	14.389493015726
GTEX-NPJ8-0011-R5a-SM-2HMJY	NC_001405_35937nt_Human_mastadenovirus_C	35937	226	418	1973	0.055	Brain_Caudate_basal_ganglia	57264005	3.94663279314816
GTEX-ZF3C-0526-SM-4WWBG	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	60	0	2931	0.017	Artery_Tibial	40642886	1.47627311702225
GTEX-PX3G-2626-SM-2I3EG	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	1394	18	596	0.114	Thyroid	90002696	15.4884249245156
GTEX-PX3G-2626-SM-2I3EG	NC_001405_35937nt_Human_mastadenovirus_C	35937	488	583	1978	0.055	Thyroid	90002696	5.42205980140862
GTEX-ZTX8-0008-SM-4YCDV	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	186	5	9171	0.053	Cells_Cultured_fibroblasts	58172296	3.19739829419832
GTEX-ZTX8-0008-SM-4YCDV	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	56	10	3455	0.02	Cells_Cultured_fibroblasts	58172296	0.962657550941431
GTEX-X4EP-3026-SM-3P5YP	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1464	7	38525	0.253	Brain_Cerebellum	51970127	28.1700292939442
GTEX-X4EP-3026-SM-3P5YP	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	67	0	4118	0.024	Brain_Cerebellum	51970127	1.28920216031029
GTEX-WK11-2426-SM-3NMAA	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	146	0	7858	0.046	Adipose_Visceral_Omentum	63076101	2.31466431319209
GTEX-WK11-2426-SM-3NMAA	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	80	0	4466	0.026	Adipose_Visceral_Omentum	63076101	1.268309212708
GTEX-X585-2526-SM-4QAS1	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	307	0	16281	0.107	Adipose_Visceral_Omentum	33152157	9.26033259314017
GTEX-Q734-0526-SM-2I3EH	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	1395	0	686	0.131	Thyroid	47066298	29.6390423568049
GTEX-Q734-0526-SM-2I3EH	NC_001405_35937nt_Human_mastadenovirus_C	35937	667	1012	1978	0.055	Thyroid	47066298	14.1714991053683
GTEX-13OW6-2526-SM-5IJEC	NC_001716_153080nt_Human_betaherpesvirus_7	153080	146	0	9260	0.06	Stomach	50452126	2.89383246208495
GTEX-1R7EU-0226-SM-EVR4G	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	92	0	4742	0.028	Skin_Sun_Exposed_Lower_leg	55494563	1.65782006428269
GTEX-S341-0006-SM-3NM8D	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	150	0	7936	0.046	Whole_Blood	56618026	2.64933291739984
GTEX-S341-0006-SM-3NM8D	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	60	0	3844	0.022	Whole_Blood	56618026	1.05973316695994
GTEX-1R9PM-1926-SM-EVR3O	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	108	0	5157	0.03	Skin_Not_Sun_Exposed_Suprapubic	56545792	1.90995644733387
GTEX-1MJK2-0126-SM-EVR52	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	142	0	8338	0.049	Artery_Tibial	55518586	2.55770202792989
GTEX-1JKYN-1726-SM-AHZ48	NC_001716_153080nt_Human_betaherpesvirus_7	153080	160	0	10151	0.066	Stomach	63196144	2.53180004147088
GTEX-XBEW-0926-SM-4QASR	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	198	0	10978	0.072	Nerve_Tibial	34449889	5.74747860580915
GTEX-P78B-1726-SM-3P5ZV	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2223	0	47920	0.315	Colon_Transverse	59034476	37.655962255005
GTEX-P78B-1726-SM-3P5ZV	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	66	0	4181	0.024	Colon_Transverse	59034476	1.11799078219988
GTEX-1GMR8-0001-SM-EVR3E	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	228357	302	130532	0.76	Cells_EBV-transformed_lymphocytes	79911909	2857.60912056299
GTEX-1GMR8-0001-SM-EVR3E	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	81474	571	96521	0.559	Cells_EBV-transformed_lymphocytes	79911909	1019.54766216385
GTEX-1RLM8-2226-SM-EVYD1	NC_006273_235646nt_Human_betaherpesvirus_5	235646	1632	0	39767	0.169	Breast_Mammary_Tissue	43023702	37.9325795813666
GTEX-ZTPG-1226-SM-4YCDO	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	116	0	7110	0.041	Heart_Left_Ventricle	50222941	2.30970145694972
GTEX-ZVT2-0001-SM-57WCK	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	263090	172	132625	0.772	Cells_EBV-transformed_lymphocytes	40363161	6518.07225900865
GTEX-ZVT2-0001-SM-57WCK	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	106628	852	98862	0.572	Cells_EBV-transformed_lymphocytes	40363161	2641.71579624301
GTEX-1QPFJ-2426-SM-EVR3L	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	74	0	3609	0.021	Colon_Sigmoid	61555014	1.2021766415324
GTEX-1QPFJ-2426-SM-EVR3L	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	50	5	3104	0.018	Colon_Sigmoid	61555014	0.812281514548921
GTEX-16MTA-0008-SM-EAZC6	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	870	0	31356	0.182	Cells_Cultured_fibroblasts	53991421	16.1136710960062
GTEX-16MTA-0008-SM-EAZC6	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	344	5	15680	0.091	Cells_Cultured_fibroblasts	53991421	6.3713825942829
GTEX-X3Y1-0626-SM-3P5YS	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1263	0	34475	0.226	Lung	53997126	23.3901337637859
GTEX-WYVS-2326-SM-3NMAI	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	142	0	8053	0.047	Muscle_Skeletal	71340211	1.99046229341822
GTEX-X261-0626-SM-3NMD9	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	162	0	9250	0.054	Breast_Mammary_Tissue	52156658	3.10602723050238
GTEX-X261-0626-SM-3NMD9	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	54	11	3414	0.02	Breast_Mammary_Tissue	52156658	1.03534241016746
GTEX-WZTO-3026-SM-3NMA2	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	110	0	6014	0.035	Pituitary	60971797	1.8041128097307
GTEX-WZTO-3026-SM-3NMA2	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	50	0	3131	0.018	Pituitary	60971797	0.820051277150319
GTEX-ZQUD-0326-SM-4YCEN	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	72	0	4073	0.024	Esophagus_Muscularis	43563101	1.65277490231928
GTEX-X15G-1626-SM-3NMB3	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	138	0	7600	0.044	Breast_Mammary_Tissue	50504622	2.73242318297125
GTEX-X15G-1626-SM-3NMB3	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	82	6	5414	0.031	Breast_Mammary_Tissue	50504622	1.62361377538872
GTEX-ZLV1-0126-SM-4WWBZ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	196	0	8959	0.052	Thyroid	43700249	4.4851003022889
GTEX-ZLV1-0126-SM-4WWBZ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	62	5	3912	0.023	Thyroid	43700249	1.41875621807098
GTEX-ZF2S-0826-SM-4WWBI	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	58	0	3550	0.021	Heart_Atrial_Appendage	39115398	1.48279201965425
GTEX-Y8E5-0002-SM-57WD9	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	81385	227	114384	0.666	Cells_EBV-transformed_lymphocytes	52330672	1555.20647623252
GTEX-Y8E5-0002-SM-57WD9	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	22203	103	66210	0.383	Cells_EBV-transformed_lymphocytes	52330672	424.282722759608
GTEX-WHSE-0011-R4A-SM-3P5ZN	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2800	0	54675	0.359	Brain_Amygdala	60790768	46.0596253694311
GTEX-WHSE-0011-R4A-SM-3P5ZN	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	106	0	6615	0.038	Brain_Amygdala	60790768	1.74368581755703
GTEX-13OW8-0011-R2a-SM-5L3G2	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	357	0	20477	0.119	Brain_Substantia_nigra	41009082	8.70538872340522
GTEX-13OW8-0011-R2a-SM-5L3G2	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	148	8	9001	0.052	Brain_Substantia_nigra	41009082	3.60895666964698
GTEX-132QS-1826-SM-5IFFN	NC_001716_153080nt_Human_betaherpesvirus_7	153080	159	0	9739	0.064	Stomach	43166769	3.6833889513482
GTEX-UJMC-1226-SM-4IHLI	NC_001716_153080nt_Human_betaherpesvirus_7	153080	272	0	16395	0.107	Stomach	37422207	7.2684115076377
GTEX-ZE9C-0011-R4a-SM-4WKH6	NC_004296_3402nt_Lassa_mammarenavirus_segment_S	3402	110	0	2918	0.858	Brain_Amygdala	47313490	2.32491832667597
GTEX-1H3VY-0001-SM-EYYVY	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	141098	187	130288	0.758	Cells_EBV-transformed_lymphocytes	29974249	4707.30726231039
GTEX-1H3VY-0001-SM-EYYVY	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	53167	482	93270	0.54	Cells_EBV-transformed_lymphocytes	29974249	1773.75586624372
GTEX-1F48J-0001-SM-EVR39	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	518424	448	135477	0.788	Cells_EBV-transformed_lymphocytes	81972965	6324.32900286088
GTEX-1F48J-0001-SM-EVR39	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	207894	1537	105981	0.613	Cells_EBV-transformed_lymphocytes	81972965	2536.12883223146
GTEX-POMQ-0426-SM-3P61G	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2972	8	55628	0.365	Artery_Aorta	59503105	49.9469733554241
GTEX-POMQ-0426-SM-3P61G	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	104	0	5807	0.034	Artery_Aorta	59503105	1.74780795052628
GTEX-XBED-0126-SM-47JY7	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	51	0	3185	0.018	Thyroid	37898294	1.34570701256368
GTEX-1R9K5-1426-SM-DTX9F	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	66	0	4723	0.031	Artery_Aorta	47284672	1.39580115941166
GTEX-SUCS-0726-SM-4DM7J	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	112	0	2377	0.453	Esophagus_Mucosa	39507961	2.83487168573443
GTEX-SUCS-0726-SM-4DM7J	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	210	0	1545	0.185	Esophagus_Mucosa	39507961	5.31538441075205
GTEX-XGQ4-1826-SM-4AT6F	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	253	0	2698	0.515	Prostate	37430167	6.75925383928958
GTEX-XGQ4-1826-SM-4AT6F	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	386	0	1542	0.185	Prostate	37430167	10.3125374781256
GTEX-ZT9W-0126-SM-4YCFD	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	75	0	4483	0.026	Adrenal_Gland	40604176	1.84710065289836
GTEX-WZTO-2926-SM-3NM9I	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	134	0	6860	0.04	Brain_Cortex	66315295	2.02064998730685
GTEX-WZTO-2926-SM-3NM9I	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	50	0	2907	0.017	Brain_Cortex	66315295	0.753973875860765
GTEX-ZPCL-0126-SM-4WWC8	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	60	0	3606	0.021	Thyroid	44378463	1.35200716617878
GTEX-1MCC2-0526-SM-DHXJS	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	127639	222	126740	0.833	Thyroid	59374931	2149.71197187581
GTEX-1MCC2-0526-SM-DHXJS	NC_001798_154675nt_Human_alphaherpesvirus_2	154675	184	0	1149	0.007	Thyroid	59374931	3.09895096972828
GTEX-WFG8-0001-SM-4LVN8	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	159457	140	131433	0.765	Cells_EBV-transformed_lymphocytes	33476638	4763.2321979286
GTEX-WFG8-0001-SM-4LVN8	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	61148	634	95901	0.555	Cells_EBV-transformed_lymphocytes	33476638	1826.58724570848
GTEX-WHSE-0011-R2A-SM-3P5ZL	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	5585	5	74525	0.49	Brain_Substantia_nigra	57652353	96.8737563929091
GTEX-WHSE-0011-R2A-SM-3P5ZL	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	80	0	4889	0.028	Brain_Substantia_nigra	57652353	1.38762766543111
GTEX-P78B-2326-SM-EZ6KO	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	58	0	3711	0.022	Cervix_Ectocervix	58723269	0.987683434312896
GTEX-ZDXO-0011-R7a-SM-4WWCU	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	60	0	3512	0.02	Brain_Putamen_basal_ganglia	34774388	1.72540779150448
GTEX-ZF2S-0926-SM-4WWBJ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	71	0	4346	0.025	Artery_Aorta	48383857	1.4674315857043
GTEX-ZPU1-0526-SM-4YCDA	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	124	0	7127	0.041	Artery_Coronary	54197959	2.28790903362247
GTEX-ZPU1-0526-SM-4YCDA	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	54	0	3637	0.021	Artery_Coronary	54197959	0.996347482383977
GTEX-RU1J-0126-SM-2TF6Y	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	180	0	10382	0.06	Lung	56808133	3.16856038905556
GTEX-RU1J-0126-SM-2TF6Y	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	56	0	3186	0.018	Lung	56808133	0.98577434326173
GTEX-1F5PK-0001-SM-EVR37	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	1366106	1606	137155	0.798	Cells_EBV-transformed_lymphocytes	53345806	25608.4986324886
GTEX-1F5PK-0001-SM-EVR37	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	622131	4022	111757	0.647	Cells_EBV-transformed_lymphocytes	53345806	11662.2288919957
GTEX-X4EP-3226-SM-3P5YR	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1404	0	37652	0.247	Pituitary	47311390	29.6757292482846
GTEX-X4EP-3226-SM-3P5YR	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	56	0	2971	0.017	Pituitary	47311390	1.1836473204444
GTEX-ZF3C-0001-SM-4WWAW	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	167680	48	130462	0.759	Cells_EBV-transformed_lymphocytes	43627390	3843.45705759616
GTEX-ZF3C-0001-SM-4WWAW	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	65467	245	93886	0.543	Cells_EBV-transformed_lymphocytes	43627390	1500.59400757185
GTEX-1A3MV-1226-SM-718BW	NC_001716_153080nt_Human_betaherpesvirus_7	153080	220	0	12913	0.084	Stomach	59248403	3.71318025230148
GTEX-PLZ5-1126-SM-3P613	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1983	0	44336	0.291	Colon_Transverse	58192515	34.0765474735024
GTEX-PLZ5-1126-SM-3P613	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	66	0	4022	0.023	Colon_Transverse	58192515	1.1341664817202
GTEX-13OVL-0011-R11b-SM-5L3G7	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	222	0	12997	0.076	Brain_Cerebellar_Hemisphere	45909655	4.8355841489116
GTEX-13OVL-0011-R11b-SM-5L3G7	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	93	0	5755	0.033	Brain_Cerebellar_Hemisphere	45909655	2.02571768400351
GTEX-WFON-0926-SM-4LVMK	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	408	0	19863	0.116	Esophagus_Muscularis	34963355	11.6693606777725
GTEX-WFON-0926-SM-4LVMK	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	195	0	11028	0.064	Esophagus_Muscularis	34963355	5.5772679709942
GTEX-1RAZS-2926-SM-EVR4T	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	70	0	3646	0.021	Pituitary	55891650	1.25242321527455
GTEX-Y9LG-0001-SM-4VBRQ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	239261	192	132976	0.774	Cells_EBV-transformed_lymphocytes	51450810	4650.286360895
GTEX-Y9LG-0001-SM-4VBRQ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	90802	645	101702	0.589	Cells_EBV-transformed_lymphocytes	51450810	1764.83130197562
GTEX-1R46S-0426-SM-EVR48	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	60	0	3032	0.018	Thyroid	46775258	1.28272942930641
GTEX-YF7O-0926-SM-5IFIF	NC_000898_162114nt_Human_betaherpesvirus_6B	162114	306	0	15959	0.098	Esophagus_Mucosa	60394425	5.06669282802179
GTEX-ZLFU-0526-SM-4WWBN	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	94	0	5319	0.031	Spleen	45674684	2.05803284813093
GTEX-U412-0226-SM-3NMC8	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	318	0	16150	0.094	Artery_Tibial	50332226	6.31801979113739
GTEX-U412-0226-SM-3NMC8	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	130	0	7244	0.042	Artery_Tibial	50332226	2.58283827939579
GTEX-XMD2-0006-SM-4WWEG	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	60	0	3697	0.022	Whole_Blood	55588088	1.07936793940457
GTEX-TKQ2-0004-SM-3NMAC	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	316458	300	131646	0.766	Cells_EBV-transformed_lymphocytes	65111079	4860.2788474754
GTEX-TKQ2-0004-SM-3NMAC	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	146126	786	102181	0.591	Cells_EBV-transformed_lymphocytes	65111079	2244.25707950562
GTEX-ZF2S-1226-SM-4WWAX	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	60	0	3585	0.021	Esophagus_Mucosa	56088777	1.06973272032656
