sample_id	contig	humanchr	human_coord	fusion_name	fusionBreakpointCoord	DistBetweenInsertionAndFusionBreakpoint	Annots
CESC-MA-AA3X-TP	HPV16~2188~+~chr20~14849870~+	chr20	14849870	ETV6::MACROD2	14849904	34	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
CESC-MA-AA3X-TP	HPV16~5683~+~chr20~14849999~+	chr20	14849999	ETV6::MACROD2	14849904	95	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
CESC-MA-AA3X-TP	HPV16~5370~+~chr20~14847363~+	chr20	14847363	ETV6::MACROD2	14849904	2541	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
CESC-MA-AA3X-TP	chr20~14849041~+~HPV16~6025~+	chr20	14849041	ETV6::MACROD2	14849904	863	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
CESC-MA-AA3X-TP	HPV16~7484~+~chr20~14854322~+	chr20	14854322	ETV6::MACROD2	14849904	4418	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
CESC-MA-AA3X-TP	HPV16~5517~+~chr20~14851781~+	chr20	14851781	ETV6::MACROD2	14849904	1877	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
HNSC-CV-5443-TP	HPV16~6761~-~chr9~5464508~+	chr9	5464508	PLGRKT::CD274	5456100	8408	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	chr9~5464233~+~HPV16~7790~-	chr9	5464233	PLGRKT::CD274	5456100	8133	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	chr9~5463122~+~HPV16~525~+	chr9	5463122	PLGRKT::CD274	5456100	7022	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	chr9~5464247~+~HPV16~7850~-	chr9	5464247	PLGRKT::CD274	5456100	8147	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	HPV16~6758~-~chr9~5464511~+	chr9	5464511	PLGRKT::CD274	5456100	8411	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	chr9~5437672~+~HPV16~7022~-	chr9	5437672	PLGRKT::CD274	5431897	5775	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	HPV16~1583~+~chr9~5388149~+	chr9	5388149	PLGRKT::CD274	5431897	43748	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	HPV16~1556~+~chr9~5473811~+	chr9	5473811	PLGRKT::CD274	5456100	17711	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
HNSC-CV-5443-TP	chr9~5464245~+~HPV16~7852~-	chr9	5464245	PLGRKT::CD274	5456100	8145	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:0.01Mb],LOCAL_INVERSION:-:+:[12625]]
CESC-C5-A907-TP	chr17~59860425~+~HPV18~930~-	chr17	59860425	BCAS3::RPS6KB1	59848667	11758	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	chr17~59860455~+~HPV18~1831~-	chr17	59860455	BCAS3::RPS6KB1	59848667	11788	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	HPV18~930~+~chr17~59912683~+	chr17	59912683	BCAS3::RPS6KB1	59912684	1	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	chr17~59847421~+~HPV18~6384~+	chr17	59847421	BCAS3::RPS6KB1	59848667	1246	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	HPV18~2352~+~chr17~59842859~+	chr17	59842859	BCAS3::RPS6KB1	59848667	5808	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	chr17~59860425~+~HPV18~234~-	chr17	59860425	BCAS3::RPS6KB1	59848667	11758	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-C5-A907-TP	chr17~59950798~+~HPV18~5157~+	chr17	59950798	RPS6KB1::RNFT1	59953046	2248	[ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.00Mb],LOCAL_INVERSION:+:-:[1676]]
CESC-C5-A907-TP	chr17~60678694~+~HPV18~6766~+	chr17	60678694	BCAS3::RPS6KB1	60677914	780	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.73Mb]]
CESC-VS-A9U5-TP	chr1~212566484~+~HPV16~6548~+	chr1	212566484	ATF3::RP11-61J19.3	212554412	12072	[INTRACHROMOSOMAL[chr1:0.01Mb],LOCAL_REARRANGEMENT:+:[9269]]
CESC-VS-A9U5-TP	HPV16~88~+~chr1~212566504~+	chr1	212566504	ATF3::RP11-61J19.3	212554412	12092	[INTRACHROMOSOMAL[chr1:0.01Mb],LOCAL_REARRANGEMENT:+:[9269]]
CESC-VS-A9U5-TP	HPV16~7907~+~chr1~212566504~+	chr1	212566504	ATF3::RP11-61J19.3	212554412	12092	[INTRACHROMOSOMAL[chr1:0.01Mb],LOCAL_REARRANGEMENT:+:[9269]]
CESC-ZX-AA5X-TP	chr8~127738644~+~HPV35~1493~-	chr8	127738644	PVT1::MYC	127738251	393	[ChimerPub,ChimerSeq,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[53099]]
CESC-ZX-AA5X-TP	chr8~127797603~+~HPV35~5270~-	chr8	127797603	PVT1::MYC	127796071	1532	[ChimerPub,ChimerSeq,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[53099]]
CESC-ZX-AA5X-TP	HPV35~1666~-~chr8~127797613~+	chr8	127797613	PVT1::MYC	127796071	1542	[ChimerPub,ChimerSeq,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[53099]]
CESC-ZX-AA5X-TP	HPV35~5394~-~chr8~127727608~+	chr8	127727608	PVT1::MYC	127738248	10640	[ChimerPub,ChimerSeq,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[53099]]
CESC-ZX-AA5X-TP	chr8~127814063~+~HPV35~4478~-	chr8	127814063	PVT1::MYC	127796071	17992	[ChimerPub,ChimerSeq,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[53099]]
CESC-VS-A8Q9-TP	HPV51~1610~+~chr19~12790871~+	chr19	12790871	HOOK2::GADD45GIP1	12792324	1453	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:0.08Mb],LOCAL_REARRANGEMENT:-:[80379]]
CESC-VS-A8Q9-TP	HPV51~887~+~chr19~12795242~+	chr19	12795242	HOOK2::GADD45GIP1	12792324	2918	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:0.08Mb],LOCAL_REARRANGEMENT:-:[80379]]
CESC-VS-A8Q9-TP	HPV51~178~+~chr19~12795242~+	chr19	12795242	HOOK2::GADD45GIP1	12792324	2918	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:0.08Mb],LOCAL_REARRANGEMENT:-:[80379]]
CESC-VS-A8Q9-TP	HPV51~887~+~chr19~12791348~+	chr19	12791348	HOOK2::GADD45GIP1	12792324	976	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:0.08Mb],LOCAL_REARRANGEMENT:-:[80379]]
CESC-VS-A8Q9-TP	HPV51~178~+~chr19~12804103~+	chr19	12804103	HOOK2::GADD45GIP1	12792324	11779	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:0.08Mb],LOCAL_REARRANGEMENT:-:[80379]]
CESC-VS-A8Q9-TP	HPV51~178~+~chr19~12807007~+	chr19	12807007	HOOK2::GADD45GIP1	12792324	14683	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:0.08Mb],LOCAL_REARRANGEMENT:-:[80379]]
CESC-VS-A8Q9-TP	HPV51~1492~-~chr19~12790878~+	chr19	12790878	HOOK2::GADD45GIP1	12792324	1446	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:0.08Mb],LOCAL_REARRANGEMENT:-:[80379]]
LIHC-DD-A1EL-NT	chr19~6671360~+~NC_003977_3182nt_Hepatitis_B_virus~1786~-	chr19	6671360	C3::ALB	6686746	15386	[ChimerSeq,TCGA_StarF2019,INTERCHROMOSOMAL[chr19--chr4]]
LIHC-DD-A1EL-NT	chr19~6671358~+~NC_003977_3182nt_Hepatitis_B_virus~1659~+	chr19	6671358	C3::ALB	6686746	15388	[ChimerSeq,TCGA_StarF2019,INTERCHROMOSOMAL[chr19--chr4]]
LIHC-DD-A1EL-NT	NC_003977_3182nt_Hepatitis_B_virus~1748~-~chr19~6671295~+	chr19	6671295	C3::ALB	6686746	15451	[ChimerSeq,TCGA_StarF2019,INTERCHROMOSOMAL[chr19--chr4]]
CESC-Q1-A73R-TP	chr17~39672170~+~HPV16~6469~+	chr17	39672170	PGAP3::PNMT	39669629	2541	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.00Mb],LOCAL_INVERSION:-:+:[647]]
CESC-Q1-A73R-TP	HPV16~7907~+~chr17~39672186~+	chr17	39672186	PGAP3::PNMT	39669629	2557	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.00Mb],LOCAL_INVERSION:-:+:[647]]
CESC-Q1-A73R-TP	chr17~39677551~+~HPV16~6742~+	chr17	39677551	PGAP3::PNMT	39669629	7922	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.00Mb],LOCAL_INVERSION:-:+:[647]]
CESC-Q1-A73R-TP	HPV16~7862~-~chr17~39668351~+	chr17	39668351	PGAP3::PNMT	39669629	1278	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.00Mb],LOCAL_INVERSION:-:+:[647]]
CESC-Q1-A73R-TP	chr17~39669829~+~HPV16~7054~+	chr17	39669829	PGAP3::PNMT	39669629	200	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.00Mb],LOCAL_INVERSION:-:+:[647]]
CESC-Q1-A73R-TP	chr17~39672169~+~HPV16~6468~+	chr17	39672169	PGAP3::PNMT	39669629	2540	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.00Mb],LOCAL_INVERSION:-:+:[647]]
HNSC-CN-A49C-TP	HPV16~881~+~chr17~39706989~+	chr17	39706989	ERBB2::IKZF3	39717480	10491	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.03Mb],LOCAL_INVERSION:+:-:[27289]]
HNSC-CN-A49C-TP	HPV16~227~+~chr17~39708317~+	chr17	39708317	ERBB2::IKZF3	39717480	9163	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.03Mb],LOCAL_INVERSION:+:-:[27289]]
HNSC-CN-A49C-TP	HPV16~227~+~chr17~39706989~+	chr17	39706989	ERBB2::IKZF3	39717480	10491	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.03Mb],LOCAL_INVERSION:+:-:[27289]]
HNSC-CN-A49C-TP	HPV16~6878~-~chr17~39694981~+	chr17	39694981	ERBB2::IKZF3	39717480	22499	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.03Mb],LOCAL_INVERSION:+:-:[27289]]
HNSC-CN-A49C-TP	HPV16~5835~+~chr17~39694582~+	chr17	39694582	ERBB2::IKZF3	39717480	22898	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.03Mb],LOCAL_INVERSION:+:-:[27289]]
HNSC-HD-7754-TP	HPV16~3357~-~chr17~81869541~+	chr17	81869541	P4HB::ARHGDIA	81869957	416	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	HPV16~2708~-~chr17~81869541~+	chr17	81869541	P4HB::ARHGDIA	81869957	416	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	HPV16~578~+~chr17~81869541~+	chr17	81869541	P4HB::ARHGDIA	81869957	416	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	HPV16~1669~-~chr17~81869533~+	chr17	81869533	P4HB::ARHGDIA	81869957	424	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	chr17~81872032~+~HPV16~3813~+	chr17	81872032	P4HB::ARHGDIA	81869957	2075	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	HPV16~934~+~chr17~81855195~+	chr17	81855195	P4HB::ARHGDIA	81855142	53	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	HPV16~4530~+~chr17~81850559~+	chr17	81850559	P4HB::ARHGDIA	81855142	4583	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	HPV16~1671~-~chr17~81869516~+	chr17	81869516	P4HB::ARHGDIA	81869957	441	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	chr17~81874384~+~HPV16~4327~+	chr17	81874384	P4HB::ARHGDIA	81869957	4427	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	chr17~81857826~+~HPV16~2846~-	chr17	81857826	P4HB::ARHGDIA	81855142	2684	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	HPV16~4774~+~chr17~81845024~+	chr17	81845024	P4HB::ARHGDIA	81855142	10118	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	HPV16~1326~+~chr17~81870633~+	chr17	81870633	P4HB::ARHGDIA	81869957	676	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
HNSC-HD-7754-TP	HPV16~4529~+~chr17~81850558~+	chr17	81850558	P4HB::ARHGDIA	81855142	4584	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.01Mb],LOCAL_REARRANGEMENT:-:[7027]]
CESC-VS-A950-TP	HPV35~884~+~chr1~151347631~+	chr1	151347631	PI4KB::SELENBP1	151326172	21459	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr1:0.04Mb],LOCAL_REARRANGEMENT:-:[36587]]
CESC-VS-A950-TP	HPV35~2213~+~chr1~151347408~+	chr1	151347408	PI4KB::SELENBP1	151326172	21236	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr1:0.04Mb],LOCAL_REARRANGEMENT:-:[36587]]
CESC-VS-A950-TP	chr1~151347189~+~HPV35~414~+	chr1	151347189	PI4KB::SELENBP1	151326172	21017	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr1:0.04Mb],LOCAL_REARRANGEMENT:-:[36587]]
CESC-VS-A950-TP	HPV35~219~+~chr1~151347631~+	chr1	151347631	PI4KB::SELENBP1	151326172	21459	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr1:0.04Mb],LOCAL_REARRANGEMENT:-:[36587]]
CESC-VS-A950-TP	HPV35~746~-~chr1~151347527~+	chr1	151347527	PI4KB::SELENBP1	151326172	21355	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr1:0.04Mb],LOCAL_REARRANGEMENT:-:[36587]]
LIHC-G3-A3CK-TP	NC_003977_3182nt_Hepatitis_B_virus~94~-~chr16~72060730~+	chr16	72060730	C3::HP	72060112	618	[TCGA_StarF2019,INTERCHROMOSOMAL[chr19--chr16]]
LIHC-G3-A3CK-TP	NC_003977_3182nt_Hepatitis_B_virus~1398~-~chr16~72060610~+	chr16	72060610	C3::HP	72060112	498	[TCGA_StarF2019,INTERCHROMOSOMAL[chr19--chr16]]
CESC-EK-A2RO-TP	chr17~1013165~+~HPV16~881~-	chr17	1013165	NXN::ABR	1013164	1	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.02Mb],LOCAL_REARRANGEMENT:-:[23748]]
CESC-EK-A2RO-TP	chr17~1013165~+~HPV16~227~-	chr17	1013165	NXN::ABR	1013164	1	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.02Mb],LOCAL_REARRANGEMENT:-:[23748]]
CESC-EK-A2RO-TP	chr17~1011986~+~HPV16~227~-	chr17	1011986	NXN::ABR	1013164	1178	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.02Mb],LOCAL_REARRANGEMENT:-:[23748]]
CESC-EK-A2RO-TP	chr17~957203~+~HPV16~2072~-	chr17	957203	NXN::ABR	979319	22116	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.02Mb],LOCAL_REARRANGEMENT:-:[23748]]
CESC-EK-A2RO-TP	chr17~957203~+~HPV16~2092~-	chr17	957203	NXN::ABR	979319	22116	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.02Mb],LOCAL_REARRANGEMENT:-:[23748]]
CESC-EK-A2RO-TP	HPV16~4773~-~chr17~957299~+	chr17	957299	NXN::ABR	979319	22020	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr17:0.02Mb],LOCAL_REARRANGEMENT:-:[23748]]
CESC-EA-A3HQ-TP	chr8~127880312~+~HPV16~7907~-	chr8	127880312	MIR1204::MYC	127796071	84241	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	chr8~127880312~+~HPV16~7907~-	chr8	127880312	MIR1204::MYC	127796071	84241	NA
CESC-EA-A3HQ-TP	chr8~127794735~+~HPV16~408~+	chr8	127794735	PVT1::MYC	127794734	1	[ChimerPub,ChimerSeq,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[53099]]
CESC-EA-A3HQ-TP	chr8~127796009~+~HPV16~408~+	chr8	127796009	MIR1204::MYC	127796008	1	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	chr8~127796009~+~HPV16~408~+	chr8	127796009	MIR1204::MYC	127796008	1	NA
CESC-EA-A3HQ-TP	HPV16~0~-~chr8~127735568~+	chr8	127735568	MIR1204::MYC	127738248	2680	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~0~-~chr8~127735568~+	chr8	127735568	MIR1204::MYC	127738248	2680	NA
CESC-EA-A3HQ-TP	HPV16~7793~-~chr8~127735564~+	chr8	127735564	MIR1204::MYC	127738248	2684	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~7793~-~chr8~127735564~+	chr8	127735564	MIR1204::MYC	127738248	2684	NA
CESC-EA-A3HQ-TP	HPV16~0~-~chr8~127735564~+	chr8	127735564	MIR1204::MYC	127738248	2684	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~0~-~chr8~127735564~+	chr8	127735564	MIR1204::MYC	127738248	2684	NA
CESC-EA-A3HQ-TP	HPV16~6364~-~chr8~127870525~+	chr8	127870525	MIR1204::MYC	127796071	74454	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~6364~-~chr8~127870525~+	chr8	127870525	MIR1204::MYC	127796071	74454	NA
CESC-EA-A3HQ-TP	HPV16~7680~-~chr8~127876801~+	chr8	127876801	MIR1204::MYC	127796071	80730	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~7680~-~chr8~127876801~+	chr8	127876801	MIR1204::MYC	127796071	80730	NA
CESC-EA-A3HQ-TP	HPV16~4794~-~chr8~127880550~+	chr8	127880550	MIR1204::MYC	127796071	84479	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~4794~-~chr8~127880550~+	chr8	127880550	MIR1204::MYC	127796071	84479	NA
CESC-EA-A3HQ-TP	HPV16~4796~-~chr8~127880548~+	chr8	127880548	MIR1204::MYC	127796071	84477	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~4796~-~chr8~127880548~+	chr8	127880548	MIR1204::MYC	127796071	84477	NA
CESC-EA-A3HQ-TP	chr8~127851097~+~HPV16~1738~+	chr8	127851097	MIR1204::MYC	127796071	55026	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	chr8~127851097~+~HPV16~1738~+	chr8	127851097	MIR1204::MYC	127796071	55026	NA
CESC-EA-A3HQ-TP	HPV16~1327~-~chr8~127736809~+	chr8	127736809	MIR1204::MYC	127738248	1439	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~1327~-~chr8~127736809~+	chr8	127736809	MIR1204::MYC	127738248	1439	NA
CESC-EA-A3HQ-TP	chr8~127879465~+~HPV16~1368~-	chr8	127879465	MIR1204::MYC	127796071	83394	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	chr8~127879465~+~HPV16~1368~-	chr8	127879465	MIR1204::MYC	127796071	83394	NA
CESC-EA-A3HQ-TP	HPV16~7743~-~chr8~127851342~+	chr8	127851342	MIR1204::MYC	127796071	55271	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~7743~-~chr8~127851342~+	chr8	127851342	MIR1204::MYC	127796071	55271	NA
CESC-EA-A3HQ-TP	HPV16~731~+~chr8~127870085~+	chr8	127870085	MIR1204::MYC	127796071	74014	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~731~+~chr8~127870085~+	chr8	127870085	MIR1204::MYC	127796071	74014	NA
CESC-EA-A3HQ-TP	HPV16~6797~+~chr8~127858537~+	chr8	127858537	MIR1204::MYC	127796071	62466	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~6797~+~chr8~127858537~+	chr8	127858537	MIR1204::MYC	127796071	62466	NA
CESC-EA-A3HQ-TP	HPV16~2403~-~chr8~127849623~+	chr8	127849623	MIR1204::MYC	127796071	53552	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~2403~-~chr8~127849623~+	chr8	127849623	MIR1204::MYC	127796071	53552	NA
CESC-EA-A3HQ-TP	HPV16~7513~-~chr8~127860024~+	chr8	127860024	MIR1204::MYC	127796071	63953	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~7513~-~chr8~127860024~+	chr8	127860024	MIR1204::MYC	127796071	63953	NA
CESC-EA-A3HQ-TP	chr8~127862069~+~HPV16~7391~-	chr8	127862069	MIR1204::MYC	127796071	65998	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	chr8~127862069~+~HPV16~7391~-	chr8	127862069	MIR1204::MYC	127796071	65998	NA
CESC-EA-A3HQ-TP	chr8~127793823~+~HPV16~1095~+	chr8	127793823	PVT1::MYC	127794734	911	[ChimerPub,ChimerSeq,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[53099]]
CESC-EA-A3HQ-TP	chr8~127789308~+~HPV16~3030~-	chr8	127789308	PVT1::MYC	127794734	5426	[ChimerPub,ChimerSeq,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[53099]]
CESC-EA-A3HQ-TP	HPV16~2646~-~chr8~127792393~+	chr8	127792393	PVT1::MYC	127794734	2341	[ChimerPub,ChimerSeq,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[53099]]
CESC-EA-A3HQ-TP	HPV16~191~+~chr8~127778382~+	chr8	127778382	PVT1::MYC	127794734	16352	[ChimerPub,ChimerSeq,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[53099]]
CESC-EA-A3HQ-TP	HPV16~0~-~chr8~127876799~+	chr8	127876799	MIR1204::MYC	127796071	80728	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr8:0.05Mb],LOCAL_REARRANGEMENT:+:[54528]]
CESC-EA-A3HQ-TP	HPV16~0~-~chr8~127876799~+	chr8	127876799	MIR1204::MYC	127796071	80728	NA
