#sample	entry	chrA	coordA	orientA	chrB	total	coordA_lend	coordA_rend	total_reads	L_reads	R_reads	min	max	split1	split2
subset.insertion_seqs.fa	chr21~13861036~13861568	chr21	13861567.0	+	HPV33	126	13861036	13861568	127	127	0	13861267	13861567	13861567.0	0.0
subset.insertion_seqs.fa	chr21~17495616~17496148	chr21	17495616.0	-	HPV33	206	17495616	17496148	207	0	207	17495616	17495916	0.0	17495616.0
subset.insertion_seqs.fa	chr21~18515791~18516348	chr21	18515791.0	-	HPV31	215	18515791	18516348	215	0	215	18515791	18516091	0.0	18515791.0
subset.insertion_seqs.fa	chr21~21796201~21796748	chr21	21796747.0	+	HPV39	140	21796201	21796748	140	140	0	21796447	21796747	21796747.0	0.0
subset.insertion_seqs.fa	chr21~24940643~24941169	chr21	24941133.0	+	HPV31	161	24940643	24941169	162	162	0	24940833	24941133	24941133.0	0.0
subset.insertion_seqs.fa	chr21~27378609~27379147	chr21	27378609.0	-	HPV31	213	27378609	27379147	213	0	213	27378609	27378909	0.0	27378609.0
subset.insertion_seqs.fa	chr21~30688735~30689302	chr21	30688735.0	-	HPV39	223	30688735	30689302	223	0	223	30688735	30689035	0.0	30688735.0
subset.insertion_seqs.fa	chr21~31583964~31584462	chr21	0.0	-	HPV31	32	31583964	31584462	32	0	32	31583964	31584264	0.0	0.0
subset.insertion_seqs.fa	chr21~32634156~32634681	chr21	32634159.0	-	HPV45	222	32634156	32634681	223	0	223	32634156	32634456	0.0	32634159.0
subset.insertion_seqs.fa	chr21~34910393~34910903	chr21	34910393.0	-	HPV31	180	34910393	34910903	180	0	180	34910393	34910693	0.0	34910393.0
subset.insertion_seqs.fa	chr21~43032458~43032952	chr21	43032951.0	+	HPV35	190	43032458	43032952	191	191	0	43032652	43032952	43032951.0	0.0
subset.insertion_seqs.fa	chr21~43169043~43169167	chr21	0.0	-	HPV33	30	43169043	43169167	30	0	30	43169043	43169343	0.0	0.0
subset.insertion_seqs.fa	chr21~43982517~43983085	chr21	43983084.0	+	HPV31	219	43982517	43983085	219	219	0	43982787	43983087	43983084.0	0.0
subset.insertion_seqs.fa	chr22~15976238~15976761	chr22	0.0	+	HPV45	173	15976238	15976761	173	173	0	15976434	15976734	0.0	0.0
subset.insertion_seqs.fa	chr22~20840591~20841139	chr22	20841138.0	+	HPV35	118	20840591	20841139	118	118	0	20840838	20841138	20841138.0	0.0
subset.insertion_seqs.fa	chr22~22970869~22971186	chr22	0.0	+	HPV16	37	22970869	22971186	37	37	0	22970885	22971185	0.0	0.0
subset.insertion_seqs.fa	chr22~25036316~25036678	chr22	0.0	-	HPV35	113	25036316	25036678	114	0	114	25036316	25036616	0.0	0.0
subset.insertion_seqs.fa	chr22~27505456~27506004	chr22	27505456.0	-	HPV35	175	27505456	27506004	175	0	175	27505456	27505756	0.0	27505456.0
subset.insertion_seqs.fa	chr22~28136820~28137386	chr22	28136820.0	-	HPV39	220	28136820	28137386	225	0	225	28136820	28137120	0.0	28136820.0
subset.insertion_seqs.fa	chr22~31796536~31797097	chr22	31796537.0	-	HPV33	105	31796536	31797097	106	0	106	31796536	31796836	0.0	31796537.0
subset.insertion_seqs.fa	chr22~32097588~32098185	chr22	0.0	+	HPV39	220	32097588	32098185	220	220	0	32097853	32098153	0.0	0.0
subset.insertion_seqs.fa	chr22~36753132~36753651	chr22	36753133.0	-	HPV18	214	36753132	36753651	214	0	214	36753132	36753432	0.0	36753133.0
subset.insertion_seqs.fa	chr22~41122502~41123087	chr22	41123086.0	+	HPV45	213	41122502	41123087	213	213	0	41122786	41123086	41123086.0	0.0
subset.insertion_seqs.fa	chr22~41689483~41690033	chr22	41689483.0	-	HPV33	56	41689483	41690033	56	0	56	41689483	41689783	0.0	41689483.0
subset.insertion_seqs.fa	chr22~44760855~44761421	chr22	44760855.0	-	HPV39	218	44760855	44761421	223	0	223	44760855	44761155	0.0	44760855.0
subset.insertion_seqs.fa	chr22~45123584~45124076	chr22	45124039.0	+	HPV33	182	45123584	45124076	183	183	0	45123742	45124042	45124039.0	0.0
subset.insertion_seqs.fa	chr22~47977270~47977810	chr22	47977272.0	-	HPV16	187	47977270	47977810	188	0	188	47977270	47977570	0.0	47977272.0
subset.insertion_seqs.fa	chr3~1872753~1873310	chr3	1872753.0	-	HPV31	215	1872753	1873310	215	0	215	1872753	1873053	0.0	1872753.0
subset.insertion_seqs.fa	chr3~7351329~7351914	chr3	7351913.0	+	HPV45	213	7351329	7351914	213	213	0	7351613	7351913	7351913.0	0.0
subset.insertion_seqs.fa	chr3~31619111~31619634	chr3	31619113.0	-	HPV45	222	31619111	31619634	222	0	222	31619111	31619411	0.0	31619113.0
subset.insertion_seqs.fa	chr3~39150367~39150864	chr3	39150863.0	+	HPV45	207	39150367	39150864	207	207	0	39150563	39150863	39150863.0	0.0
subset.insertion_seqs.fa	chr3~55193386~55193930	chr3	0.0	+	HPV18	165	55193386	55193930	165	165	0	55193604	55193904	0.0	0.0
subset.insertion_seqs.fa	chr3~73559783~73560328	chr3	73560292.0	+	HPV16	189	73559783	73560328	189	189	0	73559992	73560292	73560292.0	0.0
subset.insertion_seqs.fa	chr3~78144255~78144750	chr3	0.0	-	HPV35	104	78144255	78144750	105	0	105	78144255	78144555	0.0	0.0
subset.insertion_seqs.fa	chr3~80246726~80247271	chr3	80246726.0	-	HPV39	170	80246726	80247271	170	0	170	80246726	80247026	0.0	80246726.0
subset.insertion_seqs.fa	chr3~88783086~88783598	chr3	88783087.0	-	HPV35	182	88783086	88783598	183	0	183	88783086	88783386	0.0	88783087.0
subset.insertion_seqs.fa	chr3~98967920~98968453	chr3	98968452.0	+	HPV33	205	98967920	98968453	206	206	0	98968152	98968452	98968452.0	0.0
subset.insertion_seqs.fa	chr3~130129241~130129717	chr3	0.0	+	HPV18	90	130129241	130129717	90	90	0	130129416	130129716	0.0	0.0
subset.insertion_seqs.fa	chr3~151141572~151142132	chr3	151141573.0	-	HPV33	190	151141572	151142132	191	0	191	151141572	151141872	0.0	151141573.0
subset.insertion_seqs.fa	chr3~155403475~155404060	chr3	0.0	-	HPV45	194	155403475	155404060	194	0	194	155403475	155403775	0.0	0.0
subset.insertion_seqs.fa	chr3~167056408~167056959	chr3	167056410.0	-	HPV35	177	167056408	167056959	177	0	177	167056408	167056708	0.0	167056410.0
subset.insertion_seqs.fa	chr3~173063646~173064070	chr3	173063648.0	-	HPV39	190	173063646	173064070	190	0	190	173063646	173063946	0.0	173063648.0
subset.insertion_seqs.fa	chr3~174885291~174885862	chr3	174885861.0	+	HPV16	155	174885291	174885862	156	156	0	174885562	174885862	174885861.0	0.0
subset.insertion_seqs.fa	chr3~176057754~176058302	chr3	0.0	+	HPV39	210	176057754	176058302	210	210	0	176058001	176058301	0.0	0.0
subset.insertion_seqs.fa	chr4~4250092~4250623	chr4	0.0	+	HPV16	136	4250092	4250623	136	136	0	4250302	4250602	0.0	0.0
subset.insertion_seqs.fa	chr4~5775494~5776042	chr4	5775494.0	-	HPV35	176	5775494	5776042	176	0	176	5775494	5775794	0.0	5775494.0
subset.insertion_seqs.fa	chr4~16110008~16110576	chr4	16110009.0	-	HPV18	182	16110008	16110576	182	0	182	16110008	16110308	0.0	16110009.0
subset.insertion_seqs.fa	chr4~19600033~19600565	chr4	19600564.0	+	HPV33	206	19600033	19600565	207	207	0	19600264	19600564	19600564.0	0.0
subset.insertion_seqs.fa	chr4~19901252~19901823	chr4	19901822.0	+	HPV16	149	19901252	19901823	150	150	0	19901523	19901823	19901822.0	0.0
subset.insertion_seqs.fa	chr4~21194917~21195483	chr4	21195482.0	+	HPV39	223	21194917	21195483	223	223	0	21195182	21195482	21195482.0	0.0
subset.insertion_seqs.fa	chr4~28637955~28638438	chr4	28637956.0	-	HPV35	180	28637955	28638438	181	0	181	28637955	28638255	0.0	28637956.0
subset.insertion_seqs.fa	chr4~56218540~56219099	chr4	56219098.0	+	HPV33	187	56218540	56219099	188	188	0	56218800	56219100	56219098.0	0.0
subset.insertion_seqs.fa	chr4~65591088~65591626	chr4	65591088.0	-	HPV31	213	65591088	65591626	213	0	213	65591088	65591388	0.0	65591088.0
subset.insertion_seqs.fa	chr4~73870794~73871289	chr4	73870796.0	-	HPV35	171	73870794	73871289	172	0	172	73870794	73871094	0.0	73870796.0
subset.insertion_seqs.fa	chr4~76161276~76161796	chr4	76161278.0	-	HPV18	214	76161276	76161796	214	0	214	76161276	76161576	0.0	76161278.0
subset.insertion_seqs.fa	chr4~78243899~78244458	chr4	78243899.0	-	HPV33	189	78243899	78244458	190	0	190	78243899	78244199	0.0	78243899.0
subset.insertion_seqs.fa	chr4~83295823~83296355	chr4	83295824.0	-	HPV33	203	83295823	83296355	205	0	205	83295823	83296123	0.0	83295824.0
subset.insertion_seqs.fa	chr4~83544961~83545509	chr4	83545508.0	+	HPV35	152	83544961	83545509	152	152	0	83545208	83545508	83545508.0	0.0
subset.insertion_seqs.fa	chr4~90119399~90119966	chr4	90119399.0	-	HPV39	221	90119399	90119966	223	0	223	90119399	90119699	0.0	90119399.0
subset.insertion_seqs.fa	chr4~92530408~92530976	chr4	92530409.0	-	HPV18	179	92530408	92530976	179	0	179	92530408	92530708	0.0	92530409.0
subset.insertion_seqs.fa	chr4~122590493~122591052	chr4	122590493.0	-	HPV33	189	122590493	122591052	190	0	190	122590493	122590793	0.0	122590493.0
subset.insertion_seqs.fa	chr4~125920260~125920755	chr4	125920261.0	-	HPV35	190	125920260	125920755	191	0	191	125920260	125920560	0.0	125920261.0
subset.insertion_seqs.fa	chr4~176307679~176308199	chr4	176308198.0	+	HPV45	220	176307679	176308199	220	220	0	176307898	176308198	176308198.0	0.0
subset.insertion_seqs.fa	chr4~176354686~176355207	chr4	176355206.0	+	HPV45	209	176354686	176355207	209	209	0	176354906	176355206	176355206.0	0.0
subset.insertion_seqs.fa	chr5~8025805~8026343	chr5	0.0	+	HPV16	188	8025805	8026343	188	188	0	8026042	8026342	0.0	0.0
subset.insertion_seqs.fa	chr5~21697513~21698032	chr5	21697514.0	-	HPV18	214	21697513	21698032	214	0	214	21697513	21697813	0.0	21697514.0
subset.insertion_seqs.fa	chr5~54848310~54848858	chr5	54848857.0	+	HPV35	178	54848310	54848858	178	178	0	54848557	54848857	54848857.0	0.0
subset.insertion_seqs.fa	chr5~60513471~60514004	chr5	60514003.0	+	HPV33	206	60513471	60514004	207	207	0	60513707	60514007	60514003.0	0.0
subset.insertion_seqs.fa	chr5~61267601~61268121	chr5	61268120.0	+	HPV45	220	61267601	61268121	220	220	0	61267820	61268120	61268120.0	0.0
subset.insertion_seqs.fa	chr5~83185414~83185913	chr5	83185420.0	-	HPV35	188	83185414	83185913	189	0	189	83185414	83185714	0.0	83185420.0
subset.insertion_seqs.fa	chr5~91403727~91404294	chr5	0.0	+	HPV18	224	91403727	91404294	224	224	0	91403994	91404294	0.0	0.0
subset.insertion_seqs.fa	chr5~95896251~95896789	chr5	95896788.0	+	HPV16	187	95896251	95896789	189	189	0	95896489	95896789	95896788.0	0.0
subset.insertion_seqs.fa	chr5~103342749~103343308	chr5	103343307.0	+	HPV33	190	103342749	103343308	191	191	0	103343010	103343310	103343307.0	0.0
subset.insertion_seqs.fa	chr5~109692887~109693472	chr5	109693471.0	+	HPV45	213	109692887	109693472	213	213	0	109693171	109693471	109693471.0	0.0
subset.insertion_seqs.fa	chr5~110316173~110316776	chr5	110316738.0	+	HPV39	171	110316173	110316776	171	171	0	110316438	110316738	110316738.0	0.0
subset.insertion_seqs.fa	chr5~112883772~112884322	chr5	112883772.0	-	HPV33	214	112883772	112884322	214	0	214	112883772	112884072	0.0	112883772.0
subset.insertion_seqs.fa	chr5~122143275~122143785	chr5	122143275.0	-	HPV31	185	122143275	122143785	190	0	190	122143275	122143575	0.0	122143275.0
subset.insertion_seqs.fa	chr5~139602655~139603200	chr5	139603199.0	+	HPV39	207	139602655	139603200	207	207	0	139602899	139603199	139603199.0	0.0
subset.insertion_seqs.fa	chr5~147183612~147183941	chr5	0.0	-	HPV33	21	147183612	147183941	21	0	21	147183612	147183912	0.0	0.0
subset.insertion_seqs.fa	chr5~147888724~147889263	chr5	147888725.0	-	HPV16	186	147888724	147889263	186	0	186	147888724	147889024	0.0	147888725.0
subset.insertion_seqs.fa	chr5~158913547~158914086	chr5	158914085.0	+	HPV31	213	158913547	158914086	213	213	0	158913785	158914085	158914085.0	0.0
subset.insertion_seqs.fa	chr6~6928386~6928729	chr6	0.0	+	HPV45	119	6928386	6928729	119	119	0	6928428	6928728	0.0	0.0
subset.insertion_seqs.fa	chr6~7705654~7706249	chr6	7706212.0	+	HPV33	189	7705654	7706249	189	189	0	7705914	7706214	7706212.0	0.0
subset.insertion_seqs.fa	chr6~22528367~22528862	chr6	22528368.0	-	HPV35	190	22528367	22528862	190	0	190	22528367	22528667	0.0	22528368.0
subset.insertion_seqs.fa	chr6~39702011~39702597	chr6	39702011.0	-	HPV45	215	39702011	39702597	215	0	215	39702011	39702311	0.0	39702011.0
subset.insertion_seqs.fa	chr6~41194592~41195089	chr6	41195088.0	+	HPV45	207	41194592	41195089	207	207	0	41194788	41195088	41195088.0	0.0
subset.insertion_seqs.fa	chr6~47912311~47912843	chr6	47912311.0	-	HPV33	206	47912311	47912843	206	0	206	47912311	47912611	0.0	47912311.0
subset.insertion_seqs.fa	chr6~50410599~50411137	chr6	50410600.0	-	HPV18	197	50410599	50411137	198	0	198	50410599	50410899	0.0	50410600.0
subset.insertion_seqs.fa	chr6~58096482~58097073	chr6	58097037.0	+	HPV31	148	58096482	58097073	149	149	0	58096737	58097037	58097037.0	0.0
subset.insertion_seqs.fa	chr6~67643615~67644160	chr6	67644124.0	+	HPV31	188	67643615	67644160	188	188	0	67643824	67644124	67644124.0	0.0
subset.insertion_seqs.fa	chr6~85609084~85609651	chr6	85609650.0	+	HPV39	222	85609084	85609651	223	223	0	85609350	85609650	85609650.0	0.0
subset.insertion_seqs.fa	chr6~87899069~87899607	chr6	87899069.0	-	HPV31	198	87899069	87899607	198	0	198	87899069	87899369	0.0	87899069.0
subset.insertion_seqs.fa	chr6~96980446~96980958	chr6	0.0	-	HPV35	153	96980446	96980958	153	0	153	96980446	96980746	0.0	0.0
subset.insertion_seqs.fa	chr6~146265558~146266036	chr6	146265560.0	-	HPV39	182	146265558	146266036	182	0	182	146265558	146265858	0.0	146265560.0
subset.insertion_seqs.fa	chr6~153100190~153100739	chr6	153100738.0	+	HPV35	178	153100190	153100739	178	178	0	153100438	153100738	153100738.0	0.0
subset.insertion_seqs.fa	chr6~153458548~153459068	chr6	153459067.0	+	HPV45	219	153458548	153459068	220	220	0	153458767	153459067	153459067.0	0.0
subset.insertion_seqs.fa	chr6~169505287~169505872	chr6	169505287.0	-	HPV45	214	169505287	169505872	214	0	214	169505287	169505587	0.0	169505287.0
subset.insertion_seqs.fa	chr7~12455632~12456199	chr7	12456198.0	+	HPV18	219	12455632	12456199	219	219	0	12455899	12456199	12456198.0	0.0
subset.insertion_seqs.fa	chr7~24415598~24416116	chr7	24416115.0	+	HPV18	201	24415598	24416116	201	201	0	24415816	24416116	24416115.0	0.0
subset.insertion_seqs.fa	chr7~53022183~53022721	chr7	53022720.0	+	HPV16	187	53022183	53022721	188	188	0	53022420	53022720	53022720.0	0.0
subset.insertion_seqs.fa	chr7~76498777~76499217	chr7	0.0	+	HPV39	68	76498777	76499217	68	68	0	76498916	76499216	0.0	0.0
subset.insertion_seqs.fa	chr7~81153257~81153776	chr7	0.0	-	HPV18	212	81153257	81153776	212	0	212	81153257	81153557	0.0	0.0
subset.insertion_seqs.fa	chr7~97413886~97414437	chr7	97414436.0	+	HPV39	216	97413886	97414437	216	216	0	97414137	97414437	97414436.0	0.0
subset.insertion_seqs.fa	chr7~99076731~99077252	chr7	99076734.0	-	HPV18	214	99076731	99077252	214	0	214	99076731	99077031	0.0	99076734.0
subset.insertion_seqs.fa	chr7~102624026~102624156	chr7	0.0	+	HPV39	36	102624026	102624156	36	36	0	102623855	102624155	0.0	0.0
subset.insertion_seqs.fa	chr7~104992513~104993023	chr7	104992513.0	-	HPV31	189	104992513	104993023	189	0	189	104992513	104992813	0.0	104992513.0
subset.insertion_seqs.fa	chr7~116782382~116782892	chr7	116782382.0	-	HPV31	189	116782382	116782892	190	0	190	116782382	116782682	0.0	116782382.0
subset.insertion_seqs.fa	chr7~125201281~125201866	chr7	125201865.0	+	HPV45	214	125201281	125201866	214	214	0	125201565	125201865	125201865.0	0.0
subset.insertion_seqs.fa	chr7~148919681~148920177	chr7	148919682.0	-	HPV35	189	148919681	148920177	190	0	190	148919681	148919981	0.0	148919682.0
subset.insertion_seqs.fa	chr7~149104246~149104743	chr7	149104246.0	-	HPV45	207	149104246	149104743	207	0	207	149104246	149104546	0.0	149104246.0
subset.insertion_seqs.fa	chr8~4650281~4650797	chr8	0.0	-	HPV16	158	4650281	4650797	158	0	158	4650281	4650581	0.0	0.0
subset.insertion_seqs.fa	chr8~10959455~10959993	chr8	10959992.0	+	HPV31	213	10959455	10959993	213	213	0	10959692	10959992	10959992.0	0.0
subset.insertion_seqs.fa	chr8~11295189~11295774	chr8	11295773.0	+	HPV45	214	11295189	11295774	214	214	0	11295473	11295773	11295773.0	0.0
subset.insertion_seqs.fa	chr8~14415937~14416493	chr8	14415937.0	-	HPV31	216	14415937	14416493	216	0	216	14415937	14416237	0.0	14415937.0
subset.insertion_seqs.fa	chr8~47118634~47119076	chr8	47118635.0	-	HPV18	178	47118634	47119076	179	0	179	47118634	47118934	0.0	47118635.0
subset.insertion_seqs.fa	chr8~56863276~56863789	chr8	56863276.0	-	HPV35	181	56863276	56863789	182	0	182	56863276	56863576	0.0	56863276.0
subset.insertion_seqs.fa	chr8~59404773~59405266	chr8	59404773.0	-	HPV35	189	59404773	59405266	190	0	190	59404773	59405073	0.0	59404773.0
subset.insertion_seqs.fa	chr8~70415777~70416353	chr8	70416316.0	+	HPV16	188	70415777	70416353	189	189	0	70416016	70416316	70416316.0	0.0
subset.insertion_seqs.fa	chr8~72525161~72525720	chr8	72525161.0	-	HPV33	190	72525161	72525720	191	0	191	72525161	72525461	0.0	72525161.0
subset.insertion_seqs.fa	chr8~84279661~84280208	chr8	0.0	-	HPV39	208	84279661	84280208	208	0	208	84279661	84279961	0.0	0.0
subset.insertion_seqs.fa	chr8~101422377~101422880	chr8	0.0	+	HPV16	147	101422377	101422880	147	147	0	101422579	101422879	0.0	0.0
subset.insertion_seqs.fa	chr8~107037218~107037757	chr8	107037218.0	-	HPV31	213	107037218	107037757	213	0	213	107037218	107037518	0.0	107037218.0
subset.insertion_seqs.fa	chr8~113232670~113233217	chr8	113233216.0	+	HPV39	208	113232670	113233217	208	208	0	113232916	113233216	113233216.0	0.0
subset.insertion_seqs.fa	chr8~137898795~137899366	chr8	137899365.0	+	HPV16	181	137898795	137899366	182	182	0	137899066	137899366	137899365.0	0.0
subset.insertion_seqs.fa	chr8~144158446~144158943	chr8	144158939.0	+	HPV45	181	144158446	144158943	181	181	0	144158642	144158942	144158939.0	0.0
subset.insertion_seqs.fa	chr9~4245163~4245701	chr9	4245700.0	+	HPV31	213	4245163	4245701	213	213	0	4245400	4245700	4245700.0	0.0
subset.insertion_seqs.fa	chr9~5592632~5593170	chr9	5593169.0	+	HPV31	213	5592632	5593170	213	213	0	5592869	5593169	5593169.0	0.0
subset.insertion_seqs.fa	chr9~7295616~7296155	chr9	0.0	-	HPV16	146	7295616	7296155	146	0	146	7295616	7295916	0.0	0.0
subset.insertion_seqs.fa	chr9~13662061~13662656	chr9	0.0	+	HPV16	89	13662061	13662656	90	90	0	13662332	13662632	0.0	0.0
subset.insertion_seqs.fa	chr9~38905834~38906076	chr9	38906040.0	+	HPV18	29	38905834	38906076	29	29	0	38905741	38906041	38906040.0	0.0
subset.insertion_seqs.fa	chr9~84934100~84934667	chr9	84934101.0	-	HPV18	215	84934100	84934667	215	0	215	84934100	84934400	0.0	84934101.0
subset.insertion_seqs.fa	chr9~91545760~91546332	chr9	0.0	+	HPV39	184	91545760	91546332	184	184	0	91546025	91546325	0.0	0.0
subset.insertion_seqs.fa	chr9~108788836~108789382	chr9	108789381.0	+	HPV39	208	108788836	108789382	208	208	0	108789082	108789382	108789381.0	0.0
subset.insertion_seqs.fa	chr9~111395392~111395964	chr9	111395393.0	-	HPV16	179	111395392	111395964	180	0	180	111395392	111395692	0.0	111395393.0
subset.insertion_seqs.fa	chr9~121708466~121709040	chr9	121708467.0	-	HPV16	179	121708466	121709040	180	0	180	121708466	121708766	0.0	121708467.0
subset.insertion_seqs.fa	chrX~6420965~6421514	chrX	6420965.0	-	HPV35	178	6420965	6421514	178	0	178	6420965	6421265	0.0	6420965.0
subset.insertion_seqs.fa	chrX~10844558~10845103	chrX	10845067.0	+	HPV31	189	10844558	10845103	190	190	0	10844767	10845067	10845067.0	0.0
subset.insertion_seqs.fa	chrX~25005365~25005860	chrX	25005366.0	-	HPV35	190	25005365	25005860	190	0	190	25005365	25005665	0.0	25005366.0
subset.insertion_seqs.fa	chrX~46686041~46686578	chrX	46686577.0	+	HPV18	197	46686041	46686578	198	198	0	46686280	46686580	46686577.0	0.0
subset.insertion_seqs.fa	chrX~53923148~53923686	chrX	0.0	-	HPV16	163	53923148	53923686	164	0	164	53923148	53923448	0.0	0.0
subset.insertion_seqs.fa	chrX~62502281~62502657	chrX	0.0	-	HPV16	23	62502281	62502657	23	0	23	62502281	62502581	0.0	0.0
subset.insertion_seqs.fa	chrX~62698424~62698957	chrX	62698956.0	+	HPV33	197	62698424	62698957	198	198	0	62698656	62698956	62698956.0	0.0
subset.insertion_seqs.fa	chrX~65805821~65806339	chrX	65806338.0	+	HPV18	214	65805821	65806339	214	214	0	65806048	65806348	65806338.0	0.0
subset.insertion_seqs.fa	chrX~84382556~84383069	chrX	84382559.0	-	HPV16	185	84382556	84383069	186	0	186	84382556	84382856	0.0	84382559.0
subset.insertion_seqs.fa	chrX~90606086~90606492	chrX	90606089.0	-	HPV35	71	90606086	90606492	72	0	72	90606086	90606386	0.0	90606089.0
subset.insertion_seqs.fa	chrX~110671545~110672101	chrX	110671545.0	-	HPV31	215	110671545	110672101	215	0	215	110671545	110671845	0.0	110671545.0
subset.insertion_seqs.fa	chrX~115098370~115098918	chrX	115098917.0	+	HPV35	176	115098370	115098918	176	176	0	115098617	115098917	115098917.0	0.0
subset.insertion_seqs.fa	chrX~123155952~123156484	chrX	123155952.0	-	HPV33	206	123155952	123156484	206	0	206	123155952	123156252	0.0	123155952.0
subset.insertion_seqs.fa	chrX~128694671~128695182	chrX	128695181.0	+	HPV31	191	128694671	128695182	192	192	0	128694881	128695181	128695181.0	0.0
subset.insertion_seqs.fa	chrX~139075759~139076331	chrX	139075760.0	-	HPV16	113	139075759	139076331	114	0	114	139075759	139076059	0.0	139075760.0
subset.insertion_seqs.fa	chrX~140420309~140420497	chrX	140420496.0	+	HPV18	16	140420309	140420497	16	16	0	140420197	140420497	140420496.0	0.0
subset.insertion_seqs.fa	chrX~140501138~140501635	chrX	140501634.0	+	HPV45	206	140501138	140501635	206	206	0	140501334	140501634	140501634.0	0.0
subset.insertion_seqs.fa	chrX~140700100~140700597	chrX	140700596.0	+	HPV45	206	140700100	140700597	206	206	0	140700296	140700596	140700596.0	0.0
subset.insertion_seqs.fa	chrX~143988746~143989332	chrX	143988746.0	-	HPV45	215	143988746	143989332	215	0	215	143988746	143989046	0.0	143988746.0
subset.insertion_seqs.fa	chrY~3600039~3600529	chrY	0.0	+	HPV16	79	3600039	3600529	79	79	0	3600228	3600528	0.0	0.0
subset.insertion_seqs.fa	chrY~4875416~4875924	chrY	0.0	+	HPV33	173	4875416	4875924	174	174	0	4875607	4875907	0.0	0.0
subset.insertion_seqs.fa	chrY~14398230~14398769	chrY	14398768.0	+	HPV31	213	14398230	14398769	213	213	0	14398468	14398768	14398768.0	0.0
