humanchr	human_coord	Chromosome	Start	End	Gene_ID	min_dist_from_exon_end	exon_insert_type
chr9	129093804	chr9	129094810	129095612	CRAT^ENSG00000095321.15	1006	external
chr9	129094316	chr9	129094810	129095612	CRAT^ENSG00000095321.15	494	external
chr9	129094146	chr9	129094810	129095612	CRAT^ENSG00000095321.15	664	external
chr9	129094143	chr9	129094810	129095612	CRAT^ENSG00000095321.15	667	external
chr9	129098651	chr9	129098531	129098650	CRAT^ENSG00000095321.15	1	at_ref_exon_boundary
chr13	73045739	chr13	73036401	73036848	PSMD10P3^ENSG00000232041.1	8891	external
chr13	73045601	chr13	73036401	73036848	PSMD10P3^ENSG00000232041.1	8753	external
chr13	73046160	chr13	73054976	73055158	KLF5^ENSG00000102554.12	8816	external
chr3	189522198	chr3	189631416	189631577	TP63^ENSG00000073282.11	109218	external
chr11	76380747	chr11	76380748	76380971	PRKRIR^ENSG00000137492.6	1	at_ref_exon_boundary
chr13	73045759	chr13	73036401	73036848	PSMD10P3^ENSG00000232041.1	8911	external
chr3	87723791	chr3	87731402	87731750	RP11-451B8.1^ENSG00000239572.1	7611	external
chr8	127761367	chr8	127740396	127741434	MYC^ENSG00000136997.13	19933	external
chr15	66336331	chr15	66336384	66337181	TIPIN^ENSG00000075131.8	53	external
chr4	179878203	chr4	179857420	179857581	RP11-774G5.1^ENSG00000248921.1	20622	external
chr16	48159612	chr16	48155841	48156018	ABCC12^ENSG00000140798.14	3594	external
chr14	82229948	chr14	82427420	82427508	AL357095.1^ENSG00000275986.1	197472	external
chr21	7675579	chr21	7675414	7675578	CH507-338C24.1^ENSG00000277991.3	1	at_ref_exon_boundary
chr21	6235148	chr21	6234983	6235147	CH507-24F1.2^ENSG00000275496.3	1	at_ref_exon_boundary
chr21	7462826	chr21	7462827	7462991	CH507-254M2.2^ENSG00000276077.3	1	at_ref_exon_boundary
chr21	7081048	chr21	7081049	7081213	CH507-254M2.1^ENSG00000277067.3	1	at_ref_exon_boundary
chr21	5585822	chr21	5585823	5586369	RP11-717F1.2^ENSG00000274333.3	1	at_ref_exon_boundary
chr22	36237596	chr22	36236933	36237363	APOL2^ENSG00000128335.12	233	external
chr21	6356682	chr21	6356688	6356986	CH507-145C22.1^ENSG00000278903.2	6	external
chr21	7461804	chr21	7461814	7461985	CH507-254M2.2^ENSG00000276077.3	10	external
chr21	7080026	chr21	7080036	7080207	CH507-254M2.1^ENSG00000277067.3	10	external
chr21	5584800	chr21	5584810	5584975	RP11-717F1.2^ENSG00000274333.3	10	external
chr21	7676601	chr21	7676338	7676592	CH507-338C24.1^ENSG00000277991.3	9	external
chr21	6236170	chr21	6235989	6236160	CH507-24F1.2^ENSG00000275496.3	10	external
chr21	7673250	chr21	7669397	7673264	CH507-338C24.1^ENSG00000277991.3	14	within_exon
chr21	6232819	chr21	6232566	6232833	CH507-24F1.2^ENSG00000275496.3	14	within_exon
chr2	238154197	chr2	238150814	238152947	KLHL30^ENSG00000168427.8	1250	external
chr2	215384189	chr2	215384020	215384184	FN1^ENSG00000115414.17	5	external
chr14	51061183	chr14	51088957	51089375	RP11-1140I5.1^ENSG00000259055.1	27774	external
chr3	3705723	chr3	3700814	3702461	SUMF1^ENSG00000144455.12	3262	external
chr2	210556945	chr2	210556734	210556859	CPS1^ENSG00000021826.13	86	external
chr12	38304105	chr12	38316578	38317064	ALG10B^ENSG00000175548.7	12473	external
chr9	117462440	chr9	117462294	117462718	RP11-388N2.1^ENSG00000233516.1	146	within_exon
chr9	117461965	chr9	117462294	117462718	RP11-388N2.1^ENSG00000233516.1	329	external
chr9	117462598	chr9	117462294	117462718	RP11-388N2.1^ENSG00000233516.1	120	within_exon
chr9	117478813	chr9	117465935	117466260	RP11-388N2.1^ENSG00000233516.1	12553	external
chr16	69657899	chr16	69659727	69659899	NFAT5^ENSG00000102908.19	1828	external
chr9	117462437	chr9	117462294	117462718	RP11-388N2.1^ENSG00000233516.1	143	within_exon
chr9	117475708	chr9	117465935	117466260	RP11-388N2.1^ENSG00000233516.1	9448	external
chr9	117581742	chr9	117648606	117648695	RP11-500B12.1^ENSG00000233569.1	66864	external
chr9	117470942	chr9	117465935	117466260	RP11-388N2.1^ENSG00000233516.1	4682	external
chr5	72419406	chr5	72417489	72418335	YBX1P5^ENSG00000251108.1	1071	external
chr1	161222933	chr1	161222918	161223266	APOA2^ENSG00000158874.10	15	within_exon
chr3	186620996	chr3	186620586	186621300	AHSG^ENSG00000145192.11	304	within_exon
chr15	43612014	chr15	43611842	43612024	STRC^ENSG00000242866.8	10	within_exon
chr15	43711476	chr15	43711304	43711486	STRCP1^ENSG00000166763.7	10	within_exon
chr15	43712549	chr15	43712507	43712693	STRCP1^ENSG00000166763.7	42	within_exon
chr15	43613087	chr15	43613045	43613105	STRC^ENSG00000242866.8	18	within_exon
chr15	43711983	chr15	43711839	43711971	STRCP1^ENSG00000166763.7	12	external
chr15	43612521	chr15	43612377	43612509	STRC^ENSG00000242866.8	12	external
chr7	10658077	chr7	10702676	10702776	AC004535.2^ENSG00000236414.1	44599	external
chr13	73474430	chr13	73413473	73413636	LINC00393^ENSG00000224853.1	60794	external
chr8	127326379	chr8	127323015	127323154	CASC8^ENSG00000246228.5	3225	external
chr8	127323161	chr8	127323015	127323154	CASC8^ENSG00000246228.5	7	external
chr8	127323155	chr8	127323015	127323154	CASC8^ENSG00000246228.5	1	at_ref_exon_boundary
chr8	127270549	chr8	127289817	127290060	CASC8^ENSG00000246228.5	19268	external
chr8	127323014	chr8	127323015	127323154	CASC8^ENSG00000246228.5	1	at_ref_exon_boundary
chr8	127298478	chr8	127292233	127292440	RP11-382A18.3^ENSG00000271509.1	6038	external
chr8	127299818	chr8	127292233	127292440	RP11-382A18.3^ENSG00000271509.1	7378	external
chr8	127276074	chr8	127289817	127290060	CASC8^ENSG00000246228.5	13743	external
chr8	127276016	chr8	127289817	127290060	CASC8^ENSG00000246228.5	13801	external
chr12	118218171	chr12	118214017	118214171	TAOK3^ENSG00000135090.12	4000	external
chr12	118232441	chr12	118233674	118233765	TAOK3^ENSG00000135090.12	1233	external
chr2	85281297	chr2	85283495	85283578	TCF7L1^ENSG00000152284.4	2198	external
chr12	118243701	chr12	118243430	118243516	TAOK3^ENSG00000135090.12	185	external
chr19	1259509	chr19	1259384	1259638	CIRBP^ENSG00000099622.12	125	within_exon
chr2	85319120	chr2	85318027	85322741	TGOLN2^ENSG00000152291.12	1093	within_exon
chr22	50465879	chr22	50465763	50465840	SBF1^ENSG00000100241.19	39	external
chr15	20941904	chr15	20942375	20942560	LINC01193^ENSG00000258710.6	471	external
chr15	21952894	chr15	21951242	21951323	MIR5701-3^ENSG00000264902.1	1571	external
chr15	21515611	chr15	21516082	21516267	RP11-11H9.2^ENSG00000280724.1	471	external
chr12	118224446	chr12	118233674	118233765	TAOK3^ENSG00000135090.12	9228	external
chr19	1264252	chr19	1264253	1264698	CIRBP^ENSG00000099622.12	1	at_ref_exon_boundary
chr12	118233673	chr12	118233674	118233765	TAOK3^ENSG00000135090.12	1	at_ref_exon_boundary
chr19	1265505	chr19	1264253	1264698	CIRBP^ENSG00000099622.12	807	external
chr17	39829386	chr17	39829387	39829488	IKZF3^ENSG00000161405.15	1	at_ref_exon_boundary
chr19	1261857	chr19	1261821	1262143	CIRBP^ENSG00000099622.12	36	within_exon
chr17	45128910	chr17	45129192	45129286	PLCD3^ENSG00000161714.10	282	external
chr17	45334653	chr17	45327366	45327497	RNA5SP443^ENSG00000199953.1	7156	external
chr17	45258686	chr17	45259892	45260095	SPATA32^ENSG00000184361.11	1206	external
chr12	118214841	chr12	118214017	118214171	TAOK3^ENSG00000135090.12	670	external
chr9	112105739	chr9	112104729	112104958	SUSD1^ENSG00000106868.15	781	external
chr1	150552309	chr1	150552088	150552308	ADAMTSL4^ENSG00000143382.12	1	at_ref_exon_boundary
chr20	21005906	chr20	20972152	20972562	RP5-1177M21.1^ENSG00000234104.1	33344	external
chr19	1269317	chr19	1269327	1269410	CIRBP^ENSG00000099622.12	10	external
chr9	112111653	chr9	112111654	112112083	SUSD1^ENSG00000106868.15	1	at_ref_exon_boundary
chr12	118235556	chr12	118235558	118235671	TAOK3^ENSG00000135090.12	2	external
chr1	150552738	chr1	150552543	150552600	ADAMTSL4^ENSG00000143382.12	138	external
chr17	82009534	chr17	82009486	82009567	ASPSCR1^ENSG00000169696.14	33	within_exon
chr12	118232496	chr12	118233674	118233765	TAOK3^ENSG00000135090.12	1178	external
chr19	1264473	chr19	1264253	1264463	CIRBP^ENSG00000099622.12	10	external
chr19	35709105	chr19	35712917	35713033	ZBTB32^ENSG00000011590.12	3812	external
chr19	35764937	chr19	35764854	35764936	PROSER3^ENSG00000167595.13	1	at_ref_exon_boundary
chr19	35762357	chr19	35762256	35762356	PROSER3^ENSG00000167595.13	1	at_ref_exon_boundary
chr14	68516574	chr14	68497124	68497881	RAD51B^ENSG00000182185.17	18693	external
chr14	68516515	chr14	68497124	68497881	RAD51B^ENSG00000182185.17	18634	external
chr7	6331236	chr7	6331215	6331235	FAM220A^ENSG00000178397.11	1	at_ref_exon_boundary
chr9	97121577	chr9	97121659	97122489	FAM220CP^ENSG00000213612.3	82	external
chr7	6348572	chr7	6348573	6348758	FAM220A^ENSG00000178397.11	1	at_ref_exon_boundary
chr8	124246961	chr8	124247284	124247398	RP11-37N22.1^ENSG00000214803.3	323	external
chr8	124247086	chr8	124247284	124247398	RP11-37N22.1^ENSG00000214803.3	198	external
chr1	171203989	chr1	171203891	171203988	RP1-127D3.4^ENSG00000225243.4	1	at_ref_exon_boundary
chr1	171196940	chr1	171196649	171196811	FMO2^ENSG00000094963.12	129	external
chr1	171204912	chr1	171205279	171205634	FMO2^ENSG00000094963.12	367	external
chr1	171203992	chr1	171203865	171203989	FMO2^ENSG00000094963.12	3	external
chr2	218889983	chr2	218889984	218890099	WNT10A^ENSG00000135925.7	1	at_ref_exon_boundary
chr2	218892773	chr2	218892774	218893146	WNT10A^ENSG00000135925.7	1	at_ref_exon_boundary
chr12	53100794	chr12	53100718	53100857	IGFBP6^ENSG00000167779.6	63	within_exon
chr12	53102024	chr12	53102045	53102345	IGFBP6^ENSG00000167779.6	21	external
chr12	53100784	chr12	53100718	53100857	IGFBP6^ENSG00000167779.6	66	within_exon
chr12	53102042	chr12	53102045	53102345	IGFBP6^ENSG00000167779.6	3	external
chr12	53098294	chr12	53097667	53098051	IGFBP6^ENSG00000167779.6	243	external
chr12	53101040	chr12	53101041	53101163	IGFBP6^ENSG00000167779.6	1	at_ref_exon_boundary
chr17	20504116	chr17	20503891	20504074	KRT16P3^ENSG00000214822.7	42	external
chr17	16832446	chr17	16832221	16832349	KRT16P2^ENSG00000227300.11	97	external
chr17	41586566	chr17	41586310	41586921	KRT14^ENSG00000186847.5	256	within_exon
chr9	5431896	chr9	5431897	5431983	PLGRKT^ENSG00000107020.8	1	at_ref_exon_boundary
chr1	150560698	chr1	150560895	150561222	ADAMTSL4-AS1^ENSG00000203804.4	197	external
chr12	90741168	chr12	90809276	90810017	RP11-20L19.1^ENSG00000257787.1	68108	external
chr12	90916575	chr12	90918023	90918050	LINC00615^ENSG00000196243.5	1448	external
chr12	90740139	chr12	90809276	90810017	RP11-20L19.1^ENSG00000257787.1	69137	external
chr12	90741062	chr12	90809276	90810017	RP11-20L19.1^ENSG00000257787.1	68214	external
chr12	90740054	chr12	90809276	90810017	RP11-20L19.1^ENSG00000257787.1	69222	external
chr12	90916258	chr12	90918023	90918050	LINC00615^ENSG00000196243.5	1765	external
chr12	90905847	chr12	90905622	90905864	CCER1^ENSG00000197651.4	17	within_exon
chr13	23095284	chr13	23134174	23134564	HMGA1P6^ENSG00000233440.2	38890	external
chr13	23839881	chr13	23839649	23839726	MIPEP^ENSG00000027001.8	155	external
chr13	23086025	chr13	23134174	23134564	HMGA1P6^ENSG00000233440.2	48149	external
chr16	1562023	chr16	1561985	1562116	IFT140^ENSG00000187535.12	38	within_exon
chr16	1565883	chr16	1566161	1566291	IFT140^ENSG00000187535.12	278	external
chr16	1561946	chr16	1561985	1562116	IFT140^ENSG00000187535.12	39	external
chr16	1565687	chr16	1566161	1566291	IFT140^ENSG00000187535.12	474	external
chr7	130939239	chr7	130936464	130939661	RP11-138A9.2^ENSG00000273319.1	422	within_exon
chr7	130934023	chr7	130930209	130932206	RP11-138A9.1^ENSG00000271204.1	1817	external
chr7	130939237	chr7	130936464	130939661	RP11-138A9.2^ENSG00000273319.1	424	within_exon
chr7	130938080	chr7	130936464	130939661	RP11-138A9.2^ENSG00000273319.1	1581	within_exon
chr7	130939273	chr7	130936464	130939661	RP11-138A9.2^ENSG00000273319.1	388	within_exon
chr17	4955815	chr17	4955800	4956143	ENO3^ENSG00000108515.16	15	within_exon
chr12	52147934	chr12	52168996	52171557	KRT80^ENSG00000167767.12	21062	external
chr3	177423782	chr3	177441921	177442110	LINC00578^ENSG00000228221.4	18139	external
chr3	177423784	chr3	177441921	177442110	LINC00578^ENSG00000228221.4	18137	external
chr3	181739568	chr3	181739569	181740237	SOX2-OT^ENSG00000242808.6	1	at_ref_exon_boundary
chr3	181563929	chr3	181563721	181563928	SOX2-OT^ENSG00000242808.6	1	at_ref_exon_boundary
chr3	181699884	chr3	181699608	181699883	SOX2OT_exon3^ENSG00000276690.1	1	at_ref_exon_boundary
chr3	181686270	chr3	181690834	181691002	SOX2-OT^ENSG00000242808.6	4564	external
chr3	181741199	chr3	181740407	181741195	SOX2-OT^ENSG00000242808.6	4	external
chr3	181719426	chr3	181722202	181722298	SOX2-OT^ENSG00000242808.6	2776	external
chr3	181670026	chr3	181671507	181671612	SOX2-OT^ENSG00000242808.6	1481	external
chr3	181715293	chr3	181715185	181715293	SOX2OT_exon4^ENSG00000278026.1	0	external
chr3	181733396	chr3	181732464	181732612	SOX2-OT^ENSG00000242808.6	784	external
chr3	181744160	chr3	181739569	181742473	SOX2-OT^ENSG00000242808.6	1687	external
chr3	181691989	chr3	181690834	181691002	SOX2-OT^ENSG00000242808.6	987	external
chr3	181595693	chr3	181601158	181601389	SOX2-OT^ENSG00000242808.6	5465	external
chr1	178625162	chr1	178651706	178652282	RP5-1098D14.1^ENSG00000273384.1	26544	external
chr5	1272281	chr5	1272185	1272280	TERT^ENSG00000164362.17	1	at_ref_exon_boundary
chr5	1271209	chr5	1271119	1271204	TERT^ENSG00000164362.17	5	external
chr5	1268637	chr5	1268520	1268633	TERT^ENSG00000164362.17	4	external
chr2	201844619	chr2	201847381	201847474	CDK15^ENSG00000138395.13	2762	external
chr5	1273263	chr5	1272185	1272280	TERT^ENSG00000164362.17	983	external
chr17	60122077	chr17	60120371	60120687	CTD-2319I12.3^ENSG00000267295.1	1390	external
chr17	60025513	chr17	60025859	60026199	RP11-178C3.8^ENSG00000274378.1	346	external
chr17	60118725	chr17	60120371	60120687	CTD-2319I12.3^ENSG00000267295.1	1646	external
chr17	60027821	chr17	60025859	60026199	RP11-178C3.8^ENSG00000274378.1	1622	external
chr17	60025372	chr17	60025859	60026199	RP11-178C3.8^ENSG00000274378.1	487	external
chr17	60121174	chr17	60120371	60120687	CTD-2319I12.3^ENSG00000267295.1	487	external
chr17	60023568	chr17	60022199	60022436	RP11-178C3.7^ENSG00000275860.1	1132	external
chr17	60122978	chr17	60124110	60124347	CTD-2319I12.9^ENSG00000277532.1	1132	external
chr17	60027033	chr17	60025859	60026199	RP11-178C3.8^ENSG00000274378.1	834	external
chr17	60027306	chr17	60025859	60026199	RP11-178C3.8^ENSG00000274378.1	1107	external
chr17	60121033	chr17	60120371	60120687	CTD-2319I12.3^ENSG00000267295.1	346	external
chr17	60119240	chr17	60120371	60120687	CTD-2319I12.3^ENSG00000267295.1	1131	external
chr17	60024650	chr17	60025859	60026199	RP11-178C3.8^ENSG00000274378.1	1209	external
chr17	5123668	chr17	5122977	5123116	ZNF232^ENSG00000167840.12	552	external
chr17	60121896	chr17	60120371	60120687	CTD-2319I12.3^ENSG00000267295.1	1209	external
chr17	60024469	chr17	60025859	60026199	RP11-178C3.8^ENSG00000274378.1	1390	external
chr17	36181528	chr17	36183235	36183619	AC131056.3^ENSG00000274767.1	1707	external
chr17	36182577	chr17	36183235	36183619	AC131056.3^ENSG00000274767.1	658	external
chr17	60119513	chr17	60120371	60120687	CTD-2319I12.3^ENSG00000267295.1	858	external
chr17	5123666	chr17	5122977	5123116	ZNF232^ENSG00000167840.12	550	external
chr18	834431	chr18	832238	832469	BOLA2P1^ENSG00000266575.1	1962	external
chr18	812113	chr18	812114	812357	YES1^ENSG00000176105.12	1	at_ref_exon_boundary
chr18	835598	chr18	832238	832469	BOLA2P1^ENSG00000266575.1	3129	external
chr18	832543	chr18	832238	832469	BOLA2P1^ENSG00000266575.1	74	external
chr18	812141	chr18	812114	812357	YES1^ENSG00000176105.12	27	within_exon
chr11	13555042	chr11	13610363	13610771	HMGN2P36^ENSG00000228901.3	55321	external
chr10	108349476	chr10	108296099	108296532	PTGES3P5^ENSG00000234544.2	52944	external
chr12	34375241	chr12	34249481	34249958	RP13-7D7.1^ENSG00000256614.1	125283	external
chr3	48612534	chr3	48610820	48610976	UQCRC1^ENSG00000010256.9	1558	external
chr5	1295726	chr5	1294771	1295069	TERT^ENSG00000164362.17	657	external
chr5	1295029	chr5	1294771	1295047	TERT^ENSG00000164362.17	18	within_exon
chr5	1282603	chr5	1282429	1282624	TERT^ENSG00000164362.17	21	within_exon
chr5	1282625	chr5	1282429	1282624	TERT^ENSG00000164362.17	1	at_ref_exon_boundary
chr5	1296253	chr5	1294771	1295069	TERT^ENSG00000164362.17	1184	external
chr3	49510418	chr3	49510419	49510741	DAG1^ENSG00000173402.10	1	at_ref_exon_boundary
chr11	102855450	chr11	102862736	102863200	MMP12^ENSG00000262406.2	7286	external
chr11	102860871	chr11	102862736	102863200	MMP12^ENSG00000262406.2	1865	external
chr9	94441907	chr9	94440985	94441099	HIATL1^ENSG00000148110.14	808	external
chr16	2296545	chr16	2297329	2297539	ABCA3^ENSG00000167972.12	784	external
chr21	8450144	chr21	8445991	8446046	FP236383.3^ENSG00000274735.1	4098	external
chr9	42995587	chr9	42986719	42988167	RP11-459O16.8^ENSG00000276128.1	7420	external
chr2	177197583	chr2	177197985	177198547	KRT8P40^ENSG00000213069.3	402	external
chr21	8405959	chr21	8405960	8406056	CH507-528H12.1^ENSG00000280441.1	1	at_ref_exon_boundary
chr21	8222960	chr21	8222961	8223057	CH507-513H4.1^ENSG00000278996.1	1	at_ref_exon_boundary
chr21	8450146	chr21	8445991	8446046	FP236383.3^ENSG00000274735.1	4100	external
chr1	113670187	chr1	113671734	113671836	MAGI3^ENSG00000081026.17	1547	external
chr13	73616051	chr13	73587680	73588070	LINC00392^ENSG00000228295.1	27981	external
chr13	73639152	chr13	73648223	73648253	LINC00393^ENSG00000224853.1	9071	external
chr13	73631526	chr13	73648223	73648253	LINC00393^ENSG00000224853.1	16697	external
chr13	73626767	chr13	73648223	73648253	LINC00393^ENSG00000224853.1	21456	external
chr13	73604345	chr13	73587680	73588070	LINC00392^ENSG00000228295.1	16275	external
chr13	73622317	chr13	73648223	73648253	LINC00393^ENSG00000224853.1	25906	external
chr13	73616708	chr13	73587680	73588070	LINC00392^ENSG00000228295.1	28638	external
chr13	73604234	chr13	73587680	73588070	LINC00392^ENSG00000228295.1	16164	external
chr13	73636847	chr13	73648223	73648253	LINC00393^ENSG00000224853.1	11376	external
chr13	73614196	chr13	73587680	73588070	LINC00392^ENSG00000228295.1	26126	external
chr13	73630771	chr13	73648223	73648253	LINC00393^ENSG00000224853.1	17452	external
chr13	73625456	chr13	73648223	73648253	LINC00393^ENSG00000224853.1	22767	external
chr13	73608231	chr13	73587680	73588070	LINC00392^ENSG00000228295.1	20161	external
chr13	73595692	chr13	73587680	73588070	LINC00392^ENSG00000228295.1	7622	external
chr13	73618337	chr13	73648223	73648253	LINC00393^ENSG00000224853.1	29886	external
chr15	71472705	chr15	71411687	71411823	THSD4^ENSG00000187720.13	60882	external
chr15	71473161	chr15	71411687	71411823	THSD4^ENSG00000187720.13	61338	external
chr1	236552804	chr1	236548012	236552974	LGALS8^ENSG00000116977.17	170	within_exon
chr1	52990928	chr1	52993201	52993702	RP11-334A14.2^ENSG00000236360.2	2273	external
chr1	236552108	chr1	236551999	236552107	HEATR1^ENSG00000119285.9	1	at_ref_exon_boundary
chr1	236552111	chr1	236551999	236552107	HEATR1^ENSG00000119285.9	4	external
chr1	53014889	chr1	53014890	53015043	SCP2^ENSG00000116171.15	1	at_ref_exon_boundary
chr21	8433239	chr21	8433085	8433174	pRNA^ENSG00000278775.1	65	external
chr21	8250214	chr21	8250060	8250149	pRNA^ENSG00000277671.1	65	external
chr21	8389052	chr21	8388898	8388987	pRNA^ENSG00000274868.1	65	external
chr21	8206005	chr21	8205851	8205940	pRNA^ENSG00000275664.1	65	external
chr1	52991026	chr1	52993201	52993702	RP11-334A14.2^ENSG00000236360.2	2175	external
chr19	44909028	chr19	44908533	44909025	APOE^ENSG00000130203.8	3	external
chr14	64521486	chr14	64521487	64521606	ZBTB1^ENSG00000126804.12	1	at_ref_exon_boundary
chr14	64511248	chr14	64511249	64511384	ZBTB1^ENSG00000126804.12	1	at_ref_exon_boundary
chr14	64516599	chr14	64516600	64516751	ZBTB1^ENSG00000126804.12	1	at_ref_exon_boundary
chr14	64511077	chr14	64511249	64511384	ZBTB1^ENSG00000126804.12	172	external
chr5	67188352	chr5	67185851	67186297	CD180^ENSG00000134061.5	2055	external
chr5	67192469	chr5	67196552	67196799	CD180^ENSG00000134061.5	4083	external
chr1	216519422	chr1	216519152	216519421	ESRRG^ENSG00000196482.15	1	at_ref_exon_boundary
chr1	216564254	chr1	216564219	216564401	ESRRG^ENSG00000196482.15	35	within_exon
chr5	1306847	chr5	1309310	1309377	MIR4457^ENSG00000263670.1	2463	external
chr4	129752658	chr4	129749628	129749720	RP11-519M16.1^ENSG00000246876.5	2938	external
chr4	190118362	chr4	190092372	190092455	AC126281.4^ENSG00000275622.1	25907	external
chr16	54902013	chr16	54918863	54919209	CRNDE^ENSG00000245694.7	16850	external
chr4	14228	chr4	49096	49956	BNIP3P41^ENSG00000248302.3	34868	external
chrX	30272825	chrX	30290047	30290351	GS1-383H3.7^ENSG00000276940.1	17222	external
chrX	30271227	chrX	30290047	30290351	GS1-383H3.7^ENSG00000276940.1	18820	external
chrX	30304005	chrX	30304206	30304823	NR0B1^ENSG00000169297.7	201	external
chrX	30272818	chrX	30290047	30290351	GS1-383H3.7^ENSG00000276940.1	17229	external
chrX	30284296	chrX	30290047	30290351	GS1-383H3.7^ENSG00000276940.1	5751	external
chrX	30272871	chrX	30290047	30290351	GS1-383H3.7^ENSG00000276940.1	17176	external
chr4	43353857	chr4	43345378	43345600	RP11-1E6.1^ENSG00000250657.1	8257	external
chr4	43740514	chr4	43863274	43863549	RN7SL193P^ENSG00000239679.3	122760	external
chr4	43320311	chr4	43340875	43340948	RP11-1E6.1^ENSG00000250657.1	20564	external
chr4	43327265	chr4	43340875	43340948	RP11-1E6.1^ENSG00000250657.1	13610	external
chr4	43741447	chr4	43863274	43863549	RN7SL193P^ENSG00000239679.3	121827	external
chr4	43339457	chr4	43340875	43340948	RP11-1E6.1^ENSG00000250657.1	1418	external
chr4	43316285	chr4	43340875	43340948	RP11-1E6.1^ENSG00000250657.1	24590	external
chr1	228114028	chr1	228114997	228115473	FAM96AP2^ENSG00000224566.2	969	external
chr8	82228247	chr8	82291624	82292379	HNRNPA1P4^ENSG00000206228.4	63377	external
chr4	73418084	chr4	73418088	73418311	ALB^ENSG00000163631.15	4	external
chr8	82220067	chr8	82160530	82160577	RP11-99H20.1^ENSG00000254123.1	59490	external
chr4	86734302	chr4	86734303	86734456	PTPN13^ENSG00000163629.11	1	at_ref_exon_boundary
chr13	63525379	chr13	63667681	63667839	LINC00395^ENSG00000231061.1	142302	external
chr13	63541081	chr13	63667681	63667839	LINC00395^ENSG00000231061.1	126600	external
chr13	63556146	chr13	63667681	63667839	LINC00395^ENSG00000231061.1	111535	external
chr4	86734876	chr4	86734737	86734875	PTPN13^ENSG00000163629.11	1	at_ref_exon_boundary
chr4	86735591	chr4	86735594	86735746	PTPN13^ENSG00000163629.11	3	external
chr13	63515949	chr13	63667681	63667839	LINC00395^ENSG00000231061.1	151732	external
chr4	86735594	chr4	86735594	86735746	PTPN13^ENSG00000163629.11	0	external
chr13	63562372	chr13	63667681	63667839	LINC00395^ENSG00000231061.1	105309	external
chr13	63557703	chr13	63667681	63667839	LINC00395^ENSG00000231061.1	109978	external
chr14	68334761	chr14	68338728	68339528	RP11-204K16.1^ENSG00000240210.3	3967	external
chr3	195181625	chr3	195180394	195180515	XXYLT1^ENSG00000173950.14	1110	external
chr14	68311080	chr14	68291884	68291980	RAD51B^ENSG00000182185.17	19100	external
chr2	71946323	chr2	71984182	71984434	RPS20P10^ENSG00000233971.1	37859	external
chr2	71941651	chr2	71984182	71984434	RPS20P10^ENSG00000233971.1	42531	external
chr5	68115354	chr5	68087161	68087494	CTD-2060F24.1^ENSG00000253801.2	27860	external
chr5	1295116	chr5	1294771	1295069	TERT^ENSG00000164362.17	47	external
chr4	73417626	chr4	73417531	73417614	ALB^ENSG00000163631.15	12	external
chr3	196042492	chr3	196044695	196044915	AC024937.2^ENSG00000228413.1	2203	external
chr3	196038560	chr3	196044695	196044915	AC024937.2^ENSG00000228413.1	6135	external
chr17	75500234	chr17	75500261	75501170	CASKIN2^ENSG00000177303.8	27	external
chr8	101475181	chr8	101461177	101461617	KB-1562D12.1^ENSG00000254024.1	13564	external
chr8	101474385	chr8	101461177	101461617	KB-1562D12.1^ENSG00000254024.1	12768	external
chr8	101481641	chr8	101492432	101492789	GRHL2^ENSG00000083307.9	10791	external
chr8	101485065	chr8	101492432	101492789	GRHL2^ENSG00000083307.9	7367	external
chr5	85328809	chr5	85237933	85238074	RP11-1072N2.4^ENSG00000248170.1	90735	external
chr5	85324229	chr5	85237933	85238074	RP11-1072N2.4^ENSG00000248170.1	86155	external
chr5	85324242	chr5	85237933	85238074	RP11-1072N2.4^ENSG00000248170.1	86168	external
chr20	15008727	chr20	15021553	15021659	RNU6-1159P^ENSG00000199803.1	12826	external
chr20	14997511	chr20	15021553	15021659	RNU6-1159P^ENSG00000199803.1	24042	external
chr20	14988351	chr20	15021553	15021659	RNU6-1159P^ENSG00000199803.1	33202	external
chr20	15007981	chr20	15021553	15021659	RNU6-1159P^ENSG00000199803.1	13572	external
chr20	14970782	chr20	14935238	14935363	RP5-974N19.1^ENSG00000237832.1	35419	external
chr20	14997514	chr20	15021553	15021659	RNU6-1159P^ENSG00000199803.1	24039	external
chr4	1808491	chr4	1807116	1808865	FGFR3^ENSG00000068078.16	374	within_exon
chr4	86635372	chr4	86635252	86635371	PTPN13^ENSG00000163629.11	1	at_ref_exon_boundary
chr4	1711212	chr4	1711874	1711990	SLBP^ENSG00000163950.11	662	external
chr4	86732399	chr4	86732400	86732474	PTPN13^ENSG00000163629.11	1	at_ref_exon_boundary
chr4	1735575	chr4	1735731	1735834	TACC3^ENSG00000013810.17	156	external
chr11	101581765	chr11	101583334	101583928	TRPC6^ENSG00000137672.11	1569	external
chr11	101593679	chr11	101593680	101595156	RP11-748H22.1^ENSG00000254506.1	1	at_ref_exon_boundary
chr11	101580828	chr11	101583334	101583928	TRPC6^ENSG00000137672.11	2506	external
chr11	101594606	chr11	101594020	101594934	RP11-748H22.1^ENSG00000254506.1	328	within_exon
chr11	101591601	chr11	101593680	101595156	RP11-748H22.1^ENSG00000254506.1	2079	external
chr2	42806320	chr2	42798527	42798712	FTOP1^ENSG00000226491.1	7608	external
chr14	21649154	chr14	21649728	21650337	ARL6IP1P1^ENSG00000255664.1	574	external
