sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-JX-A3PZ-TP	HPV45~3578~+~chr13~73413479~+	chr13	73413479	HPV45	3578	1255	chr13:74032201	15	PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347
LIHC-DD-AACP-TP	chr13~74032201~+~NC_003977_3182nt_Hepatitis_B_virus~1829~-	chr13	74032201	NC_003977_3182nt_Hepatitis_B_virus	1829	97	chr13:74032201	15	RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393;LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12	LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P;SSR1P2;CTAGE11P
CESC-MA-AA3Z-TP	chr13~73695672~+~HPV16~881~-	chr13	73695672	HPV16	881	507	chr13:74032201	15	KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393;LINC00392;KLF12	RP11-552M6.1;RP11-157H4.1;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P
CESC-C5-A8YR-TP	chr13~73413637~+~HPV45~930~-	chr13	73413637	HPV45	930	3519	chr13:74032201	15	PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347
CESC-DS-A1O9-TP	HPV73~863~+~chr14~24657524~+	chr14	24657524	HPV73	863	4158	chr14:23941159	2	NFATC4;NYNRIN;CBLN3;KHNYN;SDR39U1;RP11-80A15.1;CMA1;CTSG;GZMH;GZMB;RP11-104E19.1	STXBP6;AL137164.1;RP11-89K22.1;HMGN2P6;OR7K1P;RP11-388G3.1;SNORD37;RP11-314P15.1;RP11-314P15.2;AL049831.1
HNSC-HD-8314-TP	chr14~23941159~+~HPV35~884~-	chr14	23941159	HPV35	884	490	chr14:23941159	2	RP11-66N24.3;JPH4;RP11-66N24.6;DHRS2;RP11-388E23.2;BRD7P1;RP11-388E23.4;RN7SKP205;RP11-388E23.3;LINC00596;DHRS4-AS1	DHRS4;DHRS4L2;DHRS4L1;LRRC16B;CPNE6;NRL;PCK2;DCAF11;FITM1;PSME1
LIHC-DD-A119-NT	chr14~22960824~+~NC_003977_3182nt_Hepatitis_B_virus~1809~-	chr14	22960824	NC_003977_3182nt_Hepatitis_B_virus	1809	64	chr14:23941159	2	Y_RNA;Y_RNA;LRP10;REM2;RBM23;PRMT5-AS1;PRMT5;RP11-298I3.1;HAUS4;MIR4707	AJUBA;RP11-298I3.4;C14orf93;RP11-298I3.3;RP11-298I3.6;PSMB5;AL132780.1;PSMB11;CDH24;ACIN1
HNSC-BA-A4IG-TP	chr14~37597981~+~HPV16~484~-	chr14	37597981	HPV16	484	15	chr14:37597981	3	SLC25A21;MIR4503;RP11-537P22.2;SLC25A21-AS1;RNU6-273P;MIPOL1;RNU6-886P;RP11-356O9.2;RP11-356O9.1;FOXA1;TTC6	SNORA42;RNU6-1277P;LINC00517;CTD-2058B24.3;CTD-2058B24.2;CTD-2142D14.1;SSTR1;CLEC14A;RP11-96D24.1;RP11-14N4.1
CESC-PN-A8MA-TP	HPV16~3524~+~chr14~36661495~+	chr14	36661495	HPV16	3524	270	chr14:37597981	3	DPPA3P2;RNU7-93P;SFTA3;NKX2-1;NKX2-1-AS1;PHKBP2;RPL29P3;NKX2-8;RN7SKP257;RP11-964E11.2;PAX9	RP11-81F13.1;RP11-81F13.2;SLC25A21;MIR4503;RP11-537P22.2;SLC25A21-AS1;RNU6-273P;MIPOL1;RNU6-886P;RP11-356O9.2
HNSC-MZ-A6I9-TP	HPV16~881~+~chr14~37582046~+	chr14	37582046	HPV16	881	3316	chr14:37597981	3	RP11-81F13.2;SLC25A21;MIR4503;RP11-537P22.2;SLC25A21-AS1;RNU6-273P;MIPOL1;RNU6-886P;RP11-356O9.2;RP11-356O9.1	FOXA1;SNORA42;TTC6;RNU6-1277P;LINC00517;CTD-2058B24.3;CTD-2058B24.2;CTD-2142D14.1;SSTR1;CLEC14A
CESC-VS-A959-TP	HPV31~878~+~chr14~68497123~+	chr14	68497123	HPV31	878	374	chr14:68681967	12	RP11-1012A1.10;RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;RAD51B	CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P;HMGN1P3;ACTN1;BANF1P1
CESC-EA-A78R-TP	HPV52~880~+~chr14~68514038~+	chr14	68514038	HPV52	880	70	chr14:68681967	12	RP11-1012A1.10;RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;RAD51B	CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P;HMGN1P3;ACTN1;BANF1P1
CESC-EK-A2H0-TP	HPV68~2994~+~chr14~68681967~+	chr14	68681967	HPV68	2994	737	chr14:68681967	12	RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;CTD-2325P2.4;RAD51B	CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P;HMGN1P3;ACTN1;BANF1P1;ACTN1-AS1
CESC-ZJ-A8QQ-TP	HPV68~839~+~chr14~68682936~+	chr14	68682936	HPV68	839	358	chr14:68681967	12	RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;CTD-2325P2.4;RAD51B	CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P;HMGN1P3;ACTN1;BANF1P1;ACTN1-AS1
CESC-ZJ-AAXU-TP	chr14~68334761~+~HPV16~881~-	chr14	68334761	HPV16	881	278	chr14:68681967	12	RPL21P9;RDH12;RP11-1012A1.10;RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;RAD51B	RP11-204K16.1;PPIAP6;CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P;HMGN1P3
CESC-MY-A5BD-TP	HPV16~4010~+~chr14~68149849~+	chr14	68149849	HPV16	4010	391	chr14:68681967	12	RDH11;RN7SL369P;RPL21P9;RDH12;RP11-1012A1.10;RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RAD51B	RN7SL108P;RP11-204K16.1;PPIAP6;CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P
HNSC-BA-4077-TP	HPV16~881~+~chr14~68237177~+	chr14	68237177	HPV16	881	650	chr14:68681967	12	RPL21P9;RDH12;RP11-1012A1.10;RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;RAD51B	RP11-204K16.1;PPIAP6;CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P;HMGN1P3
HNSC-CN-A6V7-TP	HPV16~3494~+~chr14~68446729~+	chr14	68446729	HPV16	3494	204	chr14:68681967	12	RP11-1012A1.10;RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;RAD51B	CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P;HMGN1P3;ACTN1;BANF1P1
CESC-EK-A2R8-TP	HPV45~3971~-~chr14~68178057~+	chr14	68178057	HPV45	3971	2281	chr14:68681967	12	RN7SL369P;RPL21P9;RDH12;RP11-1012A1.10;RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RAD51B	RN7SL108P;RP11-204K16.1;PPIAP6;CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P
CESC-C5-A1BE-TP	chr14~68334761~+~HPV16~881~-	chr14	68334761	HPV16	881	1078	chr14:68681967	12	RPL21P9;RDH12;RP11-1012A1.10;RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;RAD51B	RP11-204K16.1;PPIAP6;CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P;HMGN1P3
CESC-EA-A50E-TP	HPV16~881~+~chr14~68598853~+	chr14	68598853	HPV16	881	252	chr14:68681967	12	RP11-1012A1.10;RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;RAD51B	CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P;HMGN1P3;ACTN1;BANF1P1
CESC-4J-AA1J-TP	chr14~68516574~+~HPV18~2703~+	chr14	68516574	HPV18	2703	4765	chr14:68681967	12	RP11-1012A1.10;RN7SL213P;ZFYVE26;RP11-1012A1.7;CTD-2566J3.2;CTD-2566J3.1;RN7SL706P;RN7SL108P;RP11-204K16.1;PPIAP6;RAD51B	CTD-2325P2.4;CTD-2325P2.3;CTD-2325P2.2;RNU6-921P;ZFP36L1;MAGOH3P;BLZF2P;HMGN1P3;ACTN1;BANF1P1
LIHC-CC-A7IK-TP	NC_003977_3182nt_Hepatitis_B_virus~1824~+~chr14~82229948~+	chr14	82229948	NC_003977_3182nt_Hepatitis_B_virus	1824	421	chr14:82714703	2	STON2;DYNLL1P2;RP11-299L17.3;SEL1L;LINC01467;EEF1A1P2;RP11-226P1.2;RP11-226P1.1;RP11-666E17.1;EIF3LP1	AL357095.1;Metazoa_SRP;RP11-406A9.2;ENSAP2;RP11-11K13.1;RP11-452D21.2;RP11-452D21.1;RNU7-51P;RNU6ATAC28P;RP11-22K10.1
LIHC-BW-A5NP-TP	chr14~82714703~+~NC_003977_3182nt_Hepatitis_B_virus~1809~-	chr14	82714703	NC_003977_3182nt_Hepatitis_B_virus	1809	32	chr14:82714703	2	LINC01467;EEF1A1P2;RP11-226P1.2;RP11-226P1.1;RP11-666E17.1;EIF3LP1;AL357095.1;Metazoa_SRP;RP11-406A9.2;ENSAP2	RP11-11K13.1;RP11-452D21.2;RP11-452D21.1;RNU7-51P;RNU6ATAC28P;RP11-22K10.1;RP11-353P15.1;CTD-2320B12.3;CTD-2320B12.1;CTD-2320B12.2
LIHC-CC-A8HT-TP	NC_003977_3182nt_Hepatitis_B_virus~1804~+~chr14~98969128~+	chr14	98969128	NC_003977_3182nt_Hepatitis_B_virus	1804	16	chr14:99025349	2	LINC01550;RP11-61O1.1;RP11-61O1.2;AL163760.1;RN7SL714P;RP11-1082A3.1;C14orf177;AL132796.1;RP11-1127D7.2;RP11-1127D7.1	RPL3P4;AL162151.3;AL162151.4;BCL11B;AL109767.1;CTD-2200A16.1;SETD3;U6;CCNK;RP11-688G15.3
CESC-BI-A0VS-TP	chr14~99025352~+~HPV16~886~-	chr14	99025352	HPV16	886	1207	chr14:99025349	2	RP11-61O1.2;AL163760.1;RN7SL714P;RP11-1082A3.1;C14orf177;AL132796.1;RP11-1127D7.2;RP11-1127D7.1;RPL3P4;AL162151.3	AL162151.4;BCL11B;AL109767.1;CTD-2200A16.1;SETD3;U6;CCNK;RP11-688G15.3;CCDC85C;Y_RNA
CESC-C5-A2LX-TP	HPV16~7893~+~chr15~20941904~+	chr15	20941904	HPV16	7893	18	chr15:20941904	2	RP11-403B2.10;RP11-810K23.7;MIR3118-4;POTEB2;RNU6-749P;RP11-810K23.9;RP11-810K23.10;ZNF519P2;NF1P1;MIR5701-1;LINC01193	OR11J2P;OR11J5P;KIAA0125P2;RP11-810K23.6;BCAR1P2;RN7SL400P;RP11-854K16.3;RP11-854K16.4;BMS1P16;RP11-32B5.2
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~20684579~+	chr15	20684579	NC_003977_3182nt_Hepatitis_B_virus	1828	15	chr15:20941904	2	GOLGA6L6;RP11-467L19.6;GOLGA8CP;Metazoa_SRP;AC023310.1;SPATA31E2P;RP11-467L19.11;IGHV1OR15-6;RP11-467L19.16;RP11-467L19.14;NBEAP1	RNU6-498P;RP11-403B2.7;AC012414.1;RP11-116P24.2;RP11-403B2.6;RP11-403B2.5;RP11-403B2.3;GRAMD4P5;RP11-403B2.10;RP11-810K23.7
LIHC-DD-A116-NT	chr15~22393320~+~NC_003977_3182nt_Hepatitis_B_virus~1825~-	chr15	22393320	NC_003977_3182nt_Hepatitis_B_virus	1825	19	chr15:21952894	2	RP11-2F9.4;RP11-2F9.3;IGHV1OR15-3;IGHV1OR15-4;RP11-603B24.6;MIR1268A;RP11-603B24.2;RP11-603B24.1;RP11-566K19.11;RP11-566K19.8	RP11-566K19.7;AC100757.1;Metazoa_SRP;GOLGA8DP;RP11-566K19.12;GOLGA6L22;RP11-439M15.1;HERC2P2;AC091565.1;Metazoa_SRP
CESC-C5-A2LX-TP	HPV16~7893~+~chr15~21952894~+	chr15	21952894	HPV16	7893	18	chr15:21952894	2	RP11-294C11.3;OR4N3P;RP11-294C11.6;RP11-983G14.3;MIR3118-2;POTEB;RNU6-631P;ZNF519P3;NF1P2;MIR5701-3	RP11-928F19.3;OR11H3P;OR11K1P;OR4Q1P;OR4H6P;RP11-69H14.6;OR4M2;OR4N4;OR4N3P;RP11-2F9.4
LIHC-DD-AACA-TP	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43613136~+	chr15	43613136	NC_003977_3182nt_Hepatitis_B_virus	1828	1024	chr15:43613100	2	ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC	RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1;RNU6-354P;CATSPER2P1
LIHC-DD-AACA-TR	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43613136~+	chr15	43613136	NC_003977_3182nt_Hepatitis_B_virus	1828	1860	chr15:43613100	2	ADAL;ZSCAN29;TUBGCP4;RN7SL487P;TP53BP1;AC019011.1;MAP1A;PPIP5K1;CKMT1B;RNU6-554P;STRC	RNU6-610P;AC011330.13;CATSPER2;PDIA3P2;AC011330.5;CKMT1A;RNU6-353P;STRCP1;RNU6-354P;CATSPER2P1
CESC-UC-A7PG-TM	chr15~71472705~+~HPV16~881~-	chr15	71472705	HPV16	881	612	chr15:71525050	3	RP11-138H8.6;KRT8P9;THAP10;LRRC49;RPL5P3;CT62;RP11-673C5.1;THSD4-AS1;RP11-592N21.1;RP11-592N21.2;THSD4	RP11-1123I8.1;AC104938.1;NR2E3;CTD-2524L6.3;RNA5SP399;MYO9A;RP11-390D11.1;EIF5A2P1;RNU2-65P;AC022872.1
CESC-C5-A1ME-TP	chr15~71525050~+~HPV18~930~-	chr15	71525050	HPV18	930	240	chr15:71525050	3	RP11-138H8.6;KRT8P9;THAP10;LRRC49;RPL5P3;CT62;RP11-673C5.1;THSD4-AS1;RP11-592N21.1;RP11-592N21.2;THSD4	RP11-1123I8.1;AC104938.1;NR2E3;CTD-2524L6.3;RNA5SP399;MYO9A;RP11-390D11.1;EIF5A2P1;RNU2-65P;AC022872.1
CESC-UC-A7PG-TP	chr15~71472705~+~HPV16~881~-	chr15	71472705	HPV16	881	301	chr15:71525050	3	RP11-138H8.6;KRT8P9;THAP10;LRRC49;RPL5P3;CT62;RP11-673C5.1;THSD4-AS1;RP11-592N21.1;RP11-592N21.2;THSD4	RP11-1123I8.1;AC104938.1;NR2E3;CTD-2524L6.3;RNA5SP399;MYO9A;RP11-390D11.1;EIF5A2P1;RNU2-65P;AC022872.1
HNSC-CR-6472-TP	HPV16~881~+~chr16~1562023~+	chr16	1562023	HPV16	881	422	chr16:2296545	3	LA16c-390E6.4;CLCN7;LA16c-390E6.3;RPS3AP2;PTX4;TELO2;LA16c-385E7.1;LA16c-380F5.1;TMEM204;LA16c-380F5.3;IFT140	LA16c-313F4.1;LA16c-425C2.1;LA16c-395F10.2;LA16c-395F10.1;CRAMP1L;LA16c-431H6.7;HN1L;LA16c-329F2.2;LA16c-329F2.1;MIR3177
LIHC-DD-AADM-TP	NC_003977_3182nt_Hepatitis_B_virus~1824~+~chr16~2296545~+	chr16	2296545	NC_003977_3182nt_Hepatitis_B_virus	1824	367	chr16:2296545	3	DNASE1L2;RP11-304L19.11;ECI1;AC009065.4;RNPS1;AC009065.1;MIR3677;RP11-304L19.13;MIR940;MIR4717;ABCA3	RP11-715J22.1;ABCA17P;CCNF;RP11-715J22.3;RP11-715J22.4;C16orf59;MIR6768;RP11-715J22.2;NTN3;RP11-715J22.6
HNSC-CN-A499-TP	HPV16~809~+~chr16~1790108~+	chr16	1790108	HPV16	809	15	chr16:2296545	3	HN1L;LA16c-329F2.2;LA16c-329F2.1;MIR3177;MAPK8IP3;LA16c-361A3.3;NME3;MRPS34;EME2;NUBP2;SPSB3	IGFALS;HAGH;FAHD1;LA16c-429E7.1;MEIOB;LINC00254;XX-DJ76P10__A.2;HS3ST6;MSRB1;RPL3L
LIHC-DD-AADU-TP	NC_003977_3182nt_Hepatitis_B_virus~1774~+~chr16~32388082~+	chr16	32388082	NC_003977_3182nt_Hepatitis_B_virus	1774	32	chr16:32388082	2	RP11-17M15.1;FAM108A9P;RP11-56L13.6;RP11-56L13.7;TP53TG3D;RP11-56L13.1;RP11-1292F20.1;RP11-17M15.2;RP11-17M15.4;ACTR3BP3	RP11-626K17.5;PABPC1P13;RP11-626K17.3;RP11-626K17.2;ABCD1P3;RP11-652G5.1;RP11-652G5.2;RP11-96K14.1;RP11-586K12.13;RP11-586K12.11
LIHC-CC-5264-TP	NC_003977_3182nt_Hepatitis_B_virus~2081~+~chr16~31402112~+	chr16	31402112	NC_003977_3182nt_Hepatitis_B_virus	2081	28	chr16:32388082	2	RP11-388M20.6;FUS;RP11-388M20.1;PYCARD;PYCARD-AS1;PYDC1;TRIM72;ITGAM;RP11-120K18.3;ITGAX;ITGAD	RP11-120K18.2;COX6A2;RP11-452L6.8;ZNF843;RP11-452L6.1;RP11-452L6.5;ARMC5;RP11-452L6.6;TGFB1I1;SLC5A2
LIHC-DD-AAEE-TP	chr16~56942333~+~NC_003977_3182nt_Hepatitis_B_virus~1693~-	chr16	56942333	NC_003977_3182nt_Hepatitis_B_virus	1693	555	chr16:56942333	2	DPPA2P4;MT1A;RP11-343H19.1;NUP93;MIR138-2;AC012181.2;SLC12A3;RPS24P17;RP11-325K4.3;RP11-325K4.2;HERPUD1	AC012181.1;CETP;RP11-322D14.1;NLRC5;RP11-322D14.2;RP11-407G23.1;CPNE2;RP11-407G23.2;RP11-407G23.5;FAM192A
HNSC-MZ-A5BI-TP	chr16~56101168~+~HPV33~3350~+	chr16	56101168	HPV33	3350	11	chr16:56942333	2	RP11-212I21.3;RP11-212I21.4;LPCAT2;CAPNS2;SLC6A2;RP11-481F24.3;CES1P2;CES1P1;CES1;CES5A;RP11-461O7.1	RP11-461O7.2;RP11-355E10.1;CTD-2050B12.1;DKFZP434H168;MIR3935;GNAO1;RP11-441F2.2;RP11-441F2.4;RP11-441F2.5;AMFR
CESC-VS-A8EK-TP	chr16~69657899~+~HPV35~1444~-	chr16	69657899	HPV35	1444	13	chr16:70162358	3	PDF;COG8;NIP7;TMED6;TERF2;RP11-343C2.10;CYB5B;RP11-140H17.1;MIR1538;RP11-140H17.2;NFAT5	RP11-311C24.1;CTD-2033A16.1;NQO1;CTD-2033A16.3;NOB1;CTD-2033A16.2;SNORA62;WWP2;MIR140;CLEC18A
LIHC-BC-A10W-NT	NC_003977_3182nt_Hepatitis_B_virus~1827~+~chr16~70162358~+	chr16	70162358	NC_003977_3182nt_Hepatitis_B_virus	1827	70	chr16:70162358	3	WWP2;MIR140;CLEC18A;RP11-419C5.3;RP11-419C5.2;PDXDC2P;MIR1972-2;PDXDC2P;AC009022.1;RP11-106J23.1;PDPR;RP11-296I10.3	CLEC18C;RP11-296I10.5;AC009060.2;AC009060.1;FKSG63;SMG1P7;EXOSC6;AARS;RN7SL279P;DDX19B
LIHC-DD-AADV-TP	chr16~70050566~+~NC_003977_3182nt_Hepatitis_B_virus~1760~-	chr16	70050566	NC_003977_3182nt_Hepatitis_B_virus	1760	18	chr16:70162358	3	NOB1;CTD-2033A16.2;SNORA62;WWP2;MIR140;CLEC18A;RP11-419C5.3;RP11-419C5.2;PDXDC2P;MIR1972-2;PDXDC2P	AC009022.1;RP11-106J23.1;PDPR;RP11-296I10.3;CLEC18C;RP11-296I10.5;AC009060.2;AC009060.1;FKSG63;SMG1P7
LIHC-DD-AACV-TP	NC_003977_3182nt_Hepatitis_B_virus~1827~+~chr16~78643579~+	chr16	78643579	NC_003977_3182nt_Hepatitis_B_virus	1827	553	chr16:79128847	2	KRT8P22;RP11-358L22.2;RP11-358L22.3;RP11-190D6.1;RP11-190D6.2;LSM3P5;RP11-264L1.4;RP11-264L1.1;RP11-264L1.3;RP11-264L1.2;WWOX	RPS3P7;RP11-133M8.3;RP11-319G9.1;RP11-319G9.3;RP11-319G9.4;RP11-319G9.5;RP11-556H2.1;RP11-556H2.4;RP11-556H2.3;RP11-556H2.2
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1815~+~chr16~79128847~+	chr16	79128847	NC_003977_3182nt_Hepatitis_B_virus	1815	51	chr16:79128847	2	RPS3P7;RP11-133M8.3;RP11-319G9.1;RP11-319G9.3;RP11-319G9.4;RP11-319G9.5;RP11-556H2.1;RP11-556H2.4;RP11-556H2.3;RP11-556H2.2;WWOX	RP11-679B19.1;RP11-679B19.2;RNA5SP431;RP11-467I17.1;MAF;RP11-70D24.3;RP11-70D24.2;RP11-70D24.4;AC009159.1;RP11-70D24.1
LIHC-DD-AACQ-TP	NC_003977_3182nt_Hepatitis_B_virus~1719~+~chr16~88250048~+	chr16	88250048	NC_003977_3182nt_Hepatitis_B_virus	1719	568	chr16:88696794	5	CA5A;CTD-3057O21.1;BANP;RP11-863P13.5;RP11-863P13.6;RP11-863P13.4;RP11-863P13.1;RP11-863P13.3;RP11-863P13.2;LA16c-444G7.2;LA16c-444G7.1	ZNF469;MIR5189;ZFPM1;RP11-21B21.4;ZC3H18;IL17C;CYBA;MVD;SNAI3-AS1;SNAI3
LUSC-98-A538-TP	chr16~88696794~+~HPV16~881~-	chr16	88696794	HPV16	881	37	chr16:88696794	5	MIR5189;ZFPM1;RP11-21B21.4;ZC3H18;IL17C;CYBA;MVD;SNAI3-AS1;SNAI3;AC138028.1;RP5-1142A6.5;RNF166	RP5-1142A6.10;CTU2;MIR4722;RP5-1142A6.9;RP5-1142A6.2;RP5-1142A6.7;RP5-1142A6.8;PIEZO1;CDT1;APRT
CESC-JW-A5VL-TP	chr16~88696794~+~HPV16~881~-	chr16	88696794	HPV16	881	10618	chr16:88696794	5	MIR5189;ZFPM1;RP11-21B21.4;ZC3H18;IL17C;CYBA;MVD;SNAI3-AS1;SNAI3;AC138028.1;RP5-1142A6.5;RNF166	RP5-1142A6.10;CTU2;MIR4722;RP5-1142A6.9;RP5-1142A6.2;RP5-1142A6.7;RP5-1142A6.8;PIEZO1;CDT1;APRT
CESC-JW-A5VK-TP	chr16~88696788~+~HPV16~863~-	chr16	88696788	HPV16	863	13	chr16:88696794	5	MIR5189;ZFPM1;RP11-21B21.4;ZC3H18;IL17C;CYBA;MVD;SNAI3-AS1;SNAI3;AC138028.1;RP5-1142A6.5;RNF166	RP5-1142A6.10;CTU2;MIR4722;RP5-1142A6.9;RP5-1142A6.2;RP5-1142A6.7;RP5-1142A6.8;PIEZO1;CDT1;APRT
CESC-JX-A5QV-TP	chr16~88696788~+~HPV16~889~-	chr16	88696788	HPV16	889	12	chr16:88696794	5	MIR5189;ZFPM1;RP11-21B21.4;ZC3H18;IL17C;CYBA;MVD;SNAI3-AS1;SNAI3;AC138028.1;RP5-1142A6.5;RNF166	RP5-1142A6.10;CTU2;MIR4722;RP5-1142A6.9;RP5-1142A6.2;RP5-1142A6.7;RP5-1142A6.8;PIEZO1;CDT1;APRT
HNSC-MZ-A5BI-TP	chr17~16774758~+~HPV33~3350~+	chr17	16774758	HPV33	3350	11	chr17:17135967	3	ZNF287;AC005822.1;ZNF624;RP11-92B11.4;NEK4P2;RNASEH1P2;RNU6-405P;Metazoa_SRP;RP11-219A15.1;UPF3AP1;CCDC144A	SRP68P1;RP11-92B11.3;FAM106CP;USP32P1;RP11-219A15.2;NOS2P4;KRT16P6;KRT16P2;KRT17P1;KRT17P4
CESC-EK-A2RB-TP	chr17~17100114~+~HPV16~881~-	chr17	17100114	HPV16	881	5411	chr17:17135967	3	KRT17P1;KRT17P4;COTL1P1;RP1-48J14.1;TBC1D27;TNFRSF13B;AC104024.1;AC104024.2;RP11-416I2.1;MPRIP-AS1;MPRIP	RNU6-767P;RP11-45M22.3;RN7SL775P;RP11-45M22.2;PLD6;FLCN;RP11-45M22.5;POTENP;AC055811.1;COPS3
LIHC-CC-A5UC-TP	chr17~17135967~+~NC_003977_3182nt_Hepatitis_B_virus~1687~-	chr17	17135967	NC_003977_3182nt_Hepatitis_B_virus	1687	26	chr17:17135967	3	KRT17P1;KRT17P4;COTL1P1;RP1-48J14.1;TBC1D27;TNFRSF13B;AC104024.1;AC104024.2;RP11-416I2.1;MPRIP-AS1;MPRIP	RNU6-767P;RP11-45M22.3;RN7SL775P;RP11-45M22.2;PLD6;FLCN;RP11-45M22.5;POTENP;AC055811.1;COPS3
LIHC-CC-A5UE-TP	chr17~19565962~+~NC_003977_3182nt_Hepatitis_B_virus~1772~-	chr17	19565962	NC_003977_3182nt_Hepatitis_B_virus	1772	266	chr17:20403318	2	MFAP4;CTB-187M2.2;RNF112;AC004448.2;RPS2P46;AC004448.5;CTB-187M2.1;RPL17P43;SNORA59B;SNORA59A;SLC47A1;RP11-1113L8.1	RP11-1113L8.2;AC025627.7;RP11-1113L8.6;RP11-1113L8.7;MTND1P14;NMTRQ-TTG12-1;MTND2P12;AC025627.1;AC025627.4;CTD-2104P17.1
HNSC-MZ-A5BI-TP	chr17~20403318~+~HPV33~3350~+	chr17	20403318	HPV33	3350	11	chr17:20403318	2	AC005730.2;KCTD9P1;RNU6-258P;SPECC1;AC004702.2;RNU6-1057P;U6;RP11-121A13.3;Metazoa_SRP;UPF3AP2;CCDC144CP	SRP68P3;USP32P3;RP11-434D2.2;NOS2P3;LGALS9B;TNPO1P3;YWHAEP3;KRT16P5;KRT16P3;RP11-434D2.7
