hotspot	Chromosome	hotspot_coord	virus_genome	hotspot_virus_tally	insert_genes	insert_gene_count	hotspot_name
chr12:120248326	chr12	120248326	HPV33	1	RPLP0	3	chr12:120248326^RPLP0
chr12:120248326	chr12	120248326	NC_001702_8135nt_Murine_type_C_retrovirus	1	RPLP0	3	chr12:120248326^RPLP0
chr12:120248326	chr12	120248326	NC_001806_152222nt_Human_alphaherpesvirus_1	3	RPLP0	3	chr12:120248326^RPLP0
chr12:120769860	chr12	120769860	Eppstein-Barr	1	SPPL3	2	chr12:120769860^SPPL3
chr12:120769860	chr12	120769860	HPV11	1	SPPL3	2	chr12:120769860^SPPL3
chr12:120769860	chr12	120769860	HPV16	1	SPPL3	2	chr12:120769860^SPPL3
chr12:120769860	chr12	120769860	HPV18	1	SPPL3	2	chr12:120769860^SPPL3
chr12:120769860	chr12	120769860	HPV33	1	SPPL3	2	chr12:120769860^SPPL3
chr12:120769860	chr12	120769860	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	SPPL3	2	chr12:120769860^SPPL3
chr12:121311129	chr12	121311129	Eppstein-Barr	6	KDM2B	3	chr12:121311129^KDM2B
chr12:121311129	chr12	121311129	HPV16	2	KDM2B	3	chr12:121311129^KDM2B
chr12:121311129	chr12	121311129	HPV33	1	KDM2B	3	chr12:121311129^KDM2B
chr12:122389745	chr12	122389745	Eppstein-Barr	3	CLIP1	4	chr12:122389745^CLIP1
chr12:122389745	chr12	122389745	HBV	2	CLIP1	4	chr12:122389745^CLIP1
chr12:122389745	chr12	122389745	HPV16	1	CLIP1	4	chr12:122389745^CLIP1
chr12:122389745	chr12	122389745	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	CLIP1	4	chr12:122389745^CLIP1
chr12:12294238	chr12	12294238	Eppstein-Barr	2	BCL2L14	2	chr12:12294238^BCL2L14
chr12:12294238	chr12	12294238	HBV	1	BCL2L14	2	chr12:12294238^BCL2L14
chr12:12294238	chr12	12294238	HPV16	2	BCL2L14	2	chr12:12294238^BCL2L14
chr12:12294238	chr12	12294238	HPV18	1	BCL2L14	2	chr12:12294238^BCL2L14
chr12:12294238	chr12	12294238	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	BCL2L14	2	chr12:12294238^BCL2L14
chr12:12294238	chr12	12294238	NC_001806_152222nt_Human_alphaherpesvirus_1	1	BCL2L14	2	chr12:12294238^BCL2L14
chr12:123237729	chr12	123237729	Eppstein-Barr	3	HIP1R	2	chr12:123237729^HIP1R
chr12:123237729	chr12	123237729	HBV	1	HIP1R	2	chr12:123237729^HIP1R
chr12:123237729	chr12	123237729	HPV16	5	HIP1R	2	chr12:123237729^HIP1R
chr12:123237729	chr12	123237729	HPV33	1	HIP1R	2	chr12:123237729^HIP1R
chr12:123923624	chr12	123923624	Eppstein-Barr	1	FAM101A	2	chr12:123923624^FAM101A
chr12:123923624	chr12	123923624	HPV16	1	FAM101A	2	chr12:123923624^FAM101A
chr12:123923624	chr12	123923624	HPV18	1	FAM101A	2	chr12:123923624^FAM101A
chr12:123923624	chr12	123923624	HPV33	1	FAM101A	2	chr12:123923624^FAM101A
chr12:124497935	chr12	124497935	Eppstein-Barr	2	NCOR2	7	chr12:124497935^NCOR2
chr12:124497935	chr12	124497935	HBV	1	NCOR2	7	chr12:124497935^NCOR2
chr12:124497935	chr12	124497935	HPV16	2	NCOR2	7	chr12:124497935^NCOR2
chr12:124497935	chr12	124497935	HPV33	1	NCOR2	7	chr12:124497935^NCOR2
chr12:124497935	chr12	124497935	HPV39	1	NCOR2	7	chr12:124497935^NCOR2
chr12:124497935	chr12	124497935	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	NCOR2	7	chr12:124497935^NCOR2
chr12:124903126	chr12	124903126	Eppstein-Barr	17	UBC	35	chr12:124903126^UBC
chr12:124903126	chr12	124903126	HPV16	3	UBC	35	chr12:124903126^UBC
chr12:124903126	chr12	124903126	HPV18	1	UBC	35	chr12:124903126^UBC
chr12:124903126	chr12	124903126	HPV73	1	UBC	35	chr12:124903126^UBC
chr12:124903126	chr12	124903126	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	2	UBC	35	chr12:124903126^UBC
chr12:124903126	chr12	124903126	NC_001501_8332nt_Moloney_murine_leukemia_virus	2	UBC	35	chr12:124903126^UBC
chr12:124903126	chr12	124903126	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	1	UBC	35	chr12:124903126^UBC
chr12:124903126	chr12	124903126	NC_001702_8135nt_Murine_type_C_retrovirus	5	UBC	35	chr12:124903126^UBC
chr12:124903126	chr12	124903126	NC_001806_152222nt_Human_alphaherpesvirus_1	4	UBC	35	chr12:124903126^UBC
chr12:124903126	chr12	124903126	NC_006430_15246nt_Mammalian_orthorubulavirus_5	2	UBC	35	chr12:124903126^UBC
chr12:124903126	chr12	124903126	NC_007815_8197nt_PreXMRV_1	4	UBC	35	chr12:124903126^UBC
chr12:125349365	chr12	125349365	HPV16	2	TMEM132B	3	chr12:125349365^TMEM132B
chr12:125349365	chr12	125349365	HPV33	1	TMEM132B	3	chr12:125349365^TMEM132B
chr12:125997854	chr12	125997854	HBV	1	RP1-116K23.1~RP4-765H13.1	1	chr12:125997854^RP1-116K23.1~RP4-765H13.1
chr12:125997854	chr12	125997854	HPV16	4	RP1-116K23.1~RP4-765H13.1	1	chr12:125997854^RP1-116K23.1~RP4-765H13.1
chr12:125997854	chr12	125997854	HPV33	1	RP1-116K23.1~RP4-765H13.1	1	chr12:125997854^RP1-116K23.1~RP4-765H13.1
chr12:126419172	chr12	126419172	HPV16	2	LINC00943;LINC00944	1	chr12:126419172^LINC00943;LINC00944
chr12:126419172	chr12	126419172	HPV33	1	LINC00943;LINC00944	1	chr12:126419172^LINC00943;LINC00944
chr12:127110254	chr12	127110254	HPV11	1	RP11-575F12.1	1	chr12:127110254^RP11-575F12.1
chr12:127110254	chr12	127110254	HPV16	2	RP11-575F12.1	1	chr12:127110254^RP11-575F12.1
chr12:128102742	chr12	128102742	HBV	1	TMEM132C	2	chr12:128102742^TMEM132C
chr12:128102742	chr12	128102742	HPV16	3	TMEM132C	2	chr12:128102742^TMEM132C
chr12:128102742	chr12	128102742	HPV33	1	TMEM132C	2	chr12:128102742^TMEM132C
chr12:12858585	chr12	12858585	Eppstein-Barr	1	APOLD1	2	chr12:12858585^APOLD1
chr12:12858585	chr12	12858585	HPV16	2	APOLD1	2	chr12:12858585^APOLD1
chr12:12858585	chr12	12858585	HPV33	1	APOLD1	2	chr12:12858585^APOLD1
chr12:12858585	chr12	12858585	NC_001702_8135nt_Murine_type_C_retrovirus	3	APOLD1	2	chr12:12858585^APOLD1
chr12:128794707	chr12	128794707	Eppstein-Barr	35	SLC15A4;RP11-21K12.2	34	chr12:128794707^SLC15A4;RP11-21K12.2
chr12:128794707	chr12	128794707	HPV16	3	SLC15A4;RP11-21K12.2	34	chr12:128794707^SLC15A4;RP11-21K12.2
chr12:128794707	chr12	128794707	HPV58	1	SLC15A4;RP11-21K12.2	34	chr12:128794707^SLC15A4;RP11-21K12.2
chr12:130486595	chr12	130486595	HPV11	1	RIMBP2	2	chr12:130486595^RIMBP2
chr12:130486595	chr12	130486595	HPV16	3	RIMBP2	2	chr12:130486595^RIMBP2
chr12:130486595	chr12	130486595	HPV33	1	RIMBP2	2	chr12:130486595^RIMBP2
chr12:130486595	chr12	130486595	HPV58	1	RIMBP2	2	chr12:130486595^RIMBP2
chr12:130486595	chr12	130486595	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	RIMBP2	2	chr12:130486595^RIMBP2
chr12:131012623	chr12	131012623	Eppstein-Barr	1	GPR133	2	chr12:131012623^GPR133
chr12:131012623	chr12	131012623	HPV16	3	GPR133	2	chr12:131012623^GPR133
chr12:131012623	chr12	131012623	HPV33	1	GPR133	2	chr12:131012623^GPR133
chr12:131557295	chr12	131557295	Eppstein-Barr	1	AC073578.1~RP11-292I17.1	4	chr12:131557295^AC073578.1~RP11-292I17.1
chr12:131557295	chr12	131557295	HPV11	1	AC073578.1~RP11-292I17.1	4	chr12:131557295^AC073578.1~RP11-292I17.1
chr12:131557295	chr12	131557295	HPV16	5	AC073578.1~RP11-292I17.1	4	chr12:131557295^AC073578.1~RP11-292I17.1
chr12:131557295	chr12	131557295	HPV18	1	AC073578.1~RP11-292I17.1	4	chr12:131557295^AC073578.1~RP11-292I17.1
chr12:131557295	chr12	131557295	HPV33	3	AC073578.1~RP11-292I17.1	4	chr12:131557295^AC073578.1~RP11-292I17.1
chr12:131557295	chr12	131557295	NC_001806_152222nt_Human_alphaherpesvirus_1	2	AC073578.1~RP11-292I17.1	4	chr12:131557295^AC073578.1~RP11-292I17.1
chr12:132194871	chr12	132194871	Eppstein-Barr	1	GALNT9	5	chr12:132194871^GALNT9
chr12:132194871	chr12	132194871	HPV11	1	GALNT9	5	chr12:132194871^GALNT9
chr12:132194871	chr12	132194871	HPV16	5	GALNT9	5	chr12:132194871^GALNT9
chr12:132194871	chr12	132194871	HPV33	1	GALNT9	5	chr12:132194871^GALNT9
chr12:132709744	chr12	132709744	Eppstein-Barr	7	CHFR	3	chr12:132709744^CHFR
chr12:132709744	chr12	132709744	HPV16	3	CHFR	3	chr12:132709744^CHFR
chr12:132709744	chr12	132709744	HPV33	1	CHFR	3	chr12:132709744^CHFR
chr12:132709744	chr12	132709744	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	CHFR	3	chr12:132709744^CHFR
chr12:132709744	chr12	132709744	NC_001806_152222nt_Human_alphaherpesvirus_1	2	CHFR	3	chr12:132709744^CHFR
chr12:132709744	chr12	132709744	NC_007815_8197nt_PreXMRV_1	1	CHFR	3	chr12:132709744^CHFR
chr12:13343680	chr12	13343680	HPV16	3	EMP1~LINC01559	2	chr12:13343680^EMP1~LINC01559
chr12:13343680	chr12	13343680	HPV58	1	EMP1~LINC01559	2	chr12:13343680^EMP1~LINC01559
chr12:13343680	chr12	13343680	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	EMP1~LINC01559	2	chr12:13343680^EMP1~LINC01559
chr12:14066969	chr12	14066969	HPV16	5	GRIN2B	3	chr12:14066969^GRIN2B
chr12:14066969	chr12	14066969	HPV18	1	GRIN2B	3	chr12:14066969^GRIN2B
chr12:14676282	chr12	14676282	Eppstein-Barr	3	WBP11	2	chr12:14676282^WBP11
chr12:14676282	chr12	14676282	HPV16	5	WBP11	2	chr12:14676282^WBP11
chr12:14676282	chr12	14676282	HPV33	1	WBP11	2	chr12:14676282^WBP11
chr12:15722731	chr12	15722731	HPV16	3	EPS8	4	chr12:15722731^EPS8
chr12:15722731	chr12	15722731	HPV18	2	EPS8	4	chr12:15722731^EPS8
chr12:15722731	chr12	15722731	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	EPS8	4	chr12:15722731^EPS8
chr12:15722731	chr12	15722731	NC_001702_8135nt_Murine_type_C_retrovirus	1	EPS8	4	chr12:15722731^EPS8
chr12:15722731	chr12	15722731	NC_007815_8197nt_PreXMRV_1	1	EPS8	4	chr12:15722731^EPS8
chr12:1627180	chr12	1627180	HBV	1	ADIPOR2	2	chr12:1627180^ADIPOR2
chr12:1627180	chr12	1627180	HPV16	4	ADIPOR2	2	chr12:1627180^ADIPOR2
chr12:1627180	chr12	1627180	HPV33	1	ADIPOR2	2	chr12:1627180^ADIPOR2
chr12:16582836	chr12	16582836	Eppstein-Barr	1	LMO3~RP11-69C13.1	1	chr12:16582836^LMO3~RP11-69C13.1
chr12:16582836	chr12	16582836	HPV16	1	LMO3~RP11-69C13.1	1	chr12:16582836^LMO3~RP11-69C13.1
chr12:16582836	chr12	16582836	HPV18	1	LMO3~RP11-69C13.1	1	chr12:16582836^LMO3~RP11-69C13.1
chr12:16582836	chr12	16582836	HPV33	1	LMO3~RP11-69C13.1	1	chr12:16582836^LMO3~RP11-69C13.1
chr12:17649538	chr12	17649538	HPV16	3	Y_RNA~RERGL	2	chr12:17649538^Y_RNA~RERGL
chr12:17649538	chr12	17649538	HPV58	1	Y_RNA~RERGL	2	chr12:17649538^Y_RNA~RERGL
chr12:18666491	chr12	18666491	HPV16	3	CAPZA3~RPL7P6	2	chr12:18666491^CAPZA3~RPL7P6
chr12:18666491	chr12	18666491	HPV33	1	CAPZA3~RPL7P6	2	chr12:18666491^CAPZA3~RPL7P6
chr12:189056	chr12	189056	HPV16	3	KDM5A	2	chr12:189056^KDM5A
chr12:189056	chr12	189056	HPV58	1	KDM5A	2	chr12:189056^KDM5A
chr12:19387282	chr12	19387282	HPV16	1	AEBP2	2	chr12:19387282^AEBP2
chr12:19387282	chr12	19387282	HPV31	1	AEBP2	2	chr12:19387282^AEBP2
chr12:19387282	chr12	19387282	HPV58	1	AEBP2	2	chr12:19387282^AEBP2
chr12:19387282	chr12	19387282	NC_001702_8135nt_Murine_type_C_retrovirus	1	AEBP2	2	chr12:19387282^AEBP2
chr12:19387282	chr12	19387282	NC_001806_152222nt_Human_alphaherpesvirus_1	1	AEBP2	2	chr12:19387282^AEBP2
chr12:20010928	chr12	20010928	HPV16	2	CTC-465D4.1~RP11-284H19.1	2	chr12:20010928^CTC-465D4.1~RP11-284H19.1
chr12:20010928	chr12	20010928	HPV18	2	CTC-465D4.1~RP11-284H19.1	2	chr12:20010928^CTC-465D4.1~RP11-284H19.1
chr12:20524652	chr12	20524652	Eppstein-Barr	1	PDE3A	10	chr12:20524652^PDE3A
chr12:20524652	chr12	20524652	HPV16	1	PDE3A	10	chr12:20524652^PDE3A
chr12:20524652	chr12	20524652	NC_001501_8332nt_Moloney_murine_leukemia_virus	2	PDE3A	10	chr12:20524652^PDE3A
chr12:20524652	chr12	20524652	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	1	PDE3A	10	chr12:20524652^PDE3A
chr12:20524652	chr12	20524652	NC_001702_8135nt_Murine_type_C_retrovirus	3	PDE3A	10	chr12:20524652^PDE3A
chr12:20524652	chr12	20524652	NC_001806_152222nt_Human_alphaherpesvirus_1	4	PDE3A	10	chr12:20524652^PDE3A
chr12:20524652	chr12	20524652	NC_007815_8197nt_PreXMRV_1	1	PDE3A	10	chr12:20524652^PDE3A
chr12:21081224	chr12	21081224	HBV	2	SLCO1B1	2	chr12:21081224^SLCO1B1
chr12:21081224	chr12	21081224	HPV16	1	SLCO1B1	2	chr12:21081224^SLCO1B1
chr12:21081224	chr12	21081224	HPV58	1	SLCO1B1	2	chr12:21081224^SLCO1B1
chr12:21649667	chr12	21649667	HPV16	3	ABCC9	1	chr12:21649667^ABCC9
chr12:2173850	chr12	2173850	HPV16	4	CACNA1C	3	chr12:2173850^CACNA1C
chr12:22275960	chr12	22275960	HBV	1	ST8SIA1	5	chr12:22275960^ST8SIA1
chr12:22275960	chr12	22275960	HPV11	1	ST8SIA1	5	chr12:22275960^ST8SIA1
chr12:22275960	chr12	22275960	HPV16	2	ST8SIA1	5	chr12:22275960^ST8SIA1
chr12:22275960	chr12	22275960	HPV18	1	ST8SIA1	5	chr12:22275960^ST8SIA1
chr12:23069743	chr12	23069743	HPV16	3	RP11-114G22.1;RP11-153K16.1	2	chr12:23069743^RP11-114G22.1;RP11-153K16.1
chr12:23069743	chr12	23069743	HPV33	1	RP11-114G22.1;RP11-153K16.1	2	chr12:23069743^RP11-114G22.1;RP11-153K16.1
chr12:24162676	chr12	24162676	HBV	1	SOX5~MIR920	3	chr12:24162676^SOX5~MIR920
chr12:24162676	chr12	24162676	HPV16	2	SOX5~MIR920	3	chr12:24162676^SOX5~MIR920
chr12:24162676	chr12	24162676	HPV33	1	SOX5~MIR920	3	chr12:24162676^SOX5~MIR920
chr12:24699042	chr12	24699042	HPV16	3	BCAT1	1	chr12:24699042^BCAT1
chr12:24699042	chr12	24699042	HPV33	1	BCAT1	1	chr12:24699042^BCAT1
chr12:25258765	chr12	25258765	HPV16	3	KRAS~RP11-707G18.1	1	chr12:25258765^KRAS~RP11-707G18.1
chr12:2574896	chr12	2574896	HPV16	2	CACNA1C	2	chr12:2574896^CACNA1C
chr12:2574896	chr12	2574896	HPV18	1	CACNA1C	2	chr12:2574896^CACNA1C
chr12:26611291	chr12	26611291	Eppstein-Barr	1	ITPR2	5	chr12:26611291^ITPR2
chr12:26611291	chr12	26611291	HBV	1	ITPR2	5	chr12:26611291^ITPR2
chr12:26611291	chr12	26611291	HPV16	4	ITPR2	5	chr12:26611291^ITPR2
chr12:27864208	chr12	27864208	HPV16	4	CCDC91	2	chr12:27864208^CCDC91
chr12:27864208	chr12	27864208	HPV58	1	CCDC91	2	chr12:27864208^CCDC91
chr12:29297925	chr12	29297925	HPV16	4	FAR2	4	chr12:29297925^FAR2
chr12:29297925	chr12	29297925	HPV33	1	FAR2	4	chr12:29297925^FAR2
chr12:30677036	chr12	30677036	Eppstein-Barr	2	RP11-155I9.1~RP11-776A13.2	2	chr12:30677036^RP11-155I9.1~RP11-776A13.2
chr12:30677036	chr12	30677036	HBV	1	RP11-155I9.1~RP11-776A13.2	2	chr12:30677036^RP11-155I9.1~RP11-776A13.2
chr12:30677036	chr12	30677036	HPV16	3	RP11-155I9.1~RP11-776A13.2	2	chr12:30677036^RP11-155I9.1~RP11-776A13.2
chr12:30677036	chr12	30677036	HPV31	1	RP11-155I9.1~RP11-776A13.2	2	chr12:30677036^RP11-155I9.1~RP11-776A13.2
chr12:31114319	chr12	31114319	Eppstein-Barr	2	DDX11-AS1	1	chr12:31114319^DDX11-AS1
chr12:31114319	chr12	31114319	HPV16	3	DDX11-AS1	1	chr12:31114319^DDX11-AS1
chr12:31114319	chr12	31114319	HPV33	1	DDX11-AS1	1	chr12:31114319^DDX11-AS1
chr12:31114319	chr12	31114319	NC_001702_8135nt_Murine_type_C_retrovirus	1	DDX11-AS1	1	chr12:31114319^DDX11-AS1
chr12:3126307	chr12	3126307	HPV11	1	TSPAN9	2	chr12:3126307^TSPAN9
chr12:3126307	chr12	3126307	HPV16	2	TSPAN9	2	chr12:3126307^TSPAN9
chr12:3126307	chr12	3126307	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	TSPAN9	2	chr12:3126307^TSPAN9
chr12:31822396	chr12	31822396	HPV16	4	AMN1	2	chr12:31822396^AMN1
chr12:31822396	chr12	31822396	HPV33	1	AMN1	2	chr12:31822396^AMN1
chr12:31822396	chr12	31822396	HPV58	1	AMN1	2	chr12:31822396^AMN1
chr12:31822396	chr12	31822396	HPV59	1	AMN1	2	chr12:31822396^AMN1
chr12:31822396	chr12	31822396	NC_001806_152222nt_Human_alphaherpesvirus_1	1	AMN1	2	chr12:31822396^AMN1
chr12:32372353	chr12	32372353	HPV11	1	BICD1	3	chr12:32372353^BICD1
chr12:32372353	chr12	32372353	HPV16	2	BICD1	3	chr12:32372353^BICD1
chr12:32372353	chr12	32372353	HPV18	1	BICD1	3	chr12:32372353^BICD1
chr12:32372353	chr12	32372353	HPV33	1	BICD1	3	chr12:32372353^BICD1
chr12:34850833	chr12	34850833	HPV16	8	RP13-7D7.1~RP11-125N22.4	9	chr12:34850833^RP13-7D7.1~RP11-125N22.4
chr12:34850833	chr12	34850833	HPV33	1	RP13-7D7.1~RP11-125N22.4	9	chr12:34850833^RP13-7D7.1~RP11-125N22.4
chr12:35258046	chr12	35258046	HPV16	3	RP13-7D7.1~RP11-125N22.4	4	chr12:35258046^RP13-7D7.1~RP11-125N22.4
chr12:35258046	chr12	35258046	HPV33	1	RP13-7D7.1~RP11-125N22.4	4	chr12:35258046^RP13-7D7.1~RP11-125N22.4
chr12:35668038	chr12	35668038	HPV16	4	RP13-7D7.1~RP11-125N22.4	5	chr12:35668038^RP13-7D7.1~RP11-125N22.4
chr12:35668038	chr12	35668038	HPV33	1	RP13-7D7.1~RP11-125N22.4	5	chr12:35668038^RP13-7D7.1~RP11-125N22.4
chr12:36113660	chr12	36113660	HPV16	7	RP13-7D7.1~RP11-125N22.4	9	chr12:36113660^RP13-7D7.1~RP11-125N22.4
chr12:36113660	chr12	36113660	HPV18	1	RP13-7D7.1~RP11-125N22.4	9	chr12:36113660^RP13-7D7.1~RP11-125N22.4
chr12:36113660	chr12	36113660	HPV33	1	RP13-7D7.1~RP11-125N22.4	9	chr12:36113660^RP13-7D7.1~RP11-125N22.4
chr12:36697675	chr12	36697675	HPV16	5	RP13-7D7.1~RP11-125N22.4	6	chr12:36697675^RP13-7D7.1~RP11-125N22.4
chr12:36697675	chr12	36697675	HPV33	1	RP13-7D7.1~RP11-125N22.4	6	chr12:36697675^RP13-7D7.1~RP11-125N22.4
chr12:37128144	chr12	37128144	HPV16	3	RP13-7D7.1~RP11-125N22.4	4	chr12:37128144^RP13-7D7.1~RP11-125N22.4
chr12:37128144	chr12	37128144	HPV33	1	RP13-7D7.1~RP11-125N22.4	4	chr12:37128144^RP13-7D7.1~RP11-125N22.4
chr12:37596081	chr12	37596081	HPV16	5	RP11-125N22.2~RP11-297L6.2	4	chr12:37596081^RP11-125N22.2~RP11-297L6.2
chr12:37596081	chr12	37596081	HPV33	1	RP11-125N22.2~RP11-297L6.2	4	chr12:37596081^RP11-125N22.2~RP11-297L6.2
chr12:38495165	chr12	38495165	HBV	1	CPNE8	2	chr12:38495165^CPNE8
chr12:38495165	chr12	38495165	HPV16	3	CPNE8	2	chr12:38495165^CPNE8
chr12:38495165	chr12	38495165	HPV58	1	CPNE8	2	chr12:38495165^CPNE8
chr12:39341255	chr12	39341255	HBV	1	RP11-242C24.2~RP11-242C24.3	2	chr12:39341255^RP11-242C24.2~RP11-242C24.3
chr12:39341255	chr12	39341255	HPV16	3	RP11-242C24.2~RP11-242C24.3	2	chr12:39341255^RP11-242C24.2~RP11-242C24.3
chr12:42553505	chr12	42553505	Eppstein-Barr	2	PPHLN1	4	chr12:42553505^PPHLN1
chr12:42553505	chr12	42553505	HPV16	3	PPHLN1	4	chr12:42553505^PPHLN1
chr12:42553505	chr12	42553505	HPV58	1	PPHLN1	4	chr12:42553505^PPHLN1
chr12:4373073	chr12	4373073	Eppstein-Barr	1	C12orf4	1	chr12:4373073^C12orf4
chr12:4373073	chr12	4373073	HBV	1	C12orf4	1	chr12:4373073^C12orf4
chr12:4373073	chr12	4373073	HPV16	2	C12orf4	1	chr12:4373073^C12orf4
chr12:4373073	chr12	4373073	HPV33	1	C12orf4	1	chr12:4373073^C12orf4
chr12:4373073	chr12	4373073	HPV58	1	C12orf4	1	chr12:4373073^C12orf4
chr12:44946906	chr12	44946906	HPV16	4	NELL2	2	chr12:44946906^NELL2
chr12:44946906	chr12	44946906	HPV33	1	NELL2	2	chr12:44946906^NELL2
chr12:46430591	chr12	46430591	HPV16	2	RP11-446N19.1;RP11-96H19.1	3	chr12:46430591^RP11-446N19.1;RP11-96H19.1
chr12:46430591	chr12	46430591	HPV33	1	RP11-446N19.1;RP11-96H19.1	3	chr12:46430591^RP11-446N19.1;RP11-96H19.1
chr12:46430591	chr12	46430591	HPV58	1	RP11-446N19.1;RP11-96H19.1	3	chr12:46430591^RP11-446N19.1;RP11-96H19.1
chr12:47835532	chr12	47835532	HPV16	3	RP1-90J4.3~RP3-432I18.1	1	chr12:47835532^RP1-90J4.3~RP3-432I18.1
chr12:48376410	chr12	48376410	HBV	1	CCDC184~RP11-474C8.7	1	chr12:48376410^CCDC184~RP11-474C8.7
chr12:48376410	chr12	48376410	HPV16	1	CCDC184~RP11-474C8.7	1	chr12:48376410^CCDC184~RP11-474C8.7
chr12:48376410	chr12	48376410	HPV33	1	CCDC184~RP11-474C8.7	1	chr12:48376410^CCDC184~RP11-474C8.7
chr12:49078130	chr12	49078130	Eppstein-Barr	7	TUBA1B;RP11-386G11.10	7	chr12:49078130^TUBA1B;RP11-386G11.10
chr12:49078130	chr12	49078130	HPV16	1	TUBA1B;RP11-386G11.10	7	chr12:49078130^TUBA1B;RP11-386G11.10
chr12:49078130	chr12	49078130	HPV33	1	TUBA1B;RP11-386G11.10	7	chr12:49078130^TUBA1B;RP11-386G11.10
chr12:49078130	chr12	49078130	HPV58	1	TUBA1B;RP11-386G11.10	7	chr12:49078130^TUBA1B;RP11-386G11.10
chr12:49078130	chr12	49078130	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	TUBA1B;RP11-386G11.10	7	chr12:49078130^TUBA1B;RP11-386G11.10
chr12:49078130	chr12	49078130	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	TUBA1B;RP11-386G11.10	7	chr12:49078130^TUBA1B;RP11-386G11.10
chr12:49078130	chr12	49078130	NC_001702_8135nt_Murine_type_C_retrovirus	2	TUBA1B;RP11-386G11.10	7	chr12:49078130^TUBA1B;RP11-386G11.10
chr12:49078130	chr12	49078130	NC_001806_152222nt_Human_alphaherpesvirus_1	1	TUBA1B;RP11-386G11.10	7	chr12:49078130^TUBA1B;RP11-386G11.10
chr12:49078130	chr12	49078130	NC_006430_15246nt_Mammalian_orthorubulavirus_5	1	TUBA1B;RP11-386G11.10	7	chr12:49078130^TUBA1B;RP11-386G11.10
chr12:49078130	chr12	49078130	NC_009333_137969nt_Human_gammaherpesvirus_8	1	TUBA1B;RP11-386G11.10	7	chr12:49078130^TUBA1B;RP11-386G11.10
chr12:49764328	chr12	49764328	Eppstein-Barr	1	AQP5~AQP6	1	chr12:49764328^AQP5~AQP6
chr12:49764328	chr12	49764328	HPV16	4	AQP5~AQP6	1	chr12:49764328^AQP5~AQP6
chr12:49764328	chr12	49764328	HPV33	1	AQP5~AQP6	1	chr12:49764328^AQP5~AQP6
chr12:51417167	chr12	51417167	HPV16	2	DAZAP2;SMAGP	1	chr12:51417167^DAZAP2;SMAGP
chr12:51417167	chr12	51417167	NC_007815_8197nt_PreXMRV_1	1	DAZAP2;SMAGP	1	chr12:51417167^DAZAP2;SMAGP
chr12:52043784	chr12	52043784	HPV16	4	AC078864.2~KRT80	2	chr12:52043784^AC078864.2~KRT80
chr12:52043784	chr12	52043784	HPV52	1	AC078864.2~KRT80	2	chr12:52043784^AC078864.2~KRT80
chr12:52043784	chr12	52043784	NC_001702_8135nt_Murine_type_C_retrovirus	1	AC078864.2~KRT80	2	chr12:52043784^AC078864.2~KRT80
chr12:52633705	chr12	52633705	Eppstein-Barr	1	KRT5	7	chr12:52633705^KRT5
chr12:52633705	chr12	52633705	HPV11	1	KRT5	7	chr12:52633705^KRT5
chr12:52633705	chr12	52633705	HPV16	1	KRT5	7	chr12:52633705^KRT5
chr12:52633705	chr12	52633705	HPV33	5	KRT5	7	chr12:52633705^KRT5
chr12:52633705	chr12	52633705	HPV58	1	KRT5	7	chr12:52633705^KRT5
chr12:52633705	chr12	52633705	NC_001501_8332nt_Moloney_murine_leukemia_virus	2	KRT5	7	chr12:52633705^KRT5
chr12:52633705	chr12	52633705	NC_001702_8135nt_Murine_type_C_retrovirus	1	KRT5	7	chr12:52633705^KRT5
chr12:52633705	chr12	52633705	NC_007815_8197nt_PreXMRV_1	1	KRT5	7	chr12:52633705^KRT5
chr12:53069645	chr12	53069645	Eppstein-Barr	3	IGFBP6	2	chr12:53069645^IGFBP6
chr12:53069645	chr12	53069645	HPV16	3	IGFBP6	2	chr12:53069645^IGFBP6
chr12:53069645	chr12	53069645	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	IGFBP6	2	chr12:53069645^IGFBP6
chr12:53069645	chr12	53069645	NC_001702_8135nt_Murine_type_C_retrovirus	1	IGFBP6	2	chr12:53069645^IGFBP6
chr12:53069645	chr12	53069645	NC_001806_152222nt_Human_alphaherpesvirus_1	1	IGFBP6	2	chr12:53069645^IGFBP6
chr12:53069645	chr12	53069645	NC_006430_15246nt_Mammalian_orthorubulavirus_5	1	IGFBP6	2	chr12:53069645^IGFBP6
chr12:53598853	chr12	53598853	Eppstein-Barr	7	PCBP2	3	chr12:53598853^PCBP2
