#sample	#FusionName	JunctionReadCount	SpanningFragCount	est_J	est_S	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots
VCAP_PROSTATE	RGS5--SDF2	2	0	2.00	0.00	ONLY_REF_SPLICE	RGS5^ENSG00000232995.6	chr1:163248530:-	SDF2^ENSG00000132581.8	chr17:28655483:-	YES_LDAS	0.0147	GT	1.3383	AG	1.8295	["INTERCHROMOSOMAL[chr1--chr17]"]
VCAP_PROSTATE	RCN2--SETX	2	0	2.00	0.00	ONLY_REF_SPLICE	RCN2^ENSG00000117906.12	chr15:76935722:+	SETX^ENSG00000107290.12	chr9:132349435:-	YES_LDAS	0.0147	GT	1.9329	AG	1.8892	["INTERCHROMOSOMAL[chr15--chr9]"]
VCAP_PROSTATE	RCC1--RPS7	2	0	2.00	0.00	ONLY_REF_SPLICE	RCC1^ENSG00000180198.14	chr1:28508160:+	RPS7^ENSG00000171863.11	chr2:3575592:+	YES_LDAS	0.0147	GT	1.7968	AG	1.9656	["INTERCHROMOSOMAL[chr1--chr2]"]
VCAP_PROSTATE	RCC1--PCCA	2	0	2.00	0.00	ONLY_REF_SPLICE	RCC1^ENSG00000180198.14	chr1:28508160:+	PCCA^ENSG00000175198.13	chr13:100425633:+	YES_LDAS	0.0147	GT	1.7968	AG	1.4566	["INTERCHROMOSOMAL[chr1--chr13]"]
VCAP_PROSTATE	RCC1--HDGF	2	0	2.00	0.00	ONLY_REF_SPLICE	RCC1^ENSG00000180198.14	chr1:28508160:+	HDGF^ENSG00000143321.17	chr1:156745373:-	YES_LDAS	0.0147	GT	1.7968	AG	1.9899	["INTRACHROMOSOMAL[chr1:128.20Mb]"]
VCAP_PROSTATE	RCC1--GNB1	2	0	2.00	0.00	ONLY_REF_SPLICE	RCC1^ENSG00000180198.14	chr1:28508160:+	GNB1^ENSG00000078369.16	chr1:1825499:-	YES_LDAS	0.0147	GT	1.7968	AG	1.8062	["INTRACHROMOSOMAL[chr1:26.61Mb]"]
VCAP_PROSTATE	RCC1--CTTN	2	0	2.00	0.00	ONLY_REF_SPLICE	RCC1^ENSG00000180198.14	chr1:28508160:+	CTTN^ENSG00000085733.14	chr11:70405265:+	YES_LDAS	0.0147	GT	1.7968	AG	1.8892	["INTERCHROMOSOMAL[chr1--chr11]"]
VCAP_PROSTATE	RBM4--PGS1	2	0	2.00	0.00	ONLY_REF_SPLICE	RBM4^ENSG00000173933.18	chr11:66640123:+	PGS1^ENSG00000087157.17	chr17:78414879:+	YES_LDAS	0.0147	GT	1.9219	AG	1.8062	["INTERCHROMOSOMAL[chr11--chr17]"]
VCAP_PROSTATE	RALBP1--HP1BP3	2	0	2.00	0.00	ONLY_REF_SPLICE	RALBP1^ENSG00000017797.10	chr18:9475691:+	HP1BP3^ENSG00000127483.16	chr1:20773610:-	YES_LDAS	0.0147	GT	1.5058	AG	1.8892	["INTERCHROMOSOMAL[chr18--chr1]"]
VCAP_PROSTATE	RAB20--SET	2	0	2.00	0.00	ONLY_REF_SPLICE	RAB20^ENSG00000139832.4	chr13:110561348:-	SET^ENSG00000119335.15	chr9:128691170:+	YES_LDAS	0.0147	GT	1.9086	AG	1.2419	["INTERCHROMOSOMAL[chr13--chr9]"]
VCAP_PROSTATE	PTPDC1--CDH7	2	0	2.00	0.00	ONLY_REF_SPLICE	PTPDC1^ENSG00000158079.13	chr9:94031127:+	CDH7^ENSG00000081138.12	chr18:65859708:+	YES_LDAS	0.0147	GT	1.7819	AG	1.8892	["INTERCHROMOSOMAL[chr9--chr18]"]
VCAP_PROSTATE	PTMS--ANP32A	2	0	2.00	0.00	ONLY_REF_SPLICE	PTMS^ENSG00000159335.14	chr12:6770218:+	ANP32A^ENSG00000140350.14	chr15:68780470:-	YES_LDAS	0.0147	GT	1.7465	AG	1.5656	["INTERCHROMOSOMAL[chr12--chr15]"]
VCAP_PROSTATE	PTGES2--FAM102A	2	0	2.00	0.00	ONLY_REF_SPLICE	PTGES2^ENSG00000148334.13	chr9:128122362:-	FAM102A^ENSG00000167106.10	chr9:127945753:-	YES_LDAS	0.0147	GT	1.9219	AG	1.8062	["INTRACHROMOSOMAL[chr9:0.14Mb]"]
VCAP_PROSTATE	PROSER2--RPP38	2	0	2.00	0.00	ONLY_REF_SPLICE	PROSER2^ENSG00000148426.11	chr10:11823470:+	RPP38^ENSG00000152464.13	chr10:15103305:+	YES_LDAS	0.0147	GT	1.6895	AG	1.9086	["INTRACHROMOSOMAL[chr10:3.22Mb]"]
VCAP_PROSTATE	PRKCH--NCAPG	2	0	2.00	0.00	ONLY_REF_SPLICE	PRKCH^ENSG00000027075.12	chr14:61457679:+	NCAPG^ENSG00000109805.8	chr4:17824968:+	YES_LDAS	0.0147	GT	1.7968	AG	1.8323	["INTERCHROMOSOMAL[chr14--chr4]"]
VCAP_PROSTATE	PPP2R1A--ZNF577	2	0	2.00	0.00	ONLY_REF_SPLICE	PPP2R1A^ENSG00000105568.16	chr19:52190174:+	ZNF577^ENSG00000161551.11	chr19:51880877:-	YES_LDAS	0.0147	GT	1.9086	AG	1.9086	["INTRACHROMOSOMAL[chr19:0.30Mb]"]
VCAP_PROSTATE	PPHLN1--SMC4	2	0	2.00	0.00	ONLY_REF_SPLICE	PPHLN1^ENSG00000134283.16	chr12:42335974:+	SMC4^ENSG00000113810.14	chr3:160411920:+	YES_LDAS	0.0147	GT	1.9656	AG	1.7819	["INTERCHROMOSOMAL[chr12--chr3]"]
VCAP_PROSTATE	POU2F1--DHX15	2	0	2.00	0.00	ONLY_REF_SPLICE	POU2F1^ENSG00000143190.20	chr1:167220958:+	DHX15^ENSG00000109606.11	chr4:24556410:-	YES_LDAS	0.0147	GT	1.5656	AG	1.8256	["INTERCHROMOSOMAL[chr1--chr4]"]
VCAP_PROSTATE	PHF21B--KCNH2	2	0	2.00	0.00	ONLY_REF_SPLICE	PHF21B^ENSG00000056487.14	chr22:45008545:-	KCNH2^ENSG00000055118.13	chr7:150974941:-	YES_LDAS	0.0147	GT	1.6895	AG	1.9899	["INTERCHROMOSOMAL[chr22--chr7]"]
VCAP_PROSTATE	OLA1--ILF2	2	0	2.00	0.00	ONLY_REF_SPLICE	OLA1^ENSG00000138430.14	chr2:174081152:-	ILF2^ENSG00000143621.15	chr1:153662556:-	YES_LDAS	0.0147	GT	1.9329	AG	1.8892	["INTERCHROMOSOMAL[chr2--chr1]"]
VCAP_PROSTATE	NUPL2--KDM3B	2	0	2.00	0.00	ONLY_REF_SPLICE	NUPL2^ENSG00000136243.15	chr7:23187146:+	KDM3B^ENSG00000120733.12	chr5:138393171:+	YES_LDAS	0.0147	GT	1.7819	AG	1.9329	["INTERCHROMOSOMAL[chr7--chr5]"]
VCAP_PROSTATE	NUP210--PRRC2C	2	0	2.00	0.00	ONLY_REF_SPLICE	NUP210^ENSG00000132182.10	chr3:13351879:-	PRRC2C^ENSG00000117523.14	chr1:171588379:+	YES_LDAS	0.0147	GT	1.8295	AG	1.9899	["INTERCHROMOSOMAL[chr3--chr1]"]
VCAP_PROSTATE	NQO2--MKI67	2	0	2.00	0.00	ONLY_REF_SPLICE	NQO2^ENSG00000124588.18	chr6:3006559:+	MKI67^ENSG00000148773.11	chr10:128119319:-	YES_LDAS	0.0147	GT	1.9899	AG	1.4566	["INTERCHROMOSOMAL[chr6--chr10]"]
VCAP_PROSTATE	NME1-NME2--NME1	2	0	2.00	0.00	ONLY_REF_SPLICE	NME1-NME2^ENSG00000243678.10	chr17:51168343:+	NME1^ENSG00000239672.6	chr17:51161160:+	YES_LDAS	0.0147	GT	1.8062	AG	1.5546	["DGD_PARALOGS","INTRACHROMOSOMAL[chr17:0.00Mb]","LOCAL_REARRANGEMENT:+:[3007]"]
VCAP_PROSTATE	NIPBL--RANBP3L	2	0	2.00	0.00	ONLY_REF_SPLICE	NIPBL^ENSG00000164190.15	chr5:36877178:+	RANBP3L^ENSG00000164188.7	chr5:36271311:-	YES_LDAS	0.0147	GT	1.7968	AG	1.8323	["INTRACHROMOSOMAL[chr5:0.57Mb]"]
VCAP_PROSTATE	NFE2L1--FOLH1B	2	0	2.00	0.00	ONLY_REF_SPLICE	NFE2L1^ENSG00000082641.14	chr17:48057502:+	FOLH1B^ENSG00000134612.10	chr11:89652496:+	YES_LDAS	0.0147	GT	1.8892	AG	1.5656	["INTERCHROMOSOMAL[chr17--chr11]"]
VCAP_PROSTATE	NF2--KDM1A	2	0	2.00	0.00	ONLY_REF_SPLICE	NF2^ENSG00000186575.16	chr22:29604112:+	KDM1A^ENSG00000004487.14	chr1:23068539:+	YES_LDAS	0.0147	GT	1.9329	AG	1.8295	["INTERCHROMOSOMAL[chr22--chr1]"]
VCAP_PROSTATE	NAP1L1--ARF3	2	0	2.00	0.00	ONLY_REF_SPLICE	NAP1L1^ENSG00000187109.12	chr12:76074203:-	ARF3^ENSG00000134287.8	chr12:48941188:-	YES_LDAS	0.0147	GT	1.8892	AG	1.9329	["INTRACHROMOSOMAL[chr12:27.08Mb]"]
VCAP_PROSTATE	MYO1C--PITPNA	2	0	2.00	0.00	ONLY_REF_SPLICE	MYO1C^ENSG00000197879.13	chr17:1491600:-	PITPNA^ENSG00000174238.13	chr17:1558559:-	YES_LDAS	0.0147	GT	1.5656	AG	1.9656	["INTRACHROMOSOMAL[chr17:0.02Mb]","LOCAL_REARRANGEMENT:-:[24906]"]
VCAP_PROSTATE	MTERF3--ERAP2	2	0	2.00	0.00	ONLY_REF_SPLICE	MTERF3^ENSG00000156469.7	chr8:96261501:-	ERAP2^ENSG00000164308.15	chr5:96915688:+	YES_LDAS	0.0147	GT	1.7465	AG	1.8892	["INTERCHROMOSOMAL[chr8--chr5]"]
VCAP_PROSTATE	MNT--DAG1	2	0	2.00	0.00	ONLY_REF_SPLICE	MNT^ENSG00000070444.13	chr17:2400640:-	DAG1^ENSG00000173402.10	chr3:49510419:+	YES_LDAS	0.0147	GT	1.7819	AG	1.5850	["INTERCHROMOSOMAL[chr17--chr3]"]
VCAP_PROSTATE	MCCC2--PRDM10	2	0	2.00	0.00	ONLY_REF_SPLICE	MCCC2^ENSG00000131844.14	chr5:71650183:+	PRDM10^ENSG00000170325.13	chr11:129910656:-	YES_LDAS	0.0147	GT	1.4295	AG	1.8892	["INTERCHROMOSOMAL[chr5--chr11]"]
VCAP_PROSTATE	MARC1--WWC2	2	0	1.00	0.00	ONLY_REF_SPLICE	MARC1^ENSG00000186205.11	chr1:220787219:+	WWC2^ENSG00000151718.14	chr4:183265865:+	YES_LDAS	0.0073	GT	1.8256	AG	1.6049	["INTERCHROMOSOMAL[chr1--chr4]"]
VCAP_PROSTATE	MALAT1--RBM39	2	0	2.00	0.00	ONLY_REF_SPLICE	MALAT1^ENSG00000251562.6	chr11:65504595:+	RBM39^ENSG00000131051.19	chr20:35739017:-	YES_LDAS	0.0147	GT	1.6402	AG	1.7819	["INTERCHROMOSOMAL[chr11--chr20]"]
VCAP_PROSTATE	LRRC8B--LRRC8C	2	0	2.00	0.00	ONLY_REF_SPLICE	LRRC8B^ENSG00000197147.11	chr1:89584789:+	LRRC8C^ENSG00000171488.13	chr1:89686470:+	YES_LDAS	0.0147	GT	1.7968	AG	1.9329	["Babiceanu_Normal","GTEx_recurrent_StarF2019","DGD_PARALOGS","INTRACHROMOSOMAL[chr1:0.04Mb]","NEIGHBORS[35208]"]
VCAP_PROSTATE	LRRC75A-AS1--TTC3	2	0	2.00	0.00	ONLY_REF_SPLICE	LRRC75A-AS1^ENSG00000175061.16	chr17:16439414:+	TTC3^ENSG00000182670.12	chr21:37108392:+	YES_LDAS	0.0147	GT	1.8256	AG	1.9656	["INTERCHROMOSOMAL[chr17--chr21]"]
VCAP_PROSTATE	LRRC75A-AS1--THEM6	2	0	2.00	0.00	ONLY_REF_SPLICE	LRRC75A-AS1^ENSG00000175061.16	chr17:16439414:+	THEM6^ENSG00000130193.7	chr8:142735326:+	YES_LDAS	0.0147	GT	1.8256	AG	1.8323	["INTERCHROMOSOMAL[chr17--chr8]"]
VCAP_PROSTATE	LRRC75A-AS1--STRBP	2	0	2.00	0.00	ONLY_REF_SPLICE	LRRC75A-AS1^ENSG00000175061.16	chr17:16439414:+	STRBP^ENSG00000165209.17	chr9:123184298:-	YES_LDAS	0.0147	GT	1.8256	AG	1.9329	["INTERCHROMOSOMAL[chr17--chr9]"]
VCAP_PROSTATE	LGALS8--PRKDC	2	0	2.00	0.00	ONLY_REF_SPLICE	LGALS8^ENSG00000116977.17	chr1:236526115:+	PRKDC^ENSG00000253729.6	chr8:47823996:-	YES_LDAS	0.0147	GT	1.8256	AG	1.9086	["INTERCHROMOSOMAL[chr1--chr8]"]
VCAP_PROSTATE	LDLRAD3--RBM22	2	0	2.00	0.00	ONLY_REF_SPLICE	LDLRAD3^ENSG00000179241.11	chr11:35944144:+	RBM22^ENSG00000086589.10	chr5:150696705:-	YES_LDAS	0.0147	GT	1.6895	AG	1.7465	["INTERCHROMOSOMAL[chr11--chr5]"]
VCAP_PROSTATE	LARP4--CSNK1A1	2	0	2.00	0.00	ONLY_REF_SPLICE	LARP4^ENSG00000161813.19	chr12:50401028:+	CSNK1A1^ENSG00000113712.15	chr5:149509953:-	YES_LDAS	0.0147	GT	1.6895	AG	1.6729	["INTERCHROMOSOMAL[chr12--chr5]"]
VCAP_PROSTATE	KIAA1147--CHMP1A	2	0	2.00	0.00	ONLY_REF_SPLICE	KIAA1147^ENSG00000257093.5	chr7:141674067:-	CHMP1A^ENSG00000131165.13	chr16:89647331:-	YES_LDAS	0.0147	GT	1.9656	AG	1.8892	["INTERCHROMOSOMAL[chr7--chr16]"]
VCAP_PROSTATE	KDELR2--ACACA	2	0	2.00	0.00	ONLY_REF_SPLICE	KDELR2^ENSG00000136240.8	chr7:6483967:-	ACACA^ENSG00000278540.3	chr17:37235099:-	YES_LDAS	0.0147	GT	1.3996	AG	1.8892	["INTERCHROMOSOMAL[chr7--chr17]"]
VCAP_PROSTATE	KCNN2--ZNF608	2	0	2.00	0.00	ONLY_REF_SPLICE	KCNN2^ENSG00000080709.13	chr5:114473164:+	ZNF608^ENSG00000168916.14	chr5:124649697:-	YES_LDAS	0.0147	GT	1.8295	AG	1.9086	["INTRACHROMOSOMAL[chr5:10.14Mb]"]
VCAP_PROSTATE	ITSN2--ADAM17	2	0	2.00	0.00	ONLY_REF_SPLICE	ITSN2^ENSG00000198399.13	chr2:24328052:-	ADAM17^ENSG00000151694.11	chr2:9527954:-	YES_LDAS	0.0147	GT	1.9656	AG	1.9219	["INTRACHROMOSOMAL[chr2:14.65Mb]"]
VCAP_PROSTATE	ITPR3--UQCC2	2	0	2.00	0.00	ONLY_REF_SPLICE	ITPR3^ENSG00000096433.9	chr6:33659549:+	UQCC2^ENSG00000137288.8	chr6:33701420:-	YES_LDAS	0.0147	GT	1.4566	AG	1.9219	["INTRACHROMOSOMAL[chr6:0.00Mb]","NEIGHBORS_OVERLAP:+:-:[2281]"]
VCAP_PROSTATE	HP1BP3--AMACR	2	0	2.00	0.00	ONLY_REF_SPLICE	HP1BP3^ENSG00000127483.16	chr1:20787195:-	AMACR^ENSG00000242110.6	chr5:34005899:-	YES_LDAS	0.0147	GT	1.5656	AG	1.9086	["INTERCHROMOSOMAL[chr1--chr5]"]
VCAP_PROSTATE	HNRNPC--DCTD	2	0	2.00	0.00	ONLY_REF_SPLICE	HNRNPC^ENSG00000092199.16	chr14:21269298:-	DCTD^ENSG00000129187.13	chr4:182915575:-	YES_LDAS	0.0147	GT	1.2729	AG	1.8892	["INTERCHROMOSOMAL[chr14--chr4]"]
VCAP_PROSTATE	HMOX2--UBTF	2	0	2.00	0.00	ONLY_REF_SPLICE	HMOX2^ENSG00000103415.10	chr16:4476487:+	UBTF^ENSG00000108312.13	chr17:44218296:-	YES_LDAS	0.0147	GT	1.7819	AG	1.5329	["INTERCHROMOSOMAL[chr16--chr17]"]
VCAP_PROSTATE	HINFP--SAMD10	2	0	2.00	0.00	ONLY_REF_SPLICE	HINFP^ENSG00000172273.11	chr11:119133219:+	SAMD10^ENSG00000130590.12	chr20:63975832:-	YES_LDAS	0.0147	GT	1.7819	AG	1.7056	["INTERCHROMOSOMAL[chr11--chr20]"]
VCAP_PROSTATE	HIATL1--DTNB	2	0	1.00	0.00	ONLY_REF_SPLICE	HIATL1^ENSG00000148110.14	chr9:94438528:+	DTNB^ENSG00000138101.17	chr2:25531597:-	YES_LDAS	0.0073	GT	1.9329	AG	1.8892	["INTERCHROMOSOMAL[chr9--chr2]"]
VCAP_PROSTATE	HECTD4--NAA25	2	0	2.00	0.00	ONLY_REF_SPLICE	HECTD4^ENSG00000173064.9	chr12:112203636:-	NAA25^ENSG00000111300.8	chr12:112081134:-	YES_LDAS	0.0147	GT	1.7465	AG	1.9329	["TCGA_StarF2019","INTRACHROMOSOMAL[chr12:0.05Mb]","NEIGHBORS[51166]"]
VCAP_PROSTATE	HDAC5--PTMS	2	0	2.00	0.00	ONLY_REF_SPLICE	HDAC5^ENSG00000108840.14	chr17:44110729:-	PTMS^ENSG00000159335.14	chr12:6769603:+	YES_LDAS	0.0147	GT	1.9656	AG	1.7056	["INTERCHROMOSOMAL[chr17--chr12]"]
VCAP_PROSTATE	GPR180--EML6	2	0	2.00	0.00	ONLY_REF_SPLICE	GPR180^ENSG00000152749.7	chr13:94605549:+	EML6^ENSG00000214595.10	chr2:54813232:+	YES_LDAS	0.0147	GT	1.9219	AG	1.6402	["INTERCHROMOSOMAL[chr13--chr2]"]
VCAP_PROSTATE	GOLM1--PTMS	2	0	2.00	0.00	ONLY_REF_SPLICE	GOLM1^ENSG00000135052.15	chr9:86099411:-	PTMS^ENSG00000159335.14	chr12:6769603:+	YES_LDAS	0.0147	GT	1.7819	AG	1.7056	["INTERCHROMOSOMAL[chr9--chr12]"]
VCAP_PROSTATE	GEMIN4--ABR	2	0	2.00	0.00	ONLY_REF_SPLICE	GEMIN4^ENSG00000179409.9	chr17:752133:-	ABR^ENSG00000159842.13	chr17:1100735:-	YES_LDAS	0.0147	GT	1.8892	AG	1.5628	["INTRACHROMOSOMAL[chr17:0.25Mb]"]
VCAP_PROSTATE	GATC--COX6A1	2	0	2.00	0.00	ONLY_REF_SPLICE	GATC^ENSG00000257218.4	chr12:120446829:+	COX6A1^ENSG00000111775.2	chr12:120440454:+	YES_LDAS	0.0147	GT	1.8295	AG	1.8256	["ChimerSeq","INTRACHROMOSOMAL[chr12:0.01Mb]","LOCAL_REARRANGEMENT:+:[5696]"]
VCAP_PROSTATE	FUT8--SV2C	2	0	2.00	0.00	ONLY_REF_SPLICE	FUT8^ENSG00000033170.15	chr14:65629606:+	SV2C^ENSG00000122012.12	chr5:76291221:+	YES_LDAS	0.0147	GT	1.7819	AG	1.2366	["INTERCHROMOSOMAL[chr14--chr5]"]
VCAP_PROSTATE	EXPH5--IGF1R	2	0	2.00	0.00	ONLY_REF_SPLICE	EXPH5^ENSG00000110723.10	chr11:108593418:-	IGF1R^ENSG00000140443.12	chr15:98707562:+	YES_LDAS	0.0147	GT	1.7056	AG	1.8323	["INTERCHROMOSOMAL[chr11--chr15]"]
VCAP_PROSTATE	EBF1--RP11-373N22.3	2	0	2.00	0.00	ONLY_REF_SPLICE	EBF1^ENSG00000164330.15	chr5:159096343:-	RP11-373N22.3^ENSG00000247199.3	chr5:148290995:-	YES_LDAS	0.0147	GT	1.9329	AG	1.8256	["INTRACHROMOSOMAL[chr5:10.31Mb]"]
VCAP_PROSTATE	E2F3--TOM1L1	2	0	2.00	0.00	ONLY_REF_SPLICE	E2F3^ENSG00000112242.13	chr6:20403832:+	TOM1L1^ENSG00000141198.12	chr17:54960566:+	YES_LDAS	0.0147	GT	1.8892	AG	1.7819	["INTERCHROMOSOMAL[chr6--chr17]"]
VCAP_PROSTATE	DANCR--SENP1	2	0	2.00	0.00	ONLY_REF_SPLICE	DANCR^ENSG00000226950.5	chr4:52712959:+	SENP1^ENSG00000079387.12	chr12:48071721:-	YES_LDAS	0.0147	GT	1.9899	AG	1.9899	["INTERCHROMOSOMAL[chr4--chr12]"]
VCAP_PROSTATE	CTD-2001C12.1--GNAS	2	0	2.00	0.00	ONLY_REF_SPLICE	CTD-2001C12.1^ENSG00000247877.5	chr5:100535161:-	GNAS^ENSG00000087460.22	chr20:58895612:+	YES_LDAS	0.0147	GT	1.7465	AG	1.8892	["INTERCHROMOSOMAL[chr5--chr20]"]
VCAP_PROSTATE	CRCP--PAXIP1	2	0	2.00	0.00	ONLY_REF_SPLICE	CRCP^ENSG00000241258.5	chr7:66114970:+	PAXIP1^ENSG00000157212.17	chr7:154998784:-	YES_LDAS	0.0147	GT	1.8892	AG	1.7968	["INTRACHROMOSOMAL[chr7:88.79Mb]"]
VCAP_PROSTATE	COPS4--FOXJ3	2	0	2.00	0.00	ONLY_REF_SPLICE	COPS4^ENSG00000138663.7	chr4:83068522:+	FOXJ3^ENSG00000198815.7	chr1:42323827:-	YES_LDAS	0.0147	GT	1.6895	AG	1.8892	["INTERCHROMOSOMAL[chr4--chr1]"]
VCAP_PROSTATE	COG6--MSH5	2	0	2.00	0.00	ONLY_REF_SPLICE	COG6^ENSG00000133103.15	chr13:39677579:+	MSH5^ENSG00000204410.13	chr6:31758766:+	YES_LDAS	0.0147	GT	1.9899	AG	1.6402	["INTERCHROMOSOMAL[chr13--chr6]"]
VCAP_PROSTATE	CHD6--UBC	2	0	2.00	0.00	ONLY_REF_SPLICE	CHD6^ENSG00000124177.13	chr20:41618340:-	UBC^ENSG00000150991.13	chr12:124913774:-	YES_LDAS	0.0147	GT	1.9899	AG	1.9329	["INTERCHROMOSOMAL[chr20--chr12]"]
VCAP_PROSTATE	CH17-340M24.3--XPOT	2	0	2.00	0.00	ONLY_REF_SPLICE	CH17-340M24.3^ENSG00000197180.2	chrX:154428128:-	XPOT^ENSG00000184575.10	chr12:64409962:+	YES_LDAS	0.0147	GT	1.8295	AG	1.5329	["INTERCHROMOSOMAL[chrX--chr12]"]
VCAP_PROSTATE	CGN--ULK1	2	0	2.00	0.00	ONLY_REF_SPLICE	CGN^ENSG00000143375.13	chr1:151530746:+	ULK1^ENSG00000177169.8	chr12:131918497:+	YES_LDAS	0.0147	GT	1.7819	AG	1.6895	["INTERCHROMOSOMAL[chr1--chr12]"]
VCAP_PROSTATE	CCDC127--ZMYND11	2	0	2.00	0.00	ONLY_REF_SPLICE	CCDC127^ENSG00000164366.3	chr5:216729:-	ZMYND11^ENSG00000015171.17	chr10:179994:+	YES_LDAS	0.0147	GT	1.7465	AG	1.6049	["INTERCHROMOSOMAL[chr5--chr10]"]
VCAP_PROSTATE	CCDC125--TLK2	2	0	2.00	0.00	ONLY_REF_SPLICE	CCDC125^ENSG00000183323.11	chr5:69320237:-	TLK2^ENSG00000146872.16	chr17:62520773:+	YES_LDAS	0.0147	GT	1.8892	AG	1.9656	["INTERCHROMOSOMAL[chr5--chr17]"]
VCAP_PROSTATE	CARKD--ING1	2	0	2.00	0.00	ONLY_REF_SPLICE	CARKD^ENSG00000213995.10	chr13:110615647:+	ING1^ENSG00000153487.12	chr13:110719229:+	YES_LDAS	0.0147	GT	1.8295	AG	1.9086	["INTRACHROMOSOMAL[chr13:0.07Mb]","NEIGHBORS[72743]"]
VCAP_PROSTATE	CAPN15--HNRNPL	2	0	2.00	0.00	ONLY_REF_SPLICE	CAPN15^ENSG00000103326.9	chr16:533998:+	HNRNPL^ENSG00000104824.15	chr19:38847434:-	YES_LDAS	0.0147	GT	1.9329	AG	1.8892	["INTERCHROMOSOMAL[chr16--chr19]"]
VCAP_PROSTATE	C2CD2--KPNB1	2	0	2.00	0.00	ONLY_REF_SPLICE	C2CD2^ENSG00000157617.15	chr21:41942147:-	KPNB1^ENSG00000108424.8	chr17:47663089:+	YES_LDAS	0.0147	GT	1.6402	AG	1.8892	["INTERCHROMOSOMAL[chr21--chr17]"]
VCAP_PROSTATE	C19orf25--DAZAP1	2	0	2.00	0.00	ONLY_REF_SPLICE	C19orf25^ENSG00000119559.14	chr19:1478774:-	DAZAP1^ENSG00000071626.15	chr19:1417500:+	YES_LDAS	0.0147	GT	1.8323	AG	1.8892	["INTRACHROMOSOMAL[chr19:0.03Mb]","LOCAL_INVERSION:-:+:[25456]"]
VCAP_PROSTATE	BSG--SET	2	0	2.00	0.00	ONLY_REF_SPLICE	BSG^ENSG00000172270.17	chr19:572701:+	SET^ENSG00000119335.15	chr9:128691170:+	YES_LDAS	0.0147	GT	1.6895	AG	1.2419	["INTERCHROMOSOMAL[chr19--chr9]"]
VCAP_PROSTATE	BROX--AIDA	2	0	2.00	0.00	ONLY_REF_SPLICE	BROX^ENSG00000162819.10	chr1:222712942:+	AIDA^ENSG00000186063.11	chr1:222703217:-	YES_LDAS	0.0147	GT	1.9086	AG	1.8892	["INTRACHROMOSOMAL[chr1:0.00Mb]","NEIGHBORS_OVERLAP:+:-:[657]"]
VCAP_PROSTATE	BRAP--TRMT61B	2	0	2.00	0.00	ONLY_REF_SPLICE	BRAP^ENSG00000089234.14	chr12:111658736:-	TRMT61B^ENSG00000171103.9	chr2:28852499:-	YES_LDAS	0.0147	GT	1.9899	AG	1.7819	["INTERCHROMOSOMAL[chr12--chr2]"]
VCAP_PROSTATE	BRAF--YWHAZ	2	0	2.00	0.00	ONLY_REF_SPLICE	BRAF^ENSG00000157764.11	chr7:140794308:-	YWHAZ^ENSG00000164924.16	chr8:100925039:-	YES_LDAS	0.0147	GT	1.8892	AG	1.8892	["INTERCHROMOSOMAL[chr7--chr8]"]
VCAP_PROSTATE	ATXN7L1--NEDD4L	2	0	2.00	0.00	ONLY_REF_SPLICE	ATXN7L1^ENSG00000146776.13	chr7:105875812:-	NEDD4L^ENSG00000049759.15	chr18:58341038:+	YES_LDAS	0.0147	GT	1.7465	AG	1.9656	["INTERCHROMOSOMAL[chr7--chr18]"]
VCAP_PROSTATE	ATP5C1--FAT1	2	0	2.00	0.00	ONLY_REF_SPLICE	ATP5C1^ENSG00000165629.18	chr10:7799194:+	FAT1^ENSG00000083857.12	chr4:186589220:-	YES_LDAS	0.0147	GT	1.9086	AG	1.9329	["INTERCHROMOSOMAL[chr10--chr4]"]
VCAP_PROSTATE	ATP5B--CNDP2	2	0	2.00	0.00	ONLY_REF_SPLICE	ATP5B^ENSG00000110955.7	chr12:56643403:-	CNDP2^ENSG00000133313.13	chr18:74505849:+	YES_LDAS	0.0147	GT	1.9656	AG	1.8062	["INTERCHROMOSOMAL[chr12--chr18]"]
VCAP_PROSTATE	ATF7IP--HMGN1	2	0	2.00	0.00	ONLY_REF_SPLICE	ATF7IP^ENSG00000171681.11	chr12:14365827:+	HMGN1^ENSG00000205581.9	chr21:39345274:-	YES_LDAS	0.0147	GT	1.7968	AG	1.8892	["INTERCHROMOSOMAL[chr12--chr21]"]
VCAP_PROSTATE	ATF2--TSNARE1	2	0	2.00	0.00	ONLY_REF_SPLICE	ATF2^ENSG00000115966.15	chr2:175168050:-	TSNARE1^ENSG00000171045.13	chr8:142274863:-	YES_LDAS	0.0147	GT	1.9086	AG	1.8892	["INTERCHROMOSOMAL[chr2--chr8]"]
VCAP_PROSTATE	AIDA--CREBZF	2	0	2.00	0.00	ONLY_REF_SPLICE	AIDA^ENSG00000186063.11	chr1:222703148:-	CREBZF^ENSG00000137504.12	chr11:85660597:-	YES_LDAS	0.0147	GT	1.2419	AG	1.9329	["INTERCHROMOSOMAL[chr1--chr11]"]
