#sample	entry	chrB	orientA	score	coordB	chrA	coordA	end	orientB	virus_brkend_grp	match	total	multiqc_index
subset.insertion_seqs.fa	chr11~87658521~+~HPV39~4880~-	HPV39	+	1	4880	chr11	87658521	87658483	-	HPV39:4880	35	1	
subset.insertion_seqs.fa	chr10~115368355~+~HPV39~4880~-	HPV39	+	1	4880	chr10	115368355	115368319	-	HPV39:4880	36	1	
subset.insertion_seqs.fa	chr10~81441792~+~HPV39~4880~-	HPV39	+	1	4880	chr10	81441792	81441756	-	HPV39:4880	34	1	
subset.insertion_seqs.fa	chr10~52366143~+~HPV39~4880~-	HPV39	+	1	4880	chr10	52366143	52366105	-	HPV39:4880	35	1	
subset.insertion_seqs.fa	chr1~69928764~+~HPV39~4880~-	HPV39	+	4	4880	chr1	69928764	69928725	-	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr1~113639190~+~HPV39~4880~-	HPV39	+	1	4880	chr1	113639190	113639152	-	HPV39:4880	35	1	
subset.insertion_seqs.fa	chr1~48369733~+~HPV39~4880~-	HPV39	+	1	4880	chr1	48369733	48369695	-	HPV39:4880	35	1	
subset.insertion_seqs.fa	chrY~18894092~+~HPV39~4880~+	HPV39	+	3	4880	chrY	18894092	18894132	+	HPV39:4880	39	2	
subset.insertion_seqs.fa	chrY~6626977~+~HPV39~4880~+	HPV39	+	3	4880	chrY	6626977	6627017	+	HPV39:4880	39	2	
subset.insertion_seqs.fa	chrX~51644953~+~HPV39~4880~+	HPV39	+	4	4880	chrX	51644953	51644993	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chrX~55396709~+~HPV39~4880~+	HPV39	+	4	4880	chrX	55396709	55396749	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chrX~63089850~+~HPV39~4880~+	HPV39	+	4	4880	chrX	63089850	63089890	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chrX~72440738~+~HPV39~4880~+	HPV39	+	1	4880	chrX	72440738	72440777	+	HPV39:4880	38	1	
subset.insertion_seqs.fa	chrX~75586698~+~HPV39~4880~+	HPV39	+	4	4880	chrX	75586698	75586738	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chrX~78189045~+~HPV39~4880~+	HPV39	+	4	4880	chrX	78189045	78189085	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chrX~92215257~+~HPV39~4880~+	HPV39	+	4	4880	chrX	92215257	92215298	+	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr9~12334187~+~HPV39~4880~+	HPV39	+	4	4880	chr9	12334187	12334227	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr9~125010236~+~HPV39~4880~+	HPV39	+	4	4880	chr9	125010236	125010276	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr9~15628233~+~HPV39~4880~+	HPV39	+	4	4880	chr9	15628233	15628273	+	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr9~31294260~+~HPV39~4880~+	HPV39	+	4	4880	chr9	31294260	31294300	+	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr8~53609699~+~HPV39~4880~+	HPV39	+	4	4880	chr8	53609699	53609739	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr8~60160558~+~HPV39~4880~+	HPV39	+	4	4880	chr8	60160558	60160598	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr8~68743564~+~HPV39~4880~+	HPV39	+	4	4880	chr8	68743564	68743604	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr8~91869706~+~HPV39~4880~+	HPV39	+	4	4880	chr8	91869706	91869746	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr8~101671229~+~HPV39~4880~+	HPV39	+	4	4880	chr8	101671229	101671269	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr8~121418066~+~HPV39~4880~+	HPV39	+	4	4880	chr8	121418066	121418106	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr8~126199598~+~HPV39~4880~+	HPV39	+	4	4880	chr8	126199598	126199638	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr8~135335585~+~HPV39~4880~+	HPV39	+	4	4880	chr8	135335585	135335625	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr7~23321253~+~HPV39~4880~+	HPV39	+	4	4880	chr7	23321253	23321293	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr7~57539779~+~HPV39~4880~+	HPV39	+	4	4880	chr7	57539779	57539819	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr7~85250049~+~HPV39~4880~+	HPV39	+	4	4880	chr7	85250049	85250089	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr7~87039951~+~HPV39~4880~+	HPV39	+	4	4880	chr7	87039951	87039991	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr7~104276720~+~HPV39~4880~+	HPV39	+	4	4880	chr7	104276720	104276760	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr6~12549380~+~HPV39~4880~+	HPV39	+	4	4880	chr6	12549380	12549420	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr6~70944280~+~HPV39~4880~+	HPV39	+	4	4880	chr6	70944280	70944320	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr6~81433544~+~HPV39~4880~+	HPV39	+	4	4880	chr6	81433544	81433584	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr6~102088392~+~HPV39~4880~+	HPV39	+	4	4880	chr6	102088392	102088432	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr6~120522525~+~HPV39~4880~+	HPV39	+	4	4880	chr6	120522525	120522566	+	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr6~126326793~+~HPV39~4880~+	HPV39	+	4	4880	chr6	126326793	126326833	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr6~127593475~+~HPV39~4880~+	HPV39	+	4	4880	chr6	127593475	127593515	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr5~44579137~+~HPV39~4880~+	HPV39	+	4	4880	chr5	44579137	44579177	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr5~44668695~+~HPV39~4880~+	HPV39	+	4	4880	chr5	44668695	44668735	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr5~45445090~+~HPV39~4880~+	HPV39	+	4	4880	chr5	45445090	45445130	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr5~58288244~+~HPV39~4880~+	HPV39	+	4	4880	chr5	58288244	58288285	+	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr5~64477289~+~HPV39~4880~+	HPV39	+	4	4880	chr5	64477289	64477329	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr5~74706501~+~HPV39~4880~+	HPV39	+	4	4880	chr5	74706501	74706542	+	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr5~137968790~+~HPV39~4880~+	HPV39	+	4	4880	chr5	137968790	137968831	+	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr5~179101260~+~HPV39~4880~+	HPV39	+	4	4880	chr5	179101260	179101300	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr4~11557639~+~HPV39~4880~+	HPV39	+	4	4880	chr4	11557639	11557679	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr4~48711269~+~HPV39~4880~+	HPV39	+	1	4880	chr4	48711269	48711308	+	HPV39:4880	38	1	
subset.insertion_seqs.fa	chr4~72593907~+~HPV39~4880~+	HPV39	+	4	4880	chr4	72593907	72593948	+	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr4~106213549~+~HPV39~4880~+	HPV39	+	1	4880	chr4	106213549	106213588	+	HPV39:4880	38	1	
subset.insertion_seqs.fa	chr3~33671647~+~HPV39~4880~+	HPV39	+	4	4880	chr3	33671647	33671687	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr3~35454805~+~HPV39~4880~+	HPV39	+	4	4880	chr3	35454805	35454846	+	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr3~40240473~+~HPV39~4880~+	HPV39	+	4	4880	chr3	40240473	40240513	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr3~57324776~+~HPV39~4880~+	HPV39	+	4	4880	chr3	57324776	57324817	+	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr3~63733505~+~HPV39~4880~+	HPV39	+	1	4880	chr3	63733505	63733544	+	HPV39:4880	38	1	
subset.insertion_seqs.fa	chr3~107144282~+~HPV39~4880~+	HPV39	+	4	4880	chr3	107144282	107144323	+	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr20~24921894~+~HPV39~4880~+	HPV39	+	4	4880	chr20	24921894	24921934	+	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr2~14099327~+~HPV39~4880~+	HPV39	+	4	4880	chr2	14099327	14099367	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr2~15439711~+~HPV39~4880~+	HPV39	+	4	4880	chr2	15439711	15439752	+	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr2~22156637~+~HPV39~4880~+	HPV39	+	4	4880	chr2	22156637	22156677	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr2~115004549~+~HPV39~4880~+	HPV39	+	1	4880	chr2	115004549	115004588	+	HPV39:4880	38	1	
subset.insertion_seqs.fa	chr19~32846227~+~HPV39~4880~+	HPV39	+	4	4880	chr19	32846227	32846267	+	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr18~49215956~+~HPV39~4880~+	HPV39	+	4	4880	chr18	49215956	49215996	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr16~65690193~+~HPV39~4880~+	HPV39	+	4	4880	chr16	65690193	65690233	+	HPV39:4880	38	2	
subset.insertion_seqs.fa	chr15~78607778~+~HPV39~4880~+	HPV39	+	4	4880	chr15	78607778	78607818	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr14~26106604~+~HPV39~4880~+	HPV39	+	4	4880	chr14	26106604	26106644	+	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr14~38635140~+~HPV39~4880~+	HPV39	+	4	4880	chr14	38635140	38635180	+	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr14~43262257~+~HPV39~4880~+	HPV39	+	4	4880	chr14	43262257	43262297	+	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr14~48606905~+~HPV39~4880~+	HPV39	+	1	4880	chr14	48606905	48606944	+	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr13~19496980~+~HPV39~4880~+	HPV39	+	4	4880	chr13	19496980	19497020	+	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr12~29809920~+~HPV39~4880~+	HPV39	+	4	4880	chr12	29809920	29809960	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr12~78506625~+~HPV39~4880~+	HPV39	+	1	4880	chr12	78506625	78506663	+	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr12~20668029~+~HPV39~4880~+	HPV39	+	4	4880	chr12	20668029	20668069	+	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr11~14661512~+~HPV39~4880~+	HPV39	+	4	4880	chr11	14661512	14661552	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr11~19135253~+~HPV39~4880~+	HPV39	+	4	4880	chr11	19135253	19135293	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr11~26451290~+~HPV39~4880~+	HPV39	+	4	4880	chr11	26451290	26451330	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr11~42940527~+~HPV39~4880~+	HPV39	+	4	4880	chr11	42940527	42940567	+	HPV39:4880	38	2	
subset.insertion_seqs.fa	chr10~60693084~+~HPV39~4880~+	HPV39	+	4	4880	chr10	60693084	60693125	+	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr10~90250808~+~HPV39~4880~+	HPV39	+	1	4880	chr10	90250808	90250847	+	HPV39:4880	38	1	
subset.insertion_seqs.fa	chr10~91503458~+~HPV39~4880~+	HPV39	+	1	4880	chr10	91503458	91503497	+	HPV39:4880	38	1	
subset.insertion_seqs.fa	chr1~49006207~+~HPV39~4880~+	HPV39	+	4	4880	chr1	49006207	49006247	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr1~66780326~+~HPV39~4880~+	HPV39	+	4	4880	chr1	66780326	66780366	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr1~72898963~+~HPV39~4880~+	HPV39	+	4	4880	chr1	72898963	72899003	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr1~91286841~+~HPV39~4880~+	HPV39	+	4	4880	chr1	91286841	91286881	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr1~175992451~+~HPV39~4880~+	HPV39	+	4	4880	chr1	175992451	175992491	+	HPV39:4880	40	2	
subset.insertion_seqs.fa	chrY~21011744~+~HPV39~4880~-	HPV39	+	3	4880	chrY	21011744	21011704	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chrX~42207989~+~HPV39~4880~-	HPV39	+	4	4880	chrX	42207989	42207948	-	HPV39:4880	40	3	
subset.insertion_seqs.fa	chrX~56452419~+~HPV39~4880~-	HPV39	+	4	4880	chrX	56452419	56452379	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chrX~69828532~+~HPV39~4880~-	HPV39	+	4	4880	chrX	69828532	69828492	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chrX~85757672~+~HPV39~4880~-	HPV39	+	4	4880	chrX	85757672	85757632	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr9~32230864~+~HPV39~4880~-	HPV39	+	4	4880	chr9	32230864	32230824	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr9~2900035~+~HPV39~4880~-	HPV39	+	4	4880	chr9	2900035	2899995	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr9~17268991~+~HPV39~4880~-	HPV39	+	4	4880	chr9	17268991	17268951	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr8~91197675~+~HPV39~4880~-	HPV39	+	4	4880	chr8	91197675	91197634	-	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr8~97595530~+~HPV39~4880~-	HPV39	+	4	4880	chr8	97595530	97595489	-	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr8~84020670~+~HPV39~4880~-	HPV39	+	1	4880	chr8	84020670	84020632	-	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr7~91482624~+~HPV39~4880~-	HPV39	+	4	4880	chr7	91482624	91482584	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr7~96585799~+~HPV39~4880~-	HPV39	+	4	4880	chr7	96585799	96585759	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr6~77700547~+~HPV39~4880~-	HPV39	+	4	4880	chr6	77700547	77700507	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr6~103496997~+~HPV39~4880~-	HPV39	+	4	4880	chr6	103496997	103496956	-	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr5~57870693~+~HPV39~4880~-	HPV39	+	4	4880	chr5	57870693	57870653	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr5~64470727~+~HPV39~4880~-	HPV39	+	4	4880	chr5	64470727	64470687	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr5~93857742~+~HPV39~4880~-	HPV39	+	4	4880	chr5	93857742	93857702	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr4~5496532~+~HPV39~4880~-	HPV39	+	4	4880	chr4	5496532	5496491	-	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr4~63098258~+~HPV39~4880~-	HPV39	+	4	4880	chr4	63098258	63098218	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr4~83958016~+~HPV39~4880~-	HPV39	+	4	4880	chr4	83958016	83957975	-	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr4~93594885~+~HPV39~4880~-	HPV39	+	1	4880	chr4	93594885	93594846	-	HPV39:4880	38	1	
subset.insertion_seqs.fa	chr4~101411500~+~HPV39~4880~-	HPV39	+	4	4880	chr4	101411500	101411460	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr3~40908241~+~HPV39~4880~-	HPV39	+	4	4880	chr3	40908241	40908201	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr3~132377071~+~HPV39~4880~-	HPV39	+	4	4880	chr3	132377071	132377031	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr3~190965349~+~HPV39~4880~-	HPV39	+	4	4880	chr3	190965349	190965309	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr20~17120733~+~HPV39~4880~-	HPV39	+	4	4880	chr20	17120733	17120693	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr20~23902806~+~HPV39~4880~-	HPV39	+	4	4880	chr20	23902806	23902766	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr2~3800200~+~HPV39~4880~-	HPV39	+	4	4880	chr2	3800200	3800159	-	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr2~16235398~+~HPV39~4880~-	HPV39	+	4	4880	chr2	16235398	16235358	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr2~79288079~+~HPV39~4880~-	HPV39	+	4	4880	chr2	79288079	79288039	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr19~23896263~+~HPV39~4880~-	HPV39	+	4	4880	chr19	23896263	23896223	-	HPV39:4880	38	2	
subset.insertion_seqs.fa	chr18~14988768~+~HPV39~4880~-	HPV39	+	4	4880	chr18	14988768	14988728	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr17~27104982~+~HPV39~4880~-	HPV39	+	4	4880	chr17	27104982	27104942	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr17~70550648~+~HPV39~4880~-	HPV39	+	4	4880	chr17	70550648	70550608	-	HPV39:4880	38	2	
subset.insertion_seqs.fa	chr17~34088993~+~HPV39~4880~-	HPV39	+	4	4880	chr17	34088993	34088953	-	HPV39:4880	38	2	
subset.insertion_seqs.fa	chr16~58983336~+~HPV39~4880~-	HPV39	+	4	4880	chr16	58983336	58983297	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr16~47683716~+~HPV39~4880~-	HPV39	+	4	4880	chr16	47683716	47683676	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr16~59565125~+~HPV39~4880~-	HPV39	+	4	4880	chr16	59565125	59565087	-	HPV39:4880	37	2	
subset.insertion_seqs.fa	chr15~79750919~+~HPV39~4880~-	HPV39	+	4	4880	chr15	79750919	79750879	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr15~97296125~+~HPV39~4880~-	HPV39	+	4	4880	chr15	97296125	97296085	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr15~27193676~+~HPV39~4880~-	HPV39	+	4	4880	chr15	27193676	27193636	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr14~79132010~+~HPV39~4880~-	HPV39	+	4	4880	chr14	79132010	79131970	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr13~60251855~+~HPV39~4880~-	HPV39	+	4	4880	chr13	60251855	60251815	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr13~106784208~+~HPV39~4880~-	HPV39	+	4	4880	chr13	106784208	106784168	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr12~96729644~+~HPV39~4880~-	HPV39	+	1	4880	chr12	96729644	96729606	-	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr11~121178135~+~HPV39~4880~-	HPV39	+	4	4880	chr11	121178135	121178095	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr11~3900391~+~HPV39~4880~-	HPV39	+	4	4880	chr11	3900391	3900351	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr11~7663979~+~HPV39~4880~-	HPV39	+	4	4880	chr11	7663979	7663939	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr11~30057039~+~HPV39~4880~-	HPV39	+	1	4880	chr11	30057039	30057000	-	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr11~30269091~+~HPV39~4880~-	HPV39	+	4	4880	chr11	30269091	30269051	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr10~74573963~+~HPV39~4880~-	HPV39	+	4	4880	chr10	74573963	74573923	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr10~75564490~+~HPV39~4880~-	HPV39	+	4	4880	chr10	75564490	75564450	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr10~83786892~+~HPV39~4880~-	HPV39	+	4	4880	chr10	83786892	83786852	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr10~94898863~+~HPV39~4880~-	HPV39	+	4	4880	chr10	94898863	94898823	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr10~117084868~+~HPV39~4880~-	HPV39	+	1	4880	chr10	117084868	117084829	-	HPV39:4880	38	1	
subset.insertion_seqs.fa	chr10~18036477~+~HPV39~4880~-	HPV39	+	4	4880	chr10	18036477	18036440	-	HPV39:4880	38	2	
subset.insertion_seqs.fa	chr1~96859166~+~HPV39~4880~-	HPV39	+	4	4880	chr1	96859166	96859125	-	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr1~118574057~+~HPV39~4880~-	HPV39	+	4	4880	chr1	118574057	118574016	-	HPV39:4880	40	3	
subset.insertion_seqs.fa	chr1~147327619~+~HPV39~4880~-	HPV39	+	4	4880	chr1	147327619	147327578	-	HPV39:4880	40	3	
subset.insertion_seqs.fa	chrX~151330514~+~HPV39~4880~+	HPV39	+	1	4880	chrX	151330514	151330554	+	HPV39:4880	37	1	
subset.insertion_seqs.fa	chrX~147653929~+~HPV39~4880~+	HPV39	+	1	4880	chrX	147653929	147653969	+	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr7~83024286~+~HPV39~4880~+	HPV39	+	1	4880	chr7	83024286	83024326	+	HPV39:4880	36	1	
subset.insertion_seqs.fa	chr5~102131551~+~HPV39~4880~+	HPV39	+	1	4880	chr5	102131551	102131591	+	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr4~79937907~+~HPV39~4880~+	HPV39	+	1	4880	chr4	79937907	79937947	+	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr18~64424466~+~HPV39~4880~+	HPV39	+	4	4880	chr18	64424466	64424506	+	HPV39:4880	37	2	
subset.insertion_seqs.fa	chr12~96316137~+~HPV39~4880~+	HPV39	+	1	4880	chr12	96316137	96316177	+	HPV39:4880	36	1	
subset.insertion_seqs.fa	chr11~89744380~+~HPV39~4880~+	HPV39	+	1	4880	chr11	89744380	89744420	+	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr1~213214086~+~HPV39~4880~+	HPV39	+	1	4880	chr1	213214086	213214126	+	HPV39:4880	36	1	
subset.insertion_seqs.fa	chrY~9573758~+~HPV39~4880~-	HPV39	+	3	4880	chrY	9573758	9573718	-	HPV39:4880	38	2	
subset.insertion_seqs.fa	chr5~119690622~+~HPV39~4880~-	HPV39	+	4	4880	chr5	119690622	119690582	-	HPV39:4880	39	2	
subset.insertion_seqs.fa	chr4~87352952~+~HPV39~4880~-	HPV39	+	1	4880	chr4	87352952	87352912	-	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr2~153013603~+~HPV39~4880~-	HPV39	+	1	4880	chr2	153013603	153013563	-	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr11~38822215~+~HPV39~4880~-	HPV39	+	4	4880	chr11	38822215	38822174	-	HPV39:4880	38	2	
subset.insertion_seqs.fa	chrY~21063936~+~HPV39~4880~+	HPV39	+	0	4880	chrY	21063936	21063977	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chrY~16427205~+~HPV39~4880~+	HPV39	+	0	4880	chrY	16427205	16427246	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chrX~121877545~+~HPV39~4880~+	HPV39	+	1	4880	chrX	121877545	121877586	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr9~18178207~+~HPV39~4880~+	HPV39	+	1	4880	chr9	18178207	18178248	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr8~2413927~+~HPV39~4880~+	HPV39	+	1	4880	chr8	2413927	2413968	+	HPV39:4880	39	1	
subset.insertion_seqs.fa	chr8~9654956~+~HPV39~4880~+	HPV39	+	1	4880	chr8	9654956	9654997	+	HPV39:4880	39	1	
subset.insertion_seqs.fa	chr7~86340400~+~HPV39~4880~+	HPV39	+	1	4880	chr7	86340400	86340441	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr5~114671065~+~HPV39~4880~+	HPV39	+	1	4880	chr5	114671065	114671106	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr4~46567316~+~HPV39~4880~+	HPV39	+	1	4880	chr4	46567316	46567357	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr4~82019754~+~HPV39~4880~+	HPV39	+	1	4880	chr4	82019754	82019795	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr4~122493106~+~HPV39~4880~+	HPV39	+	1	4880	chr4	122493106	122493147	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr3~114277086~+~HPV39~4880~+	HPV39	+	1	4880	chr3	114277086	114277127	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr19~9397886~+~HPV39~4880~+	HPV39	+	1	4880	chr19	9397886	9397927	+	HPV39:4880	39	1	
subset.insertion_seqs.fa	chr16~36072117~+~HPV39~4880~+	HPV39	+	1	4880	chr16	36072117	36072158	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr16~63120148~+~HPV39~4880~+	HPV39	+	1	4880	chr16	63120148	63120189	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr16~31937745~+~HPV39~4880~+	HPV39	+	1	4880	chr16	31937745	31937786	+	HPV39:4880	39	1	
subset.insertion_seqs.fa	chr15~44739434~+~HPV39~4880~+	HPV39	+	1	4880	chr15	44739434	44739475	+	HPV39:4880	39	1	
subset.insertion_seqs.fa	chr14~24526143~+~HPV39~4880~+	HPV39	+	1	4880	chr14	24526143	24526184	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr13~33984867~+~HPV39~4880~+	HPV39	+	1	4880	chr13	33984867	33984908	+	HPV39:4880	39	1	
subset.insertion_seqs.fa	chr13~79839856~+~HPV39~4880~+	HPV39	+	1	4880	chr13	79839856	79839897	+	HPV39:4880	39	1	
subset.insertion_seqs.fa	chr13~92752674~+~HPV39~4880~+	HPV39	+	1	4880	chr13	92752674	92752711	+	HPV39:4880	37	1	
subset.insertion_seqs.fa	chr12~43227921~+~HPV39~4880~+	HPV39	+	1	4880	chr12	43227921	43227962	+	HPV39:4880	39	1	
subset.insertion_seqs.fa	chr11~63313187~+~HPV39~4880~+	HPV39	+	1	4880	chr11	63313187	63313228	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr10~126882060~+~HPV39~4880~+	HPV39	+	1	4880	chr10	126882060	126882100	+	HPV39:4880	39	1	
subset.insertion_seqs.fa	chr1~183658263~+~HPV39~4880~+	HPV39	+	1	4880	chr1	183658263	183658304	+	HPV39:4880	40	1	
subset.insertion_seqs.fa	chrY~13136329~+~HPV39~4880~-	HPV39	+	0	4880	chrY	13136329	13136288	-	HPV39:4880	40	1	
subset.insertion_seqs.fa	chrX~86295250~+~HPV39~4880~-	HPV39	+	1	4880	chrX	86295250	86295209	-	HPV39:4880	40	1	
subset.insertion_seqs.fa	chrX~104951010~+~HPV39~4880~-	HPV39	+	4	4880	chrX	104951010	104950969	-	HPV39:4880	40	2	
subset.insertion_seqs.fa	chr8~36201205~+~HPV39~4880~-	HPV39	+	1	4880	chr8	36201205	36201164	-	HPV39:4880	40	1	
subset.insertion_seqs.fa	chr8~31857444~+~HPV39~4880~-	HPV39	+	1	4880	chr8	31857444	31857403	-	HPV39:4880	39	1	
