sample_name	entry	chrA	coordA	orientA	chrB	coordB	orientB	total	Split_Reads	Uniquely_Mapped_Reads	Multiply_Mapped_Reads	Rank1_Hits
rep1.HPV35	chr18~58996126~HPV35~2615	chr18	58996126	+	HPV35	2615	-	216	216	4	220	0
rep1.HPV35	chr18~79562159~HPV35~7307	chr18	79562159	+	HPV35	7307	-	131	131	1	136	0
rep1.HPV35	chr9~92366197~HPV35~3560	chr9	92366197	+	HPV35	3560	-	192	192	0	59	133
rep1.HPV35	chr7~111538717~HPV35~3079	chr7	111538717	+	HPV35	3079	+	205	205	1	124	87
rep1.HPV35	chr7~137684551~HPV35~5151	chr7	137684551	+	HPV35	5151	+	217	217	5	187	35
rep1.HPV35	chr19~15575298~HPV35~2300	chr19	15575298	+	HPV35	2300	+	5	5	1	4	3
rep1.HPV35	chr1~232494409~HPV35~6197	chr1	232494409	+	HPV35	6197	+	217	217	5	222	0
rep1.HPV35	chr22~50140701~HPV35~5202	chr22	50140701	+	HPV35	5202	-	213	213	1	152	66
rep1.HPV35	chr16~6338144~HPV35~336	chr16	6338144	+	HPV35	336	+	217	217	5	222	0
rep1.HPV35	chr16~20602327~HPV35~3358	chr16	20602327	+	HPV35	3358	+	162	162	5	23	143
rep1.HPV35	chr17~30316976~HPV35~4699	chr17	30316976	+	HPV35	4699	-	196	196	4	204	3
rep1.HPV35	chr17~30559366~HPV35~1434	chr17	30559366	+	HPV35	1434	+	215	215	5	116	103
rep1.HPV35	chr17~75265634~HPV35~3913	chr17	75265634	+	HPV35	3913	-	189	189	4	91	109
rep1.HPV35	chr17~76346946~HPV35~2815	chr17	76346946	+	HPV35	2815	+	215	215	5	74	145
rep1.HPV35	chrX~33618578~HPV35~2071	chrX	33618578	+	HPV35	2071	-	216	216	4	220	0
rep1.HPV35	chr2~203344616~HPV35~2978	chr2	203344616	+	HPV35	2978	-	196	196	5	132	69
rep1.HPV35	chr4~2405225~HPV35~6462	chr4	2405225	-	HPV35	6462	+	204	204	4	213	2
rep1.HPV35	chr4~144766656~HPV35~7526	chr4	144766656	-	HPV35	7526	-	143	143	5	40	114
rep1.HPV35	chr9~11387810~HPV35~2496	chr9	11387810	-	HPV35	2496	-	215	215	5	47	172
rep1.HPV35	chr9~23865251~HPV35~7685	chr9	23865251	-	HPV35	7685	-	201	201	2	0	206
rep1.HPV35	chr9~103223120~HPV35~0	chr9	103223120	-	HPV35	0	?	2	2	0	2	2
rep1.HPV35	chr9~105481816~HPV35~1848	chr9	105481816	-	HPV35	1848	+	210	210	1	96	121
rep1.HPV35	chr7~129269290~HPV35~2778	chr7	129269290	-	HPV35	2778	+	1	1	0	0	1
rep1.HPV35	chr7~130637780~HPV35~0	chr7	130637780	-	HPV35	0	?	1	1	0	1	1
rep1.HPV35	chr20~57464070~HPV35~6217	chr20	57464070	-	HPV35	6217	-	197	197	0	78	123
rep1.HPV35	chr8~49508117~HPV35~0	chr8	49508117	-	HPV35	0	?	2	2	0	2	2
rep1.HPV35	chr10~75585407~HPV35~3034	chr10	75585407	-	HPV35	3034	+	203	203	5	169	49
rep1.HPV35	chr3~164643471~HPV35~1087	chr3	164643471	-	HPV35	1087	-	215	215	4	217	1
rep1.HPV35	chr3~184105066~HPV35~4751	chr3	184105066	-	HPV35	4751	+	216	216	4	220	0
rep1.HPV35	chr22~36284673~HPV35~5072	chr22	36284673	-	HPV35	5072	+	216	216	4	215	5
rep1.HPV35	chr15~85991879~HPV35~6853	chr15	85991879	-	HPV35	6853	-	206	206	1	136	76
rep1.HPV35	chr14~35546869~HPV35~5144	chr14	35546869	-	HPV35	5144	-	196	196	0	195	1
rep1.HPV35	chr16~5420515~HPV35~0	chr16	5420515	-	HPV35	0	?	1	1	0	1	1
rep1.HPV35	chr2~14004262~HPV35~3309	chr2	14004262	-	HPV35	3309	+	195	195	0	195	0
rep1.HPV35	chrX~110217368~HPV35~3609	chrX	110217368	-	HPV35	3609	-	209	209	5	213	0
rep1.HPV35	chr17~46786981~HPV35~1848	chr17	46786981	-	HPV35	1848	+	1	1	1	0	1
rep1.HPV35	chr19~53833679~HPV35~3226	chr19	53833679	-	HPV35	3226	+	195	195	1	11	184
rep1.HPV35	chr1~63672935~HPV35~3663	chr1	63672935	-	HPV35	3663	+	186	186	1	99	92
rep1.HPV35	chr1~230790644~HPV35~0	chr1	230790644	-	HPV35	0	?	1	1	0	1	1
rep1.HPV35	chr5~66048038~HPV35~4066	chr5	66048038	-	HPV35	4066	+	182	182	1	185	2
rep1.HPV35	chr5~118608142~HPV35~2732	chr5	118608142	-	HPV35	2732	+	215	215	5	219	0
rep1.HPV35	chr5~169598592~HPV35~253	chr5	169598592	-	HPV35	253	+	215	215	1	220	0
rep1.HPV39	chr20~44855747~HPV39~2114	chr20	44855747	+	HPV39	2114	-	206	206	0	150	65
rep1.HPV39	chr14~58091135~HPV39~4388	chr14	58091135	+	HPV39	4388	+	21	21	4	7	23
rep1.HPV39	chr14~90309794~HPV39~2195	chr14	90309794	+	HPV39	2195	-	220	220	2	166	62
rep1.HPV39	chr14~105187615~HPV39~0	chr14	105187615	+	HPV39	0	?	1	1	0	1	1
rep1.HPV39	chr7~157658333~HPV39~3695	chr7	157658333	+	HPV39	3695	+	140	140	4	140	0
rep1.HPV39	chr6~87593110~HPV39~6611	chr6	87593110	+	HPV39	6611	+	219	219	0	64	155
rep1.HPV39	chr15~97412718~HPV39~285	chr15	97412718	+	HPV39	285	+	193	193	4	117	84
rep1.HPV39	chr3~52711255~HPV39~3207	chr3	52711255	+	HPV39	3207	+	194	194	3	146	56
rep1.HPV39	chr3~57491840~HPV39~4357	chr3	57491840	+	HPV39	4357	+	209	209	4	106	112
rep1.HPV39	chr3~100166276~HPV39~1082	chr3	100166276	+	HPV39	1082	-	221	221	0	225	2
rep1.HPV39	chr17~2349950~HPV39~4570	chr17	2349950	+	HPV39	4570	+	214	214	4	126	97
rep1.HPV39	chr17~78122831~HPV39~5452	chr17	78122831	+	HPV39	5452	+	211	211	1	189	28
rep1.HPV39	chr22~20882490~HPV39~227	chr22	20882490	+	HPV39	227	+	215	215	4	198	26
rep1.HPV39	chr18~14183375~HPV39~6461	chr18	14183375	+	HPV39	6461	+	224	224	2	8	224
rep1.HPV39	chr2~130742706~HPV39~5695	chr2	130742706	+	HPV39	5695	-	204	204	0	147	63
rep1.HPV39	chr10~927322~HPV39~386	chr10	927322	+	HPV39	386	+	222	222	2	144	86
rep1.HPV39	chr12~16971655~HPV39~2160	chr12	16971655	+	HPV39	2160	-	171	171	1	132	43
rep1.HPV39	chr12~96174336~HPV39~3815	chr12	96174336	+	HPV39	3815	+	216	216	2	57	167
rep1.HPV39	chr12~105290731~HPV39~5307	chr12	105290731	+	HPV39	5307	+	187	187	4	195	0
rep1.HPV39	chr5~137151584~HPV39~3093	chr5	137151584	+	HPV39	3093	-	224	224	2	170	62
rep1.HPV39	chr1~10885911~HPV39~496	chr1	10885911	+	HPV39	496	+	1	1	0	0	1
rep1.HPV39	chr13~102724018~HPV39~1279	chr13	102724018	+	HPV39	1279	+	205	205	4	177	37
rep1.HPV39	chr13~103616562~HPV39~4831	chr13	103616562	+	HPV39	4831	-	194	194	3	202	0
rep1.HPV39	chrX~15152358~HPV39~3582	chrX	15152358	+	HPV39	3582	+	194	194	3	202	0
rep1.HPV39	chrX~32399427~HPV39~1660	chrX	32399427	+	HPV39	1660	-	224	224	2	50	182
rep1.HPV39	chr19~8624742~HPV39~4711	chr19	8624742	+	HPV39	4711	+	221	221	0	69	158
rep1.HPV39	chr19~20933894~HPV39~1464	chr19	20933894	+	HPV39	1464	-	214	214	4	91	132
rep1.HPV39	chr4~146311690~HPV39~5731	chr4	146311690	+	HPV39	5731	-	207	207	4	215	1
rep1.HPV39	chr11~34574529~HPV39~7332	chr11	34574529	+	HPV39	7332	-	174	174	0	177	0
rep1.HPV39	chr11~93980106~HPV39~2415	chr11	93980106	+	HPV39	2415	-	215	215	4	202	22
rep1.HPV39	chrX~6105135~HPV39~2583	chrX	6105135	-	HPV39	2583	+	221	221	0	131	96
rep1.HPV39	chrX~57971147~HPV39~4388	chrX	57971147	-	HPV39	4388	+	2	2	1	2	1
rep1.HPV39	chrX~65398874~HPV39~0	chrX	65398874	-	HPV39	0	?	2	2	0	2	2
rep1.HPV39	chrX~116951158~HPV39~3501	chrX	116951158	-	HPV39	3501	-	194	194	3	202	0
rep1.HPV39	chr3~10547422~HPV39~3982	chr3	10547422	-	HPV39	3982	+	215	215	4	203	21
rep1.HPV39	chr3~109769379~HPV39~2615	chr3	109769379	-	HPV39	2615	-	215	215	4	160	64
rep1.HPV39	chr11~109215100~HPV39~6853	chr11	109215100	-	HPV39	6853	-	191	191	2	92	106
rep1.HPV39	chr1~83768194~HPV39~5905	chr1	83768194	-	HPV39	5905	-	187	187	4	198	0
rep1.HPV39	chr1~117832103~HPV39~0	chr1	117832103	-	HPV39	0	?	1	1	0	1	1
rep1.HPV39	chr5~111900318~HPV39~7250	chr5	111900318	-	HPV39	7250	+	201	201	0	103	98
rep1.HPV39	chr6~15070170~HPV39~5973	chr6	15070170	-	HPV39	5973	+	221	221	0	74	153
rep1.HPV39	chr6~69254323~HPV39~5134	chr6	69254323	-	HPV39	5134	+	193	193	0	175	18
rep1.HPV39	chr6~146520959~HPV39~4738	chr6	146520959	-	HPV39	4738	+	205	205	0	1	216
rep1.HPV39	chr10~17774254~HPV39~3621	chr10	17774254	-	HPV39	3621	-	212	212	3	167	55
rep1.HPV39	chr10~33621059~HPV39~5614	chr10	33621059	-	HPV39	5614	-	210	210	2	214	0
rep1.HPV39	chr10~36075522~HPV39~3177	chr10	36075522	-	HPV39	3177	-	215	215	0	213	2
rep1.HPV39	chr10~72596081~HPV39~4388	chr10	72596081	-	HPV39	4388	+	214	214	4	23	201
rep1.HPV39	chr10~104609165~HPV39~5879	chr10	104609165	-	HPV39	5879	+	211	211	0	64	147
rep1.HPV39	chr15~96042553~HPV39~3580	chr15	96042553	-	HPV39	3580	+	220	220	0	102	124
rep1.HPV39	chr8~95166622~HPV39~0	chr8	95166622	-	HPV39	0	?	1	1	0	1	1
rep1.HPV39	chr18~38399303~HPV39~2989	chr18	38399303	-	HPV39	2989	-	194	194	3	171	30
rep1.HPV39	chr18~41556099~HPV39~7464	chr18	41556099	-	HPV39	7464	-	176	176	2	147	37
rep1.HPV39	chr14~65999702~HPV39~612	chr14	65999702	-	HPV39	612	+	221	221	0	128	99
rep1.HPV39	chr14~76151020~HPV39~6965	chr14	76151020	-	HPV39	6965	-	221	221	0	202	25
rep1.HPV39	chr16~27620881~HPV39~2228	chr16	27620881	-	HPV39	2228	+	215	215	4	109	115
rep1.HPV45	chr10~73153218~HPV45~728	chr10	73153218	+	HPV45	728	+	1	1	1	0	1
rep1.HPV45	chr10~86937794~HPV45~3288	chr10	86937794	+	HPV45	3288	+	208	208	3	126	89
rep1.HPV45	chr10~98247275~HPV45~2417	chr10	98247275	+	HPV45	2417	-	210	210	3	219	0
rep1.HPV45	chr19~6980360~HPV45~0	chr19	6980360	+	HPV45	0	?	1	1	0	1	1
rep1.HPV45	chr19~35324476~HPV45~5443	chr19	35324476	+	HPV45	5443	-	188	188	4	135	58
rep1.HPV45	chr19~50299040~HPV45~7627	chr19	50299040	+	HPV45	7627	-	181	181	5	16	173
rep1.HPV45	chr4~89693434~HPV45~6148	chr4	89693434	+	HPV45	6148	+	203	203	2	204	5
rep1.HPV45	chr6~65709152~HPV45~3114	chr6	65709152	+	HPV45	3114	-	2	2	0	1	2
rep1.HPV45	chr6~151678199~HPV45~7394	chr6	151678199	+	HPV45	7394	-	157	157	0	156	1
rep1.HPV45	chr7~38487917~HPV45~1346	chr7	38487917	+	HPV45	1346	+	1	1	0	0	1
rep1.HPV45	chr7~77156555~HPV45~5599	chr7	77156555	+	HPV45	5599	-	170	170	2	1	178
rep1.HPV45	chr22~17168192~HPV45~728	chr22	17168192	+	HPV45	728	+	10	10	2	5	10
rep1.HPV45	chr22~28551107~HPV45~2080	chr22	28551107	+	HPV45	2080	+	190	190	0	76	120
rep1.HPV45	chr22~39970343~HPV45~728	chr22	39970343	+	HPV45	728	+	202	202	2	90	119
rep1.HPV45	chr22~43247273~HPV45~1850	chr22	43247273	+	HPV45	1850	+	208	208	3	215	0
rep1.HPV45	chr8~106623645~HPV45~5351	chr8	106623645	+	HPV45	5351	-	209	209	4	218	0
rep1.HPV45	chrY~22251736~HPV45~2486	chrY	22251736	+	HPV45	2486	+	209	209	4	120	98
rep1.HPV45	chr14~28640833~HPV45~2450	chr14	28640833	+	HPV45	2450	+	20	20	6	3	21
rep1.HPV45	chr14~49328619~HPV45~2733	chr14	49328619	+	HPV45	2733	-	195	195	2	198	0
rep1.HPV45	chr18~36583951~HPV45~5009	chr18	36583951	+	HPV45	5009	+	192	192	3	130	69
rep1.HPV45	chr12~3787913~HPV45~1156	chr12	3787913	+	HPV45	1156	+	181	181	0	15	175
rep1.HPV45	chr2~25099355~HPV45~7529	chr2	25099355	+	HPV45	7529	-	178	178	4	185	0
rep1.HPV45	chr16~1857508~HPV45~5279	chr16	1857508	+	HPV45	5279	-	231	231	6	223	14
rep1.HPV45	chr16~30652071~HPV45~3037	chr16	30652071	+	HPV45	3037	-	207	207	4	215	0
rep1.HPV45	chr16~58700753~HPV45~6492	chr16	58700753	+	HPV45	6492	+	144	144	2	129	23
rep1.HPV45	chrX~14218399~HPV45~0	chrX	14218399	+	HPV45	0	?	1	1	0	1	1
rep1.HPV45	chrX~42257286~HPV45~2078	chrX	42257286	+	HPV45	2078	+	1	1	1	0	1
rep1.HPV45	chr13~21485117~HPV45~3573	chr13	21485117	+	HPV45	3573	-	135	135	3	62	81
rep1.HPV45	chr13~41210583~HPV45~0	chr13	41210583	+	HPV45	0	?	1	1	0	1	1
rep1.HPV45	chr1~21357232~HPV45~0	chr1	21357232	+	HPV45	0	?	1	1	0	1	1
rep1.HPV45	chr1~33571188~HPV45~3159	chr1	33571188	+	HPV45	3159	-	207	207	2	216	0
rep1.HPV45	chr1~58515653~HPV45~6726	chr1	58515653	+	HPV45	6726	+	197	197	4	204	0
rep1.HPV45	chr1~122447325~HPV45~5974	chr1	122447325	+	HPV45	5974	-	1	1	1	1	0
rep1.HPV45	chr15~96425006~HPV45~0	chr15	96425006	+	HPV45	0	?	1	1	0	1	1
rep1.HPV45	chr9~114207115~HPV45~1921	chr9	114207115	+	HPV45	1921	+	205	205	2	213	0
rep1.HPV45	chr17~45377045~HPV45~0	chr17	45377045	+	HPV45	0	?	5	5	0	5	5
rep1.HPV45	chr3~33767706~HPV45~0	chr3	33767706	+	HPV45	0	?	2	2	0	2	2
rep1.HPV45	chr3~104530070~HPV45~0	chr3	104530070	+	HPV45	0	?	1	1	0	1	1
rep1.HPV45	chr3~195027647~HPV45~4465	chr3	195027647	+	HPV45	4465	+	232	232	6	238	1
rep1.HPV45	chr16~64089056~HPV45~5518	chr16	64089056	-	HPV45	5518	+	202	202	3	136	73
rep1.HPV45	chr12~112022689~HPV45~5879	chr12	112022689	-	HPV45	5879	-	209	209	4	173	45
rep1.HPV45	chr12~115747366~HPV45~7242	chr12	115747366	-	HPV45	7242	-	172	172	6	159	19
rep1.HPV45	chr18~58693877~HPV45~2915	chr18	58693877	-	HPV45	2915	-	208	208	4	216	0
rep1.HPV45	chr2~55672009~HPV45~4426	chr2	55672009	-	HPV45	4426	+	231	231	6	201	36
rep1.HPV45	chr2~177230334~HPV45~6104	chr2	177230334	-	HPV45	6104	+	194	194	0	194	0
rep1.HPV45	chr2~193991397~HPV45~5156	chr2	193991397	-	HPV45	5156	+	206	206	2	213	2
rep1.HPV45	chr14~59724982~HPV45~3246	chr14	59724982	-	HPV45	3246	-	231	231	6	237	0
rep1.HPV45	chr14~77686487~HPV45~2868	chr14	77686487	-	HPV45	2868	-	208	208	3	93	122
rep1.HPV45	chr14~84897475~HPV45~7627	chr14	84897475	-	HPV45	7627	-	1	1	1	0	1
rep1.HPV45	chr22~39409421~HPV45~4865	chr22	39409421	-	HPV45	4865	-	208	208	3	215	0
rep1.HPV45	chr6~50158526~HPV45~7627	chr6	50158526	-	HPV45	7627	-	4	4	3	1	4
rep1.HPV45	chr19~15952396~HPV45~1815	chr19	15952396	-	HPV45	1815	-	209	209	4	114	104
rep1.HPV45	chr10~37406327~HPV45~3909	chr10	37406327	-	HPV45	3909	+	191	191	3	137	61
rep1.HPV45	chr3~53872280~HPV45~3625	chr3	53872280	-	HPV45	3625	+	206	206	2	214	0
rep1.HPV45	chr9~1750521~HPV45~2995	chr9	1750521	-	HPV45	2995	-	187	187	0	6	185
rep1.HPV45	chr9~75619939~HPV45~6797	chr9	75619939	-	HPV45	6797	+	182	182	5	43	147
rep1.HPV45	chr17~47949114~HPV45~1316	chr17	47949114	-	HPV45	1316	-	220	220	2	228	0
rep1.HPV45	chr17~73518700~HPV45~1202	chr17	73518700	-	HPV45	1202	+	209	209	4	218	0
rep1.HPV45	chr20~11208971~HPV45~4538	chr20	11208971	-	HPV45	4538	-	188	188	4	197	0
rep1.HPV45	chr1~21357155~HPV45~0	chr1	21357155	-	HPV45	0	?	1	1	0	1	1
rep1.HPV45	chr1~98537399~HPV45~1424	chr1	98537399	-	HPV45	1424	-	1	1	0	0	1
rep1.HPV45	chr13~37736717~HPV45~5203	chr13	37736717	-	HPV45	5203	-	192	192	0	53	139
rep1.HPV45	chr13~41210521~HPV45~0	chr13	41210521	-	HPV45	0	?	2	2	0	2	2
rep1.HPV45	chr13~60213507~HPV45~1737	chr13	60213507	-	HPV45	1737	+	193	193	4	190	12
rep1.HPV45	chr21~46273947~HPV45~3338	chr21	46273947	-	HPV45	3338	+	231	231	6	235	2
rep1.HPV45	chr5~37091391~HPV45~0	chr5	37091391	-	HPV45	0	?	1	1	0	1	1
rep1.HPV45	chr5~144992021~HPV45~2200	chr5	144992021	-	HPV45	2200	-	231	231	6	65	172
rep1.HPV45	chr5~176515725~HPV45~682	chr5	176515725	-	HPV45	682	+	205	205	2	67	146
rep2.HPV16	chr11~74796320~HPV16~777	chr11	74796320	+	HPV16	777	+	216	216	5	190	34
rep2.HPV16	chr8~144128339~HPV16~3809	chr8	144128339	+	HPV16	3809	+	165	165	5	61	112
rep2.HPV16	chr16~34227393~HPV16~2479	chr16	34227393	+	HPV16	2479	+	3	3	3	0	3
rep2.HPV16	chr16~50744502~HPV16~4438	chr16	50744502	+	HPV16	4438	-	209	209	6	213	0
rep2.HPV16	chr5~87065034~HPV16~3418	chr5	87065034	+	HPV16	3418	+	5	5	1	4	4
rep2.HPV16	chr9~118510297~HPV16~5382	chr9	118510297	+	HPV16	5382	-	241	241	2	8	242
rep2.HPV16	chrX~8340175~HPV16~7056	chrX	8340175	+	HPV16	7056	-	230	230	6	215	19
rep2.HPV16	chrX~85511859~HPV16~6066	chrX	85511859	+	HPV16	6066	-	241	241	2	250	0
rep2.HPV16	chr22~48533642~HPV16~4080	chr22	48533642	+	HPV16	4080	-	204	204	2	213	0
rep2.HPV16	chr7~128292084~HPV16~3461	chr7	128292084	+	HPV16	3461	-	230	230	5	20	216
rep2.HPV16	chr1~145871143~HPV16~3882	chr1	145871143	+	HPV16	3882	+	135	135	0	86	49
rep2.HPV16	chr1~240378935~HPV16~6039	chr1	240378935	+	HPV16	6039	-	241	241	2	213	37
rep2.HPV16	chr4~47638007~HPV16~0	chr4	47638007	+	HPV16	0	?	1	1	0	1	1
rep2.HPV16	chr4~131983048~HPV16~2832	chr4	131983048	+	HPV16	2832	-	204	204	5	210	0
rep2.HPV16	chr19~384661~HPV16~6576	chr19	384661	+	HPV16	6576	+	239	239	6	244	0
rep2.HPV16	chr14~41540222~HPV16~3814	chr14	41540222	+	HPV16	3814	+	134	134	0	18	116
rep2.HPV16	chr2~75026188~HPV16~6644	chr2	75026188	+	HPV16	6644	+	231	231	5	237	0
rep2.HPV16	chr12~95620831~HPV16~0	chr12	95620831	+	HPV16	0	?	3	3	0	3	3
rep2.HPV16	chr10~103165551~HPV16~1658	chr10	103165551	+	HPV16	1658	-	237	237	2	17	229
rep2.HPV16	chr20~38052154~HPV16~5119	chr20	38052154	+	HPV16	5119	-	231	231	5	79	158
rep2.HPV16	chr20~56134951~HPV16~4551	chr20	56134951	+	HPV16	4551	+	222	222	5	229	1
rep2.HPV16	chr20~59988253~HPV16~3970	chr20	59988253	+	HPV16	3970	+	196	196	5	201	1
rep2.HPV16	chr13~37605367~HPV16~2321	chr13	37605367	+	HPV16	2321	-	238	238	6	241	1
rep2.HPV16	chr13~39193297~HPV16~6137	chr13	39193297	+	HPV16	6137	+	221	221	5	229	0
rep2.HPV16	chr3~44282434~HPV16~3204	chr3	44282434	+	HPV16	3204	+	241	241	2	250	0
rep2.HPV16	chr13~99349851~HPV16~2706	chr13	99349851	-	HPV16	2706	+	241	241	2	13	237
rep2.HPV16	chr13~107902470~HPV16~4695	chr13	107902470	-	HPV16	4695	-	241	241	2	192	58
rep2.HPV16	chr10~30299017~HPV16~0	chr10	30299017	-	HPV16	0	?	2	2	0	2	2
rep2.HPV16	chr10~131630299~HPV16~1439	chr10	131630299	-	HPV16	1439	-	222	222	6	230	0
rep2.HPV16	chr12~14010561~HPV16~1238	chr12	14010561	-	HPV16	1238	+	231	231	5	214	23
rep2.HPV16	chr12~66996150~HPV16~5254	chr12	66996150	-	HPV16	5254	+	222	222	5	186	44
rep2.HPV16	chr18~46372624~HPV16~889	chr18	46372624	-	HPV16	889	+	230	230	2	232	3
rep2.HPV16	chr15~79955526~HPV16~3418	chr15	79955526	-	HPV16	3418	+	229	229	6	43	193
rep2.HPV16	chr15~84604789~HPV16~0	chr15	84604789	-	HPV16	0	?	1	1	0	1	1
rep2.HPV16	chr2~235603466~HPV16~5178	chr2	235603466	-	HPV16	5178	-	238	238	6	241	1
rep2.HPV16	chr14~85064349~HPV16~441	chr14	85064349	-	HPV16	441	+	230	230	5	78	158
rep2.HPV16	chr19~53452685~HPV16~401	chr19	53452685	-	HPV16	401	+	222	222	6	44	186
rep2.HPV16	chr4~77690765~HPV16~6172	chr4	77690765	-	HPV16	6172	-	240	240	2	247	2
rep2.HPV16	chr4~88663208~HPV16~1859	chr4	88663208	-	HPV16	1859	+	231	231	5	235	2
rep2.HPV16	chr4~152562106~HPV16~4054	chr4	152562106	-	HPV16	4054	-	1	1	0	0	1
rep2.HPV16	chr1~157077012~HPV16~2576	chr1	157077012	-	HPV16	2576	+	207	207	0	208	0
rep2.HPV16	chr1~247077961~HPV16~3594	chr1	247077961	-	HPV16	3594	+	219	219	6	222	1
rep2.HPV16	chr22~34770904~HPV16~2096	chr22	34770904	-	HPV16	2096	-	239	239	6	245	0
rep2.HPV16	chr7~144571497~HPV16~6838	chr7	144571497	-	HPV16	6838	-	180	180	5	92	96
rep2.HPV16	chr7~150194680~HPV16~6232	chr7	150194680	-	HPV16	6232	-	228	228	5	0	234
rep2.HPV16	chrX~8458226~HPV16~981	chrX	8458226	-	HPV16	981	+	241	241	2	8	242
rep2.HPV16	chrX~12121151~HPV16~5813	chrX	12121151	-	HPV16	5813	+	232	232	6	170	69
rep2.HPV16	chrX~41257565~HPV16~0	chrX	41257565	-	HPV16	0	?	1	1	0	1	1
rep2.HPV16	chrX~92246349~HPV16~0	chrX	92246349	-	HPV16	0	?	2	2	0	2	2
rep2.HPV16	chrX~97706673~HPV16~4810	chrX	97706673	-	HPV16	4810	+	238	238	3	53	195
rep2.HPV16	chr5~127941529~HPV16~1079	chr5	127941529	-	HPV16	1079	-	241	241	2	250	0
rep2.HPV16	chr16~7286623~HPV16~0	chr16	7286623	-	HPV16	0	?	2	2	0	2	2
rep2.HPV16	chr16~13640790~HPV16~0	chr16	13640790	-	HPV16	0	?	1	1	0	1	1
rep2.HPV16	chr16~16582720~HPV16~2347	chr16	16582720	-	HPV16	2347	+	199	199	6	20	187
rep2.HPV16	chr8~144124651~HPV16~0	chr8	144124651	-	HPV16	0	?	2	2	0	2	2
rep2.HPV16	chr11~49612246~HPV16~7869	chr11	49612246	-	HPV16	7869	-	238	238	6	36	205
rep2.HPV16	chr11~54784509~HPV16~6497	chr11	54784509	-	HPV16	6497	+	238	238	6	65	177
rep2.HPV16	chr6~47081309~HPV16~1750	chr6	47081309	-	HPV16	1750	-	236	236	6	238	3
rep2.HPV16	chr6~159256431~HPV16~5005	chr6	159256431	-	HPV16	5005	+	222	222	6	229	1
rep2.HPV18	chr2~18965599~HPV18~3408	chr2	18965599	+	HPV18	3408	-	10	10	2	0	18
rep2.HPV18	chr2~38536199~HPV18~2700	chr2	38536199	+	HPV18	2700	-	217	217	5	220	0
rep2.HPV18	chr2~167739865~HPV18~0	chr2	167739865	+	HPV18	0	?	5	5	0	4	5
rep2.HPV18	chr13~98704489~HPV18~4121	chr13	98704489	+	HPV18	4121	+	213	213	3	222	0
rep2.HPV18	chr18~9756296~HPV18~7163	chr18	9756296	+	HPV18	7163	-	213	213	0	215	0
rep2.HPV18	chr18~45138597~HPV18~4087	chr18	45138597	+	HPV18	4087	-	227	227	3	49	187
rep2.HPV18	chr12~72084841~HPV18~4744	chr12	72084841	+	HPV18	4744	+	220	220	5	224	1
rep2.HPV18	chr12~121385444~HPV18~3935	chr12	121385444	+	HPV18	3935	+	191	191	0	64	127
rep2.HPV18	chr9~83915067~HPV18~6054	chr9	83915067	+	HPV18	6054	-	216	216	4	20	199
rep2.HPV18	chr1~153100810~HPV18~2095	chr1	153100810	+	HPV18	2095	-	236	236	6	108	132
rep2.HPV18	chr15~22897254~HPV18~2232	chr15	22897254	+	HPV18	2232	-	204	204	2	85	126
rep2.HPV18	chr15~29652023~HPV18~4868	chr15	29652023	+	HPV18	4868	+	228	228	3	79	164
rep2.HPV18	chr20~49177956~HPV18~3135	chr20	49177956	+	HPV18	3135	+	18	18	3	8	22
rep2.HPV18	chr19~16374286~HPV18~3978	chr19	16374286	+	HPV18	3978	+	193	193	2	200	0
rep2.HPV18	chr19~53222488~HPV18~4909	chr19	53222488	+	HPV18	4909	-	151	151	2	64	94
rep2.HPV18	chr19~54505550~HPV18~3104	chr19	54505550	+	HPV18	3104	+	228	228	3	32	208
rep2.HPV18	chr19~55406433~HPV18~599	chr19	55406433	+	HPV18	599	+	178	178	3	181	1
rep2.HPV18	chr10~13069022~HPV18~5191	chr10	13069022	+	HPV18	5191	+	203	203	0	81	132
rep2.HPV18	chr10~92443297~HPV18~0	chr10	92443297	+	HPV18	0	?	1	1	0	1	1
rep2.HPV18	chr10~94018330~HPV18~2181	chr10	94018330	+	HPV18	2181	+	217	217	4	219	1
rep2.HPV18	chr6~57303781~HPV18~3881	chr6	57303781	+	HPV18	3881	-	1	1	0	0	1
rep2.HPV18	chr6~136800593~HPV18~923	chr6	136800593	+	HPV18	923	+	217	217	5	96	124
rep2.HPV18	chr17~66494144~HPV18~5492	chr17	66494144	+	HPV18	5492	+	215	215	4	218	0
rep2.HPV18	chr21~43195066~HPV18~6379	chr21	43195066	+	HPV18	6379	-	169	169	0	170	0
rep2.HPV18	chr14~28649515~HPV18~1909	chr14	28649515	+	HPV18	1909	+	189	189	0	131	65
rep2.HPV18	chr14~63688884~HPV18~2227	chr14	63688884	+	HPV18	2227	+	11	11	0	0	11
rep2.HPV18	chrX~18176648~HPV18~5344	chrX	18176648	+	HPV18	5344	+	174	174	4	85	95
rep2.HPV18	chrX~121905385~HPV18~0	chrX	121905385	+	HPV18	0	?	1	1	0	1	1
rep2.HPV18	chr7~67320263~HPV18~4402	chr7	67320263	+	HPV18	4402	+	227	227	3	29	207
rep2.HPV18	chr1~94461560~HPV18~3061	chr1	94461560	-	HPV18	3061	+	178	178	3	179	2
rep2.HPV18	chr1~225113635~HPV18~5699	chr1	225113635	-	HPV18	5699	+	228	228	3	134	103
