sample_name	chr	minpos	maxpos	reads	forward	reverse	Min	Max	Split1	Split2
rep1.HPV45	chr5	144992019	144992593	149	0	149	144992019	144992319	-1	144992020
rep1.HPV45	chr5	176515723	176516201	113	0	113	176515723	176516023	-1	176515724
rep1.HPV45	chr6	151677671	151678199	199	199	0	151677898	151678198	151678198	-1
rep1.HPV45	chr7	77156032	77156577	170	170	0	77156255	77156555	-1	-1
rep1.HPV45	chr8	106623103	106623645	194	194	0	106623344	106623644	106623644	-1
rep1.HPV45	chr9	1750524	1750936	98	0	98	1750524	1750824	-1	-1
rep1.HPV45	chr9	43244760	43245143	30	30	0	43244842	43245142	-1	-1
rep1.HPV45	chr9	75619937	75620461	166	0	166	75619937	75620237	-1	75619938
rep1.HPV45	chr9	114206592	114207115	196	196	0	114206815	114207115	114207114	-1
rep1.HPV45	chrX	3877973	3878311	34	0	34	3877973	3878273	-1	-1
rep1.HPV45	chrY	22251194	22251736	194	194	0	22251435	22251735	22251735	-1
rep2.HPV16	chr1	145870613	145871143	182	182	0	145870842	145871142	145871142	-1
rep2.HPV16	chr1	157077010	157077604	209	0	209	157077010	157077310	-1	157077011
rep2.HPV16	chr1	240378408	240378935	231	231	0	240378635	240378935	240378934	-1
rep2.HPV16	chr1	247077966	247078488	234	0	234	247077966	247078266	-1	247077966
rep2.HPV16	chr10	103164993	103165583	126	126	0	103165251	103165551	103165550	-1
rep2.HPV16	chr10	131630298	131630828	210	0	210	131630298	131630598	-1	131630298
rep2.HPV16	chr11	49612258	49612767	213	0	213	49612258	49612558	-1	-1
rep2.HPV16	chr11	54784508	54785030	209	0	209	54784508	54784808	-1	54784508
rep2.HPV16	chr11	74795790	74796320	209	209	0	74796019	74796319	74796319	-1
rep2.HPV16	chr12	14010560	14011097	222	0	222	14010560	14010860	-1	14010560
rep2.HPV16	chr12	66996149	66996679	209	0	209	66996149	66996449	-1	66996149
rep2.HPV16	chr13	37604845	37605367	234	234	0	37605066	37605366	37605366	-1
rep2.HPV16	chr13	39192766	39193297	210	210	0	39192997	39193297	39193296	-1
rep2.HPV16	chr13	99349849	99350408	165	0	165	99349849	99350149	-1	99349850
rep2.HPV16	chr13	107902468	107902940	212	0	212	107902468	107902768	-1	107902469
rep2.HPV16	chr14	41539664	41540227	137	137	0	41539922	41540222	-1	-1
rep2.HPV16	chr14	85064348	85064890	222	0	222	85064348	85064648	-1	85064353
rep2.HPV16	chr15	79955524	79956031	214	0	214	79955524	79955824	-1	79955525
rep2.HPV16	chr16	16582717	16583249	156	0	156	16582717	16583017	-1	16582719
rep2.HPV16	chr16	50743980	50744502	234	234	0	50744201	50744501	50744501	-1
rep2.HPV16	chr18	46372622	46373181	232	0	232	46372622	46372922	-1	46372623
rep2.HPV16	chr19	384139	384661	234	234	0	384360	384660	384660	-1
rep2.HPV16	chr19	53452747	53453210	119	0	119	53452747	53453047	-1	-1
rep2.HPV16	chr2	75025651	75026188	222	222	0	75025893	75026193	75026187	-1
rep2.HPV16	chr2	235603465	235603987	234	0	234	235603465	235603765	-1	235603465
rep2.HPV16	chr20	17154371	17154471	21	21	0	17154170	17154470	-1	-1
rep2.HPV16	chr20	38051617	38052154	122	122	0	38051853	38052153	38052153	-1
rep2.HPV16	chr20	56134421	56134951	209	209	0	56134650	56134950	56134950	-1
rep2.HPV16	chr20	59987716	59988253	222	222	0	59987952	59988252	59988252	-1
rep2.HPV16	chr22	34770903	34771427	233	0	233	34770903	34771203	-1	34770903
rep2.HPV16	chr22	48533084	48533642	232	232	0	48533342	48533642	48533641	-1
rep2.HPV16	chr3	44281876	44282434	232	232	0	44282134	44282434	44282433	-1
rep2.HPV16	chr4	77690763	77691322	232	0	232	77690763	77691063	-1	77690764
rep2.HPV16	chr4	88663207	88663744	222	0	222	88663207	88663507	-1	88663207
rep2.HPV16	chr4	131982511	131983048	222	222	0	131982747	131983047	131983047	-1
rep2.HPV16	chr5	127941527	127942086	232	0	232	127941527	127941827	-1	127941528
rep2.HPV16	chr6	47081308	47081830	234	0	234	47081308	47081608	-1	47081308
rep2.HPV16	chr6	159256430	159256960	210	0	210	159256430	159256730	-1	159256430
rep2.HPV16	chr7	128291571	128292059	98	98	0	128291758	128292058	-1	-1
rep2.HPV16	chr7	144571497	144572029	150	0	150	144571497	144571797	-1	144571499
rep2.HPV16	chr7	150194753	150195219	98	0	98	150194753	150195053	-1	-1
rep2.HPV16	chr8	144127808	144128339	109	109	0	144128039	144128339	144128338	-1
rep2.HPV16	chr9	118509770	118510322	60	60	0	118509996	118510296	-1	-1
rep2.HPV16	chrX	8339653	8340175	234	234	0	8339874	8340174	8340174	-1
rep2.HPV16	chrX	8458225	8458784	222	0	222	8458225	8458525	-1	8458225
rep2.HPV16	chrX	12121149	12121688	224	0	224	12121149	12121449	-1	12121150
rep2.HPV16	chrX	85511301	85511859	232	232	0	85511559	85511859	85511858	-1
rep2.HPV16	chrX	97706672	97707232	214	0	214	97706672	97706972	-1	97706672
rep2.HPV18	chr1	94461558	94462071	171	0	171	94461558	94461858	-1	94461559
rep2.HPV18	chr1	153100287	153100810	210	210	0	153100509	153100809	153100809	-1
rep2.HPV18	chr1	225113633	225114197	216	0	216	225113633	225113933	-1	225113634
rep2.HPV18	chr10	13068492	13069019	193	193	0	13068718	13069018	-1	-1
rep2.HPV18	chr10	94017799	94018330	211	211	0	94018029	94018329	94018329	-1
rep2.HPV18	chr10	116697642	116698161	215	0	215	116697642	116697942	-1	116697648
rep2.HPV18	chr10	133010685	133011216	153	0	153	133010685	133010985	-1	133010686
rep2.HPV18	chr11	24519810	24520323	172	0	172	24519810	24520110	-1	24519811
rep2.HPV18	chr12	72084310	72084841	211	211	0	72084540	72084840	72084840	-1
rep2.HPV18	chr12	121384914	121385444	101	101	0	121385144	121385444	121385443	-1
rep2.HPV18	chr13	49542741	49543272	200	0	200	49542741	49543041	-1	49542742
rep2.HPV18	chr13	98703926	98704489	216	216	0	98704189	98704489	98704488	-1
rep2.HPV18	chr14	28648989	28649374	121	121	0	28649073	28649373	-1	-1
rep2.HPV18	chr14	66510492	66511067	216	0	216	66510492	66510792	-1	66510504
rep2.HPV18	chr14	101750460	101750973	173	0	173	101750460	101750760	-1	101750461
rep2.HPV18	chr15	22896729	22897254	137	137	0	22896953	22897253	22897253	-1
rep2.HPV18	chr15	29651508	29652023	213	213	0	29651723	29652023	29652022	-1
rep2.HPV18	chr15	68678148	68678607	136	0	136	68678148	68678448	-1	68678149
rep2.HPV18	chr15	96789406	96789919	171	0	171	96789406	96789706	-1	96789406
rep2.HPV18	chr16	8056009	8056525	171	0	171	8056009	8056309	-1	8056013
rep2.HPV18	chr16	19222704	19223268	216	0	216	19222704	19223004	-1	19222705
rep2.HPV18	chr17	22375508	22375613	4	4	0	22375312	22375612	-1	-1
rep2.HPV18	chr17	30848507	30849022	196	0	196	30848507	30848807	-1	-1
rep2.HPV18	chr17	66493604	66494134	209	209	0	66493834	66494134	66494133	-1
rep2.HPV18	chr18	9755766	9756296	212	212	0	9755998	9756298	9756295	-1
rep2.HPV18	chr18	45138034	45138597	121	121	0	45138297	45138597	45138596	-1
rep2.HPV18	chr19	9790429	9790895	114	0	114	9790429	9790729	-1	9790430
rep2.HPV18	chr19	16373759	16374286	197	197	0	16373985	16374285	16374285	-1
rep2.HPV18	chr19	53221963	53222270	94	94	0	53221969	53222269	-1	-1
rep2.HPV18	chr19	54505036	54505507	137	137	0	54505206	54505506	-1	-1
rep2.HPV18	chr19	55405920	55406433	171	171	0	55406132	55406432	55406432	-1
rep2.HPV18	chr19	56490358	56490889	209	0	209	56490358	56490658	-1	56490359
rep2.HPV18	chr2	38535668	38536199	211	211	0	38535898	38536198	38536198	-1
rep2.HPV18	chr2	184006389	184006902	171	0	171	184006389	184006689	-1	184006390
rep2.HPV18	chr20	13113044	13113559	183	0	183	13113044	13113344	-1	13113046
rep2.HPV18	chr20	21810726	21811239	172	0	172	21810726	21811026	-1	21810726
rep2.HPV18	chr21	14193502	14194015	172	0	172	14193502	14193802	-1	14193503
rep2.HPV18	chr21	14904042	14904573	185	0	185	14904042	14904342	-1	14904043
rep2.HPV18	chr21	38163011	38163575	216	0	216	38163011	38163311	-1	38163012
rep2.HPV18	chr21	43194554	43195066	171	171	0	43194766	43195066	43195065	-1
rep2.HPV18	chr4	62759200	62759411	23	23	0	62759110	62759410	-1	-1
rep2.HPV18	chr5	26504274	26504800	197	0	197	26504274	26504574	-1	26504274
rep2.HPV18	chr6	136800063	136800593	128	128	0	136800293	136800593	136800592	-1
rep2.HPV18	chr7	67319770	67320263	161	161	0	67319963	67320263	67320262	-1
rep2.HPV18	chr9	83914600	83915098	143	143	0	83914767	83915067	83915066	-1
rep2.HPV18	chrX	17198052	17198583	204	0	204	17198052	17198352	-1	17198053
rep2.HPV18	chrX	18176136	18176648	172	172	0	18176348	18176648	-1	-1
rep2.HPV31	chr1	15064322	15064829	194	194	0	15064529	15064829	15064828	-1
rep2.HPV31	chr1	75217195	75217703	196	0	196	75217195	75217495	-1	75217195
rep2.HPV31	chr1	94542859	94543368	196	196	0	94543067	94543367	94543367	-1
rep2.HPV31	chr1	103459260	103459754	203	0	203	103459260	103459560	-1	103459261
rep2.HPV31	chr10	2721865	2722373	79	0	79	2721865	2722165	-1	-1
rep2.HPV31	chr10	28584845	28585352	162	162	0	28585052	28585352	28585351	-1
rep2.HPV31	chr10	76256603	76257111	196	0	196	76256603	76256903	-1	76256603
rep2.HPV31	chr11	7667328	7667841	203	203	0	7667542	7667842	7667840	-1
rep2.HPV31	chr12	62817890	62818403	203	203	0	62818103	62818403	62818402	-1
rep2.HPV31	chr13	62530293	62530801	194	0	194	62530293	62530593	-1	62530294
rep2.HPV31	chr14	29238318	29238812	203	0	203	29238318	29238618	-1	29238319
rep2.HPV31	chr14	49183922	49184447	196	0	196	49183922	49184222	-1	49183922
rep2.HPV31	chr16	77810199	77810713	203	0	203	77810199	77810499	-1	77810200
rep2.HPV31	chr17	59825490	59825999	196	196	0	59825700	59826000	59825998	-1
rep2.HPV31	chr17	67333718	67334211	203	203	0	67333911	67334211	67334210	-1
rep2.HPV31	chr17	77245506	77246019	203	203	0	77245719	77246019	77246018	-1
rep2.HPV31	chr18	50306668	50307182	202	0	202	50306668	50306968	-1	50306669
rep2.HPV31	chr18	75964873	75965387	203	0	203	75964873	75965173	-1	75964874
rep2.HPV31	chr19	14282202	14282693	79	79	0	14282393	14282693	14282692	-1
rep2.HPV31	chr19	38170503	38171030	197	197	0	38170729	38171029	38171029	-1
rep2.HPV31	chr19	55669651	55670176	196	196	0	55669875	55670175	55670175	-1
rep2.HPV31	chr19	57523251	57523764	203	203	0	57523465	57523765	57523763	-1
rep2.HPV31	chr2	214236361	214236874	157	157	0	214236574	214236874	214236873	-1
rep2.HPV31	chr2	214339835	214340367	196	0	196	214339835	214340135	-1	214339842
rep2.HPV31	chr20	57086990	57087504	203	0	203	57086990	57087290	-1	57086991
rep2.HPV31	chr20	57119163	57119639	163	163	0	57119338	57119638	-1	-1
rep2.HPV31	chr21	16833871	16834378	196	196	0	16834078	16834378	16834377	-1
rep2.HPV31	chr21	38948397	38948910	203	203	0	38948610	38948910	38948909	-1
rep2.HPV31	chr21	40986034	40986560	197	197	0	40986259	40986559	40986559	-1
rep2.HPV31	chr21	43671855	43672363	190	190	0	43672062	43672362	43672362	-1
rep2.HPV31	chr21	44986101	44986615	203	0	203	44986101	44986401	-1	44986102
rep2.HPV31	chr22	49136197	49136710	203	203	0	49136411	49136711	49136709	-1
rep2.HPV31	chr3	106328828	106329353	194	0	194	106328828	106329128	-1	106328828
rep2.HPV31	chr3	145529880	145530373	203	203	0	145530073	145530373	145530372	-1
rep2.HPV31	chr3	165153966	165154460	203	0	203	165153966	165154266	-1	165153967
rep2.HPV31	chr4	68863065	68863559	204	0	204	68863065	68863365	-1	68863065
rep2.HPV31	chr6	5186679	5187173	130	0	130	5186679	5186979	-1	5186680
rep2.HPV31	chr6	120764917	120765448	184	184	0	120765141	120765441	-1	-1
rep2.HPV31	chr7	93793257	93793334	4	0	4	93793257	93793557	-1	-1
rep2.HPV31	chr7	151951308	151951821	203	203	0	151951521	151951821	151951820	-1
rep2.HPV31	chr7	154092071	154092371	86	0	86	154092071	154092371	-1	-1
rep2.HPV31	chr8	3795810	3796326	71	0	71	3795810	3796110	-1	-1
rep2.HPV31	chr8	28066427	28066934	194	194	0	28066634	28066934	28066933	-1
rep2.HPV31	chr8	98818595	98818960	155	0	155	98818595	98818895	-1	98818595
rep2.HPV31	chr8	142886183	142886677	186	0	186	142886183	142886483	-1	142886184
rep2.HPV31	chr9	128833686	128834137	152	0	152	128833686	128833986	-1	128833687
rep2.HPV31	chrX	135890208	135890723	202	202	0	135890422	135890722	135890722	-1
rep2.HPV33	chr1	164187747	164188269	220	220	0	164187968	164188268	164188268	-1
rep2.HPV33	chr1	247213918	247214494	213	213	0	247214193	247214493	247214493	-1
rep2.HPV33	chr10	98737031	98737607	197	0	197	98737031	98737331	-1	98737032
rep2.HPV33	chr11	86240804	86241326	150	150	0	86241025	86241325	86241325	-1
rep2.HPV33	chr12	33405625	33406158	204	204	0	33405857	33406157	33406157	-1
rep2.HPV33	chr12	41085516	41085893	78	78	0	41085592	41085892	-1	-1
rep2.HPV33	chr12	91364488	91365010	219	0	219	91364488	91364788	-1	91364489
rep2.HPV33	chr12	94731008	94731497	195	0	195	94731008	94731308	-1	94731009
rep2.HPV33	chr13	21146683	21147216	204	0	204	21146683	21146983	-1	21146683
rep2.HPV33	chr13	31826614	31827102	195	195	0	31826802	31827102	31827101	-1
rep2.HPV33	chr14	20048649	20049224	213	213	0	20048924	20049224	20049223	-1
rep2.HPV33	chr14	82108831	82109353	219	0	219	82108831	82109131	-1	82108832
rep2.HPV33	chr14	97094717	97095239	220	0	220	97094717	97095017	-1	97094718
rep2.HPV33	chr15	30003290	30003779	195	0	195	30003290	30003590	-1	30003291
rep2.HPV33	chr15	70697414	70697937	182	182	0	70697602	70697902	70697902	-1
rep2.HPV33	chr16	6127831	6128353	220	0	220	6127831	6128131	-1	6127832
rep2.HPV33	chr16	84710863	84711438	213	213	0	84711138	84711438	84711437	-1
rep2.HPV33	chr16	89567299	89567809	196	196	0	89567509	89567809	89567808	-1
rep2.HPV33	chr18	62771828	62772316	195	195	0	62772016	62772316	62772315	-1
rep2.HPV33	chr19	6527918	6528494	213	0	213	6527918	6528218	-1	6527919
rep2.HPV33	chr19	19199612	19200190	214	0	214	19199612	19199912	-1	19199613
rep2.HPV33	chr2	208567261	208567837	214	0	214	208567261	208567561	-1	208567262
rep2.HPV33	chr2	226843006	226843580	79	0	79	226843006	226843306	-1	-1
rep2.HPV33	chr20	40900715	40901291	203	203	0	40900990	40901290	40901290	-1
rep2.HPV33	chr20	58529409	58529942	204	204	0	58529641	58529941	58529941	-1
rep2.HPV33	chr21	17625387	17625875	195	195	0	17625575	17625875	17625874	-1
rep2.HPV33	chr21	28781485	28781973	195	195	0	28781673	28781973	28781972	-1
rep2.HPV33	chr3	22741313	22741412	17	0	17	22741313	22741613	-1	-1
rep2.HPV33	chr3	41819748	41820269	219	219	0	41819969	41820269	41820268	-1
rep2.HPV33	chr3	168180695	168181271	213	0	213	168180695	168180995	-1	168180696
rep2.HPV33	chr3	175140979	175141467	195	195	0	175141167	175141467	175141466	-1
rep2.HPV33	chr5	74485139	74485672	204	0	204	74485139	74485439	-1	74485139
rep2.HPV33	chr5	122593346	122593661	24	0	24	122593346	122593646	-1	-1
rep2.HPV33	chr5	130277863	130278385	220	0	220	130277863	130278163	-1	130277863
rep2.HPV33	chr5	138215261	138215758	135	0	135	138215261	138215561	-1	-1
rep2.HPV33	chr6	78379062	78379638	208	208	0	78379337	78379637	78379637	-1
rep2.HPV33	chr6	128005654	128006187	204	204	0	128005886	128006186	128006186	-1
rep2.HPV33	chr6	138045577	138046066	194	0	194	138045577	138045877	-1	138045577
rep2.HPV33	chr7	24144281	24144769	195	195	0	24144469	24144769	24144768	-1
rep2.HPV33	chr7	45527494	45528025	207	207	0	45527715	45528015	-1	-1
rep2.HPV33	chr7	128439424	128439958	178	178	0	128439658	128439958	128439957	-1
rep2.HPV33	chr8	77803825	77804401	207	0	207	77803825	77804125	-1	77803826
rep2.HPV33	chr9	62482346	62482439	4	0	4	62482346	62482646	-1	-1
rep2.HPV33	chr9	103989269	103989802	204	204	0	103989503	103989803	103989801	-1
rep2.HPV33	chr9	116882954	116883531	214	214	0	116883232	116883532	-1	-1
rep2.HPV33	chrX	68863737	68864225	195	195	0	68863925	68864225	68864224	-1
rep2.HPV33	chrX	76793979	76794500	220	220	0	76794200	76794500	76794499	-1
rep2.HPV33	chrX	107249908	107250484	213	0	213	107249908	107250208	-1	107249909
rep2.HPV35	chr1	110039323	110039935	189	0	189	110039323	110039623	-1	110039324
rep2.HPV35	chr1	159232927	159233449	158	0	158	159232927	159233227	-1	159232927
rep2.HPV35	chr10	51907935	51908457	203	0	203	51907935	51908235	-1	51907935
rep2.HPV35	chr10	58006209	58006742	204	0	204	58006209	58006509	-1	58006209
rep2.HPV35	chr10	90128863	90129406	220	0	220	90128863	90129163	-1	90128863
rep2.HPV35	chr12	58309600	58310213	186	0	186	58309600	58309900	-1	58309601
rep2.HPV35	chr12	91310764	91311377	167	0	167	91310764	91311064	-1	91310765
rep2.HPV35	chr12	120315798	120316339	156	156	0	120316012	120316312	-1	-1
rep2.HPV35	chr13	72374057	72374579	203	0	203	72374057	72374357	-1	72374057
rep2.HPV35	chr14	95823729	95824274	92	0	92	95823729	95824029	-1	95823731
rep2.HPV35	chr14	104811592	104812116	164	0	164	104811592	104811892	-1	104811594
rep2.HPV35	chr15	42619517	42620032	206	0	206	42619517	42619817	-1	42619517
rep2.HPV35	chr15	52167349	52167893	156	156	0	52167593	52167893	52167892	-1
rep2.HPV35	chr16	49615120	49615653	187	0	187	49615120	49615420	-1	-1
rep2.HPV35	chr16	55826797	55827408	151	151	0	55827108	55827408	55827407	-1
rep2.HPV35	chr18	11660788	11661331	219	219	0	11661030	11661330	11661330	-1
rep2.HPV35	chr18	14208151	14208636	69	0	69	14208151	14208451	-1	-1
rep2.HPV35	chr18	47086263	47086780	117	117	0	47086479	47086779	47086779	-1
rep2.HPV35	chr19	4488365	4489009	185	185	0	4488676	4488976	4488975	-1
rep2.HPV35	chr19	22513284	22513806	203	203	0	22513505	22513805	22513805	-1
rep2.HPV35	chr19	35922718	35923218	89	89	0	35922917	35923217	-1	-1
rep2.HPV35	chr19	58069993	58070516	172	172	0	58070216	58070516	58070515	-1
rep2.HPV35	chr2	121940786	121941331	203	0	203	121940786	121941086	-1	-1
rep2.HPV35	chr2	143493026	143493526	190	190	0	143493226	143493526	143493525	-1
rep2.HPV35	chr2	210403683	210404220	93	93	0	210403893	210404193	-1	-1
rep2.HPV35	chr21	23099820	23100359	204	0	204	23099820	23100120	-1	23099826
rep2.HPV35	chr21	29817460	29817982	203	203	0	29817681	29817981	29817981	-1
rep2.HPV35	chr22	25812922	25813437	143	143	0	25813136	25813436	25813436	-1
rep2.HPV35	chr3	28705838	28706382	219	219	0	28706082	28706382	28706381	-1
rep2.HPV35	chr3	45968714	45969259	219	0	219	45968714	45969014	-1	45968715
rep2.HPV35	chr3	128579379	128579874	158	158	0	128579573	128579873	-1	-1
rep2.HPV35	chr3	150915931	150916544	190	0	190	150915931	150916231	-1	150915932
rep2.HPV35	chr4	106381994	106382548	198	198	0	106382215	106382515	106382515	-1
rep2.HPV35	chr4	185279524	185280168	175	175	0	185279835	185280135	185280134	-1
rep2.HPV35	chr5	89347987	89348599	118	0	118	89347987	89348287	-1	89347988
rep2.HPV35	chr5	133795785	133796330	219	0	219	133795785	133796085	-1	133795786
rep2.HPV35	chr5	152488433	152488918	185	185	0	152488618	152488918	152488917	-1
rep2.HPV35	chr7	112963818	112964361	219	219	0	112964060	112964360	112964360	-1
rep2.HPV35	chr7	122245153	122245766	190	190	0	122245465	122245765	122245765	-1
rep2.HPV35	chr7	133236943	133237465	203	0	203	133236943	133237243	-1	133236943
rep2.HPV35	chr8	54348205	54348738	204	204	0	54348437	54348737	54348737	-1
rep2.HPV35	chr9	76713544	76714156	189	0	189	76713544	76713844	-1	76713545
rep2.HPV35	chr9	81058301	81058823	203	203	0	81058522	81058822	81058822	-1
rep2.HPV35	chr9	81577246	81577857	189	189	0	81577558	81577858	81577856	-1
rep2.HPV35	chrY	56697172	56697280	22	0	22	56697172	56697472	-1	-1
rep2.HPV39	chr1	218785999	218786507	209	209	0	218786207	218786507	218786506	-1
rep2.HPV39	chr1	222254114	222254621	208	208	0	222254320	222254620	222254620	-1
rep2.HPV39	chr1	240361929	240362441	201	201	0	240362143	240362443	240362440	-1
rep2.HPV39	chr10	31537860	31538394	218	218	0	31538060	31538360	31538360	-1
rep2.HPV39	chr10	95641815	95642316	214	214	0	95642020	95642320	95642315	-1
rep2.HPV39	chr10	112970804	112971305	217	217	0	112971006	112971306	112971304	-1
rep2.HPV39	chr11	85160769	85161271	205	205	0	85160971	85161271	85161270	-1
rep2.HPV39	chr12	48314681	48315212	217	0	217	48314681	48314981	-1	48314682
rep2.HPV39	chr14	93180153	93180520	156	0	156	93180153	93180453	-1	93180153
rep2.HPV39	chr14	101849138	101849639	217	0	217	101849138	101849438	-1	101849138
rep2.HPV39	chr15	91116810	91117317	204	0	204	91116810	91117110	-1	91116810
rep2.HPV39	chr17	38560681	38561184	218	0	218	38560681	38560981	-1	38560683
rep2.HPV39	chr17	39791313	39791824	201	0	201	39791313	39791613	-1	39791313
rep2.HPV39	chr18	11007520	11008066	201	201	0	11007730	11008030	11008030	-1
rep2.HPV39	chr18	27029538	27030049	208	0	208	27029538	27029838	-1	27029542
rep2.HPV39	chr19	22863699	22864132	127	127	0	22863831	22864131	-1	-1
rep2.HPV39	chr19	32808509	32809020	201	0	201	32808509	32808809	-1	32808509
rep2.HPV39	chr2	51943232	51943716	207	207	0	51943415	51943715	51943715	-1
rep2.HPV39	chr2	178128130	178128676	193	193	0	178128343	178128643	178128641	-1
rep2.HPV39	chr20	4860890	4861401	193	193	0	4861100	4861400	4861400	-1
rep2.HPV39	chr20	21608348	21608879	217	0	217	21608348	21608648	-1	21608349
rep2.HPV39	chr20	31158360	31158867	172	172	0	31158570	31158870	31158866	-1
rep2.HPV39	chr21	9614419	9614851	155	155	0	9614550	9614850	-1	-1
rep2.HPV39	chr21	45546011	45546527	209	0	209	45546011	45546311	-1	45546011
rep2.HPV39	chr22	35792933	35793441	147	147	0	35793141	35793441	-1	-1
rep2.HPV39	chr3	31129794	31130303	109	0	109	31129794	31130094	-1	-1
rep2.HPV39	chr3	52423923	52424467	157	157	0	52424136	52424436	52424434	-1
rep2.HPV39	chr3	83089031	83089562	217	0	217	83089031	83089331	-1	83089032
rep2.HPV39	chr3	159102688	159103218	217	217	0	159102918	159103218	159103217	-1
rep2.HPV39	chr3	183226427	183226928	216	0	216	183226427	183226727	-1	183226427
rep2.HPV39	chr4	39178738	39179268	217	217	0	39178968	39179268	39179267	-1
rep2.HPV39	chr4	155777398	155777928	217	217	0	155777628	155777928	155777927	-1
rep2.HPV39	chr5	22088688	22089195	208	0	208	22088688	22088988	-1	22088688
rep2.HPV39	chr6	27740580	27740962	180	0	180	27740580	27740880	-1	27740581
rep2.HPV39	chr6	41606764	41607272	142	142	0	41606972	41607272	41607271	-1
rep2.HPV39	chr6	54784859	54785405	180	180	0	54785070	54785370	54785370	-1
rep2.HPV39	chr6	128897916	128898423	208	208	0	128898122	128898422	128898422	-1
rep2.HPV39	chr7	995700	996230	217	217	0	995930	996230	996229	-1
rep2.HPV39	chr7	88458494	88459009	209	209	0	88458708	88459008	88459008	-1
rep2.HPV39	chr7	102885925	102886456	218	218	0	102886155	102886455	102886455	-1
rep2.HPV39	chr7	156693131	156693677	201	201	0	156693344	156693644	156693641	-1
rep2.HPV39	chr8	3198350	3198859	208	0	208	3198350	3198650	-1	3198352
rep2.HPV39	chr8	40610806	40611308	218	218	0	40611008	40611308	-1	-1
rep2.HPV39	chr8	107386191	107386702	201	0	201	107386191	107386491	-1	107386191
rep2.HPV39	chr8	122583408	122583915	208	0	208	122583408	122583708	-1	122583408
rep2.HPV39	chr9	16155002	16155548	191	191	0	16155212	16155512	16155512	-1
rep2.HPV39	chr9	92922221	92922767	127	127	0	92922434	92922734	92922732	-1
rep2.HPV45	chr11	17536467	17536968	217	0	217	17536467	17536767	-1	17536467
rep2.HPV45	chr11	63973320	63973820	133	133	0	63973519	63973819	-1	-1
rep2.HPV45	chr11	96675507	96676019	201	201	0	96675719	96676019	96676018	-1
rep2.HPV45	chr12	74847074	74847594	206	0	206	74847074	74847374	-1	74847077
rep2.HPV45	chr12	94481143	94481658	192	192	0	94481357	94481657	94481657	-1
rep2.HPV45	chr12	107024164	107024631	193	0	193	107024164	107024464	-1	107024165
rep2.HPV45	chr14	30275954	30276469	192	0	192	30275954	30276254	-1	30275954
rep2.HPV45	chr14	49458752	49459234	207	0	207	49458752	49459052	-1	49458755
rep2.HPV45	chr15	55771815	55772289	108	108	0	55771985	55772285	-1	-1
rep2.HPV45	chr16	18728179	18728397	77	0	77	18728179	18728479	-1	-1
rep2.HPV45	chr16	78983270	78983787	206	206	0	78983487	78983787	78983786	-1
rep2.HPV45	chr17	70919978	70920493	192	0	192	70919978	70920278	-1	70919978
rep2.HPV45	chr17	82240827	82241340	202	0	202	82240827	82241127	-1	82240828
rep2.HPV45	chr18	36974674	36975187	200	0	200	36974674	36974974	-1	36974675
rep2.HPV45	chr18	67880071	67880584	200	0	200	67880071	67880371	-1	67880071
rep2.HPV45	chr19	8217800	8218024	72	0	72	8217800	8218100	-1	-1
rep2.HPV45	chr19	40542749	40543262	180	0	180	40542749	40543049	-1	40542750
rep2.HPV45	chr19	47023575	47024047	121	0	121	47023575	47023875	-1	47023580
rep2.HPV45	chr2	20204303	20204820	192	0	192	20204303	20204603	-1	20204305
rep2.HPV45	chr2	82424968	82425480	200	200	0	82425180	82425480	82425479	-1
rep2.HPV45	chr2	132831040	132831558	206	0	206	132831040	132831340	-1	132831041
rep2.HPV45	chr21	24235693	24236200	208	208	0	24235900	24236200	24236199	-1
rep2.HPV45	chr21	25720533	25721036	151	0	151	25720533	25720833	-1	25720534
rep2.HPV45	chr22	19618982	19619495	200	0	200	19618982	19619282	-1	19618983
rep2.HPV45	chr22	20363761	20364177	135	0	135	20363761	20364061	-1	-1
rep2.HPV45	chr22	43040893	43041406	200	0	200	43040893	43041193	-1	-1
rep2.HPV45	chr3	29314839	29315357	206	0	206	29314839	29315139	-1	29314840
rep2.HPV45	chr3	72318117	72318618	190	190	0	72318317	72318617	72318617	-1
rep2.HPV45	chr3	100234035	100234514	207	0	207	100234035	100234335	-1	100234035
rep2.HPV45	chr3	127570936	127571453	193	0	193	127570936	127571236	-1	127570937
rep2.HPV45	chr4	112050479	112050988	163	0	163	112050479	112050779	-1	-1
rep2.HPV45	chr5	127169108	127169621	135	0	135	127169108	127169408	-1	127169109
rep2.HPV45	chr7	23305950	23306452	169	169	0	23306152	23306452	23306451	-1
rep2.HPV45	chr7	46811131	46811646	192	192	0	46811345	46811645	46811645	-1
rep2.HPV45	chr7	82221546	82222056	125	0	125	82221546	82221846	-1	-1
rep2.HPV45	chr7	88418647	88419022	129	0	129	88418647	88418947	-1	-1
rep2.HPV45	chr7	106401306	106401823	206	206	0	106401523	106401823	106401822	-1
rep2.HPV45	chr8	12936190	12936708	197	0	197	12936190	12936490	-1	12936191
rep2.HPV45	chr8	58286391	58286908	206	206	0	58286608	58286908	58286907	-1
rep2.HPV45	chr8	88444669	88445187	208	0	208	88444669	88444969	-1	88444669
